گاڏڙ	ɡaːɖˈʌr.
صفت	ʂɪfˈata
ھميشہ	hˌəmiʃˈʌh
برابري	bˌəraːbˈʌri
خانقاهه	xˌaːnqaːhˈʌh
سگھندو	səɡʰˈʌndoː
امرتسر	ˌamərˌət̪əsˈʌr
پرڀرو	pˌərəbʰˈʌroː
ساليانو	saːljˈaːnoː
انچن	ancˈʌn
سمورن	sˌəmoːrˈʌn
شھزادي	ʃˌəhzˈaːdi
عورتون	ˌaoːrt̪ˈoːn
سامهون	sˌaːmhˈoːn
محنت	mˌəhənˈʌt̪
صنعتي	ʂənˈaːt̪i
سرگرمي	sˌarɡˈarmi
چئني	cˈʌni
ٻڌو	bˈʌdʰoː
پڪ	pˈʌk
عينيه	ˌainˈiːh
ڪنديون	kəndjˈoːn
ويڙهه	ʋˌeːr.əhˈʌh
شجرو	ʃəɟˈʌroː
ڪعبي	kaːbˈiː
ايڪٽر	ˌeːkəʈˈʌr
آمدني	ˌaːmədˈʌni
گهرڻ	ɡˌəhərˈʌɳ
ميدان	meːdˈaːn
لکمير	lˌəkʰmˈiːr
مذهب	mˌəzəhˈʌb
اترپرديش	ˌat̪ərˌəprdˈiːʃ
مشتمل	mˌəʃt̪əmˈʌl
ٺڪر	ʈʰəkˈʌr
بدلائي	bˌədlˈaːi
مجدد	mˌəɟədˈʌd
جهازن	ɟˌəhaːzˈʌn
هئا	hˈʊaː
ڌٻڻ	dʰəbˈʌɳ
ٻانهين	bˌaːnhˈiːn
جاپان	ɟaːpˈaːn
ڦڪو	pʰˈʌkoː
تعلقو	t̪aːlˈʌqoː
مک	mˈʌkʰ
تنهنڪري	t̪ˌənəhˌənəkˈʌri
ٿلهو	ʈəlˈʌhoː
دماغ	dəmˈaːɣ
چري	cˈʌri
شھتيرن	ʃˌəht̪irˈʌn
گروھن	ɡˌəroːhˈʌn
پرهه	pˌərəhˈʌh
ميوزم	mjoːzˈʌm
چاڙهڻ	cˌaːr.əhˈʌɳ
اوچتي	uːcˈʌt̪i
حميده	hˌəmidˈʌh
جماعتون	ɟˌəmaːaːt̪ˈoːn
مبارڪ	məbˈaːrək
دان	dˈaːn
وفا	ʋˈʌfaː
طواف	tʋˈaːf
سامھون	sˌaːmhˈoːn
جمالي	ɟəmˈaːli
دراوڙن	dˌəraːoːr.ˈʌn
پانيلن	pˌaːnilˈʌn
وڃجي	ʋəɲˈʌɟi
جيروسلم	ɟˌeːroːsəlˈʌm
يني	jˈʌni
باس	bˈaːs
مين	mˈeːn
ٿل	ʈˈʌl
اذان	azˈaːn
لياري	ljˈaːri
کنڊر	kʰənɖˈʌr
هئاسين	hˌəaːsˈiːn
کائجن	kʰˌaːɪɟˈʌn
سگهيا	səɡˈʌhjaː
صلي	ʂˈʌli
عقلي	aqˈʌli
اسپتالن	ˌasəpt̪aːlˈʌn
سنڌي	sˈɪndhi
ڪپتان	kˌəpt̪ˈaːn
ڪيفيت	keːfˈiːt̪
اپيل	ˈapjal
سامان	saːmˈaːn
لکندا	ləkʰˈʌndaː
بنگالي	bənɡˈaːli
حقدار	hˌəqdˈaːr
اماڻيو	amˈaːɳjoː
بيٺي	bˈeːʈʰi
سالار	saːlˈaːr
الائي	alˈaːi
بقول	bəqˈoːl
گوهر	ɡoːhˈʌr
ھرھڪ	hˌərəhˈʌk
دستياب	dəst̪jˈaːb
ماپ	mˈaːp
ڇانو	cʰˈaːnoː
جنگن	ɟənɡˈʌn
پاڇو	pˈaːcʰoː
ڪارروايون	kˌaːrrʋaːjˈoːn
لڳائڻ	lˌəɡaːˈɪɳ
قصا	qˈʌʂaː
عبادت	abˈaːdət̪
اديبن	ˌadibˈʌn
ڇوڙ	cʰˈoːr.
سويڊن	sʋeːɖˈʌn
اکري	akʰˈʌri
ھاجرہ	hˌaːɟərˈʌh
پرين	pərˈiːn
درين	dərˈiːn
ڪاليجن	kˌaːliɟˈʌn
ا	ˈalɪf
ڳنڍيون	ɡˌənɖʰjˈoːn
راوي	rˈaːʋi
ماتحت	mˌaːt̪əhˈʌt̪
رنگا	rˈʌnɡaː
بلو	bˈʌloː
ڌيئرون	dʰeːˈɪroːn
ڌڪ	dʰˈʌk
کاتا	kʰˈaːt̪aː
بڻجي	bəɳˈʌɟi
رکندا	rəkʰˈʌndaː
احتجاجي	ˌɛht̪əɟˈaːɟi
دوري	dˈoːri
پيشو	pˈeːʃoː
سماجيات	sˌəmaːɟiˈaːt
بغداد	bˌəɣdˈaːd
ٻيلو	bˈeːloː
ڪوھ	kˈoːh
ينگ	jˈʌnɡ
الانا	alˈaːnaː
پهلوي	pəhˈʌlʋi
ويڳي	ʋˈeːɡi
جهنگلي	ɟˌəhənɡˈʌli
بھ	bˈʌh
ننجا	nənˈʌɟaː
نثار	nəsˈaːr
ايڌي	ˈeːdʰi
حافظ	haːfˈʌʐ
سختيون	səxt̪jˈoːn
سائو	sˈaːoː
پاهڙ	paːhˈʌr.
نمائندا	nˈʊmaːˈɪndaː
مخلوط	mˌəxlˈuːt
بطوطه	bˌətoːtˈʌh
ڀٽن	bʰəʈˈʌn
ڏوھ	ɖˈoːh
ضرورتن	zˌaruːrət̪ˈʌn
پنڊي	pˈʌnɖi
سافٽويئر	sˌaːfʈʋiˈɪr
الرحمان	ˌalərˌəhmˈaːn
تبتي	t̪əbˈʌt̪i
ملاڪا	məlˈaːkaː
نموني	nəmˈoːni
ٻڌجي	bədʰˈʌɟi
وڄ	ʋˈʌɟ
ڪڪڙن	kˌəkər.ˈʌn
هوء	hˈoː
بيدي	bˈeːdi
چاهين	caːhˈiːn
رليون	rəljˈoːn
اولين	uːlˈiːn
ڏنو	ɖˈɪnoː
لاڙي	lˈaːr.i
قاضي	qˈaːzi
ايل	ˈeːl
ساڳيا	sˈaːɡjaː
منجهانئن	mˌənəɟhaːnˈʌn
حاصل	haːʂˈʌl
رومانس	roːmˈaːns
گڏھ	ɡəɖˈʌh
ٻيڙيون	beːr.jˈoːn
بھی	bˈʌhi
ووٽن	ʋoːʈˈʌn
پڪيون	pəkjˈoːn
روش	rˈoːʃ
قطر	qətˈʌr
ڏسي	ɖˈɪsi
اجمل	ˌaɟəmˈʌl
ڪابينه	kaːbˈiːnəh
بنا	bˈʌnaː
مڙي	mˈʌr.i
گمنام	ɡˌəmnˈaːm
سنهي	sənˈʌhi
ڇاڙهه	cʰˌaːr.əhˈʌh
جشن	ɟəʃˈʌn
ڪوپرنيڪس	kˌoːpərnikˈʌs
درياھ	dərjˈaːh
ويسر	ʋeːsˈʌr
لاڏاڻي	laːɖˈaːɳi
عمر	ˈʊmr
وايومنڊل	ʋˌaːjoːmənɖˈʌl
روماني	roːmˈaːni
تاجر	t̪aːɟˈʌr
لڳل	ləɡˈʌl
هه	hˈʌh
وهنجڻ	ʋˌəhənəɟˈʌɳ
چانڊيو	cˈaːnɖjoː
ساڌو	sˈaːdʰoː
اٽلي	aʈˈʌli
ڳوڙهيون	ɡˌoːr.hjˈoːn
دفن	dəfˈʌn
تائين	t̪aːˈiːn
ٻڌي	bˈʌdʰi
زيتون	zeːt̪ˈoːn
گرمي	ɡərˈʌmi
زئي	zˈʌi
بصر	bəʂˈʌr
نفعي	nəfˈaːi
برلا	bərˈʌlaː
انومان	ˌanoːmˈaːn
سگهوئي	sˌəɡhˈoːi
سانگ	sˈaːnɡ
لاهوت	laːhˈoːt̪
بگڙي	bəɡˈʌr.i
قياس	qjˈaːs
ڪورٽن	kˌoːrəʈˈʌn
ڇاڙ	cʰˈaːr.
ڏياري	ɖjˈaːri
نظربند	naʐˈarbənd
ميوا	mjʋˈaː
گهيري	ɡəhˈiːri
مقبرو	mˌəqəbˈʌroː
راهه	raːhˈʌh
زياده	zjaːdˈʌh
حاڪميت	hˌaːkmˈiːt̪
ڊيگهه	ɖˌeːɡəhˈʌh
سکر	səkʰˈʌr
ڀرو	bʰˈʌroː
مسلمانن	mʊsˈalmˌaːnən
بوڪ	bˈoːk
آثار	aːsˈaːr
دٻائي	dəbˈaːi
چادر	caːdˈʌr
اڀرڻ	ˌabʰərˈʌɳ
عاليشان	ˌaːliʃˈaːn
شڪاگو	ʃəkˈaːɡoː
ٿيس	tʰˈeːs
هاء	hˈaː
آزار	aːzˈaːr
تنظيمي	t̪ˌənʐˈiːmi
ڪوانٽم	kʋˌaːnəʈˈʌm
ائين	aˈiːn
دھشتگردي	dˌəhəʃt̪əɡˈʌrdi
مراد	mərˈaːd
پچڻ	pəcˈʌɳ
بانس	bˈaːns
اصطلاحن	ˌɪʂtɪlaːhˈʌn
مشوري	məʃˈoːri
سر	sˈʌr
جنت	ɟənˈʌt̪
جمعي	ɟəmˈaːi
ريتن	reːt̪ˈʌn
تيرن	t̪eːrˈʌn
هلندو	həlˈʌndoː
گفتگو	ɡˌəfət̪ˈʌɡoː
پارڪ	paːrˈʌk
رانديگر	rˌaːndiɡˈʌr
محبتي	mˌəhəbˈʌt̪i
خطي	xˈʌti
حجاز	həɟˈaːz
ڳجهارت	ɡˌəɟhaːrˈʌt̪
ڄڻن	ɟəɳˈʌn
پيدائشي	pˌeːdaːˈɪʃi
پئرس	pərˈʌs
راهي	rˈaːhi
ڳالهائيندڙ	ɡˌaːlhˌaːindˈʌr.
ايف	ˈeːf
مچائي	məcˈaːi
عمارتون	ˌamaːrt̪ˈoːn
مداخلت	mˌədaːxəlˈʌt̪
يونس	jˈoːns
ٻٽير	bəʈˈiːr
شاگردن	ʃˌaːɡərdˈʌn
ٺاڪر	ʈʰaːkˈʌr
رڳن	rəɡˈʌn
نشونما	nˌəʃoːnˈʌmaː
سڌار	sədʰˈaːr
پرن	pərˈʌn
ھر	hˈʌr
ڪتبا	kˌət̪bˈaː
لڳن	ləɡˈʌn
بندرگاهه	bˌəndərɡaːhˈʌh
ڪيم	kˈeːm
تعصب	t̪aːʂˈʌb
وجهجي	ʋˌəɟəhˈʌɟi
تختو	t̪ˈʌxt̪oː
آبادي	aːbˈaːdi
ڏيهي	ɖˈeːhi
يارڪ	jaːrˈʌk
فائرنگ	fˌaːɪrˈʌnɡ
مدار	mədˈaːr
جنھنڪري	ɟˌənhnəkˈʌri
قبضو	qəbˈʌzoː
پريشان	pˌəriʃˈaːn
آباد	aːbˈaːd
فورسز	fˌoːrəsˈʌz
سينٽي	seːnˈʌʈi
برک	bərˈʌkʰ
پڳ	pˈʌɡ
چرٻي	cərˈʌbi
برنس	bərˈʌns
شهرن	ʃˌəhərˈʌn
مستحڪم	mˌəst̪əhəkˈʌm
ڪيترو	keːt̪ˈʌroː
وچم	ʋəcˈʌm
پکيڙ	pəkʰˈiːr.
جوت	ɟˈoːt̪
هنڌ	hˈʌndʰ
دريافت	dˌərjaːfˈʌt̪
سمجهه	sˌəməɟəhˈʌh
بدلي	bədˈʌli
امان	amˈaːn
غلطين	ɣˌəltˈiːn
لڌل	lədʰˈʌl
مشھور	mˌəʃhˈuːr
ٽو	ʈˈoː
پشت	pˈʌʃt̪
ڪمري	kəmˈʌri
ھڏين	həɖˈiːn
قنبر	qənbˈʌr
علمن	ˌaləmˈʌn
شاگردياڻي	ʃˌaːɡrdjˈaːɳi
ڪئلينڊر	kˌəlinɖˈʌr
گھميل	ɡʰˈʌmjal
نقص	nəqˈʌʂ
گئسن	ɡəsˈʌn
اوارڊ	ˌuːaːrˈʌɖ
ڪائنات	kˌaːɪnˈaːt
ماهوار	maːhʋˈaːr
کائيندا	kʰaːˈiːndaː
جيل	ɟˈeːl
ٽنڊو	ʈˈʌnɖoː
جواني	ɟˈaʋaːnˌiː
لهرون	lˌəhərˈuːn
استحصال	ˌɪstɛhʂˈaːl
ذرڙن	zˌərər.ˈʌn
پد	pˈʌd
سڊني	səɖˈʌni
اطالوي	atˈaːlʋi
گناهه	ɡˌənaːhˈʌh
گلي	ɡˈʌli
لحاظ	ləhˈaːʐ
واکاڻ	ʋaːkʰˈaːɳ
ابتدا	ɪbtˈɪdaː
شھر	ʃəhˈʌr
بيڪس	bˈeːkəs
ٻج	bˈʌɟ
دوستن	doːst̪ˈʌn
سلون	səlˈoːn
بيٺڪي	bˈeːʈʰkˌiː
وقف	ʋəqˈʌf
جيئن	ɟˈiːʌ̃
ڳالهه	ɡˌaːləhˈʌh
کونگهرن	kʰˌoːnɡəhərˈʌn
چئبو	cəbˈoː
اندر	andˈʌr
ساوڪ	saːˈoːk
افضل	ˌafəzˈʌl
عمري	ˈʊmri
تير	t̪ˈeːr
مختيارڪار	mˌəxt̪jaːrkˈaːr
چئي	cˈʌi
ويجها	ʋeːɟˈʌhaː
مسلم	mˈʊslˌɪm
ڪوئلي	koːˈɪli
عملدار	ˌaməldˈaːr
ماھر	maːhˈʌr
گوڏن	ɡoːɖˈʌn
پڙهي	pər.ˈʌhi
چاچڙ	caːcˈʌr.
ڀڪشو	bʰəkˈʌʃoː
هشام	həʃˈaːm
تنوير	t̪ənʋˈiːr
سرائڪي	sˌəraːˈɪki
ديھون	deːhˈoːn
ٿئي	tʰˈɪeː
منصوبا	mˌənʂuːbˈaː
جادوگر	ɟˌaːdoːɡˈʌr
نسخا	nəsˈʌxaː
منجهس	mˌənəɟəhˈʌs
الوداع	alˈoːdaː
بهاولپور	bˌəhaːˌoːlpˈoːr
سينگاريو	seːnɡˈaːrjoː
جنيد	ɟənˈiːd
چاڳلي	caːɡˈʌli
دمشق	dˌəməʃˈʌq
مونث	moːnˈʌs
گھٽجي	ɡʰəʈˈʌɟi
ت	tˈeː
ر	rˈeː
جوڻو	ɟˈoːɳoː
لکتون	lˌəkʰt̪ˈuːn
ڪيمبرج	kˌeːmbərˈʌɟ
هيٺ	hˈeːʈʰ
هيٺئين	hˌeːʈʰˈiːn
اولڊ	uːlˈʌɖ
حدن	hədˈʌn
مٺائي	məʈʰˈaːi
کارائيندا	kʰˌaːraːˈiːndaː
سڏبي	sˌəɖbˈiː
ڀڳوت	bʰəɡˈoːt̪
تيرھين	t̪ˌeːrhˈiːn
لتاڙي	lət̪ˈaːr.i
ٻيڻي	bˈeːɳi
انناس	ˌannˈaːs
ڏانڊي	ɖˈaːnɖi
ٺاھيا	ʈʰˈaːhjaː
تصنيف	t̪ˌəʂnˈiːf
روڳ	rˈoːɡ
ڪيميائي	keːmjˈaːi
ڪنڊن	kənɖˈʌn
پيس	pˈeːs
ستار	sɪtˈaːr
ڳايو	ɡˈaːjoː
عدل	adˈʌl
جوڻيجي	ɟoːɳˈiːɟi
نقطا	nəqˈʌtaː
شفقت	ʃˌəfəqˈʌt̪
رچرڊ	rˌəcərˈʌɖ
مڪران	mˌəkrˈaːn
ملاکڙو	mˌəlaːkʰˈʌr.oː
رکما	rəkʰˈʌmaː
وٺڻ	ʋəʈʰˈʌɳ
مهتا	məhˈʌt̪aː
ڍورن	ɖʰoːrˈʌn
محترم	mˌəhət̪ərˈʌm
ڪڍن	kəɖʰˈʌn
يو	jˈoː
کائبو	kʰˌaːɪbˈoː
سولو	sˈoːloː
جز	ɟˈʌz
ڀيم	bʰˈeːm
ڪهاڻيڪار	kˌəhaːɳikˈaːr
حقن	həqˈʌn
نشانن	nɪʃˈaːnn
طئي	tˈʌi
نازي	nˈaːzi
سرحدن	sˌərəhədˈʌn
دلي	dˈʌli
ليزر	leːzˈʌr
فحش	fəhˈʌʃ
افسانوي	ˌafsˈaːnʋi
ٽارين	ʈaːrˈiːn
نفسياتي	nˌəfsjˈaːt̪i
مشاهدا	mˌəʃaːhˈʌdaː
مخلص	mˌəxəlˈʌʂ
ڪمائي	kəmˈaːi
پرائمري	pˌəraːɪmˈʌri
لڳيون	ləɡjˈoːn
تذڪرن	t̪ˌəzəkərˈʌn
اسٽالن	ˌasʈaːlˈʌn
ڏنگ	ɖˈʌnɡ
نديون	nədjˈoːn
پڪڙي	pəkˈʌr.i
گھرڙي	ɡʰərˈʌr.i
عڪس	akˈʌs
زماني	zəmˈaːni
ھڻي	hˈʌɳi
چوڏھن	cˌoːɖəhˈʌn
ڇاپا	cʰˈaːpaː
اموي	ˈamʋi
جهڙوڪ	ɟˌəhər.ˈuːk
نئي	nˈʌi
فائدي	faːˈɪdi
امرڪوٽ	ˌamərkˈoːʈ
ڪابہ	kaːbˈɪh
مرڪب	mˌərəkˈʌb
شان	ʃˈaːn
اھڙي	ahˈʌr.i
ڪهڙي	kəhˈʌr.i
ھلائي	həlˈaːi
مٺا	mˈʌʈʰaː
ڦول	pʰˈoːl
وڄائيندا	ʋˌəɟaːˈiːndaː
ڪاميابيون	kˌaːmjaːbjˈoːn
چيئرمين	ceːˈɪrmˌiːn
ورنيڪيولر	ʋˌərnˌiːkjoːlˈʌr
اصغر	ˌaʂəɣˈʌr
مصر	məʂˈʌr
خود	xˈʊd
ڀائٽي	bʰˈaːʈi
ڇڙوڇڙ	cʰˌər.oːcʰˈʌr.
نعت	nˈaːt̪
سڏبا	sˌəɖbˈaː
ستاري	sɪtˈaːri
ھ	dˌɔcaʃmˈiːheː
جوهري	ɟoːhˈʌri
سمن	səmˈʌn
پروٽو	pərˈoːʈoː
اظھار	ˌaʐhˈaːr
ڀڄي	bʰˈʌɟi
اچار	acˈaːr
وٺي	ʋˈʌʈʰi
بندن	bəndˈʌn
پشتو	pˈʌʃt̪oː
ڏيهه	ɖeːhˈʌh
رکندڙن	rˌəkʰəndər.ˈʌn
ڪيائين	kjaːˈiːn
شيشي	ʃˈeːʃi
وشنداس	ʋˌəʃndˈaːs
اتان	at̪ˈaːn
گدري	ɡədˈʌri
ٿڪ	ʈˈʌk
تحريڪون	t̪ˌəhrikˈoːn
لوھھ	loːhˈʌh
تاريخدان	t̪ˌaːrixdˈaːn
مقصد	mˌəqəʂˈʌd
پبلشنگ	pˌəbələʃˈʌnɡ
نارا	nˈaːraː
ڇڪي	cʰˈʌki
خاڪا	xˈaːkaː
ليک	lˈeːkʰ
داڻن	daːɳˈʌn
ماء	mˈaː
سمايل	səmˈaːjal
ذخيرن	zˌəxirˈʌn
لسانيات	lˌəsaːniˈaːt
ڪجهه	kˈʊɟʰʊ
برتري	bˌərət̪ˈʌri
گهٽتائي	ɡˌəhəʈt̪ˈaːi
نڪرندو	nˈɪkrndoː
حتمي	hət̪ˈʌmi
ساندهه	sˌaːndəhˈʌh
گپت	ɡəpˈʌt̪
هلن	həlˈʌn
مڌيه	mədʰˈiːh
صحافي	ʂəhˈaːfi
زهريلي	zˌəhərˈiːli
هالي	hˈaːli
ايشياٽڪ	ˌeːʃjaːʈˈʌk
ڳالهايو	ɡˌaːlhˈaːjoː
چن	cˈʌn
ڀرپور	bʰˌərpˈuːr
سمجھندا	sˌəməɟəhˈʌndaː
گرام	ɡərˈaːm
زندگي	zˈɪndɡi
ٻيھر	beːhˈʌr
کاتن	kʰaːt̪ˈʌn
آرگنائيزيشن	ˌaːrəɡnaːˌiːziʃˈʌn
لکين	ləkʰˈiːn
پهچائڻ	pˌəhəcaːˈɪɳ
صفوي	ʂˈʌfʋi
تھن	t̪əhˈʌn
متعدد	mˌət̪aːdˈʌd
نصيرآباد	nˌəʂiraːbˈaːd
حيوانن	hjʋaːnˈʌn
راه	rˈaːh
افغاني	ˌafɣˈaːni
گم	ɡˈʌm
ڪيپيٽل	kˌeːpiʈˈʌl
مائڪرو	mˌaːɪkˈʌroː
ادبي	ˌadbˈiː
ڊويزنل	ɖʋˌeːzənˈʌl
اهڙن	ˌahər.ˈʌn
نامياري	naːmjˈaːri
طبيب	təbˈiːb
منگول	mənɡˈuːl
آرٽيڪل	ˌaːrʈikˈʌl
خطاب	xətˈaːb
سومرا	soːmˈʌraː
مهين	məhˈiːn
ڪانه	kaːnˈʌh
فٽن	fəʈˈʌn
تختن	t̪əxt̪ˈʌn
گهاٽو	ɡəhˈaːʈoː
تحقيقات	t̪ˌəhqˌiːqˈaːt
هوشيار	hoːʃjˈaːr
ماڇين	maːcʰˈiːn
صورتخطي	ʂˌoːrət̪əxˈʌti
حسابي	hˌəsaːbˈiː
پوء	pˈoː
عبيدالله	abˈiːdaːlˌələh
تعليمي	t̪aːlˈiːmi
مڱڻهار	mˌəŋ̩ˌəɳhˈaːr
طريقن	tˌəriqˈʌn
گلشن	ɡˌələʃˈʌn
کاڻين	kʰaːɳˈiːn
ڳڙهي	ɡər.ˈʌhi
مساوات	mˌəsaːoːˈaːt
وجهي	ʋəɟˈʌhi
خانصاحب	xˌaːnʂaːhˈʌb
ڳچ	ɡˈʌc
دي	dˈeː
ٽڪرو	ʈəkˈʌroː
تيز	t̪ˈeːz
راجپوتانا	rˌaːɟpoːt̪ˈaːnaː
رنگين	rənɡˈiːn
ڌمڪي	dʰəmˈʌki
معروف	maːrˈoːf
گورنر	ɡˌoːrənˈʌr
اداره	ˌadaːrˈʌh
اڻويهين	ˌaɳʋihˈiːn
پنھنجا	pənhnˈʌɟaː
سارس	saːrˈʌs
کائيندو	kʰaːˈiːndoː
منظوري	mˌanʐˈuːri
آمريڪن	ˌaːmrikˈʌn
پوکيل	pˈoːkʰjal
سادي	sˈaːdi
ندين	nədˈiːn
قيمتن	qˌeːmət̪ˈʌn
هڪدم	hˌəkədˈʌm
قاعدي	qˈaːjdi
جزا	ɟˈʌzaː
چوٽيون	coːʈjˈoːn
پروٽين	pˌəroːʈˈiːn
ويلٿ	ʋeːlˈʌʈ
ٽوڙي	ʈˈoːr.i
تقي	t̪ˈʌqi
موج	mˈoːɟ
وريل	ʋˈʌrjal
ازبڪستان	ˌazəbˌəkˈɪstaːn
جمن	ɟəmˈʌn
ستين	sət̪ˈiːn
ديو	djˈoː
موقعن	moːqˈaːn
سائل	saːˈɪl
باليووڊ	bˈaːljʋoːɖ
اهائي	ahˈaːi
ٿانو	tʰˈaːnoː
قاهره	qˌaːhərˈʌh
آگسٽ	ˌaːɡəsˈʌʈ
هيگ	hˈeːɡ
قانع	qˈaːneː
ڀريل	bʰˈʌrjal
کہ	kʰˈʌh
شھريت	ʃˌəhrˈiːt̪
ونگن	ʋənɡˈʌn
پا	pˈaː
شاعر	ʃaːˈaːɪr
چيني	cˈeːni
پريان	pərjˈaːn
پچ	pˈʌc
شھابي	ʃˌəhaːbˈiː
چشمي	cəʃˈʌmi
آفريقا	ˌaːfrˈiːqaː
جولائي	ɟoːlˈaːi
سنڌيانا	sɪndhjˈaːnaː
سيڪڙي	seːkˈʌr.i
ڪئي	kˈʌi
اجمير	ˌaɟmˈiːr
وٺنديون	ʋˌəʈʰndjˈoːn
سٺا	sˈʌʈʰaː
ايندو	ˈeːndoː
گنجائش	ɡˌənɟaːˈɪʃ
تعلق	t̪aːlˈʌq
گھربل	ɡʰˌərəbˈʌl
ڪيتري	keːt̪ˈʌri
ويون	ʋjˈoːn
نسخي	nəsˈʌxi
امتحان	ˌɪmtɪhˈaːn
هندن	hɪndˈʌn
ڊالرن	ɖˌaːlərˈʌn
ڪورائي	koːrˈaːi
ساري	sˈaːri
بهاول	bˌəhaːˈoːl
معاهدن	mˌaːhədˈʌn
پٺيان	pəʈʰjˈaːn
زرخيز	zˌərxˈiːz
معزز	maːzˈʌz
ڪندو	kˈʌndoː
موڪليندا	mˌoːklˈiːndaː
لپري	ləpˈʌri
ٺاٺ	ʈʰˈaːʈʰ
ٻيلا	bˈeːlaː
ڪا	kˈaː
تپي	t̪ˈʌpi
لڳندو	ləɡˈʌndoː
پيڊيا	pˈeːɖjaː
انڊو	ˈɪnɖoː
متناسب	mˌət̪naːsˈʌb
سيارا	sjˈaːraː
ست	sˈʌt̪
مؤرخن	mˌəa͡ʊrəxˈʌn
شرڪت	ʃˌərəkˈʌt̪
پاڙون	paːr.ˈoːn
نيلام	neːlˈaːm
ٻوڏن	boːɖˈʌn
ذري	zˈʌri
نورالدين	nˌoːraːldˈiːn
هنيا	hˈʌnjaː
احڪام	ɛhkˈaːm
انسانيت	ɪnsˈaːnit̪
تيسين	t̪eːsˈiːn
خال	xˈaːl
عبدالغفار	ˌabdˌaːləɣfˈaːr
ڪرامت	kˌəraːmˈʌt̪
ڦار	pʰˈaːr
ڪاريگرن	kˌaːriɡərˈʌn
پٺتي	pəʈʰˈʌt̪i
ارب	arˈʌb
ڏهاڙي	ɖəhˈaːr.i
ڏهر	ɖəhˈʌr
تيلي	t̪ˈeːli
فائديمند	fˌaːɪdimˈʌnd
اٽڪل	ˌaʈəkˈʌl
مشرف	mˌəʃərˈʌf
ڊگھو	ɖˈʌɡʰoː
ضد	zˈʌd
مريخ	mərˈiːx
رسالت	rˌəsaːlˈʌt̪
نمائش	nˈʊmaːˈɪʃ
دنیا	dˈʌnjaː
پسمنظر	pˌəsmˌanʐˈar
نبين	nəbˈiːn
هٽي	hˈʌʈi
ورڪنگ	ʋˌərəkˈʌnɡ
تاریخ	t̪aːrˈiːx
سوليماني	sˌoːlimˈaːni
ڪينسر	keːnsˈʌr
گهڻي	ɡəhˈʌɳi
ڪامياب	kaːmjˈaːb
ڪڪر	kəkˈʌr
عيش	aˈiːʃ
انيس	anˈiːs
نه	nˈʌh
ڀٽو	bʰˈʌʈoː
نشاني	nɪʃˈaːni
مجاهد	mˌəɟaːhˈʌd
طبقن	tˌəbəqˈʌn
اللو	alˈʌloː
اچڻ	acˈaɳʊ
حڪم	həkˈʌm
هسٽري	hˌəsəʈˈʌri
پهچائيندو	pˌəhəcaːˈiːndoː
جئان	ɟəˈaːn
واحد	ʋaːhˈʌd
شادي	ʃˈaːdi
هيٺيان	heːʈʰjˈaːn
ترجما	t̪ˌərəɟˈʌmaː
ملهائڻ	mˌəlhaːˈɪɳ
ڪيائون	kjaːˈoːn
مهاڳ	məhˈaːɡ
هاڪ	hˈaːk
جتي	ɟˈʌt̪i
سرهاڻ	sˌərhˈaːɳ
ابوالفضل	abʋˈaːləfˌəzəl
ريجن	reːɟˈʌn
ڪيترائي	kˌeːt̪rˈaːi
کلن	kʰəlˈʌn
مخفف	mʊxˈaffaf
ڪرڻن	kˌərəɳˈʌn
ستارو	sɪtˈaːroː
بنگلي	bənɡˈʌli
ترڪستان	t̪ˌərəkˈɪstaːn
خنجر	xˌənəɟˈʌr
فتوا	fˈʌt̪ʋaː
علاقائي	ˌalaːqˈaːi
تفريحي	t̪ˌəfrˈiːhi
مزي	mˈʌzi
وھي	ʋˈʌhi
غلام	ɣəlˈaːm
فلاڻي	fəlˈaːɳi
الهداد	ˌaləhədˈaːd
رسائي	rəsˈaːi
خور	xˈoːr
ٽڙي	ʈˈʌr.i
گوتم	ɡoːt̪ˈʌm
بليدي	bəlˈiːdi
هادي	hˈaːdi
مٽياري	məʈjˈaːri
نشانيون	nɪʃˈaːnjoːn
پاليو	pˈaːljoː
درجابندي	dˈarɟaːbndi
واسين	ʋaːsˈiːn
ننڍڙن	nˌənəɖʰər.ˈʌn
پرمار	pˌərmˈaːr
صليبي	ʂˌəlibˈiː
تاڪيد	t̪aːkˈiːd
شهيدن	ʃˌəhidˈʌn
جزوي	ɟˈʌzʋi
ڪثير	kəsˈiːr
رجعت	rəɟˈaːt̪
رواج	rʋˈaːɟ
حياتي	hjˈaːt̪i
انگريزن	ˌanɡərizˈʌn
انگلنڊ	ˌanɡəlˈʌnɖ
ڦرندو	pʰərˈʌndoː
سرانجام	sˌəraːnɟˈaːm
ليڊرن	lˌeːɖərˈʌn
امام	amˈaːm
جملو	ɟˈʊmloː
اڪرام	ˌakrˈaːm
ڇھن	cʰəhˈʌn
چاڙهي	caːr.ˈʌhi
معذور	maːzˈoːr
آکاڻي	aːkʰˈaːɳi
کڻي	kʰˈʌɳi
آروهي	aːrˈoːhi
بنيادن	bˌənjaːdˈʌn
سال	sˈaːl
ڪاهه	kaːhˈʌh
اعتدال	ˌeːtɪdˈaːl
سوئيڊن	sˌoːiɖˈʌn
ڊگهو	ɖəɡˈʌhoː
حيدرآباد	hˌeːdraːbˈaːd
ورج	ʋərˈʌɟ
ڏاڏي	ɖˈaːɖi
