呼呼	xu˥˥xu˥˥
牽手	tɕʰjɛn˥˥ʂoʊ˨˩˦
㢻	weɪ˨˩˦
謤	pjɑʊ˥˥
集團	tɕi˧˥tʰwan˧˥
餞	tɕjɛn˥˩
秜	li˧˥,ni˧˥
即使如此	tɕi˧˥ʂɚ˨˩˦ʐu˧˥tsʰɯ˨˩˦
脫手	tʰuɔ˥˥ʂoʊ˨˩˦
乾瘦	kan˥˥ʂoʊ˥˩
少數	ʂɑʊ˨˩˦ʂu˥˩
釀成	njɑŋ˥˩ʈʂʰɤŋ˧˥
忍受	ʐən˨˩˦ʂoʊ˥˩
髈	pɑŋ˨˩˦,pʰɑŋ˧˥
男友 	nan˧˥joʊ˨˩˦
男娃	nan˧˥wa˧˥
㐼	ʈʂɤŋ˨˩˦,ʈʂʰɤŋ˥˩
侵佔	tɕʰɪn˥˥ʈʂan˥˥
想像	ɕjɑŋ˨˩˦ɕjɑŋ˥˩
驗屍	jɛn˥˩ʂɚ˥˥
婚生子女	xuən˥˥ʂɤŋ˥˥tsɯ˨˩˦ny˨˩˦
魚雷	y˧˥leɪ˧˥
地段	ti˥˩twan˥˩
暱	ni˥˩
埠	pu˥˩
就算	tɕjoʊ˥˩swan˥˩
㓲	pʰjɛn˥˩
髟	pʰjɑʊ˥˩,pjɑʊ˥˥,ʂan˥˥
抽象	ʈʂʰoʊ˥˥ɕjɑŋ˥˩
蘀	tʰuɔ˥˩
儒者	ʐu˧˥ʈʂɤ˨˩˦
談情說愛	tʰan˧˥tɕʰɪŋ˧˥ʂuɔ˥˥aɪ˥˩
意思	i˥˩sɯ˧
驚心動魄	tɕɪŋ˥˥ɕɪn˥˥tʊŋ˥˩pʰɔ˥˩
難為情	nan˧˥weɪ˧˥tɕʰɪŋ˧˥
逞	ɪŋ˧˥,ʈʂʰɤŋ˨˩˦
手頭利落	ʂoʊ˨˩˦tʰoʊ˧˥li˥˩luɔ˧
容光煥發	ʐʊŋ˧˥kwɑŋ˥˥xwan˥˩fa˥˥
鴷	ljɛ˥˩
䦻	tsɯ˨˩˦,tsʰɯ˥˩
販夫走卒	fan˥˩fu˥˥tsoʊ˨˩˦tsu˧˥
箭在弦上	tɕjɛn˥˩tsaɪ˥˩ɕjɛn˧˥ʂɑŋ˥˩
毗鄰	pʰi˧˥lɪn˧˥
茶葉	ʈʂʰa˧˥jɛ˥˩
鯩	luən˧˥
㺂	kan˨˩˦,tɕjɛn˥˩,jɛn˧˥
前車之鑑	tɕʰjɛn˧˥ʈʂʰɤ˥˥ʈʂɚ˥˥tɕjɛn˥˩
關閉	kwan˥˥pi˥˩
白酒	paɪ˧˥tɕjoʊ˨˩˦
市場	ʂɚ˥˩ʈʂʰɑŋ˨˩˦
瞭望台	ljɑʊ˥˩wɑŋ˥˩tʰaɪ˧˥
秔	tɕɪŋ˥˥,kɤŋ˥˥
膝蓋骨	ɕi˥˥kaɪ˥˩ku˨˩˦
䖹	jɑŋ˧˥
㢧	tɕɥœn˥˩
初生牛犢不怕虎	ʈʂʰu˥˥ʂɤŋ˥˥njoʊ˧˥tu˧˥pu˧˥pʰa˥˩xu˨˩˦
吊死鬼	tjɑʊ˥˩sɯ˨˩˦kweɪ˨˩˦
㤹	tɕʰjoʊ˧˥
句子	tɕy˥˩tsɯ˧
攀升	pʰan˥˥ʂɤŋ˥˥
鱁	ʈʂu˧˥
㷏	jʊŋ˨˩˦
厷	kʊŋ˥˥
柽	ʈʂʰɤŋ˥˥,tɕɥœ˧˥
䨑	tʰi˧˥
譣	tɕʰjɛn˥˥
䙤	tuɔ˨˩˦,tuɔ˥˩
䮟	soʊ˨˩˦
庤	ʈʂɚ˥˩
㾦	pɑŋ˥˩,pʰeɪ˥˩,pʰən˧˥
闦	uən˧˥
朹	tɕʰjoʊ˧˥,kweɪ˨˩˦
狎	ɕja˧˥
患難與共	xwan˥˩nan˥˩y˨˩˦kʊŋ˥˩
以身作則	i˨˩˦ʂən˥˥tsuɔ˥˩tsɤ˧˥
芳齡	fɑŋ˥˥lɪŋ˧˥
踂	njɛ˥˩
字彙	tsɯ˥˩xweɪ˥˩
心心相印	ɕɪn˥˥ɕɪn˥˥ɕjɑŋ˥˥ɪn˥˩
渾厚有力	xuən˧˥xoʊ˥˩joʊ˨˩˦li˥˩
玀	ɤ˨˩˦,luɔ˧˥
㼑	lwan˧˥,ljɛn˥˩
蔄	man˥˩
礬	fan˧˥
䱒	i˥˩
涁	ʂən˥˩
曼	man˧˥,man˥˩
殘酷	tsʰan˧˥kʰu˥˩
懷錶	xuaɪ˧˥pjɑʊ˨˩˦
袐	pi˥˩
瀺	ʈʂʰan˧˥
中心	ʈʂʊŋ˥˥ɕɪn˥˥
具體	tɕy˥˩tʰi˨˩˦
蟆	ma˧˥,mɔ˥˩
載入史冊	tsaɪ˨˩˦ʐu˥˩ʂɚ˨˩˦tsʰɤ˥˩
仍然	ʐɤŋ˧˥ʐan˧˥
䎐	ʈʂʰɑʊ˨˩˦
官品	kwan˥˥pʰɪn˨˩˦
㖆	tɕʰy˧˥,tɕʰy˨˩˦
尻	kʰɑʊ˥˥
滝	lʊŋ˧˥,ʂwɑŋ˥˥
虛報	ɕy˥˥pɑʊ˥˩
充電	ʈʂʰʊŋ˥˥tjɛn˥˩
溝壑	koʊ˥˥xuɔ˥˩,koʊ˥˥xɤ˥˩
罵	ma˥˩
崓	ku˥˩
敀	pɔ˧˥
帴	tɕjɛn˥˥,tɕjɛn˨˩˦,ʂa˥˥
媨	tɕjoʊ˥˩
拇	mu˨˩˦
得不償失	tɤ˧˥pu˥˩ʈʂʰɑŋ˧˥ʂɚ˥˥
鬿	tɕʰi˧˥
攂	leɪ˥˩,leɪ˧˥
歧視	tɕʰi˧˥ʂɚ˥˩
不擇手段	pu˥˩tsɤ˧˥ʂoʊ˨˩˦twan˥˩
睔	xuən˨˩˦,kuən˨˩˦
蠉	ɕɥœn˥˥
新穎	ɕɪn˥˥ɪŋ˨˩˦
璧	pi˥˩
統帥	tʰʊŋ˨˩˦ʂuaɪ˥˩
發澀	fa˥˥sɤ˥˩
多一事不如省一事	tuɔ˥˥i˧˥ʂɚ˥˩pu˥˩ʐu˧˥ʂɤŋ˨˩˦i˧˥ʂɚ˥˩
照	ʈʂɑʊ˥˩
瞋目切齒	ʈʂʰən˥˥mu˥˩tɕʰjɛ˥˩ʈʂʰɚ˨˩˦
鯗魚	ɕjɑŋ˨˩˦y˧˥
有氣無力	joʊ˨˩˦tɕʰi˥˩u˧˥li˥˩
詈	li˥˩
痥	tuɔ˧˥
買東西	maɪ˨˩˦tʊŋ˥˥ɕi˧
輎	ʂɑʊ˥˥
祥瑞	ɕjɑŋ˧˥ʐweɪ˥˩
神	ʂən˥˥,ʂən˧˥
烘堂	xʊŋ˥˥tʰɑŋ˧˥
㻎	li˥˩,sɤ˥˩
抵押	ti˨˩˦ja˥˥
憃	ʈʂʰʊŋ˥˥
焊縫	xan˥˩fɤŋ˥˩
打輸	ta˨˩˦ʂu˥˥
狗屁不通	koʊ˨˩˦pʰi˥˩pu˥˩tʰʊŋ˥˥
知	ʈʂɚ˥˥,ʈʂɚ˥˩
惡意	ɤ˥˩i˥˩
擎天大柱	tɕʰɪŋ˧˥tʰjɛn˥˥ta˥˩ʈʂu˥˩
戊寅	u˥˩ɪn˧˥
受人重託	ʂoʊ˥˩ʐən˧˥ʈʂʊŋ˥˩tʰuɔ˥˥
邟	kʰɑŋ˥˩,kʰɑŋ˧˥
寒來暑往	xan˧˥laɪ˧˥ʂu˨˩˦wɑŋ˨˩˦
窘迫	tɕjʊŋ˨˩˦pʰɔ˥˩
䔴	tsʰweɪ˥˩,tsʰɤ˥˩
趯	tʰi˥˩,ɥœ˥˩
神靈	ʂən˧˥lɪŋ˧˥
垂綸	ʈʂʰweɪ˧˥luən˧˥
寒流	xan˧˥ljoʊ˧˥
𫚙	pʰu˥˥
蟰	ɕjɑʊ˥˥
科幻	kʰɤ˥˥xwan˥˩
呸	pʰeɪ˥˥
蒼鷺	tsʰɑŋ˥˥lu˥˩
半製品	pan˥˩ʈʂɚ˥˩pʰɪn˨˩˦
諞	pʰjɛn˧˥,pʰjɛn˨˩˦
蠧	tu˥˩
隔閡	kɤ˧˥xɤ˧˥
隖	u˥˩
蘎	tɕi˥˩
孟子	mɤŋ˥˩tsɯ˨˩˦
卓犖	ʈʂuɔ˧˥luɔ˥˩
㗧	ʈʂɚ˥˩
噀	ɕyn˥˩
墊	tjɛn˥˩
墎	kuɔ˥˥,kuɔ˥˩
看做	kʰan˥˩tsuɔ˥˩
喜悅	ɕi˨˩˦ɥœ˥˩
龡	ʈʂʰweɪ˥˩
二者不可得兼	aɻ˥˩ʈʂɤ˨˩˦pu˥˩kʰɤ˨˩˦tɤ˧˥tɕjɛn˥˥
䤗	kan˨˩˦
堆積	tweɪ˥˥tɕi˥˥
㺛	ʈʂu˥˩
酒味淡薄	tɕjoʊ˨˩˦weɪ˥˩tan˥˩pɔ˧˥
麵粉	mjɛn˥˩fən˨˩˦
玙	y˧˥
議案	i˥˩an˥˩
異己	i˥˩tɕi˨˩˦
未	weɪ˥˩
歞	kʰan˨˩˦
神采	ʂən˧˥tsʰaɪ˨˩˦
當班長	tɑŋ˥˥pan˥˥ʈʂɑŋ˨˩˦
隌	an˨˩˦
膬	tsʰweɪ˥˩
指尖	ʈʂɚ˨˩˦tɕjɛn˥˥
㪌	y˨˩˦,y˧˥,tʰʊŋ˨˩˦
㴓	tsaɪ˨˩˦
地震	ti˥˩ʈʂən˥˩
嶄露頭角	ʈʂan˨˩˦lu˥˩tʰoʊ˧˥tɕjɑʊ˨˩˦
揫	tɕjoʊ˥˥
瘋狂	fɤŋ˥˥kʰwɑŋ˧˥
雅緻	ja˨˩˦ʈʂɚ˧,ja˨˩˦ʈʂɚ˥˩
隧	sweɪ˥˩,ʈʂweɪ˥˩
辦公桌	pan˥˩kʊŋ˥˥ʈʂuɔ˥˥
紮緊	tsa˥˥tɕɪn˨˩˦
病入膏肓	pɪŋ˥˩ʐu˥˩kɑʊ˥˥xwɑŋ˥˥
巯	tɕʰjoʊ˧˥
䳠	ʈʂʰweɪ˧˥,ʐweɪ˥˩,ʈʂu˥˩
䐉	tsɯ˥˩
螾	ɪn˨˩˦
蓏	luɔ˨˩˦
牌桌	pʰaɪ˧˥ʈʂuɔ˥˥
烹調	pʰɤŋ˥˥tʰjɑʊ˧˥
熏醋	ɕyn˥˥tsʰu˥˩
官方	kwan˥˥fɑŋ˥˥
摳門	kʰoʊ˥˥mən˧˥
可佩	kʰɤ˨˩˦pʰeɪ˥˩
連累	ljɛn˧˥leɪ˨˩˦
發揚光大	fa˥˥jɑŋ˧˥kwɑŋ˥˥ta˥˩
屟	ɕjɛ˥˩
鎝	ta˥˥,sa˥˩
憷	ʈʂʰu˨˩˦
伊	i˥˥
唸書	njɛn˥˩ʂu˥˥
商	ʂɑŋ˥˥
怕冒尖	pʰa˥˩mɑʊ˥˩tɕjɛn˥˥
放血	fɑŋ˥˩ɕɥœ˥˩
婚後	xuən˥˥xoʊ˥˩
啉	lan˧˥,lɪn˧˥
蓨	tʰjɑʊ˧˥,tʰjɑʊ˥˥
晚餐	wan˨˩˦tsʰan˥˥
水車	ʂweɪ˨˩˦ʈʂʰɤ˥˥
疼	tʰɤŋ˧˥
混淆視聽	xuən˥˩jɑʊ˧˥ʂɚ˥˩tʰɪŋ˥˥,xuən˥˩ɕjɑʊ˧˥ʂɚ˥˩tʰɪŋ˥˥
尞	ljɑʊ˥˩,ljɑʊ˧˥
東南西北	tʊŋ˥˥nan˧˥ɕi˥˥peɪ˨˩˦
伸懶腰	ʂən˥˥lan˨˩˦jɑʊ˥˥
萮	y˥˩
星辰	ɕɪŋ˥˥ʈʂʰən˧˥
彴	ʈʂuɔ˧˥
轞	ɕjɛn˥˩
盲人	mɑŋ˧˥ʐən˧˥
懡	mɔ˨˩˦
梟首示眾	ɕjɑʊ˥˥ʂoʊ˨˩˦ʂɚ˥˩ʈʂʊŋ˥˩
笩	pʰeɪ˥˩
弔文	tjɑʊ˥˩uən˧˥
胞胎	pɑʊ˥˥tʰaɪ˥˥
陣營	ʈʂən˥˩ɪŋ˧˥
矹	u˥˩
僝	ʈʂʰan˧˥
呏	ʂɤŋ˥˥
㚰	pi˨˩˦
榯	ʂɚ˧˥
豂	ljɑʊ˧˥
辯証法	pjɛn˥˩ʈʂɤŋ˥˩fa˨˩˦
圑	fu˥˩
男嬰	nan˧˥ɪŋ˥˥
從女	tsʊŋ˥˩ny˨˩˦,tsʰʊŋ˧˥ny˨˩˦
商務	ʂɑŋ˥˥u˥˩
大學	ta˥˩ɕɥœ˧˥
剛	kɑŋ˥˥
舌	ʂɤ˧˥,kwa˥˥
櫴	laɪ˥˩
強壯	tɕʰjɑŋ˧˥ʈʂwɑŋ˥˩
迷迭香	mi˧˥tjɛ˧˥ɕjɑŋ˥˥
烘雞	xʊŋ˥˥tɕi˥˥
佇	ʈʂu˥˩
䩊	wan˨˩˦,uɔ˥˩
趥	tɕʰjoʊ˥˥
憦	lɑʊ˥˩
皇宮	xwɑŋ˧˥kʊŋ˥˥
炸碉堡	ʈʂa˥˩tjɑʊ˥˥pɑʊ˨˩˦
血蹟	ɕɥœ˥˩tɕi˥˥,ɕɥœ˥˩tɕi˥˩
驠	jɛn˥˩
一如既往	i˥˩ʐu˧˥tɕi˥˩wɑŋ˨˩˦
駧	tʊŋ˥˩
戰役	ʈʂan˥˩i˥˩
機場	tɕi˥˥ʈʂʰɑŋ˨˩˦
疫	i˥˩
埬	tʊŋ˥˥
㑷	tʰaɪ˥˩,ʈʂwan˥˩,tʰjɛn˥˩
㜘	tɕy˥˩
㗷	saɪ˨˩˦
鵴	tɕy˧˥
駕鷹走犬	tɕja˥˩ɪŋ˥˥tsoʊ˨˩˦tɕʰɥœn˨˩˦
㶲	jʊŋ˥˩
研討	jɛn˧˥tʰɑʊ˨˩˦
杹	xwa˥˩
㚫	ʈʂa˥˩,ʂa˥˩
吭聲	kʰɤŋ˥˥ʂɤŋ˥˥
榨	ʈʂa˥˩
析	ɕi˥˥
䱨	ʈʂɚ˥˩
倁	ʈʂʰɚ˧˥
狂飲	kʰwɑŋ˧˥ɪn˨˩˦
才高八斗	tsʰaɪ˧˥kɑʊ˥˥pa˥˥toʊ˨˩˦
無濟於事	u˧˥tɕi˥˩y˧˥ʂɚ˥˩
魔術師	mɔ˧˥ʂu˥˩ʂɚ˥˥
謊稱	xwɑŋ˥˥ʈʂʰɤŋ˥˥
冋	tɕjʊŋ˥˥
想起	ɕjɑŋ˨˩˦tɕʰi˨˩˦
托運	tʰuɔ˥˥yn˥˩
書面語	ʂu˥˥mjɛn˥˩y˨˩˦
鼓掌	ku˨˩˦ʈʂɑŋ˨˩˦
科研	kʰɤ˥˥jɛn˧˥
䢢	tsʰɑŋ˥˩
賖	ʂɤ˥˥
判處	pʰan˥˩ʈʂʰu˨˩˦
倒收付息	tɑʊ˥˩ʂoʊ˥˥fu˥˩ɕi˧˥,tɑʊ˥˩ʂoʊ˥˥fu˥˩ɕi˥˥
曙	ʂu˥˩,ʂu˨˩˦
冶監	jɛ˨˩˦tɕjɛn˥˥
彙	weɪ˥˩,xweɪ˥˩
幛	ʈʂɑŋ˥˩
濬	tɕyn˥˩
盜印錄像帶	tɑʊ˥˩ɪn˥˩lu˥˩ɕjɑŋ˥˩taɪ˥˩
蓖	pi˥˥,pi˥˩
疽腫	tɕy˥˥ʈʂʊŋ˨˩˦
晵	tɕʰi˨˩˦
給出路	keɪ˨˩˦ʈʂʰu˥˥lu˥˩
酫	ʈʂʰuɔ˥˩
淳樸	ʈʂʰuən˧˥pʰu˨˩˦,ʈʂʰuən˧˥pʰu˧˥
傷害	ʂɑŋ˥˥xaɪ˥˩
夢囈	mɤŋ˥˩i˥˩
不禮貌	pu˥˩li˨˩˦mɑʊ˥˩
學生宿舍	ɕɥœ˧˥ʂɤŋ˥˥su˥˩ʂɤ˥˩
㬗	ɕjɛn˥˩
熟落	ʂu˧˥luɔ˥˩
礦冶廠	kʰwɑŋ˥˩jɛ˨˩˦ʈʂʰɑŋ˨˩˦
陙	ʈʂʰuən˧˥
黒	xeɪ˥˥
砍伐	kʰan˨˩˦fa˧˥,kʰan˨˩˦fa˥˥
鎂	meɪ˨˩˦
彈丸	tan˥˩wan˧˥
隝	tɑʊ˨˩˦
反對	fan˨˩˦tweɪ˥˩
訂書機	tɪŋ˥˩ʂu˥˥tɕi˥˥
境地	tɕɪŋ˥˩ti˥˩
璾	tɕi˥˩
服裝整飭	fu˧˥ʈʂwɑŋ˥˥ʈʂɤŋ˨˩˦ʈʂʰɚ˥˩
敷衍搪塞	fu˥˥jɛn˨˩˦tʰɑŋ˧˥sɤ˥˩
蓍	ʂɚ˥˥
遺訓	i˧˥ɕyn˥˩
文壇巨擘	uən˧˥tʰan˧˥tɕy˥˩pɔ˥˩
奴隸制度	nu˧˥li˥˩ʈʂɚ˥˩tu˥˩
主張	ʈʂu˨˩˦ʈʂɑŋ˥˥
欠揍	tɕʰjɛn˥˩tsoʊ˥˩
偏差	pʰjɛn˥˥ʈʂʰa˥˥
憑弔	pʰɪŋ˧˥tjɑʊ˥˩
楄	pʰjɛn˧˥
匿跡草澤	ni˥˩tɕi˥˩tsʰɑʊ˨˩˦tsɤ˧˥,ni˥˩tɕi˥˥tsʰɑʊ˨˩˦tsɤ˧˥
古體詩	ku˨˩˦tʰi˨˩˦ʂɚ˥˥
呹	i˥˩
捏一把汗	njɛ˥˥i˥˩pa˨˩˦xan˥˩
暚	jɑʊ˧˥
瑫	tʰɑʊ˥˥
皫	pʰjɑʊ˨˩˦
直覺	ʈʂɚ˧˥tɕɥœ˧˥
娀	sʊŋ˥˥
䳖	neɪ˥˩,jɛ˥˩
㤉	ja˧˥,tɕʰja˥˩
鱒	tsuən˥˩,tsuən˥˥
𧜁	ʂa˥˥,ʂa˥˩
遮蔽	ʈʂɤ˥˥pi˥˩
檿	jɛn˨˩˦
鼫	ʂɚ˧˥
敥	jɛn˥˩
烤麵包	kʰɑʊ˨˩˦mjɛn˥˩pɑʊ˥˥
菜餚	tsʰaɪ˥˩jɑʊ˧˥
紅色	xʊŋ˧˥sɤ˥˩
妅	xʊŋ˧˥
心弦	ɕɪn˥˥ɕjɛn˧˥
你們的	ni˨˩˦mən˧tɤ˧,ni˨˩˦mən˧˥tɤ˧
鬧翻	nɑʊ˥˩fan˥˥
蹡	tɕʰjɑŋ˥˥,tɕʰjɑŋ˥˩
悙	xɤŋ˥˥
倒在牀上	tɑʊ˨˩˦tsaɪ˥˩ʈʂʰwɑŋ˧˥ʂɑŋ˥˩
榦	kan˥˥,kan˥˩
智能	ʈʂɚ˥˩nɤŋ˧˥
巍廓	weɪ˥˥kʰuɔ˥˩,weɪ˧˥kʰuɔ˥˩
樞庭	ʂu˥˥tʰɪŋ˧˥
薊	tɕi˥˩
睅	xan˥˩
持笏	ʈʂʰɚ˧˥xu˥˩
笡	tɕʰjɛ˥˩
麑	mi˧˥,ni˧˥
歹徒	taɪ˨˩˦tʰu˧˥
自私自利	tsɯ˥˩sɯ˥˥tsɯ˥˩li˥˩
鶅	tsɯ˥˥
㥚	y˧˥
僱員	ku˥˩ɥœn˧˥
蟠	fan˧˥,pʰan˧˥
猛然一驚	mɤŋ˨˩˦ʐan˧˥i˥˩tɕɪŋ˥˥
秕	pi˨˩˦
企求	tɕʰi˨˩˦tɕʰjoʊ˧˥,tɕʰi˥˩tɕʰjoʊ˧˥
操作	tsʰɑʊ˥˥tsuɔ˥˩
葸	ɕi˨˩˦
安於現狀	an˥˥y˧˥ɕjɛn˥˩ʈʂwɑŋ˥˩
覶	luɔ˧˥
軹	ʈʂɚ˨˩˦
鱤	kan˨˩˦
大夫	ta˥˩fu˥˥,taɪ˥˩fu˧
稕	ʈʂuən˥˩
壦	ɕyn˥˥,ɕyn˥˩
生活情趣	ʂɤŋ˥˥xuɔ˧˥tɕʰɪŋ˧˥tɕʰy˥˩
灗	ʂan˥˩
小吃	ɕjɑʊ˨˩˦ʈʂʰɚ˥˥
槴	xu˥˩
臸	ʈʂɚ˥˩
㨅	neɪ˥˩,ʐweɪ˥˩
螣	tʰɤ˥˩,tʰɤŋ˧˥
裍	kʰuən˨˩˦
轟動一時	xʊŋ˥˥tʊŋ˥˩i˥˩ʂɚ˧˥
氨基合成酶	an˥˥tɕi˥˥xɤ˧˥ʈʂʰɤŋ˧˥meɪ˧˥
產業化	ʈʂʰan˨˩˦jɛ˥˩xwa˥˩
瞻	ʈʂan˥˥
呃	ɤ˥˩
盛行不衰	ʂɤŋ˥˩ɕɪŋ˧˥pu˥˩ʂuaɪ˥˥
記憶力	tɕi˥˩i˥˩li˥˩
醪膳	lɑʊ˧˥ʂan˥˩
國家公園	kuɔ˧˥tɕja˥˥kʊŋ˥˥ɥœn˧˥
若人	ʐuɔ˥˩ʐən˧˥
㛗	tsuɔ˥˩
面壁思過	mjɛn˥˩pi˥˩sɯ˥˥kuɔ˥˩
揮	xweɪ˥˥
崿峙	ɤ˥˩ʈʂɚ˥˩
憋悶	pjɛ˥˥mən˥˩
琴	tɕʰɪn˧˥
蓮	ljɛn˨˩˦,ljɛn˧˥
虛報冒領	ɕy˥˥pɑʊ˥˩mɑʊ˥˩lɪŋ˨˩˦
鍪	moʊ˧˥
磨	mɔ˥˩,mɔ˧˥
漩渦	ɕɥœn˧˥uɔ˥˥
跌宕	tjɛ˧˥tɑŋ˥˩,tjɛ˥˥tɑŋ˥˩
梗死	kɤŋ˨˩˦sɯ˨˩˦
長矛	ʈʂʰɑŋ˧˥mɑʊ˧˥
諟	ʂɚ˥˩
㪙	kʰɤ˨˩˦,kʰɤ˥˩,kʰuɔ˥˩
發牢騷	fa˥˥lɑʊ˧˥sɑʊ˥˥
仦	ʈʂʰɑʊ˥˩
䧮	ɕjɛn˨˩˦,ɕjɛn˥˩
鏝	man˥˩
衾枕	tɕʰɪn˥˥ʈʂən˨˩˦
電場	tjɛn˥˩ʈʂʰɑŋ˨˩˦
手絹	ʂoʊ˨˩˦tɕɥœn˥˩
蜘	ʈʂɚ˥˥
堅強不屈	tɕjɛn˥˥tɕʰjɑŋ˧˥pu˥˩tɕʰy˥˥
椠	tɕʰjɛn˥˩
撧	tɕɥœ˥˥,tɕɥœ˧˥
囯	kuɔ˧˥
䅁	an˥˩
喼	tɕjɛ˧˥
袙	pʰa˥˩
譾	tɕjɛn˨˩˦
瑤池	jɑʊ˧˥ʈʂʰɚ˧˥
嬎	fan˥˩
恙蟲	jɑŋ˥˩ʈʂʰʊŋ˧˥
愦	kʰweɪ˥˩
鱙	mjɑʊ˧˥
難償所願	nan˧˥ʈʂʰɑŋ˧˥suɔ˨˩˦ɥœn˥˩
洸	xwɑŋ˧˥,kwɑŋ˥˥
孽	njɛ˥˩
焤	fu˨˩˦
嚎啕大哭	xɑʊ˧˥tʰɑʊ˧˥ta˥˩kʰu˥˥
崽	tsaɪ˨˩˦
欹	i˥˥,tɕʰi˥˥
教誨	tɕjɑʊ˥˩xweɪ˥˩
摹版	mɔ˧˥pan˨˩˦
圍觀	weɪ˧˥kwan˥˥
氰	tɕʰɪŋ˧˥,tɕʰɪŋ˥˥
腭	ɤ˥˩
包辦	pɑʊ˥˥pan˥˩
不屑意	pu˧˥ɕɥœ˥˩i˥˩,pu˧˥ɕjɛ˥˩i˥˩
調解	tʰjɑʊ˧˥tɕjɛ˨˩˦
鏇	ɕɥœn˥˩,ɕɥœn˧˥
串通	ʈʂʰwan˥˩tʰʊŋ˥˥
夢見	mɤŋ˥˩tɕjɛn˥˩
不息	pu˥˩ɕi˧˥,pu˥˩ɕi˥˥
䖫	pɑŋ˥˩
明顯	mɪŋ˧˥ɕjɛn˨˩˦
揹黑鍋	peɪ˥˥xeɪ˥˥kuɔ˥˥
感恩	kan˨˩˦ən˥˥
翣	ʂa˥˩
混合物	xuən˥˩xɤ˧˥u˥˩
豾	pʰi˥˥
䳯	ʈʂʰʊŋ˧˥,ʈʂʰʊŋ˨˩˦
尙	ʈʂʰɑŋ˧˥,ʂɑŋ˥˩
皺眉頭	ʈʂoʊ˥˩meɪ˧˥tʰoʊ˧
讃	tsan˥˩
省	ʂɤŋ˨˩˦,ɕɪŋ˨˩˦,ɕjɛn˨˩˦
泥潭	ni˧˥tʰan˧˥
寷	fɤŋ˥˥
䓢	ku˥˩
長頸鹿	ʈʂʰɑŋ˧˥tɕɪŋ˨˩˦lu˥˩
小尕子	ɕjɑʊ˨˩˦ka˨˩˦tsɯ˧
理當	li˨˩˦tɑŋ˥˥
髴	feɪ˥˩,fu˧˥
瞷	tɕjɛn˥˩,ɕjɛn˧˥
笏板	xu˥˩pan˨˩˦
災民	tsaɪ˥˥mɪn˧˥
稱呼	ʈʂʰɤŋ˥˥xu˥˥,ʈʂʰɤŋ˥˥xu˧
匯價	xweɪ˥˩tɕja˥˩
挀	pɔ˥˩
鄫	tsʰɤŋ˧˥,tsɤŋ˥˥
榕樹	ʐʊŋ˧˥ʂu˥˩
城垣	ʈʂʰɤŋ˧˥ɥœn˧˥
厣	jɛn˨˩˦
鶻	xu˧˥,ku˨˩˦,ku˧˥
一見傾心	i˧˥tɕjɛn˥˩tɕʰɪŋ˥˥ɕɪn˥˥
㵘	man˥˩
豁出	xuɔ˥˩ʈʂʰu˥˥
壬辰	ʐən˧˥ʈʂʰən˧˥
芯	ɕɪn˥˥,ɕɪn˥˩
笶	ʂɚ˨˩˦
前夕	tɕʰjɛn˧˥ɕi˥˩,tɕʰjɛn˧˥ɕi˥˥
舉報	tɕy˨˩˦pɑʊ˥˩
噛	njɛ˥˩
㡵	lɪŋ˧˥
新疆	ɕɪn˥˥tɕjɑŋ˥˥
豐衣足食	fɤŋ˥˥i˥˥tsu˧˥ʂɚ˧˥
峀	ɕjoʊ˥˩
山洞	ʂan˥˥tʊŋ˥˩
趕上	kan˨˩˦ʂɑŋ˥˩
斫樹	ʈʂuɔ˧˥ʂu˥˩
癩	la˥˩
失	ʂɚ˥˥
嚺	tʰa˥˩
年	njɛn˧˥
䌇	suɔ˨˩˦,xweɪ˥˩
生死	ʂɤŋ˥˥sɯ˨˩˦
縳	ʈʂwan˥˩
瑵	ʈʂɑʊ˨˩˦
罷工	pa˥˩kʊŋ˥˥
笑	ɕjɑʊ˥˩
䔄	jɑʊ˧˥
惡魔	ɤ˥˩mɔ˧˥
未婚夫	weɪ˥˩xuən˥˥fu˥˥
膵	tsʰweɪ˥˩
鮧	i˧˥,tʰi˧˥
歸心如箭	kweɪ˥˥ɕɪn˥˥ʐu˧˥tɕjɛn˥˩
著迷	ʈʂɑʊ˧˥mi˧˥
受災	ʂoʊ˥˩tsaɪ˥˥
䞇	tjɛ˧˥,ʈʂɚ˥˩
墊底	tjɛn˥˩ti˨˩˦
咷	tʰɑʊ˧˥
謹慎	tɕɪn˨˩˦ʂən˥˩
低熱量	ti˥˥ʐɤ˥˩ljɑŋ˥˩
廢物	feɪ˥˩u˥˩
悶頭	mən˥˥tʰoʊ˧˥
隨機	sweɪ˧˥tɕi˥˥
銀礦	ɪn˧˥kʰwɑŋ˥˩
䡯	tsʊŋ˨˩˦,ʂwɑŋ˥˩
端緒	twan˥˥ɕy˥˩
愸	ʈʂɤŋ˨˩˦
糸	sɯ˥˥,mi˥˩
光明	kwɑŋ˥˥mɪŋ˧˥
班門弄斧	pan˥˥mən˧˥nʊŋ˥˩fu˨˩˦
鳴謝	mɪŋ˧˥ɕjɛ˥˩
繢	xweɪ˥˩,xweɪ˧˥
嗟歎不已	tɕjɛ˥˥tʰan˥˩pu˥˩i˨˩˦
投箋	tʰoʊ˧˥tɕjɛn˥˥
