ܚܠܘܠܐ	ħəlulɑʔ
ܣܥܪܬܐ	səʕɑrtɑ
ܚܩܠܐ	ħaqleʔ
ܓܗܐ	ɡɑhe
ܕܪܩܘܢܐ	dərɑqonɑʔ
ܛܪܦܐ	tˤarpeʔ
ܩܫܝܫܬܐ	qaʃʃiʃɑθɑ
ܓܡܠܐ	ɡammɑle
ܕܟܪܐ	dɛxrɑ
ܐܒܪܐ	ʔɛvrɑ
ܬܐܢܬܐ	tɑntɑ
ܬܪܘܕܐ	tarwɑðɑʔ
ܩܝܛܐ	qitˤɑʔ
ܝܓܪܐ	jaɣreʔ
ܠܘܪܐ	lɑwrɑʔ
ܦܪܣܐ	pərɑsɑʔ
ܓܘܣܐ	ɡɑwsɑ
ܙܩܪܬܐ	zaqqɑrjɑθɑʔ
ܣܘܓܝܬܐ	soɣiθɑʔ
ܢܒܘܙܐ	nɑvozɑʔ
ܢܩܒܬܐ	nɛqbəθɑʔ
ܓܛܐ	ɡɛtˤtˤɑ
ܓܘܡܪܪܐ	ɡumrɑreʔ
ܡܚܛܐ	məħatˤtˤe
ܢܒܪܐ	nɛvrɑʔ
ܣܒܬܐ	sɑvɑθɑʔ
ܘܪܢܐ	warneʔ
ܣܥܪܬܐ	səʕartɑ
ܢܘܓܗܐ	nuɣhɑʔ
ܕܕܪܐ	daddɑrɑʔ
ܦܫܪܬܐ	pəʃartɑʔ
ܫܘܡܢܐ	ʃumnɑʔ
ܬܡܗܐ	tɛmhɑʔ
ܫܘܫܐ	ʃuʃɑʔ
ܠܘܝܬܢ	lɛwjɑθɑn
ܠܓܡܪ	laɣmar
ܒܚܫܐ	bəħɑʃeʔ
ܓܡܘܪܬܐ	ɡəmurɑθɑ
ܛܪܦܐ	tˤarpɑʔ
ܣܦܪܐ	sappɑreʔ
ܫܠܚܐ	ʃəlɑħɑʔ
ܕܝܙܐ	dize
ܕܚܠܬܐ	dɛħləθɑ
ܢܒܚܐ	nəvɑħɑʔ
ܓܡܠܐ	ɡamlawwɑθɑ
ܒܣܡܐ	bɛsmeʔ
ܚܘܫܒܐ	ħuʃʃɑvɑʔ
ܓܠܘܬܐ	ɡɑluθɑʔ
ܣܡܢܐ	sammɑneʔ
ܥܪܕܐ	ʕardɑ
ܛܠܠܐ	tˤɛllɑlɑʔ
ܐܘܦܪܐ	ʔawpɑreʔ
ܒܘܟܪܐ	buxreʔ
ܛܘܫܝܐ	tˤuʃʃɑjɑʔ
ܗܠܝܢ	hɑlejn
ܕܪܓܐ	dɑrɡo
ܓܠܩܐ	ɡalqɑʔ
ܚܘܢܛܬܐ	ħuntˤəθɑ
ܚܘܢܛܐ	ħunnɑtˤɑ
ܬܦܐ	tappɑʔ
ܟܝܠܝܪܟܐ	kilijarəxɑʔ
ܚܓܠܬܐ	ħaɣlɑθɑ
ܙܩܪܐ	zaqqɑrɑʔ
ܥܩܪܐ	ʕaqqɑreʔ
ܐܫܬܐ	ʔɛʃʃɑθɑʔ
ܦܝܠܐ	fijalɑ
ܓܠܠܐ	ɡalləleʔ
ܐܒܪܬܐ	ʔɛvrɑθɑʔ
ܓܦܦܐ	ɡəfɑfɑʔ
ܝܩܪܘܪܐ	jaqrurɑʔ
ܐܓܢܐ	ʔaɡɡɑneʔ
ܒܣܡܐ	bɛsmɑneʔ
ܚܠܩܐ	ħɛlqe
ܐܦܐ	ʔappe
ܡܘܡܐ	mumeʔ
ܟܢܪܐ	kənɑre
ܚܒܪܐ	ħɛvrɑ
ܪܨܝܦܬܐ	rəsˤiftɑ
ܒܛܢܘܬܐ	batˤnuθɑʔ
ܨܘܬܐ	sˤawteʔ
ܣܠܡܢܕܪܐ	sallammandəreʔ
ܚܠܐ	ħallɑʔ
ܒܝܪܬܐ	bajjɑrɑθɑʔ
ܬܪܥܐ	tarʕɑʔ
ܡܥܠܐ	maʕleʔ
ܐܝܠܬܐ	ʔillɑθɑʔ
ܛܟܢܐ	tˤɛxneʔ
ܫܘܪܐ	ʃəwɑreʔ
ܚܛܝܬܐ	ħɛtˤjɑθɑ
ܚܠܣܐ	ħəlɑsɑʔ
ܟܪܘܙܐ	kɑrozeʔ
ܥܠܘܐ	ʕɛllɑwɑʔ
ܚܪܓܠܐ	ħarɡɑleʔ
ܩܝܛܐ	qajtˤeʔ
ܣܘܠܦܐ	sulpeʔ
ܬܘܩܢܐ	tuqnɑʔ
ܙܠܐ	zɑleʔ
ܗܢܐ	hɑnɑʔ
ܩܘܦܝܢܐ	qofineʔ
ܙܓܘܓܝܬܐ	zəɣuɣiθɑ
ܡܡܠܠܘܬܐ	məmalluθɑʔ
ܚܪܫܐ	ħɛrʃe
ܙܢܩܐ	zənɑqeʔ
ܫܪܝܬܐ	ʃɑrjɑθɑʔ
ܐܕܫܐ	ʔɑðʃeʔ
ܩܒܐ	qabbɑʔ
ܒܝܫܬܐ	biʃtɑʔ
ܚܘܕܬܐ	ħuddɑθɑ
ܪܚܡܬܐ	rɑħɛmməθɑ
ܛܒܝܬܐ	tˤavjɑθɑ
ܩܠܝܡܐ	qəlimɑ
ܐܠܦܐ	ʔɛlləfeʔ
ܦܪܐ	pərɑʔ
ܙܢܓܪܐ	zanɡɑrɑʔ
ܫܒܠܐ	ʃɛbbəleʔ
ܩܫܬܐ	qɛʃtɑθɑ
ܢܘܪܬܐ	nurɑθɑ
ܡܐܢܐ	mene
ܐܪܓܘܢܐ	ʔarɡəwɑne
ܢܗܪܐ	nahrɑʔ
ܓܢܫܝܐ	ɡɛnnɛʃjɑʔ
ܝܗܠܐ	jahlɑʔ
ܥܡܘܪܐ	ʕammorɑʔ
ܡܟܬܒܢܘܬܐ	maxtəvɑnuθɑʔ
ܡܩܠܥܐ	maqlɑʕeʔ
ܐܘܨܪܐ	ʔawsˤəreʔ
ܓܘܪܐ	ɡawrɑ
ܫܠܦܐ	ʃɑlpɑ
ܬܠܡܝܕܐ	talmiðɑʔ
ܟܦܐ	kappɑ
ܢܘܪܒܐ	norbeʔ
ܫܢܩܐ	ʃɛnqeʔ
ܚܘܪܙܐ	ħurrɑze
ܚܘܓܒܐ	ħuɣbɑ
ܦܘܪܙܠܐ	purzəlɑʔ
ܫܛܚܐ	ʃɛtˤħɑʔ
ܪܝܡܐ	rəjɑmeʔ
ܒܪܝܬܐ	bərɑjtɑʔ
ܩܪܒܐ	qərɑvɑʔ
ܓܒܪܘܬܐ	ɡavruθɑʔ
ܐܕܡܬܐ	ʔaddɛməθɑʔ
ܐܦܥܐ	ʔafʕɑʔ
ܩܛܢܐ	qatˤtˤɑnɑʔ
ܐܦܘܕܐ	ʔăfuðe
ܓܘܣܢܐ	ɡɑwsɑnɑ
ܬܘܠܬܐ	tultɑʔ
ܝܠܘܕܬܐ	jɑloðtɑ
ܟܬܫ	kəθaʃ
ܚܪܬܐ	ħarrɑθɑ
ܚܘܓܬܐ	ħuɣtɑ
ܩܠܬܐ	qɑltɑʔ
ܝܠܘܕܘܬܐ	jalluðwɑθɑʔ
ܓܠܝܢܐ	ɡɛljɑneʔ
ܐܫܟܦܐ	ʔɛʃkɑfɑ
ܡܢܪܬܐ	mənɑrɑθɑʔ
ܥܫܐ	ʕaʃʃeʔ
ܚܛܐ	ħɛtˤtˤɑʔ
ܢܦܫܐ	nafʃɑʔ
ܝܠܕܐ	jaldɑ
ܫܬ	ʃɪθ
ܕܒܚܐ	dɛvħɑʔ
ܫܛܝܦܬܐ	ʃətˤiftɑʔ
ܚܪܘܪܐ	xrurɑ
ܒܛܐ	bɛtˤtˤeʔ
ܟܘܪܣܝܐ	kursəjeʔ
ܚܠܒܐ	xɪlbɑ
ܣܒܪܐ	səvɑreʔ
ܐܣܟܘܠܐ	ʔɛskolaʔs
ܝܒܡܐ	javmeʔ
ܗܕܐܝܠ	həðɑʔe̝l
ܪܨܝܦܬܐ	rɑsˤifɑθɑ
ܫܢܝܐ	ʃənajjɑʔ
ܙܩܪܬܐ	zaqqɑrɑθɑʔ
ܫܟܪܐ	ʃaxreʔ
ܐܝܙܓܕܐ	ʔizɡaddeʔ
ܨܝܪܐ	sˤɑjreʔ
ܩܘܦܐ	qofeʔ
ܐܣܦܘܩܠܛܪܐ	ʔɛspuqlɑtˤrɑ
ܙܡܪ	zəmar
ܩܪܘܢܘܣ	qəronos
ܡܠܘܫܐ	malwɑʃeʔ
ܝܠܘܕܐ	jalluðeʔ
ܓܕܐ	ɡaddeʔ
ܚܢܦܬܐ	ħanpəθɑʔ
ܪܘܡܐ	rɛwmɑtˤɑʔ
ܐܟܪܐ	ʔakkɑre
ܫܪܒܐ	ʃarbeʔ
ܟܝܡܐ	kimo
ܚܙܝܪܐ	ħəzireʔ
ܦܪܚ	pəraħ
ܫܓܡܐ	ʃɛɣmɑ
ܓܘܝܐ	ɡawwɑjɑʔ
ܪܒܝܐ	rəvɑjɑʔ
ܟܘܣܝܬܐ	kosjɑθɑʔ
ܐܚܐ	ʔăħɑ
ܓܘܚܪܐ	ɡuħre
ܩܛܝܪܐ	qətˤirɑʔ
ܒܛܝܠܘܬܐ	bətˤiluθɑʔ
ܣܥܪܐ	səʕɑrɑʔ
ܥܪܒܬܐ	ʕrawtɑ
ܣܘܪܗܒܐ	surhɑvɑ
ܬܪܢܓܘܠܬܐ	tarnɑɣulɑθɑʔ
ܪܡܙܐ	rammɑzɑʔ
ܦܨܝܕܐ	pəsˤiðeʔ
ܣܠܘܪܐ	sluro
ܦܛܪܘܣ	pɛtˤros
ܩܪܝܬܐ	qɛrjɑθɑʔ
ܒܘܕܩܐ	buddɑqeʔ
ܥܘܪܦܐ	ʕurrɑfeʔ
ܐܫܬܩܕ	ʔɛʃtəqað
ܦܘܫܟܐ	puʃʃɑxeʔ
ܫܘܢܪܐ	ʃunnɑrɑ
ܡܪܥܐ	marʕɑʔ
ܢܩܥܐ	nɛqʕɑʔ
ܓܠܝܕܐ	ɡəliðɑ
ܗܢܝܢܐ	hɛnjɑnɑʔ
ܐܢܩܬܐ	ʔɛ̆nɑqɑθɑʔ
ܐܝܠܢܐ	ʔilɑnɑʔ
ܢܓܪܐ	naɡɡɑrɑ
ܫܐܕܐ	ʃeʔðɑʔ
ܡܪܙܐ	marzɑʔ
ܫܘܫܐ	ʃuʃeʔ
ܡܫܪܐ	mɑʃrɑʔ
ܟܘܪܦܐ	kurpe
ܒܪܢܓ	barranɡ
ܢܘܛܦܬܐ	nutˤpəθɑʔ
ܥܨܒܐ	ʕəsˤɑvɑʔ
ܥܩܠܬܐ	ʕaqlɑθɑʔ
ܡܐܡܪܐ	meʔmreʔ
ܐܣܛܪܘܢܘܡܝܐ	ʔɛstˤəronomijɑʔ
ܢܘܩܝܐ	nuqqɑjeʔ
ܡܐܣܪܬܐ	maʔsɑrtɑʔ
ܟܘܬܪܐ	kuttɑreʔ
ܝܘܠܦܢܐ	julpɑneʔ
ܠܓܝܘܢܐ	lɛɣjoneʔ
ܩܝܡܬܐ	qjɑmtɑ
ܫܘܪܐ	ʃəwɑrɑʔ
ܛܒܐ	tˤɛbbɑ
ܩܘܠܣܐ	qullɑsɑʔ
ܡܙܡܟܐ	mazməxɑʔ
ܩܘܡܬܐ	qawmɑθɑʔ
ܚܛܗܐ	ħətˤɑhɑʔ
ܣܝܡܬܐ	siməθɑʔ
ܡܙܠܐ	mazzɑlɑʔ
ܥܪܒܬܐ	ʕɑrowto
ܩܘܦܫܝܢܐ	qufʃineʔ
ܬܠܐ	tɛlleʔ
ܟܘܬܫܐ	kuttɑʃɑ
ܚܛܐ	ħɛtˤtˤeʔ
ܚܦܪܐ	ħəfɑre
ܚܬܡܐ	ħəθɑmɑ
ܐܙܓܐ	ʔazɡɑ
ܐܟܘܠܐ	ʔɑxolɑʔ
ܟܬܘܒܐ	kɑθoveʔ
ܚܣܢܘܬܐ	ħɛsnawwɑθɑʔ
ܕܒܝܩܐ	dabbiqeʔ
ܡܢܝܢܐ	mannineʔ
ܐܢܝܢ	ʔɛnnejn
ܡܝܛܪܢ	mitˤrɑn
ܩܩܐ	qɑqɑʔ
ܗܘܦܪܟܝܐ	hupparkijɑʔ
ܐܝܕܐ	ʔejðeʔ
ܬܠܐ	tɛllɑʔ
ܬܘܡܐ	tumɑʔ
ܟܗܢܐ	kɑhnɑʔ
ܪܓܠܐ	raɡɡɑle
ܢܫܐ	nɛʃʃeʔ
ܐܟܣܢܝܐ	ʔaksənɑjeʔ
ܛܠܪܐ	tˤɛllɑrɑʔ
ܠܒܠܒܬܐ	lavlɛvtɑʔ
ܕܒܩܐ	dɛvqɑʔ
ܩܠܥܐ	qəlɑʕɑʔ
ܥܠܩܬܐ	ʕalqəθɑ
ܝܘܬܪܢܐ	juθrɑnɑ
ܟܘܬܝܢܐ	kottine
ܠܩܢܐ	lɛqnɑʔ
ܩܪܛܠܐ	qartˤɑleʔ
ܓܢܬܐ	ɡannəθɑ
ܟܪܬܐ	kɑrɑθɑʔ
ܛܝܡܐ	tˤimeʔ
ܟܐܬܐ	kɑʔθeʔ
ܐܠܒܘܫܐ	ʔalbuʃeʔ
ܥܪܩܬܐ	ʕarqɑθɑ
ܩܛܪܩܐ	qətˤarqeʔ
ܢܦܠܐ	nɛfleʔ
ܒܓܠܐ	baɣlɑʔ
ܛܥܡܬܐ	tˤəʕamtɑ
ܐܦܙܓܐ	ʔɑfazɡɑʔ
ܕܘܓܐ	dawɡɑ
ܟܬܒܬܐ	kəθɑvtɑ
ܡܥܪܦܢܐ	məʕarpɑnɑʔ
ܩܘܡܐ	qawmɑ
ܦܠܓܐ	pəlaɡɡeʔ
ܝܘܙܐ	jawzɑʔ
ܓܕܪܐ	ɡəðɑrɑ
ܚܙܘܐ	ħɛzwɑʔ
ܗܠܟܬܐ	halkɑθɑʔ
ܩܛܐܒܢ	qatˤtˤɑʔbɑn
ܡܬܩܠܐ	maθqɑleʔ
ܨܨܠܐ	sˤesˤəleʔ
ܗܡܢܝܟܐ	hɛmnixɑʔ
ܒܒܐ	bɑbɑ
ܐܡܒܪ	ʔambar
ܠܣܛܝܐ	lɛstˤɑjeʔ
ܛܝܝܐ	tˤajjɑjɑ
ܨܕܥܐ	sˤɛðʕeʔ
ܛܘܢܒܐ	tˤunbɑʔ
ܚܛܝܬܐ	ħatˤtˤɑjtɑ
ܕܒܫܬܐ	dabbɑʃtɑʔ
ܚܛܬܐ	ħɛtˤtˤəθɑ
ܢܓܘܕܐ	nɑɣoðɑʔ
ܛܪܘܢܐ	tˤarronɑʔ
ܚܡܘܪܬܐ	ħəmurtɑʔ
ܡܢܝܢܐ	mɛnjɑnɑʔ
ܢܘܡܬܐ	nawməθɑ
ܥܪܫܐ	ʕarʃeʔ
ܦܫܦܫܐ	paʃpɛʃʃeʔ
ܓܠܝܕܐ	ɡəliðe
ܒܣܪܐ	bsoro
ܕܚܠ	dəħɛl
ܫܐܕܢܝܬܐ	ʃeʔðɑnjɑθɑʔ
ܐܦܙܓܐ	ʔɑfzəɣeʔ
ܩܐܛܐ	qeʔtˤe
ܓܪܕܐ	ɡardeʔ
ܡܕܢܐ	maddɑne
ܫܢܐ	ʃɛnnɑθɑʔ
ܩܠܝܬܐ	qɑlɑjɑθɑʔ
ܚܪܓܠܐ	ħarɡəleʔ
ܦܝܙܐ	pajzeʔ
ܢܘܛܐ	nawtˤo
ܫܪܟܐ	ʃarkɑʔ
ܩܕܣܐ	qaddəse
ܚܘܕܪܐ	ħuðrɑ
ܥܟܪܐ	ʕaxrɑʔ
ܫܪܝܬܐ	ʃərɑjɑθɑʔ
ܟܒܠܐ	kɛvleʔ
ܗܡܢܝܟܐ	hamnixɑʔ
ܓܝܣܐ	ɡajjɑse
ܙܒܠܐ	zɛvlɑʔ
ܫܒܠܬܐ	ʃɛbbaltɑ
ܩܛܝܢܬܐ	qatˤtˤinɑθɑʔ
ܫܥܘܠܐ	ʃəʕolɑʔ
ܐܪܙܐ	ʔərɑze
ܣܘܛܡܐ	sutˤmeʔ
ܣܣܐ	soso
ܥܒܪܐ	ʕɛvreʔ
ܬܠܝܐ	təlɑjɑʔ
ܢܘܓܪܐ	nuɣreʔ
ܣܓܘܠܐ	səɣolɑʔ
ܕܕܪܐ	daðrɑʔ
ܓܫܪܐ	ɡɛʃrɑ
ܚܙܘܐ	ħɛzwɑneʔ
ܘܪܕܐ	wardɑ
ܚܘܩܐ	ħuqeʔ
ܕܓܢܐ	dɛɣnɑ
ܡܓܘܫܐ	məɣuʃɑ
ܫܥܠܐ	ʃəʕɑlɑʔ
ܢܒܥܐ	nɛvʕeʔ
ܐܣܪܐ	ʔassɑre
ܫܘܦܝܐ	ʃuppɑjɑʔ
ܣܝܒܘܬܐ	sajbəwɑθɑʔ
ܕܘܠܒܐ	dulbɑʔ
ܚܠܣܐ	ħalseʔ
ܓܡܪܐ	ɡəmɑrɑʔ
ܦܘܚܪܐ	puħreʔ
ܒܒܐ	bɑwɑ
ܓܪܕܐ	ɡərɑðeʔ
ܓܘܦܐ	ɡofe
ܒܣܪܢܐ	bɛsrɑneʔ
ܥܪܩܬܐ	ʕɛrraqtɑ
ܡܝܢܐ	mine
ܕܐܒܬܐ	deʔvɑθɑʔ
ܨܘܪܐ	sˤurɑ
ܒܢܝܐ	bənajjɑʔ
ܙܠܐ	zallɑʔ
ܒܐܪܐ	beʔrawwɑθɑʔ
ܣܩܠܪܐ	saqqɛllɑrɑ
ܦܙܐ	pɛzzeʔ
ܐܣܛܘܡܟܐ	ʔɛstˤomxeʔ
ܠܒܟܬܐ	ləvɑxtɑ
ܐܡܪ	ʔɛ̆mar
ܥܘܠܘܬܐ	ʕawwɑluθɑʔ
ܐܣܪܐ	ʔăsɑrɑ
ܡܪܩܩܐ	marqəqɑʔ
ܝܠܘܦܐ	jolufo
ܒܩܪܐ	baqre
ܒܨܘܝܐ	bɑsˤojɑʔ
ܟܬܢܐ	kɛttɑnɑ
ܐܚܝܢܐ	ħjɑneʔ
ܟܘܬܝܢܐ	kottənɑjɑθɑ
ܥܕܢܐ	ʕɛddɑnɑʔ
ܦܪܝܣܬܐ	pəristɑʔ
ܛܘܗܡܐ	tˤohmɑʔ
ܬܠܝܦܐ	tallifeʔ
ܐܦܥܐ	ʔafʕeʔ
ܠܦܦܐ	ləfɑfeʔ
ܡܠܘܫܐ	malwɑʃɑʔ
ܡܫܟܐ	mɛʃkɑ
ܩܢܝܐ	qanjɑθɑ
ܐܣܦܝܪܐ	ʔɛspejras
ܫܢܝܐ	ʃənɑjɑʔ
ܛܒܠܝܬܐ	tˤavləjɑθɑ
ܝܘܡܢ	jawmɑn
ܚܢܢܐ	ħənɑnɑ
ܩܛܘܠܐ	qɑtˤolɑʔ
ܚܪܫܐ	ħarrɑʃe
ܪܡܬܐ	ramməθɑ
ܚܛܗܐ	ħətˤɑheʔ
ܣܘܠܩܐ	sullɑqeʔ
ܛܠܝܬܐ	tˤəliθɑ
ܥܘܠܐ	ʕawlɑʔ
ܫܓܕܬܐ	ʃəɣɛðəθɑʔ
ܐܦܝܐ	ʔappajjɑʔ
ܒܓܐ	bɑɣeʔ
ܟܠܝܠܐ	kəlileʔ
ܡܫܪܐ	mɑʃreʔ
ܚܘܪܪܐ	ħurrɑrɑ
ܬܠܡܝܕܬܐ	talmiðtɑʔ
ܦܩܥܐ	paqʕeʔ
ܟܬܒܬܐ	kəθɑvɑθɑ
ܨܡܘܪܬܐ	sˤəmurtɑʔ
ܟܪܟܐ	kɛrke
ܟܦܬܐ	kɛppəθɑʔ
ܫܛܚܐ	ʃətˤɑħɑʔ
ܙܚܘܪܝܬܐ	zəħorjɑθɑʔ
ܝܡܝܢܐ	jammineʔ
ܚܪܫܐ	ħarʃe
ܕܪܬܐ	dɑrtɑ
ܟܠܙܘܙܐ	kəlɛzzuzɑʔ
ܟܪܟܐ	kərɑxɑ
ܟܦܢܐ	kafneʔ
ܓܡܠܢܐ	ɡamlɑneʔ
ܒܛܢܐ	batˤnɑʔ
ܡܘܕܥܢܘܬܐ	mawdəʕɑnuθɑʔ
ܛܦܪܐ	tˤɛfrɑθɑʔ
ܗܠܟܐ	hɛlkeʔ
ܓܘܣܢܐ	ɡɑwsono
ܓܙܪܐ	ɡəzɑre
ܐܫܟܪܐ	ʔɛʃkoro
ܦܠܓܘܬܐ	palɡəwɑθɑʔ
ܡܫܟܐ	məʃɑxe
ܫܘܦܐ	ʃawpɑʔ
ܥܘܛܫܬܐ	ʕutˤtˤɑʃtɑ
ܝܒܪܘܚܐ	javruħe
ܗܘܬܐ	hawwe
ܟܐܢ	xɑʔn
ܦܪܣܬܩܐ	pərɛstəqeʔ
ܥܡܪܬܐ	ʕɑmrɑθɑʔ
ܝܥܪܐ	jaʕrɑʔ
ܒܬܘܠܬܐ	bəθultɑ
ܙܒܝܠܐ	zabbilɑʔ
ܕܗܒܐ	dahəve
ܢܙܝܬܐ	nɑzjɑθɑʔ
ܐܒܪܬܐ	ʔɛvrəθɑʔ
ܪܘܒܐ	rawbeʔ
ܐܓܘܪܣܐ	ʔɑɣorsjɑneʔ
ܠܓܐ	lɛɡɡɑʔ
ܗܪܡܝܣ	hɛrmis
ܫܠܡܐ	ʃolmo
ܟܣܐ	kɛssɑ
ܢܝܒܐ	nivɑʔ
ܐܚܝܢܘܬܐ	ħjɑnuθɑʔ
ܝܪܘܪܐ	jɑrorɑʔ
ܬ	taw
ܝܣܡܐ	jasmɑʔ
ܐܕܢܐ	ʔɪðnɑ
ܚܝܛܐ	ħajjɑtˤe
ܥܡܝܪܐ	ʕəmirɑʔ
ܫܢܬܐ	ʃattɑ
ܐܬܢܐ	ʔaθɑnɑ
ܚܣܚܘܣܐ	ħasħusɑ
ܐܪܘܢܐ	ʔɑroneʔ
ܐܣܟܝܡܐ	ʔɛskejmeʔ
ܣܪܡܛܐ	sarmɑtˤɑʔ
ܩܘܘܙܐ	quwɑzɑʔ
ܗܪܓܐ	hɛrɡeʔ
ܓܘܠܥܐ	ɡulʕeʔ
ܙܘܓܐ	zawɡɑ
ܚܘܦܢܐ	ħufne
ܝܚܛܐ	jaħtˤɑʔ
ܡܬ	mɑθ
ܟܦܢܐ	kappɑneʔ
ܫܘܠܡܐ	ʃullɑmɑʔ
ܫܪܝܬܐ	ʃɑriθɑʔ
ܒܘܬܐ	bawteʔ
ܡܫܘܛܐ	mɑʃotˤɑʔ
ܒܝܬܐ	bajtɑʔ
ܢܘܪܐ	nawwɑrɑʔ
ܚܘܠܡܛܐ	ħulmɑtˤeʔ
ܓܘܪܐ	ɡure
ܥܕܥܐܕܐ	ʕaðʕeʔðeʔ
ܦܥܪܐ	pəʕɑrɑʔ
ܦܘܪܢܣܐ	purnɑsɑʔ
ܡܘܙܓܐ	muzzɑɣe
ܚܘܝܐ	ħɛwjo
ܐܪܡܠܐ	ʔarməleʔ
ܣܪܡܛܐ	sarmɑtˤeʔ
ܩܒܪܐ	qɑwro
ܦܬܢܐ	pattɑnɑ
ܥܠܘܠܐ	ʕɑlolɑʔ
ܬܘܩܢܐ	tuqneʔ
ܥܩܠܐ	ʕəqɑlɑʔ
ܨܦܬܐ	sˤɛftɑʔ
ܣܝܓܐ	səjɑɣe
ܩܪܕܚܐ	qardɑħeʔ
ܩܛܘ	qatˤtˤu
ܡܫܟܢܐ	maʃkənɑ
ܣܐܘܢܐ	səʔuneʔ
ܢܘܒܪܫܐ	nuvrɑʃe
ܕܒܩܐ	dəvɑqɑʔ
ܟܬܐ	kɛttɑʔ
ܪܘܚܐ	rwɑxɑ
ܓܝܒܐ	ɡajəve
ܨܒܥܐ	sˤɛvʕeʔ
ܫܟܚ	ʃkaħ
ܦܬܢܐ	pattɑne
ܛܟܣܐ	tˤakseʔ
ܝܫܛܐ	jaʃtˤe
ܡܟܠܬܐ	mexlɑθɑʔ
ܥܡܘܕܐ	ʕammuðɑʔ
ܦܠܢܝܬܐ	pəlɑniθɑʔ
ܡܬܐ	mattɑʔ
ܩܦܨܐ	qafsˤɑ
ܛܥܡܐ	tˤaʕmeʔ
ܦܬܢܐ	paθnɑ
ܚܘܪܒܐ	ħorəvɑ
ܐܢܬܬܐ	ʔaθtɑʔ
ܓܪܝܨܬܐ	ɡərisˤtɑʔ
ܐܘܩܝܢܐ	ʔɛwqinɑʔ
ܐܠܨܬܐ	ʔɑlɛsˤtɑʔ
ܦܓܪܐ	paɣrɑ
ܚܒܪܬܐ	ħəvarəθɑʔ
ܕܓܢܐ	dəɣɑnɑ
ܢܒܪܐ	nəvɑreʔ
ܫܘܛܐ	ʃawtˤeʔ
ܦܩܥܐ	pɛqʕeʔ
ܙܡܪܬܐ	zammɑrɑθɑʔ
ܡܕܝܢܬܐ	məðinɑθɑ
ܦܬܟܪܐ	pəθaxre
ܐܣܦܘܓܐ	ʔɛspoɡɡɑʔ
ܦܛܝܪܐ	patˤtˤirɑʔ
ܓܝܣܐ	ɡajjɑsɑ
ܚܘܠܕܐ	ħulde
ܩܪܝܬܐ	qurjaʔs
ܐܫܟܪܥܐ	ʔɛʃkɑrʕɑʔ
ܕܗܒܐ	dahəvɑ
ܟܢܘܢܬܐ	kənuntɑʔ
ܡ	mim
ܚܪܬܐ	ħɑrtɑ
ܡܝܢܐ	minɑ
ܣܟܠܬܐ	saxlɑθɑʔ
ܢܥܡܐ	naʕʕɑmɑʔ
ܫܘܘܕܥܐ	ʃuwdɑʕɑ
ܩܦܣܐ	qɛfsɑ
ܩܕܪܐ	qɛðreʔ
ܫܐܘ	ʃaʔw
ܙܡܪܐ	zəmɑrɑʔ
ܒܪܘܬܐ	bərawwɑθɑ
ܟܘܬܝܢܝܬܐ	kottinjɑθɑʔ
ܓܝܣܐ	ɡise
ܥܛܪܢܐ	ʕɛtˤrɑneʔ
ܡܛܪܐ	metˤreʔ
ܐܓܘܪܐ	ʔaɡɡureʔ
ܓܙܪܬܐ	ɡɑzartɑ
ܦܠܓܘܬܐ	pɑlɡuθɑʔ
ܢܦܛܝܪܐ	naftˤejreʔ
ܙܩܘܪܐ	zəqureʔ
ܚܪܩܛܐ	ħarqɑtˤeʔ
ܬܠܡܝܕܐ	talmiðeʔ
ܩܪܢܬܐ	qarnɑθɑʔ
ܡܥܪܒܐ	maʕrəvɑ
ܟܒܠܐ	kavleʔ
ܝܪܬܘܬܐ	jɑrtuθɑʔ
ܐܠܥܐ	ʔɛlʕɑ
ܡܫܬܐܠܢܘܬܐ	mɛʃteʔlɑnuθɑʔ
ܢܘܓܪܐ	nuɣrɑʔ
ܣܪܛܐ	sərɑtˤeʔ
ܒܬܘܠܬܐ	bəθulɑθɑ
ܬܢܝܢܐ	tanninɑ
ܡܠܟܐ	mɛlkɑʔ
ܪܝܫܢܐ	rejʃɑnɑ
ܪܝܚܐ	rejħɑneʔ
ܙܘܪܕܝܬܐ	zurdiθo
ܩܘܦܝܢܐ	qofinɑʔ
ܠܦܦܐ	ləfɑfɑʔ
ܒܥܘܐ	baʕwɑʔ
ܩܢܦܐ	qannappɑʔ
ܪܫܝܢܐ	rɛʃjɑnɑʔ
ܡܬܐ	matteʔ
ܦܠܢ	pəlɑn
ܐܡܝܪ	ʔămir
ܡܥܝܢܬܐ	məʕinɑθɑʔ
ܚܪܫܬܐ	ħarʃəθɑ
ܡܠܠܐ	mallɑleʔ
ܦܘܚܐ	puħeʔ
ܥܣܒܐ	ʕɛsəveʔ
ܚܡܬܐ	ħamməθe
ܚܫܚܬܐ	ħaʃħɑθɑʔ
ܓܒܐ	ɡəvɑ
ܫܘܪܝܐ	ʃurɑjeʔ
ܐܘܪܙܓܐ	ʔurzɑɣeʔ
ܚܣܕܐ	ħɛsəðɑʔ
ܦܠܓܘܬܐ	pɑlaɣwɑθɑʔ
ܕܝܘܩܐ	dɑjoqeʔ
ܗܪܡܣܐ	hɛrmɑsɑʔ
ܚܘܛܐ	ħawtˤɑ
