የሌሎች	jˈəlelot͡ʃ
አርፈው	ʔˈarɨfəw
እንዲሆን	ʔˈɨnɨdihon
ፋሲል	fˈasil
በትምህርት	bˈətɨmɨhɨrɨt
ክምችት	kˈɨmɨt͡ʃɨt
አገረ	ʔˈaɡərə
ግልገል	ɡˈɨlɨɡəl
ቴዎድሮስ	tˈewodɨros
ብሔረሰብ	bˈɨherəsəb
ጣቢያ	t`ˈaβija
በተመሳሳይ	bˈətəməsasaj
አድርገው	ʔˈadɨrɨɡəw
ያንጊዜ	jˈanɨɡize
ከተማቸው	kˈətəmat͡ʃəw
ለመክፈል	lˈəməkɨfəl
እንዴት	ʔˈɨnɨdet
የሚሉ	jˈəmilu
ሰፊ	sˈəfi
ችሎታው	t͡ʃˈɨlotaw
ሁሉ	hˈulu
የሆነውን	jˈəhonəwɨn
ጨምሮ	t͡ʃ`ˈəmɨro
ካለ	kˈalə
አንበሳ	ʔˈanɨβəsa
የብሔራዊ	jˈəβɨherawi
የተዘጋጀ	jˈətəzəɡad͡ʒə
በኮምፕዩተር	bˈəkomɨpɨjutər
እርግጠኛ	ʔˈɨrɨɡɨt`əɲa
ከሦስት	kˈəsosɨt
አብዮታዊ	ʔˈaβɨjotawi
አባት	ʔˈaβat
ሚልዮን	mˈilɨjon
እንስሳ	ʔˈɨnɨsɨsa
ምርጫ	mˈɨrɨt͡ʃ`a
አስቸጋሪ	ʔˈasɨt͡ʃəɡari
መምጣት	mˈəmɨt`at
እንዲሁ	ʔˈɨnɨdihu
የመኖሪያ	jˈəmənorija
በዚሁ	bˈəzihu
የፊልም	jˈəfilɨm
አቆጣጠር	ʔˈak`ot`at`ər
መንግሥታት	mˈənɨɡɨsɨtat
ፍንዳታ	fˈɨnɨdata
የሚኖረው	jˈəminorəw
ሲሞት	sˈimot
ቀጭኔ	k`ˈət͡ʃ`ɨne
ድርብ	dˈɨrɨb
ሳይንቲስቶች	sˈajɨnɨtisɨtot͡ʃ
ወደብ	wˈədəb
ወይንም	wˈəjɨnɨm
የቻይና	jˈət͡ʃajɨna
ሽግግር	ʃˈɨɡɨɡɨr
እንዲመለስ	ʔˈɨnɨdimələs
ነክ	nˈək
ትልቅ	tˈɨlɨk`
ማንኛውንም	mˈanɨɲawɨnɨm
የደረሰው	jˈədərəsəw
የአፍሪካ	jˈəʔafɨrika
ዴ	dˈe
መማር	mˈəmar
ፍቅር	fˈɨk`ɨr
ሰማንያ	sˈəmanɨja
እንደራሴ	ʔˈɨnɨdərase
ወርቃማ	wˈərɨk`ama
አላቸው	ʔˈalat͡ʃəw
ስልት	sˈɨlɨt
ጓደኛ	ɡwˈadəɲa
አህጉር	ʔˈahɨɡur
ሌሎችም	lˈelot͡ʃɨm
ዝርዝሮች	zˈɨrɨzɨrot͡ʃ
በተለየ	bˈətələjə
ሊሆኑ	lˈihonu
ግዛታቸውን	ɡˈɨzatat͡ʃəwɨn
የሚኖሩበት	jˈəminoruβət
የሁሉ	jˈəhulu
የአይርላንድ	jˈəʔajɨrɨlanɨd
የጤና	jˈət`ena
እያደገ	ʔˈɨjadəɡə
መንግስታት	mˈənɨɡɨsɨtat
እንዲያውም	ʔˈɨnɨdijawɨm
ቅድሚያ	k`ˈɨdɨmija
ረቂቅ	rˈək`ik`
ረገድ	rˈəɡəd
በቅርቡ	bˈək`ɨrɨβu
ፍርስራሽ	fˈɨrɨsɨraʃ
ለመሄድ	lˈəməhed
አካውንት	ʔˈakawɨnɨt
ዳቦ	dˈaβo
የበረራ	jˈəβərəra
ክብደት	kˈɨβɨdət
ሃሳብ	hˈasab
ዩናይትድ	jˈunajɨtɨd
ሊሆን	lˈihon
ቀን	k`ˈən
ጣና	t`ˈana
በጭራሽ	bˈət͡ʃ`ɨraʃ
ስያሜ	sˈɨjame
የአምላክ	jˈəʔamɨlak
ሳንቲሞች	sˈanɨtimot͡ʃ
ጣሊያን	t`ˈalijan
ከነበረው	kˈənəβərəw
ቅጠሎች	k`ˈɨt`əlot͡ʃ
ጥቅሙ	t`ˈɨk`ɨmu
እየሱስ	ʔˈɨjəsus
ሳንጃክ	sˈanɨd͡ʒak
የአገሪቱ	jˈəʔaɡəritu
የአሜሪካን	jˈəʔamerikan
ፍጻሜ	fˈɨtsame
ለማለት	lˈəmalət
የሚሰጡ	jˈəmisət`u
ክብርና	kˈɨβɨrɨna
በቀይ	bˈək`əj
አየር	ʔˈajər
ኅብረተሠብ	hˈɨβɨrətəsəb
በመጨረሻም	bˈəmət͡ʃ`ərəʃam
ከሚለው	kˈəmiləw
ማህበራዊ	mˈahɨβərawi
የተጀመረው	jˈətəd͡ʒəmərəw
ቀናት	k`ˈənat
በመወሰዱ	bˈəməwəsədu
ዝርዝሩ	zˈɨrɨzɨru
የተመሠረተው	jˈətəməsərətəw
ሕክምና	hˈɨkɨmɨna
የቆዳ	jˈək`oda
ተቃውሞ	tˈək`awɨmo
መውጣት	mˈəwɨt`at
የሚገልጽ	jˈəmiɡəlɨts
በሚባሉ	bˈəmiβalu
በዶክተሩ	bˈədokɨtəru
ማርቆስ	mˈarɨk`os
በርግጥም	bˈərɨɡɨt`ɨm
ትንንሽ	tˈɨnɨnɨʃ
ባሉ	bˈalu
ዛሬም	zˈarem
ከብዙ	kˈəβɨzu
ብዛት	bˈɨzat
ከዚህም	kˈəzihɨm
ባህሎች	bˈahɨlot͡ʃ
በቃ	bˈək`a
በኢየሩሳሌም	bˈəʔijərusalem
ኣንድን	ʔˈanɨdɨn
በውኑ	bˈəwɨnu
ላይ	lˈaj
ማለቱ	mˈalətu
ትምህርትን	tˈɨmɨhɨrɨtɨn
በሰብአዊ	bˈəsəβɨʔawi
ኣንዱ	ʔˈanɨdu
በጣልያን	bˈət`alɨjan
የተጻፈው	jˈətətsafəw
የነዚህ	jˈənəziç
ዓመቱ	ʔˈamətu
ህዋሳት	hˈɨwasat
ካህናቱ	kˈahɨnatu
ሰፋ	sˈəfa
ጣፋጭ	t`ˈafat͡ʃ`
ያገኘ	jˈaɡəɲə
ከዓለም	kˈəʔaləm
ሠፈር	sˈəfər
ጳጳስ	p`ˈap`as
ኪዳን	kˈidan
ጣሊያኖች	t`ˈalijanot͡ʃ
የመንግሥት	jˈəmənɨɡɨsɨt
በግራ	bˈəɡɨra
ቤቴ	bˈete
ተሸላሚ	tˈəʃəlami
ማውጣት	mˈawɨt`at
ቦታዎች	bˈotawot͡ʃ
ባለ	bˈalə
ሲሆን	sˈihon
ዓማርኛውን	ʔˈamarɨɲawɨn
እስላም	ʔˈɨsɨlam
የቀሩት	jˈək`ərut
እስያ	ʔˈɨsɨja
ካሣ	kˈasa
መንግሥታዊ	mˈənɨɡɨsɨtawi
ዳሩ	dˈaru
አድርገን	ʔˈadɨrɨɡən
በመውጣት	bˈəməwɨt`at
ነፃነት	nˈətsanət
በመጽሐፈ	bˈəmətsɨhafə
ዘመኑ	zˈəmənu
ከሆኑ	kˈəhonu
ልጆች	lˈɨd͡ʒot͡ʃ
ወንበር	wˈənɨβər
ተከታታይ	tˈəkətataj
ባህሪ	bˈahɨri
ውሾች	wˈɨʃot͡ʃ
ቡና	bˈuna
በስማቸው	bˈəsɨmat͡ʃəw
ሥልጣኔ	sˈɨlɨt`ane
በድሮ	bˈədɨro
የሚያገለግል	jˈəmijaɡələɡɨl
ውድድር	wˈɨdɨdɨr
በቀጥታ	bˈək`ət`ɨta
ፌዴሬሽኑ	fˈedereʃɨnu
በራስ	bˈəras
ና	nˈa
እርግጥኛ	ʔˈɨrɨɡɨt`ɨɲa
ወጥተው	wˈət`ɨtəw
ፕሬዚዳንት	pˈɨrezidanɨt
ትክክለኛውን	tˈɨkɨkɨləɲawɨn
ወሎ	wˈəlo
ዜሮ	zˈero
በአጭር	bˈəʔat͡ʃ`ɨr
ቦይ	bˈoj
በውስጣቸው	bˈəwɨsɨt`at͡ʃəw
የተስፋፋ	jˈətəsɨfafa
ወዘተ	wˈəzətə
ማስታወሻ	mˈasɨtawəʃa
የባህል	jˈəβahɨl
ኤችአይቪ	ʔˈet͡ʃɨʔajɨvi
ኤረን	ʔˈerən
ከኣንድ	kˈəʔanɨd
የላፕላስ	jˈəlapɨlas
ከራሱ	kˈərasu
ይሄን	jˈɨhen
የለም	jˈələm
ከንጉሠ	kˈənɨɡusə
ታሪክና	tˈarikɨna
ሁለት	hˈulət
ውጊያ	wˈɨɡija
ክርስቶስ	kˈɨrɨsɨtos
ድንጋዩ	dˈɨnɨɡaju
በውሃ	bˈəwɨha
ወረዳ	wˈərəda
ጨው	t͡ʃ`ˈəw
የኤሌክትሪክ	jˈəʔelekɨtɨrik
በረሃ	bˈərəha
ግድብ	ɡˈɨdɨb
ቁጥራቸው	k`ˈut`ɨrat͡ʃəw
አዲሱን	ʔˈadisun
እግዚአብሔር	ʔˈɨɡɨziʔaβɨher
መንደር	mˈənɨdər
በጥንቃቄ	bˈət`ɨnɨk`ak`e
በሽታው	bˈəʃɨtaw
ሲሄድ	sˈihed
የቅዱስ	jˈək`ɨdus
ተመልካች	tˈəməlɨkat͡ʃ
ተወላጆች	tˈəwəlad͡ʒot͡ʃ
በዚያ	bˈəzija
የስልጣን	jˈəsɨlɨt`an
አልነበረም	ʔˈalɨnəβərəm
ሚኒስትር	mˈinisɨtɨr
ጥምረት	t`ˈɨmɨrət
ሰውም	sˈəwɨm
የምሥራቅ	jˈəmɨsɨrak`
አና	ʔˈana
ሆኖም	hˈonom
ዓፄ	ʔˈatse
የሽግግር	jˈəʃɨɡɨɡɨr
ጠጣር	t`ˈət`ar
የሳይንስ	jˈəsajɨnɨs
የሚገኘው	jˈəmiɡəɲəw
ዶክተር	dˈokɨtər
ቀጥሎ	k`ˈət`ɨlo
ወንጌል	wˈənɨɡel
የታወቀ	jˈətawək`ə
ለቆ	lˈək`o
መሣሪያ	mˈəsarija
በዓለም	bˈəʔaləm
ንጉሥ	nˈɨɡus
ለውጥ	lˈəwɨt`
ጠጠር	t`ˈət`ər
ጸሐፍት	tsˈəhafɨt
የሚጠጋ	jˈəmit`əɡa
ገበታ	ɡˈəβəta
በመሆኑም	bˈəməhonum
ሰልፍ	sˈəlɨf
ቤተሰቦች	bˈetəsəβot͡ʃ
ነውና	nˈəwɨna
መንግሥት	mˈənɨɡɨsɨt
ከአንድ	kˈəʔanɨd
ጎጃም	ɡˈod͡ʒam
መፈንቅለ	mˈəfənɨk`ɨlə
ቀኖና	k`ˈənona
ውድቅ	wˈɨdɨk`
የገንዘብ	jˈəɡənɨzəb
ለመኖር	lˈəmənor
ከባሕር	kˈəβahɨr
የቤተክርስቲያን	jˈəβetəkɨrɨsɨtijan
ድርሻ	dˈɨrɨʃa
የኮምፕዩተር	jˈəkomɨpɨjutər
ለመያዝ	lˈəməjaz
ሁለቱን	hˈulətun
ማለፍ	mˈaləf
የዚህ	jˈəziç
ተከተል	tˈəkətəl
የቤተ	jˈəβetə
በሬ	bˈəre
የተመሠረተ	jˈətəməsərətə
የወንድ	jˈəwənɨd
ነገሥታት	nˈəɡəsɨtat
በደብረ	bˈədəβɨrə
መካከል	mˈəkakəl
የተጻፈ	jˈətətsafə
የጥናት	jˈət`ɨnat
ፌዴሬሽን	fˈedereʃɨn
ጸባይ	tsˈəβaj
እንጨት	ʔˈɨnɨt͡ʃ`ət
በየወሩ	bˈəjəwəru
እኩል	ʔˈɨkul
ጄነራል	d͡ʒˈenəral
የዘውድ	jˈəzəwɨd
በርካታ	bˈərɨkata
የመጨረሻው	jˈəmət͡ʃ`ərəʃaw
ዝርያ	zˈɨrɨja
ለሁሉም	lˈəhulum
መቀነስ	mˈək`ənəs
የቆመ	jˈək`omə
ታህሳስ	tˈahɨsas
በመላ	bˈəməla
አነስተኛ	ʔˈanəsɨtəɲa
ጥልቅ	t`ˈɨlɨk`
ብለህ	bˈɨləx
ቅጥር	k`ˈɨt`ɨr
ለመስራት	lˈəməsɨrat
መተካት	mˈətəkat
ሰወች	sˈəwət͡ʃ
የሚችለው	jˈəmit͡ʃɨləw
ለአጭር	lˈəʔat͡ʃ`ɨr
መሄድ	mˈəhed
በመባል	bˈəməβal
በነበሩት	bˈənəβərut
ሶርያ	sˈorɨja
ይዘው	jˈɨzəw
ሄራክሌስ	hˈerakɨles
ከባድ	kˈəβad
ዘዴዎች	zˈədewot͡ʃ
ስንት	sˈɨnɨt
ማይክል	mˈajɨkɨl
ጊዜው	ɡˈizew
ሆድ	hˈod
ለዚሁ	lˈəzihu
ጎሣ	ɡˈosa
በክብር	bˈəkɨβɨr
ኤች	ʔˈet͡ʃ
ጨካኝ	t͡ʃ`ˈəkaɲ
ቀበሮዎች	k`ˈəβərowot͡ʃ
ተጓዦች	tˈəɡwaʒot͡ʃ
ነጠላ	nˈət`əla
ያሉትን	jˈalutɨn
አለቃው	ʔˈalək`aw
ሸዋ	ʃˈəwa
ግሪክ	ɡˈɨrik
የጋብቻ	jˈəɡaβɨt͡ʃa
ከሰሜን	kˈəsəmen
ኋንግ	hwˈanɨɡ
በጠቅላላው	bˈət`ək`ɨlalaw
ፈጣሪ	fˈət`ari
ግንድ	ɡˈɨnɨd
በሌሎቹ	bˈəlelot͡ʃu
ሰሜን	sˈəmen
በእንግሊዞች	bˈəʔɨnɨɡɨlizot͡ʃ
የፍቅር	jˈəfɨk`ɨr
ጸሎት	tsˈəlot
ዲግሪውን	dˈiɡɨriwɨn
ከሚባሉት	kˈəmiβalut
ጨለማ	t͡ʃ`ˈələma
ጴጥሮስ	p`ˈet`ɨros
ክስተት	kˈɨsɨtət
ሶቅራጠስ	sˈok`ɨrat`əs
የአገራችን	jˈəʔaɡərat͡ʃɨn
አልበም	ʔˈalɨβəm
ተራራማ	tˈərarama
ለርሱ	lˈərɨsu
ለመመለስ	lˈəməmələs
ሰዓታት	sˈəʔatat
ፕላቶ	pˈɨlato
ድረስ	dˈɨrəs
በምንም	bˈəmɨnɨm
መድኅን	mˈədɨhɨn
መቅደላ	mˈək`ɨdəla
መሳፍንት	mˈəsafɨnɨt
የሮማ	jˈəroma
መቅደስ	mˈək`ɨdəs
የቀዳማዊ	jˈək`ədamawi
ሌሎቹ	lˈelot͡ʃu
አፍሪቃ	ʔˈafɨrik`a
እናም	ʔˈɨnam
ንግድ	nˈɨɡɨd
አኳያ	ʔˈakwaja
በአንዱ	bˈəʔanɨdu
አይሁዶች	ʔˈajɨhudot͡ʃ
ከ	kˈə
ግርማ	ɡˈɨrɨma
ሱልጣኔት	sˈulɨt`anet
ዙሪያ	zˈurija
ከሴት	kˈəset
የተባለች	jˈətəβalət͡ʃ
መክተቢያ	mˈəkɨtəβija
የበርካታ	jˈəβərɨkata
የጀመረው	jˈəd͡ʒəmərəw
ጸሐፊው	tsˈəhafiw
ላዕላይነት	lˈaʔɨlajɨnət
የሚታወቁ	jˈəmitawək`u
ይህ	jˈɨx
ጫማ	t͡ʃ`ˈama
የሆነው	jˈəhonəw
ወላጆች	wˈəlad͡ʒot͡ʃ
ቍጥሮች	k`wˈɨt`ɨrot͡ʃ
ትናንሽ	tˈɨnanɨʃ
መጠጥ	mˈət`ət`
ላይኛ	lˈajɨɲa
ከመሬት	kˈəməret
መኮንኖች	mˈəkonɨnot͡ʃ
ምስክር	mˈɨsɨkɨr
ቁጠራ	k`ˈut`əra
ሊቀመንበር	lˈik`əmənɨβər
ኮምፕዩተር	kˈomɨpɨjutər
መኮንን	mˈəkonɨn
ችግሮች	t͡ʃˈɨɡɨrot͡ʃ
ለመመሥረት	lˈəməməsɨrət
መሥሪያ	mˈəsɨrija
ነፍስ	nˈəfɨs
የሚሰጡዋቸውን	jˈəmisət`uwat͡ʃəwɨn
አንዳችም	ʔˈanɨdat͡ʃɨm
ሊግ	lˈiɡ
እስር	ʔˈɨsɨr
ቢሮ	bˈiro
ከሆኑት	kˈəhonut
የኢትዮጵያን	jˈəʔitɨjop`ɨjan
ክልሉ	kˈɨlɨlu
የፈጠረው	jˈəfət`ərəw
በተወለዱ	bˈətəwələdu
ታሪኮች	tˈarikot͡ʃ
የኖህ	jˈənox
ቴክኖሎጂ	tˈekɨnolod͡ʒi
እያንዳንዳቸው	ʔˈɨjanɨdanɨdat͡ʃəw
ይባሉ	jˈɨβalu
ዕብራውያን	ʔˈɨβɨrawɨjan
ዘ	zˈə
ከነበሩት	kˈənəβərut
ቅኝ	k`ˈɨɲ
ሙዚየም	mˈuzijəm
ምልክቶች	mˈɨlɨkɨtot͡ʃ
ህዋስ	hˈɨwas
ህጋዊ	hˈɨɡawi
በካፋ	bˈəkafa
የብረት	jˈəβɨrət
ውል	wˈɨl
ግንባታ	ɡˈɨnɨβata
ማናቸውንም	mˈanat͡ʃəwɨnɨm
ከዋክብት	kˈəwakɨβɨt
ንቅናቄ	nˈɨk`ɨnak`e
በዋናነት	bˈəwananət
በቫይረሱ	bˈəvajɨrəsu
ዛፍ	zˈaf
ክርስቲያን	kˈɨrɨsɨtijan
የመከላከያ	jˈəməkəlakəja
እናቱ	ʔˈɨnatu
ተጠቃሽ	tˈət`ək`aʃ
እዚያ	ʔˈɨzija
ሲያርፍ	sˈijarɨf
ዘመኖች	zˈəmənot͡ʃ
ዳርቻ	dˈarɨt͡ʃa
ስለጀመሩ	sˈɨləd͡ʒəməru
የተለየ	jˈətələjə
ዕለት	ʔˈɨlət
አርባ	ʔˈarɨβa
ለመጠበቅ	lˈəmət`əβək`
የቀለም	jˈək`ələm
በደቡብ	bˈədəβub
እኛም	ʔˈɨɲam
አብዮት	ʔˈaβɨjot
ለህትመት	lˈəhɨtɨmət
ዩኒቨርሲቲ	jˈunivərɨsiti
ከተለያዩ	kˈətələjaju
እዚያው	ʔˈɨzijaw
የሀገሪቱ	jˈəhaɡəritu
ኪዳነ	kˈidanə
በነፃ	bˈənətsa
አልባ	ʔˈalɨβa
ደካማ	dˈəkama
በኢትዮጵያ	bˈəʔitɨjop`ɨja
አሪስጣጣሊስ	ʔˈarisɨt`at`alis
ቃል	k`ˈal
ባሉበት	bˈaluβət
መስመር	mˈəsɨmər
ፎቅ	fˈok`
መምረጥ	mˈəmɨrət`
ለማክበር	lˈəmakɨβər
የፈጠራ	jˈəfət`əra
ይኸው	jˈɨhəw
ልብስ	lˈɨβɨs
በማስተማር	bˈəmasɨtəmar
ግዴታ	ɡˈɨdeta
ሃይማኖት	hˈajɨmanot
የራሱ	jˈərasu
እድገት	ʔˈɨdɨɡət
ሦስቱ	sˈosɨtu
የመጽሐፍ	jˈəmətsɨhaf
ሰላማ	sˈəlama
እሷ	ʔˈɨswa
አባቱ	ʔˈaβatu
ጓደኞቹ	ɡwˈadəɲot͡ʃu
አባቴ	ʔˈaβate
አምልኮት	ʔˈamɨlɨkot
መጨመር	mˈət͡ʃ`əmər
በጎንደር	bˈəɡonɨdər
አልፎ	ʔˈalɨfo
በዝርዝር	bˈəzɨrɨzɨr
የአንደኛ	jˈəʔanɨdəɲa
የወጡ	jˈəwət`u
ለየት	lˈəjət
በስም	bˈəsɨm
እየተባለ	ʔˈɨjətəβalə
እንቆቅልሽ	ʔˈɨnɨk`ok`ɨlɨʃ
በር	bˈər
በመሆናቸው	bˈəməhonat͡ʃəw
ካላቸው	kˈalat͡ʃəw
መሳሪያዎች	mˈəsarijawot͡ʃ
ካህን	kˈahɨn
የድምጽ	jˈədɨmɨts
ባርያ	bˈarɨja
ስምዎ	sˈɨmɨwo
በማንኛውም	bˈəmanɨɲawɨm
ንጉሡ	nˈɨɡusu
ቦታው	bˈotaw
ሥላሴ	sˈɨlase
በሂሳብ	bˈəhisab
መገለጫዎ	mˈəɡələt͡ʃ`awo
ምርጥ	mˈɨrɨt`
በመሄድ	bˈəməhed
ኣልቦ	ʔˈalɨβo
ጥያቄ	t`ˈɨjak`e
ማለት	mˈalət
አድርጋ	ʔˈadɨrɨɡa
ውይይት	wˈɨjɨjɨt
