portbagaj	portbaɡaʒ
propovedanie	propovedanije
refractaritate	refraktaritate
oborî	oborɨ
furniruit	furniruit
diac	diak
relevabil	relevabil
imanentism	imanentism
elisabetan	elisabetan
puiului	pujuluj
hărățit	hərətsit
retroproiector	retroprojektor
platelmint	platelmint
acrime	akrime
confruntat	konfruntat
hipi	hipʲ
recital	retʃital
redeșteptare	redeʃteptare
sobornicesc	sobornitʃesk
tătărî	tətərɨ
dolicocefalie	dolikotʃefalije
predomni	predomni
înscăuna	ɨnskəuna
nefixat	nefiksat
îmbumbia	ɨmbumbija
contradig	kontradiɡ
hidroizola	hidroizola
depoziție	depozitsije
explozibil	eksplozibil
perlat	perlat
cărbunos	kərbunos
nealtădată	nealtədatə
electrocinetic	elektrotʃinetik
hidrochinonă	hidrokʲ̩inonə
ecou	ekow
acelei	atʃelej
encaustic	enkaustik
putregai	putreɡaj
extrapleural	ekstrapleural
ostreicultură	ostreikulturə
șăguit	ʃəɡuit
însurare	ɨnsurare
toracenteză	toratʃentezə
ilustrativism	ilustrativism
însărcina	ɨnsərtʃina
zavistnic	zavistnik
antipodal	antipodal
componență	komponentsə
exactitudine	egzaktitudine
trust	trust
jabou	ʒabow
bruiere	brujere
protocronie	protokronije
motorist	motorist
tanchist	tankʲ̩ist
epenglu	epenɡlu
exogam	egzoɡam
termodinamic	termodinamik
telegrafic	teleɡrafik
îndemâna	ɨndemɨna
neopozitivist	neopozitivist
durat	durat
stau	staw
coasere	kŏasere
plescaviță	pleskavitsə
forfotă	forfotə
lacto	lakto
subjugător	subʒuɡətor
imparțial	impartsijal
șoferi	ʃoferʲ
plăpumăreasă	pləpumərĕasə
lividitate	lividitate
modelat	modelat
corconire	korkonire
ciul	tʃ̩ul
buhoiu	buhoju
aperitiv	aperitiv
foulard	fu̩lar̩
polițistul	politsistul
saborda	saborda
pepit	pepit
lehm	lehm
plutășie	plutəʃije
tăvăleală	təvəlĕalə
flecar	flekar
peți	petsi
cardinalat	kardinalat
aplauze	aplauze
masimo	masimo
sorbet	sorbet
înlesnire	ɨnlesnire
citocromie	tʃitokromije
dezinfestat	dezinfestat
talveg	talveɡ
drosofilă	drosofilə
lupoid	lupoid
utilități	utilitətsʲ
superpunere	superpunere
bifa	bifa
configurare	konfiɡurare
crud	krud
denunțăm	denuntsəm
purecat	purekat
aselenizare	aselenizare
înrădăcinat	ɨnrədətʃinat
râșcov	rɨʃkov
sacrament	sakrament
așeze	aʃeze
uviol	uviol
zabrac	zabrak
onomasiologie	onomasiolodʒije
anteră	anterə
strunguliță	strunɡulitsə
trivalent	trivalent
alf	alf
suplica	suplika
ficologie	fikolodʒije
neferos	neferos
schinel	skʲ̩inel
nefrologic	nefrolodʒik
antinefretic	antinefretik
anglofobie	anɡlofobije
humorului	humoruluj
rezultant	rezultant
craniotom	kraniotom
artilerist	artilerist
potopea	potopĕa
asemănat	asemənat
stănoagă	stənŏaɡə
cezarotomie	tʃezarotomije
repauzare	repauzare
asfaltat	asfaltat
crestățea	krestətsĕa
cavernos	kavernos
dovedi	dovedi
drastice	drastitʃe
versor	versor
rusofil	rusofil
ghiorțăitură	gʲ̩̩ortsəiturə
recomentat	rekomentat
ionică	ionikə
declamativism	deklamativism
palpator	palpator
confiscabil	konfiskabil
triorat	triorat
valvulă	valvulə
cominternist	kominternist
muson	muson
ortofonie	ortofonije
urmuzache	urmuzakʲ̩e
urbanism	urbanism
cocuță	kokutsə
fondare	fondare
neplăcută	nepləkutə
reticul	retikul
petrolier	petrolijer
abrutizare	abrutizare
amorțire	amortsire
vertiginos	vertidʒinos
băncuță	bənkutsə
imamat	imamat
mârâială	mɨrɨjalə
relația	relatsija
idilizat	idilizat
corespundere	korespundere
bolând	bolɨnd
sexist	seksist
afectivitate	afektivitate
vandalism	vandalism
carbolineum	karbolineum
cistectomie	tʃistektomije
anumite	anumite
pajiștii	paʒiʃtij
milieu	miliew
alcătuitor	alkətuitor
inoportunitate	inoportunitate
rățoiaș	rətsojaʃ
fălitor	fəlitor
cutiuță	kutiutsə
enzimatic	enzimatik
nevăzut	nevəzut
circumstanță	tʃirkumstantsə
necruțat	nekrutsat
contrapunctic	kontrapunktik
subfebril	subfebril
cârțan	kɨrtsan
strategii	stratedʒij
bârzoiere	bɨrzojere
bulversare	bulversare
fluiditate	fluiditate
amuza	amuza
căsăpire	kəsəpire
păsărește	pəsəreʃte
pena	pena
halviță	halvitsə
bâhlire	bɨhlire
tricota	trikota
rugare	ruɡare
roșoga	roʃoɡa
șelar	ʃelar
cușniță	kuʃnitsə
digamma	diɡamma
încercuit	ɨntʃerkuit
traducere	tradutʃere
prezervare	prezervare
matrimonial	matrimonijal
bondisa	bondisa
microprocesor	mikroprotʃesor
consult	konsult
hohotire	hohotire
alezat	alezat
seminție	semintsije
teleecraniza	teleekraniza
tericol	terikol
derocare	derokare
unisilab	unisilab
vijelios	viʒelijos
fatrasie	fatrasije
șerlai	ʃerlaj
boiereasă	bojerĕasə
termogen	termodʒen
recalculat	rekalkulat
șintoism	ʃintoism
tentat	tentat
capotaj	kapotaʒ
rasolit	rasolit
păcătoși	pəkətoʃi
eteroproteidă	eteroproteidə
racemiform	ratʃemiform
hătit	hətit
cota	kota
ploton	ploton
ansilaj	ansilaʒ
chenopodiacee	kʲ̩enopodijatʃee
scalpa	skalpa
fosilizare	fosilizare
profetiza	profetiza
reuși	reuʃi
almintere	almintere
godac	ɡodak
imunitate	imunitate
plătibil	plətibil
atomoelectric	atomoelektrik
creofag	kreofaɡ
râncezit	rɨntʃezit
impacientat	impatʃijentat
biogenerator	biodʒenerator
sâmbră	sɨmbrə
virtualitate	virtuwalitate
alun	alun
electronvolt	elektronvolt
franciză	frantʃizə
helipot	helipot
siniliu	siniliw
omnipotență	omnipotentsə
dispersiv	dispersiv
calculabil	kalkulabil
constantan	konstantan
decuseară	dekusĕarə
diafilm	diafilm
dezobișnuit	dezobiʃnuit
primejdie	primeʒdije
cortizon	kortizon
dalmat	dalmat
încotoșmat	ɨnkotoʃmat
surcel	surtʃel
neperisabil	neperisabil
hârță	hɨrtsə
întruchipare	ɨntrukʲ̩ipare
repudiat	repudijat
pastelat	pastelat
perforat	perforat
dinamitard	dinamitard
huțanu	hutsanu
sunetelor	sunetelor
telemea	telemĕa
bărbier	bərbijer
câmpeni	kɨmpenʲ
apomorfină	apomorfinə
dinar	dinar
aprinzătoare	aprinzətŏare
siestă	sijestə
bastard	bastard
aterizare	aterizare
zâmbească	zɨmbĕaskə
graffito	ɡraf̩ito
mătăcină	mətətʃinə
opsas	opsas
sifilitic	sifilitik
periclin	periklin
cerbice	tʃerbitʃe
bătaia	bətaja
poluție	polutsije
mod	mod
cârtiță	kɨrtitsə
mosorel	mosorel
destinde	destinde
servire	servire
continuativ	kontinuwativ
dismenoreic	dismenoreik
lipază	lipazə
antinevralgic	antinevraldʒik
umoral	umoral
fanfaronadă	fanfaronadə
topograf	topoɡraf
fieșce	fijeʃtʃe
negustorește	neɡustoreʃte
ștănțuire	ʃtəntsuire
bulonaj	bulonaʒ
frige	fridʒe
potrivă	potrivə
grivan	ɡrivan
bonetă	bonetə
pecarizare	pekarizare
regimentar	redʒimentar
papa	papa
leiță	leitsə
coșcovire	koʃkovire
hemicriptofită	hemikriptofitə
cojire	koʒire
zee	zee
vocalic	vokalik
disipare	disipare
mecano	mekano
reparatoriu	reparatorju
bandajist	bandaʒist
plopuț	ploputs
vindeau	vindĕaw
axonometric	aksonometrik
executiv	egzekutiv
pornitură	porniturə
băietan	bəjetan
urcioruș	urtʃ̩oruʃ
câinoșenie	kɨjnoʃenije
spiru	spiru
înecat	ɨnekat
cuneiform	kuneiform
cântărețe	kɨntəret͡se
cobaltină	kobaltinə
miorlâire	mjorlɨire
anticorp	antikorp
învârte	ɨnvɨrte
robotire	robotire
banii	banij
președințial	preʃedintsijal
subgrupă	subɡrupə
nediferențiat	nediferentsijat
haretism	haretism
monoideism	monoideism
zvecuit	zvekuit
sfătuială	sfətujalə
glaciațiune	ɡlatʃijatsiune
moldovean	moldovĕan
tipări	tipəri
contrapunctare	kontrapunktare
minteuan	mintewan
scrutare	skrutare
zugravi	zuɡravʲ
colare	kolare
ricoșet	rikoʃet
furcoi	furkoj
contratemă	kontratemə
recalibrat	rekalibrat
circula	tʃirkula
canotare	kanotare
interdependent	interdependent
simetria	simetrija
ursuz	ursuz
hămiseală	həmisĕalə
sâneață	sɨnĕatsə
moalele	mŏalele
hârlău	hɨrləw
împotriva	ɨmpotriva
prădalică	prədalikə
turcoaică	turkŏajkə
intelighenție	inteligʲ̩entsije
vehiculare	vehikulare
lambrache	lambrakʲ̩e
monoclinic	monoklinik
rogatorie	roɡatorije
butar	butar
subscriere	supskrijere
lucrările	lukrərile
amilograf	amiloɡraf
dodecafonic	dodekafonik
abrud	abrud
seminarizat	seminarizat
etila	etila
cinecenaclu	tʃinetʃenaklu
stadimetric	stadimetrik
nemerit	nemerit
nonșalanță	nonʃalantsə
specializate	spetʃijalizate
medalia	medalija
exorație	egzoratsije
azbestoză	azbestozə
apul	apul
intimidat	intimidat
nau	naw
uniform	uniform
pleșcuit	pleʃkuit
focometrie	fokometrije
dobârceni	dobɨrtʃenʲ
măturător	məturətor
protozoologie	protozoolodʒije
foame	fŏame
servicom	servikom
retard	retard
ramolit	ramolit
coerciție	koertʃitsije
ruladă	ruladə
iscălit	iskəlit
configurativ	konfiɡurativ
dezorienta	dezorijenta
diez	dijez
vulpește	vulpeʃte
obtuzunghi	obtuzungʲ̩ʲ
simțivară	simtsivarə
apaș	apaʃ
delicatesă	delikatesə
asortat	asortat
opozabilitate	opozabilitate
seimeni	sejmenʲ
cepuit	tʃepuit
antimălurire	antiməlurire
încurare	ɨnkurare
cauă	kawə
împuiat	ɨmpujat
întorlocat	ɨntorlokat
xantomatoză	ksantomatozə
măicuță	məjkutsə
diminuat	diminuwat
gerar	dʒerar
conjuncturist	konʒunkturist
expediat	ekspedijat
bodicecat	boditʃekat
slavofil	slavofil
bădilescu	bədilesku
ceroplastică	tʃeroplastikə
pătcean	pəttʃ̩an
intercelular	intertʃelular
omofag	omofaɡ
europeană	europĕanə
închiaburit	ɨnkʲ̩jaburit
reântoarce	reɨntŏartʃe
donchâotesc	donkʲ̩iʒotesk
schilodit	skʲ̩ilodit
bogații	boɡatsij
performanță	performantsə
îndumnezeire	ɨndumnezeire
tighelire	tigʲ̩elire
propagandistic	propaɡandistik
adăogat	adəoɡat
ciolac	tʃ̩olak
icioglan	itʃ̩oɡlan
chestie	kʲ̩estije
căuta	kəuta
fanda	fanda
vila	vila
discuitor	diskuitor
falun	falun
escortor	eskortor
fotoconducție	fotokonduktsije
bubiță	bubitsə
mustrările	mustrərile
șoșotit	ʃoʃotit
simian	simijan
bâiguitor	bɨjɡuitor
sedentar	sedentar
culm	kulm
deturna	deturna
cotcorozire	kotkorozire
oglindos	oɡlindos
mitoc	mitok
frugivor	frudʒivor
paraliterar	paraliterar
novelă	novelə
barograf	baroɡraf
tălpiță	təlpitsə
mijloace	miʒlŏatʃe
metrică	metrikə
irigat	iriɡat
protoclorură	protoklorurə
funicular	funikular
schelălăială	skʲ̩elələjalə
microfotometru	mikrofotometru
acu	aku
alinat	alinat
brizant	brizant
șliboviță	ʃlibovitsə
capelare	kapelare
orangutan	oranɡutan
microcomputer	mikrokomputer
mândrește	mɨndreʃte
triac	trijak
iterație	iteratsije
taurocolic	taurokolik
irenism	irenism
scamonee	skamonee
eudemonist	eudemonist
hidrocorie	hidrokorije
nazir	nazir
apucată	apukatə
anafor	anafor
zbârlit	zbɨrlit
țandură	tsandurə
mohoreală	mohorĕalə
generalist	dʒeneralist
stropolit	stropolit
improbabilitate	improbabilitate
închingare	ɨnkʲ̩inɡare
protoblast	protoblast
gropușoară	ɡropuʃŏarə
abulie	abulije
invitații	invitatsij
crenelare	krenelare
xerofită	kserofitə
efor	efor
tufăriș	tufəriʃ
manifest	manifest
magneton	maɡneton
planic	planik
investitorii	investitorij
prăvăliș	prəvəliʃ
obscurizat	obskurizat
tricot	trikot
jeratec	ʒeratek
adverse	adverse
deductiv	deduktiv
străbătui	strəbətuj
debarasa	debarasa
zapciu	zaptʃjw
psihologicește	psiholodʒitʃeʃte
stricnea	striknĕa
pată	patə
acetilare	atʃetilare
cârpăcitor	kɨrpətʃitor
superhormon	superhormon
afurisenie	afurisenije
prepalatal	prepalatal
petroduroscop	petroduroskop
inopozabil	inopozabil
italic	italik
textul	tekstul
pomacee	pomatʃee
cavernometrie	kavernometrije
lotus	lotus
cetaceu	tʃetatʃew
anaptixă	anaptiksə
specificare	spetʃifikare
vuvuire	vuvuire
semirăpitor	semirəpitor
permutit	permutit
coconiță	kokonitsə
puștancă	puʃtankə
agudin	aɡudin
premiile	premijile
gherăsescu	gʲ̩erəsesku
adenită	adenitə
axilă	aksilə
estimați	jestimatsʲ
molipsi	molipsi
palton	palton
insectofungicid	insektofundʒitʃid
tăslăuanu	təsləuwanu
zuruire	zuruire
rascolnic	raskolnik
brăzdare	brəzdare
diureză	diurezə
difeniloxid	difeniloksid
ciordire	tʃ̩ordire
nefericit	neferitʃit
văsărire	vəsərire
mestecat	mestekat
sugușa	suɡuʃa
latură	laturə
neoclasicism	neoklasitʃism
păltiniș	pəltiniʃ
rond	rond
greime	ɡreime
covăcie	kovətʃije
multicar	multikar
organografic	orɡanoɡrafik
crural	krural
toiul	tojul
cotolan	kotolan
multipol	multipol
fariseic	fariseik
corepetitor	korepetitor
cosmografic	kosmoɡrafik
înădușit	ɨnəduʃit
erudițiune	eruditsiune
îndemânatec	ɨndemɨnatek
contracarat	kontrakarat
îmbălsămate	ɨmbəlsəmate
literarizat	literarizat
bonom	bonom
magie	madʒije
exploata	eksplŏata
sentiment	sentiment
cinzecilea	tʃinzetʃilĕa
lehămeti	lehəmeti
circumlocuție	tʃirkumlokutsije
apoteotic	apoteotik
aflate	aflate
mercurism	merkurism
cyberspațiu	kiberspatsju
plancă	plankə
prelegere	preledʒere
dialit	dialit
catastrofă	katastrofə
gălbenare	ɡəlbenare
rigorism	riɡorism
cear	tʃ̩ar
temperament	temperament
croncănire	kronkənire
alupoae	alupŏaje
simplon	simplon
upercuta	uperkuta
schiptru	skʲ̩iptru
storcătoare	storkətŏare
ofertare	ofertare
clăcășesc	kləkəʃesk
masturbație	masturbatsije
septimă	septimə
necomestibil	nekomestibil
semne	semne
apocinacee	apotʃinatʃee
fiziopatologie	fiziopatolodʒije
vântuleț	vɨntulets
gamologie	ɡamolodʒije
conseco	konseko
încrezut	ɨnkrezut
orbire	orbire
prezident	prezident
tarifar	tarifar
bemoliza	bemoliza
sălbătăcit	səlbətətʃit
despironit	despironit
îmbogățise	ɨmboɡətsise
walhalla	valhal̩a
herculean	herkulean
sfruntare	sfruntare
clăit	kləit
scaner	skaner
cioroi	tʃ̩oroj
herpetic	herpetik
zingănire	zinɡənire
desfacere	desfatʃere
zecică	zetʃikə
râmnic	rɨmnik
extradur	ekstradur
cercuială	tʃerkujalə
lansaj	lansaʒ
aripi	aripʲ
desprimăvărat	despriməvərat
grădinuță	ɡrədinutsə
accizele	aktʃizele
traforat	traforat
sobol	sobol
calomniat	kalomnijat
pal	pal
conducea	kondutʃ̩a
încăpăstra	ɨnkəpəstra
crier	krijer
spinetă	spinetə
flirt	flirt
cărucean	kərutʃ̩an
cârciumar	kɨrtʃ̩umar
polder	polder
cudalb	kudalb
gălbenuș	ɡəlbenuʃ
percutare	perkutare
romulus	romulus
crepusculară	krepuskularə
puncer	puntʃer
intervenire	intervenire
fortuit	fortuit
tăpălog	təpəloɡ
abnorm	abnorm
dresaj	dresaʒ
dotări	dotərʲ
istorioară	istoriŏarə
chestură	kʲ̩esturə
giurchescu	dʒ̩urkʲ̩esku
mustăreață	mustərĕatsə
district	distrikt
oscilație	ostʃilatsije
conciziune	kontʃiziune
părtinitor	pərtinitor
neorientat	neorientat
arsenical	arsenikal
ciufulit	tʃ̩ufulit
împuținat	ɨmputsinat
etapă	etapə
stelaj	stelaʒ
infantilism	infantilism
ștuțuit	ʃtutsuit
tresă	tresə
siminoc	siminok
diochi	diokʲ̩i
coprologie	koprolodʒije
iregularitate	ireɡularitate
conformează	konformĕazə
sihăstrire	sihəstrire
consumuri	konsumurʲ
beșleagă	beʃlĕaɡə
sfărâmare	sfərɨmare
uclei	uklej
hoit	hojt
radiofrecvență	radiofrekventsə
necomunicativ	nekomunikativ
frecționat	frektsionat
obiectelor	objektelor
mehedințean	mehedintsĕan
bavarez	bavarez
ambreia	ambreja
ieșeam	jeʃĕam
fasciza	fastʃiza
fărmăca	fərməka
morbideță	morbidetsə
expatriere	ekspatrijere
paternitate	paternitate
plimba	plimba
monocristal	monokristal
limitare	limitare
interceptat	intertʃeptat
împingem	ɨmpindʒem
dărăcitor	dərətʃitor
costal	kostal
armonie	armonije
șfăruit	ʃfəruit
voala	vŏala
logodnic	loɡodnik
meprizabil	meprizabil
tandrețe	tandretse
împrejurările	ɨmpreʒurərile
conduplicat	konduplikat
excitator	ekstʃitator
seismograf	seismoɡraf
tari	tarʲ
zgârietură	zɡɨrijeturə
piersic	pjersik
deranjat	deranʒat
cocsochimie	koksokʲ̩imije
căsătorim	kəsətorim
prelucrător	prelukrətor
depus	depus
sărăturos	sərəturos
servant	servant
caun	kaun
zbor	zbor
presator	presator
radiogoniograf	radioɡonioɡraf
sutălea	sutəlĕa
influențabil	influentsabil
comisia	komisija
prozaist	prozaist
fulgarinul	fulɡarinul
iluzoriu	iluzorju
șpil	ʃpil
retăbăcire	retəbətʃire
trend	trend
multicel	multitʃel
dormeză	dormezə
semnalate	semnalate
oțetărie	otsetərije
clorotic	klorotik
ipsocromie	ipsokromije
vecie	vetʃije
trăsnitor	trəsnitor
vlad	vlad
așteptato	aʃteptato
cruciță	krutʃitsə
ticsire	tiksire
nesăbuit	nesəbuit
modelărie	modelərije
cărturărime	kərturərime
destructiv	destruktiv
recidivitate	retʃidivitate
zulus	zulus
prefirat	prefirat
tanatogeneză	tanatodʒenezə
needificator	needifikator
admis	admis
babuvist	babuvist
carbolic	karbolik
ticăloșește	tikəloʃeʃte
traumatizant	traumatizant
latir	latir
renascentist	renastʃentist
pretor	pretor
celor	tʃelor
dezinteresa	dezinteresa
presuriza	presuriza
șuvoi	ʃuvoj
minculescu	minkulesku
cepușor	tʃepuʃor
cărărat	kərərat
patetism	patetism
garsonieră	ɡarsonijerə
ieften	jeften
heroinomanie	heroinomanije
metabolic	metabolik
masiv	masiv
gutural	ɡutural
maximafil	maksimafil
netemperanță	netemperantsə
pedonosologie	pedonosolodʒije
uni	uni
votație	votatsije
ofit	ofit
mătreață	mətrĕatsə
anastomozat	anastomozat
mulaj	mulaʒ
fatidic	fatidik
locuibil	lokuibil
kiribatian	kʲiribatijan
cloric	klorik
congregație	konɡreɡatsije
bulbucul	bulbukul
bazic	bazik
coviltir	koviltir
discotecă	diskotekə
batjocoritor	batʒokoritor
ramie	ramije
primărie	primərije
verbal	verbal
vreun	vreun
cardiovascular	kardiovaskular
oficiale	ofitʃiale
întineritor	ɨntineritor
oratoric	oratorik
hipolog	hipoloɡ
înecător	ɨnekətor
irimia	irimija
năbădaie	nəbədaje
fulardare	fulardare
sifonofor	sifonofor
isca	iska
țurțurat	tsurtsurat
transcris	transkris
demografic	demoɡrafik
femeii	femeij
salvarsan	salvarsan
boxer	bokser
podbeală	podbĕalə
călătoreau	kələtorjaw
stup	stup
zavistnicie	zavistnitʃije
paralaxă	paralaksə
teios	tejos
cărunțit	kəruntsit
nătăflete	nətəflete
coroane	korŏane
zmăcinat	zmətʃinat
găinăreasă	ɡəinərĕasə
narcoanaliză	narkoanalizə
zdrumicătură	zdrumikəturə
băiatului	bəjatuluj
mandant	mandant
expozeu	ekspozew
pârjol	pɨrʒol
îngrădit	ɨnɡrədit
demontabil	demontabil
aspidă	aspidə
ascuțitor	askutsitor
colecțiune	kolektsiune
fototeodolit	fototeodolit
țoliță	tsolitsə
sodomie	sodomije
epileptic	epileptik
ionițoaia	ionitsŏaja
rășluire	rəʃluire
multiplicativ	multiplikativ
gherguț	gʲ̩erɡuts
neted	neted
călinet	kəlinet
mozoleală	mozolĕalə
domeniilor	domenijilor
sat	sat
oleomargarină	oleomarɡarinə
bluzare	bluzare
mărgărire	mərɡərire
brișcuță	briʃkutsə
armurier	armurijer
crâng	krɨnɡ
neasemuit	neasemuit
antiguan	antiɡuwan
rodaj	rodaʒ
resfira	resfira
băndurică	bəndurikə
actor	aktor
silință	silintsə
îmbolditor	ɨmbolditor
fiii	fiji
sugrumător	suɡrumətor
edentat	edentat
avantajos	avantaʒos
fizicalism	fizikalism
motofurgonetă	motofurɡonetə
salam	salam
depalatalizat	depalatalizat
fuguță	fuɡutsə
zalele	zalele
juxtă	ʒukstə
tinerilor	tinerilor
nomolos	nomolos
univers	univers
mariaș	mariaʃ
ajunsei	aʒunsej
adamantin	adamantin
comanac	komanak
marinărie	marinərije
erizipel	erizipel
fald	fald
botezare	botezare
dacos	dakos
vasiloiu	vasiloju
macropter	makropter
iahnie	jahnije
hidroplasto	hidroplasto
moralizant	moralizant
bandajat	bandaʒat
principat	printʃipat
teletext	teletekst
lume	lume
cablogramă	kabloɡramə
odină	odinə
seriografie	serioɡrafije
tupeu	tupew
raclor	raklor
reportericesc	reporteritʃesk
cornice	kornitʃe
lumește	lumeʃte
casierie	kasijerije
precorector	prekorektor
metatezare	metatezare
ecleziast	ekleziast
dăruitor	dəruitor
calculație	kalkulatsije
băjenărie	bəʒenərije
vaslui	vasluj
chestii	kʲ̩estij
plebeic	plebeik
înfurcătură	ɨnfurkəturə
feldwebel	feldvebel
rebobinat	rebobinat
expansionist	ekspansionist
stachetă	stakʲ̩etə
zimțar	zimtsar
tămăduitor	təməduitor
dermă	dermə
negustor	neɡustor
sunător	sunətor
încontrare	ɨnkontrare
cazual	kazual
prezbiteriu	prezbiterju
pădureancă	pədurĕankə
nui	nuj
datorie	datorije
leuștian	leuʃtjan
silitor	silitor
nevroglie	nevroɡlije
descovoiat	deskovojat
ungurime	unɡurime
neizbutit	neizbutit
degonfla	deɡonfla
scatologie	skatolodʒije
tremens	tremens
criteriul	kriterjul
piscuit	piskuit
zăduf	zəduf
liofiliza	liofiliza
păhărniceasă	pəhərnitʃ̩asə
pregetare	predʒetare
finala	finala
cafas	kafas
climatolog	klimatoloɡ
onanist	onanist
giurcuț	dʒ̩urkuts
noptos	noptos
osteom	osteom
pelerinuță	pelerinutsə
ari	arʲ
chilopod	kʲ̩ilopod
ci	tʃi
discografic	diskoɡrafik
fleuretis	fleuretis
saluta	saluta
scandalizat	skandalizat
ambliop	ambliop
ambutisa	ambutisa
rouros	rouros
hemoglobinurie	hemoɡlobinurije
trupește	trupeʃte
diferință	diferintsə
cârcioc	kɨrtʃ̩ok
avertiza	avertiza
înieptat	ɨnijeptat
lavabil	lavabil
redefinit	redefinit
druid	druid
proaspătă	prŏaspətə
xiloză	ksilozə
peroxidază	peroksidazə
binevenit	binevenit
nefelometru	nefelometru
scările	skərile
contaminabil	kontaminabil
fitoclimat	fitoklimat
acvafortist	akvafortist
migmatit	miɡmatit
tușina	tuʃina
metrologic	metrolodʒik
bavaria	bavarija
