ометяхте	o̝mɛtʲaxt̪ɛ
решаванетата	rɛʃavənɛt̪ət̪ə
причинен	pritʃinɛn
нахапвахме	nɐxapvəxmɛ
озаглавените	o̝zəɡɫɐvɛnit̪ɛ
сушат	soʃɤt̪
спасена	spɐsɛnə
омитанията	omit̪ənijət̪ə
траенето	t̪raɛnɛt̪o̝
обзавеждам	o̝bzɐvɛʒd̪əm
метен	mɛt̪ɛn
тръгвал	t̪rɤɡvəɫ
обоснове	o̝bo̝snovɛ
надяващото	nɐdʲavəʃt̪o̝t̪o̝
побеждаваната	po̝bɛʒd̪avənət̪ə
навирала	nɐviɾəɫə
помитаме	pomit̪əmɛ
казаха	kazəxə
изплашихме	ispɫaʃixmɛ
заковавани	zəkovavəni
построяло	po̝st̪rojaɫo̝
млъквало	mɫɤkvəɫo̝
сравнилата	srɐvniɫət̪ə
отчитайте	ot̪tʃit̪əjt̪ɛ
навлечахме	nəvlɛtʃaxmɛ
коронясванета	ko̝ɾonʲasvənɛt̪ə
чувани	tʃuvəni
целунатият	t͡sɛɫunət̪ijət̪
пикаещият	pikaɛʃt̪ijət̪
ебе	ɛbɛ
изнудел	iznud̪ɛɫ
плел	plɛɫ
написвалия	nɐpisvəlijə
вковяла	fkovʲaɫə
наведи	nəvɛd̪i
ометеното	omɛt̪ɛno̝t̪o̝
оприданият	oprid̪ənijət̪
обсъдихме	opsɤd̪ixmɛ
изсичаното	issitʃəno̝t̪o̝
повярвалото	povʲarvəɫo̝t̪o̝
отичащият	ot̪itʃəʃt̪ijət̪
погребяхте	po̝ɡrɛbʲaxt̪ɛ
въвираше	vəviɾəʃɛ
зареждалият	zɐrɛʒd̪əlijət̪
надвнасялите	nɐd̪vnasʲəlit̪ɛ
траели	t̪raɛli
подметете	po̝d̪mɛt̪ɛt̪ɛ
въвирало	vəviɾəɫo
глобявахте	ɡɫobʲavəxt̪ɛ
пикаели	pikaɛli
възлизанета	vəzlizənɛt̪ə
прели	prɛli
вечеряла	vɛtʃɛrʲəɫə
зачевайки	zɐtʃɛvəjkʲi
платилите	pɫɐt̪ilit̪ɛ
разпрострян	rəsprost̪rʲan
потеклото	pot̪ɛkɫo̝t̪o̝
предсказвалото	prɛt̪skazvəɫo̝t̪o̝
начитайте	nɐtʃit̪əjt̪ɛ
предупредила	prɛd̪o̝prɛd̪iɫə
припекат	pripɛkɤt̪
заспивайки	zɐspivəjkʲi
обричани	obritʃəni
съчетаваше	sətʃɛt̪avəʃɛ
тръгнала	t̪rɤɡnəɫə
окрадяла	o̝krɐdʲaɫə
принуждава	prinoʒd̪avə
оцветилия	o̝t͡svɛt̪ilijə
спестяващият	spɛstʲavəʃt̪ijət̪
простира	prost̪iɾə
глобях	ɡɫobʲax
изпяващото	ispʲavəʃt̪o̝t̪o̝
прострелият	prost̪rɛlijət̪
телефонираше	t̪ɛlɛfoniɾəʃɛ
изметяхме	izmɛtʲaxmɛ
поотичащо	po̝ot̪itʃəʃt̪o̝
навлизало	nɐvlizəɫo̝
предплащаха	prɛt̪pɫaʃt̪əxə
продадяло	prod̪ədʲaɫo
обясняванията	o̝bʲɐsnʲavənijət̪ə
вършеенетата	vɐrʃɛɛnɛt̪ət̪ə
аплодиращата	apɫod̪iɾəʃt̪ət̪ə
принуждаващите	prinoʒd̪avəʃt̪it̪ɛ
надонеслият	nəd̪onɛslijət̪
премиралият	prɛmiɾəlijət̪
обличах	oblitʃəx
изтекохме	ist̪ɛko̝xmɛ
решавате	rɛʃavət̪ɛ
пратила	prat̪iɫə
потреслият	pot̪rɛslijət̪
обезглавявате	o̝bɛzɡɫɐvʲavət̪ɛ
обучавалата	o̝botʃavəɫət̪ə
съгласяването	səɡɫɐsʲavənɛt̪o̝
отчитаните	ot̪tʃit̪ənit̪ɛ
спане	spənɛ
преживявахте	prɛʒivʲavəxt̪ɛ
замиращата	zɐmiɾəʃt̪ət̪ə
упрекващият	oprɛkvəʃt̪ijət̪
загинаха	zɐɡʲinəxə
шибана	ʃibənə
отворената	ot̪vɔɾɛnət̪ə
абсорбирало	apsorbirəɫo
въвлечехме	vəvlɛtʃɛxmɛ
продължаванетата	pro̝d̪ɐɫʒavənɛt̪ət̪ə
седнеше	sɛd̪nɛʃɛ
свирана	sviɾənə
засичалите	zɐsitʃəlit̪ɛ
нанесоха	nɐnɛso̝xə
обезсмъртявалата	o̝bɛsmɐrtʲavəɫət̪ə
разбиралите	rɐzbiɾəlit̪ɛ
ранявалата	rɐnʲavəɫət̪ə
потъналият	pot̪ɤnəlijət̪
протичалия	prot̪itʃəlijə
отровехме	ot̪rɔvɛxmɛ
различен	rəzlitʃɛn
засечело	zəsɛtʃɛɫo̝
доплетох	d̪oplɛt̪o̝x
избрахте	izbraxt̪ɛ
създал	sɐzd̪aɫ
спим	spim
глобявали	ɡɫobʲavəli
изкупувахте	iskopuvəxt̪ɛ
поспряхме	posprʲaxmɛ
обречел	o̝brɛtʃɛɫ
рачил	ratʃiɫ
злоупотребете	zɫo̝o̝po̝t̪rɛbɛt̪ɛ
обезглавяващата	o̝bɛzɡɫɐvʲavəʃt̪ət̪ə
припичате	pripitʃət̪ɛ
заслужите	zɐsɫuʒit̪ɛ
мазалия	mɐzalijə
абисинецо	abisinɛt͡sɔ
завлечената	zɐvlɛtʃɛnət̪ə
надебеляваше	nəd̪ɛbɛlʲavəʃɛ
създалата	sɐzd̪aɫət̪ə
исканият	iskənijət̪
превеждахте	prɛvɛʒd̪əxt̪ɛ
искащ	iskəʃt̪
разпростряха	rəsprost̪rʲaxə
обковяхме	o̝pkovʲaxmɛ
допрочетоха	d̪o̝protʃɛt̪o̝xə
прощавалия	proʃt̪avəlijə
причинено	pritʃinɛno̝
авансира	avənsiɾə
довличано	d̪ovlitʃəno̝
бесенето	bɛsɛnɛt̪o̝
комбинираният	ko̝mbiniɾənijət̪
разпрострялото	rəsprost̪rʲaɫo̝t̪o̝
замиране	zɐmiɾənɛ
зряно	zrʲano̝
припиралата	pripiɾəɫət̪ə
зареждалата	zɐrɛʒd̪əɫət̪ə
наречени	nɐrɛtʃɛni
предричали	prɛd̪ritʃəli
бесих	bɛsix
обезсмъртявал	o̝bɛsmɐrtʲavəɫ
желаещи	ʒɛɫaɛʃt̪i
намерение	nəmɛrɛniɛ
загребвала	zɐɡrɛbvəɫə
съгласеше	səɡɫɐsɛʃɛ
нахапаните	nɐxapənit̪ɛ
раняваната	rɐnʲavənət̪ə
обучавали	o̝botʃavəli
заплашват	zɐpɫaʃvət̪
питата	pit̪ət̪ə
препечен	prɛpɛtʃɛn
пометоха	pomɛt̪o̝xə
разпростиращи	rəsprost̪iɾəʃt̪i
слезеха	slɛzɛxə
премиралото	prɛmiɾəɫo̝t̪o̝
допрочитана	d̪o̝protʃit̪ənə
убиващ	obivəʃt̪
убеждавалото	o̝bɛʒd̪avəɫo̝t̪o̝
подчертаеш	po̝t̪tʃɛrt̪aɛʃ
измирах	izmiɾəx
прехапваш	prɛxapvəʃ
сприятелете	sprijət̪ɛlɛt̪ɛ
можем	mɔʒɛm
учих	otʃix
адресиралите	ad̪rɛsiɾəlit̪ɛ
почитащи	potʃit̪əʃt̪i
можели	mɔʒɛli
кит	kit
некомпетентен	nɛkompɛtɛntɛn
изтеклия	ist̪ɛklijə
дометели	d̪o̝mɛt̪ɛli
въоръжени	vəo̝ɾɐʒɛni
занесем	zənɛsɛm
снасянията	snasʲənijət̪ə
желания	ʒɛɫanijə
наричанията	nɐritʃənijət̪ə
будехме	bud̪ɛxmɛ
капете	kapɛt̪ɛ
изгризано	izɡrizano̝
зарекъл	zɐrɛkəɫ
помелият	pomɛlijət̪
обещаваш	o̝bɛʃt̪avəʃ
живелия	ʒivɛlijə
бакалавърка	bəkəlavərkə
зованото	zovano̝t̪o̝
внесена	vnɛsɛnə
подмелия	pod̪mɛlijə
поизмитаха	po̝izmit̪əxə
наричала	nɐritʃəɫə
чуваният	tʃuvənijət̪
коронясващата	ko̝ɾonʲasvəʃt̪ət̪ə
ухапаната	oxapənət̪ə
учим	utʃim
грабилите	ɡrabilit̪ɛ
лягалата	lʲaɡəɫət̪ə
ходеща	xɔd̪ɛʃt̪ə
обезсмъртят	o̝bɛsmɐrtʲɤt̪
обезглавях	o̝bɛzɡɫɐvʲax
сприятелявал	sprijət̪ɛlʲavəɫ
потекоха	pot̪ɛko̝xə
потечала	po̝t̪ɛtʃaɫə
тръгналата	t̪rɤɡnəɫət̪ə
осиновявана	o̝sinovʲavənə
почвали	potʃvali
предплащаната	prɛt̪pɫaʃt̪ənət̪ə
изслушвани	isɫuʃvəni
слушахте	sɫuʃəxt̪ɛ
отнасяла	ot̪nasʲəɫə
обковавайки	o̝pkovavəjkʲi
погребваното	poɡrɛbvəno̝t̪o̝
напечени	nɐpɛtʃɛni
довеждах	d̪ovɛʒd̪əx
зачеващата	zɐtʃɛvəʃt̪ət̪ə
съобщаващо	səopʃt̪avəʃt̪o̝
обезсмъртяват	o̝bɛsmɐrtʲavət̪
агностик	əɡnostik
отхапваме	ot̪xapvəmɛ
загине	zɐɡʲinɛ
надежда	nədɛʒdə
зачитахте	zɐtʃit̪əxt̪ɛ
запечени	zɐpɛtʃɛni
отчиталите	ot̪tʃit̪əlit̪ɛ
сечащия	sɛtʃaʃt̪ijə
абисинския	abisinskʲijə
завеждаш	zɐvɛʒd̪əʃ
тръгването	t̪rɤɡvənɛt̪o̝
бягали	bʲaɡəli
занесеният	zɐnɛsɛnijət̪
изтървавано	ist̪ɐrvavəno̝
изричанета	izritʃənɛt̪ə
изгубва	izɡubvə
запрат	zɐprɤt̪
унищожаха	o̝niʃt̪oʒaxə
подведоха	pod̪vɛd̪o̝xə
окрадвалия	okrad̪vəlijə
снеслият	snɛslijət̪
бесилия	bɛsilijə
прегръщащият	prɛɡrɤʃt̪əʃt̪ijət̪
дебнахме	d̪ɛbnaxmɛ
отворили	ot̪vɔɾili
биещи	biɛʃt̪i
изкупило	iskupiɫo̝
затрисахме	zɐt̪risəxmɛ
пестяща	pɛstʲaʃt̪ə
въвеждан	vəvɛʒd̪ən
нанасящо	nɐnasʲəʃt̪o̝
моженетата	mɔʒɛnɛt̪ət̪ə
разлюбихте	rɐzlʲubixt̪ɛ
събуждала	sɐbuʒd̪əɫə
изпечена	ispɛtʃɛnə
боядисали	bo̝jɐd̪isəli
насечела	nəsɛtʃɛɫə
почетяхме	po̝tʃɛtʲaxmɛ
отхапващото	ot̪xapvəʃt̪o̝t̪o̝
кълвял	kɐɫvʲaɫ
полудявал	po̝ɫodʲavəɫ
повличали	povlitʃəli
вземели	vzɛmɛli
наводнявани	nəvod̪nʲavəni
понапичах	po̝nɐpitʃəx
накълваванета	nəkɐɫvavənɛt̪ə
сушело	soʃɛɫo̝
въвеждайте	vəvɛʒd̪əjt̪ɛ
запалващо	zɐpaɫvəʃt̪o̝
сприятелявалите	sprijət̪ɛlʲavəlit̪ɛ
надвнасящият	nɐd̪vnasʲəʃt̪ijət̪
разходехте	rɐsxɔd̪ɛxt̪ɛ
назовал	nəzovaɫ
игране	iɡranɛ
пронасях	pronasʲəx
надонасяли	nəd̪onasʲəli
провиращият	proviɾəʃt̪ijət̪
заповядвало	zəpovʲad̪vəɫo̝
накълваващ	nəkɐɫvavəʃt̪
навлечал	nəvlɛtʃaɫ
заплиталото	zɐplit̪əɫo̝t̪o̝
пратилото	prat̪iɫo̝t̪o̝
опасващ	opasvəʃt̪
допичащ	d̪opitʃəʃt̪
изковавалата	iskovavəɫət̪ə
тръгнеха	t̪rɤɡnɛxə
построеният	po̝st̪roɛnijət̪
принасяше	prinasʲəʃɛ
зачитах	zɐtʃit̪əx
смазваме	smazvəmɛ
предупредих	prɛd̪o̝prɛd̪ix
обесвалият	obɛsvəlijət̪
понапечели	po̝nəpɛtʃɛli
потъвалия	pot̪ɤvəlijə
отсичалото	ot̪sitʃəɫo̝t̪o̝
загубванета	zɐɡubvənɛt̪ə
автономен	aft̪onɔmɛn
чествалата	tʃɛst̪vaɫət̪ə
дъвкалият	d̪ɤfkəlijət̪
изпиеха	ispiɛxə
четеното	tʃɛt̪ɛnot̪o
окрадващата	okrad̪vəʃt̪ət̪ə
гордеели	ɡord̪ɛɛli
пращал	praʃt̪əɫ
кървения	kɐrvɛnijə
легализираното	lɛɡəliziɾəno̝t̪o̝
поотечем	po̝o̝t̪ɛtʃɛm
обсъждалият	opsɤʒd̪əlijət̪
затрисахте	zɐt̪risəxt̪ɛ
загубваната	zɐɡubvənət̪ə
навестяваща	nəvɛstʲavəʃt̪ə
възнесохте	vəznɛsoxt̪ɛ
танцува	t̪ɐnt͡suvə
събуждали	sɐbuʒd̪əli
смазващото	smazvəʃt̪o̝t̪o̝
видят	vidʲət̪
платихме	pɫɐt̪ixmɛ
предупредихте	prɛd̪o̝prɛd̪ixt̪ɛ
опасващия	opasvəʃt̪ijə
изчезнехте	istʃɛznɛxt̪ɛ
изведено	izvɛd̪ɛno̝
поведох	povɛd̪o̝x
построявай	po̝st̪rojavəj
подпишат	pot̪piʃət̪
отровила	ot̪rɔviɫə
абатство	əbatstvo
изгребващото	izɡrɛbvəʃt̪o̝t̪o̝
озадачавало	o̝zəd̪ɐtʃavəɫo̝
сравняващият	srɐvnʲavəʃt̪ijət̪
намекналите	nɐmɛknəlit̪ɛ
губи	ɡubi
вковаващия	fkovavəʃt̪ijə
изплашващи	ispɫaʃvəʃt̪i
препоръчал	prɛporɤtʃəɫ
предрича	prɛd̪ritʃə
прелата	prɛɫət̪ə
отвеждала	ot̪vɛʒd̪əɫə
изсичащия	issitʃəʃt̪ijə
пометял	po̝mɛtʲaɫ
вършаният	vɐrʃanijət̪
легнало	lɛɡnaɫo̝
надебелявали	nəd̪ɛbɛlʲavəli
унесяхме	o̝nɛsʲaxmɛ
обличано	oblitʃəno̝
провиралото	proviɾəɫo̝t̪o̝
изчелият	istʃɛlijət̪
гребалата	ɡrɛbəɫət̪ə
наклалия	nɐkɫalijə
написващото	nɐpisvəʃt̪o̝t̪o̝
запалилия	zɐpalilijə
набодеш	nəbod̪ɛʃ
заспиването	zɐspivənɛt̪o̝
привнася	privnasʲə
превъзнесях	prɛvəznɛsʲax
срах	srax
отсъстващи	ot̪sɤst̪vəʃt̪i
кълванета	kɐɫvanɛt̪ə
обосновано	o̝bo̝snovano̝
присъствайки	prisɤst̪vəjkʲi
капалите	kɐpalit̪ɛ
мразих	mrazix
обясняванета	o̝bʲɐsnʲavənɛt̪ə
създаващо	sɐzd̪avəʃt̪o̝
обковаващи	o̝pkovavəʃt̪i
абстрактния	apst̪raknijə
разболяваният	rəzbolʲavənijət̪
решаваме	rɛʃavəmɛ
лъганета	ɫɤɡənɛt̪ə
произлязла	pro̝izlʲazɫə
лежалият	lɛʒalijət̪
почелата	potʃɛɫət̪ə
неопитност	nɛɔpitnost
будите	bud̪it̪ɛ
упрекванетата	oprɛkvənɛt̪ət̪ə
оцветявалите	o̝t͡svɛtʲavəlit̪ɛ
целуваме	t͡sɛɫuvəmɛ
произтечехме	pro̝ist̪ɛtʃɛxmɛ
намекнахте	nɐmɛknəxt̪ɛ
запичания	zɐpitʃənijə
изпетите	ispɛt̪it̪ɛ
свирай	sviɾəj
траялите	t̪rajəlit̪ɛ
честваме	tʃɛst̪vəmɛ
молещият	mɔlɛʃt̪ijət̪
мажейки	maʒɛjkʲi
обещаваме	o̝bɛʃt̪avəmɛ
надвнасят	nɐd̪vnasʲət̪
изговоря	izɡovɔrʲə
мълчанията	mɐɫtʃanijət̪ə
умряло	umrʲaɫo
пренасяното	prɛnasʲəno̝t̪o̝
вземете	vzɛmɛt̪ɛ
зарежданата	zɐrɛʒd̪ənət̪ə
изорава	izoravə
разпростирате	rəsprost̪iɾət̪ɛ
измирания	izmiɾənijə
млъкнала	mɫɤknəɫə
турски	turski
отвеждахте	ot̪vɛʒd̪əxt̪ɛ
изпичащ	ispitʃəʃt̪
отсекат	o̝t̪sɛkɤt̪
построилият	po̝st̪roilijət̪
наведете	nəvɛd̪ɛt̪ɛ
падахме	pɐd̪axmɛ
обезглавяване	o̝bɛzɡɫɐvʲavənɛ
бягалата	bʲaɡəɫət̪ə
лъгахте	ɫɤɡəxt̪ɛ
обвинявалите	o̝bvinʲavəlit̪ɛ
пристигахте	prist̪iɡəxt̪ɛ
припадащия	pripad̪əʃt̪ijə
надвнасяща	nɐd̪vnasʲəʃt̪ə
разнасялото	rɐznasʲəɫo̝t̪o̝
нуждаехме	noʒd̪aɛxmɛ
изнесох	iznɛso̝x
снасяхме	snasʲəxmɛ
молим	mɔlim
запридащ	zɐprid̪əʃt̪
помитайте	pomit̪əjt̪ɛ
заоравана	zəoravənə
насеклият	nɐsɛklijət̪
допекат	d̪o̝pɛkɤt̪
учила	otʃiɫə
осиновеше	o̝sinovɛʃɛ
адресирания	ad̪rɛsiɾənijə
измрях	izmrʲax
зачетем	zətʃɛt̪ɛm
паднеше	pad̪nɛʃɛ
обучел	obutʃɛɫ
ползванета	pɔɫzvənɛt̪ə
присъствания	prisɤst̪vənijə
благославяли	bɫəɡosɫavʲəli
сънувалия	sɐnuvəlijə
подметените	pod̪mɛt̪ɛnit̪ɛ
тичайки	t̪itʃəjkʲi
предупреждавах	prɛd̪o̝prɛʒd̪avəx
обосноваванията	o̝bo̝snovavənijət̪ə
произлезте	pro̝izlɛst̪ɛ
припичания	pripitʃənijə
лизали	lizəli
подслушвалото	pot̪sɫuʃvəɫo̝t̪o̝
отхапел	ot̪xapɛɫ
спечехме	spɛtʃɛxmɛ
принесяхме	prinɛsʲaxmɛ
отбодяха	o̝d̪bodʲaxə
бесим	bɛsim
капещите	kapɛʃt̪it̪ɛ
продължавате	pro̝d̪ɐɫʒavət̪ɛ
аварийния	avərijnijə
мишок	miʃɔk
в	v
прегърнали	prɛɡɤrnəli
накълваваха	nəkɐɫvavəxə
пяха	pʲaxə
нахапват	nɐxapvət̪
препрочело	prɛprotʃɛɫo̝
посъветваната	po̝sɐvɛt̪vənət̪ə
опирало	opiɾəɫo̝
нуждаят	noʒd̪ajət̪
отмирало	ot̪miɾəɫo̝
напичалия	nɐpitʃəlijə
забранилото	zəbrɐniɫo̝t̪o̝
срещаща	srɛʃt̪əʃt̪ə
заречело	zəɾɛtʃɛɫo̝
попичаното	popitʃəno̝t̪o̝
навлечахте	nəvlɛtʃaxt̪ɛ
продаващите	prod̪avəʃt̪it̪ɛ
премиралата	prɛmiɾəɫət̪ə
принасялия	prinasʲəlijə
събуждащият	sɐbuʒd̪əʃt̪ijət̪
озадачел	o̝zəd̪ɐtʃɛɫ
пристиганията	prist̪iɡənijət̪ə
сравнявала	srɐvnʲavəɫə
комбиниращото	ko̝mbiniɾəʃt̪o̝t̪o̝
предсказващия	prɛt̪skazvəʃt̪ijə
винени	vinɛni
виненията	vinɛnijət̪ə
зареждате	zɐrɛʒd̪ət̪ɛ
автентичните	aft̪ɛnt̪itʃnit̪ɛ
подписаното	pot̪pisəno̝t̪o̝
ръмите	rɐmit̪ɛ
почелите	potʃɛlit̪ɛ
наследяванетата	nəslɛdʲavənɛt̪ət̪ə
честитете	tʃɛst̪it̪ɛt̪ɛ
живяната	ʒivʲanət̪ə
допринесяхте	d̪o̝prinɛsʲaxt̪ɛ
закусваща	zɐkusvəʃt̪ə
втечнявалият	ft̪ɛtʃnʲavəlijət̪
продаденото	prod̪ad̪ɛnot̪o
грабило	ɡrabiɫo̝
строилата	st̪roiɫət̪ə
легнал	lɛɡnəɫ
запряло	zɐprʲaɫo̝
наследила	nəslɛd̪iɫə
провря	provrʲa
разплакалия	rɐspɫakəlijə
понапекоха	po̝nɐpɛko̝xə
анатемосвали	anət̪ɛmɔsvəli
вършеенето	vɐrʃɛɛnɛt̪o̝
отекохте	ot̪ɛko̝xt̪ɛ
аплодиращ	apɫod̪iɾəʃt̪
коронясвалия	ko̝ɾonʲasvəlijə
сядат	sʲad̪ət̪
глобяван	ɡɫobʲavən
пратената	prat̪ɛnət̪ə
прозрях	prozrʲax
омитал	omit̪əɫ
отхапвано	ot̪xapvəno̝
произнасяхте	pro̝iznasʲəxt̪ɛ
припичането	pripitʃənɛt̪o̝
омитането	omit̪ənɛt̪o̝
подслушат	pot̪sɫuʃət̪
мразеща	mrazɛʃt̪ə
презирала	prɛziɾəɫə
заврем	zɐvrɛm
влезлите	vlɛzlit̪ɛ
мажем	maʒɛm
надонасяна	nəd̪onasʲənə
зашиехте	zɐʃiɛxt̪ɛ
заковаващия	zəkovavəʃt̪ijə
тръгналата	t̪rɐɡnaɫət̪ə
наводняваща	nəvod̪nʲavəʃt̪ə
прелъстявалата	prɛɫɐstʲavəɫət̪ə
отчетете	ot̪tʃɛt̪ɛt̪ɛ
възпроизвели	vəspro̝izvɛli
потресе	po̝t̪rɛsɛ
отречения	ot̪rɛtʃɛnijə
прозрелият	prozrɛlijət̪
навираният	nɐviɾənijət̪
опичали	opitʃəli
анатемосвалите	anət̪ɛmɔsvəlit̪ɛ
поизмели	po̝izmɛli
печен	pɛtʃɛn
подобрихте	po̝d̪obrixt̪ɛ
завличалите	zɐvlitʃəlit̪ɛ
сядайте	sʲad̪əjt̪ɛ
легнехте	lɛɡnɛxt̪ɛ
цупело	t͡supɛɫo̝
платяла	pɫɐtʲaɫə
помитащото	pomit̪əʃt̪o̝t̪o̝
пътуващо	pɐt̪uvəʃt̪o̝
