берлегендәге	bˌerleɣendˈæɣe
шигырьләренә	ʃˌiʁɯrʔɫærˈenæ
тыюлык	tɯjˈuɫɯq
яшәгәнгә	jˌæʃæɣˈæŋɣæ
чыгарганнан	ɕˌɯʁɑrʁˈɑnnɑn
куера	quˈerɑ
таныдылар	tˌɒnɯdˈɯɫɑr
гаепләделәр	ʁˌɒeplædˈelær
укыдым	uqˈɯdɯm
математиканы	mˌɒtemˌɑtiqˈɑnɯ
Хәсәнов	xæsˈænow
Гобәйдуллин	ʁˌobæɪdˈuɫɫin
кертергә	kertˈerɣæ
китерелгән	kˌiterˈelɣæn
чыгымлы	ɕɯʁˈɯmɫɯ
тур	tˈur
һәйкәлләр	hˌæɪkˈællær
Активист	ɒqtˈiwist
музыкага	mˌuzɯqˈɑʁɑ
карары	qɒrˈɒrɯ
репрессия	rˌepressˈijæ
Дингә	dˈiŋɣæ
дәүләт	dæˈylæt
Сабир	sˈɒbir
хәтерләмим	xˌæterlˈæmim
Фарукшин	fɒrˈuqʃin
өйрәтүче	ˌœɪrætˈyɕe
Минһаҗевның	mˌinhɑʑˈewnɯŋ
төннәр	tˈœnnær
кибет	kˈibet
эшләп	ˈeʃlæp
матч	mˈɒtɕ
уйлаучы	ˌuɪɫɑˈuɕɯ
атамасын	ˌɒtɒmˈɑsɯn
проблемнары	prˌobɫemnˈɑrɯ
банкын	bˈɒnqɯn
Кнот	qnˈot
параллель	pɒrˈɒɫɫelʔ
кирәге	kirˈæɣe
чуашлар	ɕuˈɑʃɫɑr
Мәсьәләнең	mˌæsʔælˈæneŋ
әдәбиятка	ˌædæbijˈætqɑ
фәлсәфи	fælsˈæfi
узмады	uzmˈɑdɯ
КФУга	kfˈuʁɑ
Төмәнгә	tœmˈæŋɣæ
Аларга	ɒɫˈɒrʁɑ
Мөхәррир	mœxˈærrir
төшергән	tœʃˈerɣæn
гаризаны	ʁˌɒrizˈɑnɯ
алмас	ˈɒɫmɒs
башкортны	bɒʃqˈortnɯ
Мортаза	mortˈɑzɑ
утлар	ˈutɫɑr
таратты	tɒrˈɒttɯ
Юкса	jˈuqsɑ
президентка	prˌezidˈentqɑ
мөгаллим	mœʁˈɑɫɫim
каһарман	qɒhˈɒrmɑn
Гельфанд	ɣˈeɫʔfɑnd
мөнәсәбәттә	mˌœnæsæbˈættæ
сайланма	sˌɒɪɫˈɑnmɑ
чагы	ɕˈɒʁɯ
яшибез	jæʃˈibez
сакчы	sˈɒqɕɯ
әзерләнде	ˌæzerlˈænde
бертөрле	bertˈœrle
язам	jˈɑzɑm
факты	fˈɒqtɯ
ныгыта	nɯʁˈɯtɑ
иптәшем	iptˈæʃem
сөлге	sˈœlɣe
күрсәтүен	kˌyrsætˈyen
ватып	wˈɒtɯp
китапның	kitˈɑpnɯŋ
башкара	bɒʃqˈɒrɑ
аналитигы	ˌɒnɒɫitˈiʁɯ
режиссеры	rˌeʒissˈerɯ
саклык	sˈɒqɫɯq
пенсия	pensˈijæ
тапкырлар	tɒpqˈɯrɫɑr
Әммә	ˈæmmæ
армиясен	ˌɒrmijˈæsen
фильмнарын	fiɫʔmnˈɑrɯn
теләмибез	tˌelæmˈibez
аралашам	ˌɒrɒɫˈɑʃɑm
чаң	ɕˈɒŋ
районы	rˌɒɪˈonɯ
ату	ˈɒtu
булуым	buɫˈuɯm
мыскыллау	mˌɯsqɯɫɫˈɑu
әйтүче	ˌæɪtˈyɕe
үтергән	ytˈerɣæn
милләтләре	mˌillætlˈære
кыйнап	qˈɯjnɑp
хаксызлык	xɒqsˈɯzɫɯq
рәвешен	ræwˈeʃen
эшләмибез	ˌeʃlæmˈibez
тамгасын	tɒmʁˈɒsɯn
Клинтонга	klintˈoŋʁɑ
явызлык	jɑwˈɯzɫɯq
яратылышы	jˌɑrɑtɯɫˈɯʃɯ
парламенттагы	pˌɒrɫɒmenttˈɑʁɯ
идеме	idˈeme
тәрҗемәгә	tˌærʑemˈæɣæ
авторитар	ˌɑwtorˈitɑr
Япон	jˈɑpon
процессына	prˌotsessˈɯnɑ
Миндә	mˈindæ
куячакбыз	qˌujɑɕˈɑqbɯz
йөрмәс	ɪˈœrmæs
урлыйлар	urɫˈɯjɫɑr
йома	ɪˈomɑ
югалтуы	jˌuʁɑɫtˈuɯ
күрсәтмәсен	kˌyrsætmˈæsen
структуралар	strˌuqturˈɑɫɑr
тикшерү	tikʃˈery
мәҗлестә	mæʑlˈestæ
уенында	ˌuenˈɯndɑ
Һәрвакыт	hærwˈɑqɯt
дәүләтне	dˌæylˈætne
француз	frˈɒntsuz
Әстерханда	ˌæsterxˈɑndɑ
бирүләрен	bˌirylˈæren
Иминлек	imˈinlek
керәчәк	kerˈæɕæk
Айдар	ɒˈɪdɑr
җимерелгәч	ʑˌimerˈelɣæɕ
рәистәшләренең	rˌæistˌæʃlærˈeneŋ
шулар	ʃˈuɫɑr
калмады	qɒɫmˈɒdɯ
митинг	mˈitiŋɣ
башлык	bˈɒʃɫɯq
мәчеттән	mæɕˈettæn
түгәрәккә	tˌyɣærˈækkæ
итә	ˈitæ
комиссиянең	qˌomissijˈæneŋ
проблемалары	prˌobɫemɑɫˈɑrɯ
иткәч	ˈitkæɕ
Әсәдуллаев	ˌæsæduɫɫˈɑew
Араларында	ˌɒrɒɫɑrˈɯndɑ
тарихчысы	tˌɒrixɕˈɯsɯ
наркотик	nɒrqˈotik
мәгънә	mˈæɣʔnæ
исбат	ˈisbɑt
эчен	ˈeɕen
мөмкиндер	mœmkˈinder
теләгән	telˈæɣæn
юлларында	jˌuɫɫɑrˈɯndɑ
минуты	minˈutɯ
булышты	buɫˈɯʃtɯ
Мустафа	mustˈɑfɑ
тиражлы	tirˈɑʒɫɯ
сәнгатькә	sæŋʁˈɑtʔqæ
әйләнергә	ˌæɪlænˈerɣæ
тугандаш	tuʁˈɑndɑʃ
төзүнең	tœzˈyneŋ
кризис	krˈizis
Инглиз	ˈiŋɣliz
ителәчәк	ˌitelˈæɕæk
күзаллау	kˌyzɑɫɫˈɑu
редакторы	rˌedɑqtˈorɯ
ИКЕА	ikˈeɑ
Эхо	ˈexo
торгандыр	torʁˈɑndɯr
медиа	medˈiɑ
резерв	rˈezerw
рәвештә	ræwˈeʃtæ
эшмәкәрләренең	ˌeʃmækˌærlærˈeneŋ
элитасы	ˌelitˈɑsɯ
милләтчеләренә	mˌillætɕˌelærˈenæ
оешу	oˈeʃu
базардагы	bˌɒzɒrdˈɑʁɯ
тарафдарларының	tˌɒrɒfdˌɑrɫɑrˈɯnɯŋ
булмаганны	bˌuɫmɑʁˈɑnnɯ
Мурсины	mursˈinɯ
сентябрендә	sˌentjæbrˈendæ
дәресен	dærˈesen
ана	ˈɒnɒ
йөртелгән	ˌɪœrtˈelɣæn
ризыклары	rˌizɯqɫˈɑrɯ
Канунда	qɒnˈundɑ
комачауламый	qˌomɑɕˌɑuɫˈɑmɯj
Гыймалтдинов	ʁˌɯjmɑɫtdˈinow
бәрелештә	bˌærelˈeʃtæ
күренсә	kyrˈensæ
ителгәнен	ˌitelɣˈænen
Ландыш	ɫˈɒndɯʃ
балаларына	bˌɒɫɒɫɑrˈɯnɑ
иттем	ˈittem
Фәүзия	fˌæyzˈijæ
компьютерда	qˌompʔjytˈerdɑ
ирләре	irlˈære
булуында	bˌuɫuˈɯndɑ
куркынычын	qˌurqɯnˈɯɕɯn
теләве	telˈæwe
Яңадан	jɑŋˈɑdɑn
чигенергә	ɕˌiɣenˈerɣæ
язучыларын	jˌɑzuɕɯɫˈɑrɯn
Оптимизация	ˌoptimˌizɑtsˈijæ
сораса	sorˈɑsɑ
Азов	ˈɒzow
кояшта	qojˈɑʃtɑ
кайсыдыр	qˌɒɪsˈɯdɯr
халыкларына	xˌɒɫɯqɫɑrˈɯnɑ
урыска	urˈɯsqɑ
нигезләрен	nˌiɣezlˈæren
туктаткан	tuqtˈɑtqɑn
ярышлары	jˌɑrɯʃɫˈɑrɯ
башласа	bɒʃɫˈɒsɑ
пәйгамбәрнең	pˌæɪʁɑmbˈærneŋ
градус	ʁrˈɒdus
Дәниз	dˈæniz
буталчык	butˈɑɫɕɯq
Федераль	fedˈerɑɫʔ
өйрәнүгә	ˌœɪrænˈyɣæ
русиялеләрнең	rˌusijˌælelˈærneŋ
Мөхәммәтҗанов	mˌœxæmmætʑˈɑnow
сабагын	sɒbˈɒʁɯn
Бабичның	bɒbˈiɕnɯŋ
үтерүче	ˌyterˈyɕe
борчулар	borɕˈuɫɑr
китапханәләрдә	kˌitɑpxˌɑnælˈærdæ
былбылым	bɯɫbˈɯɫɯm
көчсез	kˈœɕsez
дөресрәк	dœrˈesræk
процессын	protsˈessɯn
багышлады	bˌɒʁɯʃɫˈɑdɯ
юбилеена	jˌybileˈenɑ
ширкәтләр	ʃirkˈætlær
Илһам	ˈiɫhɑm
ачыклар	ɒɕˈɯqɫɑr
чишеп	ɕˈiʃep
бармак	bˈɒrmɒq
көт	kˈœt
милләт	mˈillæt
рәсмиләрдән	rˌæsmilˈærdæn
әзерли	æzˈerli
яшьләренең	jˌæʃʔlærˈeneŋ
йөрәкле	ˌɪœrˈækle
җитәргә	ʑitˈærɣæ
кемнең	kˈemneŋ
буяу	bujˈɑu
Днестр	dnˈestr
чистартып	ɕistˈɑrtɯp
мәдәниятләр	mˌædænijˈætlær
төсендәге	tˌœsendˈæɣe
сәяхәткә	sˌæjæxˈætkæ
үссә	ˈyssæ
булмавына	bˌuɫmɑwˈɯnɑ
фотолары	fˌotoɫˈɑrɯ
китеш	kˈiteʃ
Мюстела	mjystˈeɫɑ
телефон	telˈefon
башлауда	bˌɒʃɫɒˈudɑ
Нигъмәтуллин	nˌiɣʔmætˈuɫɫin
Сәүбән	sæˈybæn
ифтарлар	iftˈɑrɫɑr
ярып	jˈɑrɯp
Московский	mˌosqowsqˈiɪ
менде	mˈende
тикшерер	tikʃˈerer
җәеп	ʑˈæep
тәшкил	tˈæʃkil
әзерләнәбез	ˌæzerlænˈæbez
мәсхәрәләү	mˌæsxærælˈæy
хәтер	xˈæter
мөселманнарга	mˌœseɫmɑnnˈɑrʁɑ
Бүләкне	bylˈækne
йөрәге	ˌɪœrˈæɣe
имеш	ˈimeʃ
форматын	formˈɑtɯn
ошатып	oʃˈɑtɯp
Мондагы	mondˈɑʁɯ
йөрерлек	ˌɪœrˈerlek
Иранның	irˈɑnnɯŋ
иминлекне	ˌiminlˈekne
мосолман	mosˈoɫmɑn
тууга	tuˈuʁɑ
фотосурәтләр	fˌotosurˈætlær
китмәскә	kitmˈæskæ
Раушан	rɒˈuʃɑn
китерми	kitˈermi
килү	kˈily
башланганчы	bˌɒʃɫɒŋʁˈɑnɕɯ
калачагын	qˌɒɫɒɕˈɑʁɯn
гаепләнүчеләргә	ʁˌɒeplˌænyɕelˈærɣæ
кимүгә	kimˈyɣæ
сөйләшсен	sˌœɪlˈæʃsen
эшкуарларга	ˌeʃquɑrɫˈɑrʁɑ
җыябыз	ʑɯjˈɑbɯz
сүзлеге	syzlˈeɣe
итәчәкбез	ˌitæɕˈækbez
лагерьлар	ɫɒʁˈerʔɫɑr
төрлерәк	tœrlˈeræk
хәрәкәтләр	xˌærækˈætlær
тутырып	tutˈɯrɯp
кәсебе	kæsˈebe
балаларым	bˌɒɫɒɫˈɑrɯm
очу	ˈoɕu
хәзрәтләр	xæzrˈætlær
Кашапова	qˌɒʃɒpˈowɑ
үлә	ˈylæ
кирмәнендәге	kˌirmænendˈæɣe
шәһәрләрдәге	ʃˌæhærlærdˈæɣe
шаккатырган	ʃˌɒqqɒtˈɯrʁɑn
ышанмый	ɯʃˈɑnmɯj
Франциядән	frˌɒntsijˈædæn
инглизчә	iŋɣlˈizɕæ
дәреслекләрнең	dˌæresleklˈærneŋ
Сүзге	sˈyzɣe
Биләрдә	bilˈærdæ
буйсынмый	bˌuɪsˈɯnmɯj
Бакый	bˈɒqɯj
Либерман	libˈermɑn
тели	tˈeli
елга	jˈɯɫʁɑ
министрлыгын	mˌinistrɫˈɯʁɯn
Миллионнар	mˌilliˈonnɑr
кулланмый	quɫɫˈɑnmɯj
йоклый	ɪˈoqɫɯj
вазгыятьтән	wˌɒzʁɯjˈætʔtæn
Якупов	jɑqˈupow
Әйбәт	æˈɪbæt
Телләр	tˈellær
тоела	toˈeɫɑ
фестиваль	festˈiwɑɫʔ
комиссиясе	qˌomissijˈæse
осталык	ostˈɑɫɯq
нокта	nˈoqtɑ
саткан	sˈɒtqɒn
митингны	mitˈiŋʁnɯ
шалтыраттым	ʃˌɒɫtɯrˈɑttɯm
территориясе	tˌerritˌorijˈæse
Комсомольски	qˌomsomˈoɫʔsqi
байларның	bˌɒɪɫˈɑrnɯŋ
урнаштыруда	ˌurnɑʃtɯrˈudɑ
язарга	jɑzˈɑrʁɑ
Аннан	ˈɒnnɒn
артистлар	ɒrtˈistɫɑr
төзегән	tœzˈeɣæn
итәрлек	itˈærlek
куймаска	qˌuɪmˈɑsqɑ
профессионал	prˌofessiˈonɑɫ
Ладенның	ɫɒdˈennɯŋ
көрәште	kœrˈæʃte
граффити	ʁrɒffˈiti
Лена	lˈenɑ
хисен	xˈisen
Эльвина	elʔwˈinɑ
җанатарлары	ʑˌɒnɒtɑrɫˈɑrɯ
алганнан	ɒɫʁˈɒnnɑn
Закирҗан	zɒqˈirʑɑn
бәйләргә	bˌæɪlˈærɣæ
күчерелгән	kˌyɕerˈelɣæn
Керәшен	kerˈæʃen
суда	sˈudɑ
Кырымлы	qɯrˈɯmɫɯ
күңелләре	kˌyŋellˈære
Сембердә	sembˈerdæ
тырышучы	tˌɯrɯʃˈuɕɯ
сузды	sˈuzdɯ
балаларның	bˌɒɫɒɫˈɑrnɯŋ
Батухан	bɒtˈuxɑn
Сербиядә	sˌerbijˈædæ
аралашулар	ˌɒrɒɫɑʃˈuɫɑr
төскә	tˈœskæ
чабата	ɕɒbˈɒtɑ
туганнарын	tˌuʁɑnnˈɑrɯn
урысны	urˈɯsnɯ
җәмгыяви	ʑˌæmʁɯjˈæwi
җәмәгатьчелектә	ʑˌæmæʁˌɑtʔɕelˈektæ
ун	ˈun
авылдан	ɑwˈɯɫdɑn
яшәүгә	jˌæʃæˈyɣæ
уртаклыгы	ˌurtɑqɫˈɯʁɯ
гаризалар	ʁˌɒrizˈɑɫɑr
Киров	kˈirow
Бер	bˈer
Немцов	nˈemtsow
сайлану	sˌɒɪɫˈɑnu
Традицион	trˌɒditsˈion
тышкы	tˈɯʃqɯ
тудыруда	tˌudɯrˈudɑ
бетермим	betˈermim
көннәрдән	kœnnˈærdæn
Уйгыр	uˈɪʁɯr
реформалар	rˌeformˈɑɫɑr
хезмәтләренең	xˌezmætlærˈeneŋ
ягына	jɑʁˈɯnɑ
фронтка	frˈontqɑ
Гуриева	ʁˌuriˈewɑ
газетасында	ʁˌɒzetɑsˈɯndɑ
Франциядәге	frˌɒntsijædˈæɣe
кызның	qˈɯznɯŋ
улыбыз	uɫˈɯbɯz
аклана	ɒqɫˈɒnɑ
эшләүләрен	ˌeʃlæylˈæren
ассимиляция	ˌɒssimˌiljætsˈijæ
ирексездән	ˌireksˈezdæn
ярышында	jˌɑrɯʃˈɯndɑ
ташлар	tˈɒʃɫɒr
йортларына	ˌɪortɫɑrˈɯnɑ
үзегезне	ˌyzeɣˈezne
буыннан	buˈɯnnɑn
Мәскәүдә	mˌæskæˈydæ
әсәрләрне	ˌæsærlˈærne
хаталарын	xˌɒtɒɫˈɑrɯn
Фатыйма	fɒtˈɯjmɑ
курка	qˈurqɑ
Гуантанамода	ʁˌuɑntˌɑnɑmˈodɑ
билгеле	bilɣˈele
тыелды	tɯˈeɫdɯ
карасаң	qɒrˈɒsɑŋ
еладым	jɯɫˈɑdɯm
аларда	ɒɫˈɒrdɑ
ялгыша	jɑɫʁˈɯʃɑ
җырчылар	ʑɯrɕˈɯɫɑr
Мостафин	mostˈɑfin
шәһәрләрне	ʃˌæhærlˈærne
киемдә	kiˈemdæ
Оренбург	orˈenburʁ
тырышучылар	tˌɯrɯʃuɕˈɯɫɑr
манаралы	mˌɒnɒrˈɑɫɯ
фәнне	fˈænne
популярлашып	pˌopuɫjɑrɫˈɑʃɯp
йолаларны	ˌɪoɫɑɫˈɑrnɯ
Суга	sˈuʁɑ
Туганнары	tˌuʁɑnnˈɑrɯ
ае	ˈɒe
Үзәге	yzˈæɣe
Хакимият	xˌɒqimˈijæt
карыйсы	qɒrˈɯjsɯ
тудыруы	tˌudɯrˈuɯ
католик	qɒtˈoɫik
метрга	mˈetrʁɑ
күрсәтелгән	kˌyrsætˈelɣæn
өлгесенең	ˌœlɣesˈeneŋ
Туганнарым	tˌuʁɑnnˈɑrɯm
форумында	fˌorumˈɯndɑ
калдыралар	qˌɒɫdɯrˈɑɫɑr
киләсең	kilˈæseŋ
җырчыбыз	ʑɯrɕˈɯbɯz
Каргалы	qɒrʁˈɒɫɯ
өндәп	ˈœndæp
каршылап	qɒrʃˈɯɫɑp
өмә	ˈœmæ
Назарбаевның	nˌɒzɒrbɑˈewnɯŋ
тыгарга	tɯʁˈɑrʁɑ
федерациясен	fˌederˌɑtsijˈæsen
харитасы	xˌɒritˈɑsɯ
Барсы	bˈɒrsɯ
Кыргызстан	qɯrʁˈɯzstɑn
Көч	kˈœɕ
куллануларын	qˌuɫɫɑnuɫˈɑrɯn
даулап	dɒˈuɫɑp
эшчәнлегеннән	ˌeʃɕænleɣˈennæn
сүзләреннән	sˌyzlærˈennæn
өске	ˈœske
Яхин	jˈæxin
әтисен	ætˈisen
төшүен	tœʃˈyen
нәкъ	nˈækʔ
җыенучылар	ʑˌɯenuɕˈɯɫɑr
үзәкләре	ˌyzæklˈære
Таҗикстанның	tˌɒʑiqstˈɑnnɯŋ
фикеребезчә	fˌikerebˈezɕæ
күрсәтәләр	kˌyrsætˈælær
туристлар	turˈistɫɑr
Киевтагы	kˌiewtˈɑʁɯ
очраган	oɕrˈɑʁɑn
алмаячаклар	ˌɒɫmɒjɑɕˈɑqɫɑr
урамга	urˈɑmʁɑ
Марокко	mɒrˈoqqo
барсына	bɒrsˈɯnɑ
балалы	bɒɫˈɒɫɯ
ташыган	tɒʃˈɯʁɑn
илчеләре	ˌilɕelˈære
министрлыкка	mˌinistrɫˈɯqqɑ
инкыйраз	inqˈɯjrɑz
Мортазинны	mˌortɑzˈinnɯ
финалы	finˈɑɫɯ
өлгерде	œlɣˈerde
апрелендә	ˌɒprelˈendæ
әйтәм	æˈɪtæm
Роальд	rˈoɑɫʔd
инженерлар	ˌinʒenˈerɫɑr
Испаниядән	ˌispɑnijˈædæn
куючылар	qˌujuɕˈɯɫɑr
әзерлек	æzˈerlek
алышуда	ˌɒɫɯʃˈudɑ
яздык	jˈɑzdɯq
Башкала	bɒʃqˈɒɫɑ
эшләрен	eʃlˈæren
балл	bˈɒɫɫ
яулыклы	jˌɑuɫˈɯqɫɯ
Әфганстаннан	ˌæfʁɑnstˈɑnnɑn
бәйсезлегенә	bˌæɪsˌezleɣˈenæ
салабыз	sɒɫˈɒbɯz
мәгарифкә	mˌæʁɑrˈifkæ
уңчы	ˈuŋɕɯ
Олимпиадада	ˌoɫimpˌiɑdˈɑdɑ
килдегез	kildˈeɣez
телләренә	tˌellærˈenæ
янган	jˈɑŋʁɑn
Исхаковның	ˌisxɑqˈownɯŋ
таптый	tˈɒptɯj
Аргументы	ˌɒrʁumˈentɯ
Рамай	rɒmˈɒɪ
Якубаускас	jˌɑqubɑˈusqɑs
җыештырып	ʑˌɯeʃtˈɯrɯp
карыйсың	qɒrˈɯjsɯŋ
Зөяне	zœjˈæne
туктагыз	tuqtˈɑʁɯz
ашыйлар	ɒʃˈɯjɫɑr
легендар	leɣˈendɑr
арасын	ɒrˈɒsɯn
дары	dˈɒrɯ
радиосыннан	rˌɒdiosˈɯnnɑn
Каманың	qɒmˈɒnɯŋ
училищесында	ˌuɕilˌiʃɕesˈɯndɑ
империянең	ˌimperijˈæneŋ
әз	ˈæz
Кремльдә	krˈemlʔdæ
кайберләре	qˌɒɪberlˈære
ялкынлы	jɑɫqˈɯnɫɯ
Башкорт	bˈɒʃqort
Осетиягә	ˌosetijˈæɣæ
бирелгән	birˈelɣæn
Нух	nˈux
шартнамәнең	ʃˌɒrtnɒmˈæneŋ
консулы	qonsˈuɫɯ
максатларын	mˌɒqsɒtɫˈɑrɯn
Багаев	bɒʁˈɒew
уйлыйсыз	ˌuɪɫˈɯjsɯz
Сэнди	sˈendi
Кайчандыр	qˌɒɪɕˈɑndɯr
салуы	sɒɫˈuɯ
моны	mˈonɯ
чыктым	ɕˈɯqtɯm
кризиска	krizˈisqɑ
язда	jˈɑzdɑ
Благовещение	bɫˌɒʁowˌeʃɕenˈie
Татарга	tɒtˈɒrʁɑ
Сафин	sˈɒfin
нишлисең	niʃlˈiseŋ
секциясе	sˌektsijˈæse
исемне	isˈemne
сәләтен	sælˈæten
ясамаска	jˌɑsɑmˈɑsqɑ
асылы	ɒsˈɯɫɯ
кәгазен	kæʁˈɑzen
көньяк	kˈœnʔjæk
дә	dˈæ
клиник	klˈinik
Кирмәнендә	kˌirmænˈendæ
башлыйм	bˈɒʃɫɯjm
укуы	uqˈuɯ
газетта	ʁɒzˈettɑ
ризыгын	rizˈɯʁɯn
тәрбияләгән	tˌærbijælˈæɣæn
Берсендә	bersˈendæ
үзгәрешләргә	ˌyzɣæreʃlˈærɣæ
либераллар	lˌiberˈɑɫɫɑr
ниятлим	nijˈætlim
исемсез	isˈemsez
ветераны	wˌeterˈɑnɯ
куркытып	qurqˈɯtɯp
сораганда	sˌorɑʁˈɑndɑ
минутлар	minˈutɫɑr
кертәчәк	kertˈæɕæk
Новгород	nowʁˈorod
исәплим	isˈæplim
пычрак	pˈɯɕrɑq
читләшергә	ɕˌitlæʃˈerɣæ
руханилар	rˌuxɑnˈiɫɑr
яшьләре	jæʃʔlˈære
Талибан	tɒɫˈibɑn
теләүләре	tˌelæylˈære
тоелды	toˈeɫdɯ
дәвердә	dæwˈerdæ
йорттан	ɪˈorttɑn
Удмуртиянең	ˌudmurtijˈæneŋ
Менә	mˈenæ
икедә	ikˈedæ
Әдилә	ædˈilæ
укыта	uqˈɯtɑ
чишә	ɕˈiʃæ
уйлап	uˈɪɫɑp
хәтерләтте	xˌæterlˈætte
кыйммәтен	qɯjmmˈæten
җибәрмәскә	ʑˌibærmˈæskæ
Анкарада	ˌɒnqɒrˈɑdɑ
барларга	bɒrɫˈɒrʁɑ
илчелегеннән	ˌilɕeleɣˈennæn
күзәтелә	kˌyzætˈelæ
аномаль	ɒnˈomɑɫʔ
әдәбияте	ˌædæbijˈæte
Теләче	telˈæɕe
уртаклашу	ˌurtɑqɫˈɑʃu
по	pˈo
өчтән	ˈœɕtæn
әдәбиятыбыз	ˌædæbˌijætˈɯbɯz
Гейтс	ɣˈeɪts
арзанрак	ɒrzˈɒnrɑq
төркемнәренә	tˌœrkemnærˈenæ
тарафлы	tɒrˈɒfɫɯ
басымы	bɒsˈɯmɯ
аңлатып	ɒŋɫˈɒtɯp
Миңнехановка	mˌiŋnexɑnˈowqɑ
теллелек	tellˈelek
Ачылу	ɒɕˈɯɫu
җинаять	ʑinˈɑjɑtʔ
Курай	qurˈɑɪ
дәвалый	dæwˈɑɫɯj
дәүләттән	dˌæylˈættæn
аунап	ɒˈunɑp
проблемы	probɫˈemɯ
Фәнзил	fˈænzil
каршылар	qɒrʃˈɯɫɑr
килгәнлеген	kˌilɣænlˈeɣen
Чистай	ɕistˈɑɪ
кизү	kˈizy
әйткәнне	ˌæɪtkˈænne
чыгарылуы	ɕˌɯʁɑrɯɫˈuɯ
чыгуы	ɕɯʁˈuɯ
я	jˈɑ
кушуга	quʃˈuʁɑ
аңлатмасын	ˌɒŋɫɒtmˈɑsɯn
үстерергә	ˌysterˈerɣæ
Унбер	ˈunber
көннәрне	kœnnˈærne
куллануга	qˌuɫɫɑnˈuʁɑ
сәләт	sˈælæt
грант	ʁrˈɒnt
бүлмәдә	bylmˈædæ
Аустралия	ˌɒustrɑɫˈijæ
таланты	tɒɫˈɒntɯ
сыйлады	sɯjɫˈɑdɯ
картлары	qɒrtɫˈɒrɯ
йогынтысын	ˌɪoʁɯntˈɯsɯn
форумда	forˈumdɑ
көенә	kœˈenæ
булдырмакчы	bˌuɫdɯrmˈɑqɕɯ
малайларны	mˌɒɫɒɪɫˈɑrnɯ
керәшеннәргә	kˌeræʃennˈærɣæ
Нәҗметдинов	nˌæʑmetdˈinow
байлыкларны	bˌɒɪɫɯqɫˈɑrnɯ
Һиллари	hiɫɫˈɑri
бүленгән	bylˈeŋɣæn
өйгә	œˈɪɣæ
смартфоннар	smɒrtfˈonnɑr
таныштык	tɒnˈɯʃtɯq
салган	sˈɒɫʁɒn
борчыла	borɕˈɯɫɑ
санамаган	sˌɒnɒmˈɑʁɑn
кушыла	quʃˈɯɫɑ
ветераннарны	wˌeterɑnnˈɑrnɯ
кисәтү	kisˈæty
юбилее	jˌybilˈee
ачлык	ˈɒɕɫɯq
башкарылды	bˌɒʃqɒrˈɯɫdɯ
Агымдагы	ˌɒʁɯmdˈɑʁɯ
таң	tˈɒŋ
үзгәрде	yzɣˈærde
проектларын	prˌoeqtɫˈɑrɯn
борылырга	bˌorɯɫˈɯrʁɑ
корылма	qorˈɯɫmɑ
бетмим	bˈetmim
доллардан	doɫɫˈɑrdɑn
себертатарларның	sˌebertˌɑtɑrɫˈɑrnɯŋ
Реклама	reqɫˈɑmɑ
мәкаләләргә	mˌæqɑɫælˈærɣæ
Сингапурда	sˌiŋʁɑpˈurdɑ
советларның	sˌowetɫˈɑrnɯŋ
читендәге	ɕˌitendˈæɣe
утыздан	utˈɯzdɑn
проректоры	prˌoreqtˈorɯ
вәкилләрен	wˌækillˈæren
бүләкләнде	bˌylæklˈænde
Коръән	qˈorʔæn
җырларына	ʑˌɯrɫɑrˈɯnɑ
биюләр	bijˈylær
чума	ɕˈumɑ
бетмәс	bˈetmæs
йә	ˈɪæ
бастыруга	bˌɒstɯrˈuʁɑ
язмада	jɑzmˈɑdɑ
мәңгелек	mæŋɣˈelek
сәхифәләрнең	sˌæxifælˈærneŋ
кыенлаша	qˌɯenɫˈɑʃɑ
матур	mˈɒtur
акланырга	ˌɒqɫɒnˈɯrʁɑ
тикшерергә	tˌikʃerˈerɣæ
йомгаклап	ˌɪomʁˈɑqɫɑp
эчкән	ˈeɕkæn
СССРда	sssrdˈɒ
ирешергә	ˌireʃˈerɣæ
Гомер	ʁˈomer
җирнең	ʑˈirneŋ
сивиль	sˈiwilʔ
штатын	ʃtˈɒtɯn
Хәлиуллов	xˌæliˈuɫɫow
таныша	tɒnˈɯʃɑ
җавап	ʑˈɑwɑp
яздырып	jɑzdˈɯrɯp
тезелгән	tezˈelɣæn
керүче	kerˈyɕe
демография	dˌemoʁrɑfˈijæ
эшемне	eʃˈemne
дөреслекне	dˌœreslˈekne
парламентындагы	pˌɒrɫɒmˌentɯndˈɑʁɯ
үткәрергә	ˌytkærˈerɣæ
сайлауга	sˌɒɪɫɑˈuʁɑ
котлап	qˈotɫɑp
бирелмәде	bˌirelmˈæde
мөфтиятенә	mˌœftijætˈenæ
мәгарифне	mˌæʁɑrˈifne
аңлашып	ɒŋɫˈɒʃɯp
Искәндәров	ˌiskændˈærow
шул	ʃˈuɫ
Гимн	ɣˈimn
хезмәткәрләренә	xˌezmætkˌærlærˈenæ
очучы	oɕˈuɕɯ
сатуны	sɒtˈunɯ
кичәгә	kiɕˈæɣæ
дәвалау	dˌæwɑɫˈɑu
