bestridan	bestriːdɑn
leodriht	le͜oːdrixt
pæcan	pæːt͡ʃɑn
deaf	dæ͜ɑːf
gemimor	jemimor
ridda	riddɑ
sunnandæg	sunnɑndæj
seþung	seːθunɡ
orlege	orleje
onlucan	onluːkɑn
laurbeam	lɑurbæ͜ɑːm
friclu	friklu
neodlice	ne͜oːdliːt͡ʃe
gierd	ji͜yrd
æwlic	æːwliːt͡ʃ
arisan	ɑːriːsɑn
foresendan	foresendɑn
legere	leːɡere
tæcen	tæːt͡ʃen
pægel	pæjel
heddern	xeːddern
sceafa	ʃæ͜ɑːfɑ
scranc	ʃrɑnk
sul	suːl
eornostlice	e͜ornostliːt͡ʃe
rift	rift
befrignan	befrijnɑn
aryþ	ɑːryːθ
þeodþrea	θe͜oːdθræ͜ɑː
togotennes	toːɡotennes
siftan	siftɑn
maga	mɑɡɑ
hwælhunta	xwælxuntɑ
unnytlice	unnytliːt͡ʃe
gealga	jæ͜ɑlɡɑ
heafodclaþ	xæ͜ɑːfodklɑːθ
holdræden	xoldræːden
fiscoþ	fiskoθ
gescierpt	jeʃi͜yrpt
sælig	sæːlij
punian	puːniɑn
geong	junɡ
fifta	fiːftɑ
masc	mɑːʃ
anlæcan	ɑːnlæːt͡ʃɑn
deag	dæ͜ɑːɡ
sægan	sæːjɑn
yþworian	yːθwoːriɑn
fleax	flæ͜ɑks
æcerweorc	ækerwe͜ork
getriewe	jetri͜yːwe
standan	stɑndɑn
bestieman	besti͜yːmɑn
þurhdrifan	θurxdriːfɑn
bædan	bæːdɑn
forgyman	forjyːmɑn
brædan	bræːdɑn
nillan	nillɑn
badian	bɑːdiɑn
smalan	smɑlɑn
fnæd	fnæd
onbindan	onbindɑn
þissum	θisum
larlic	lɑːrliːt͡ʃ
oxenaford	oksenɑford
larspell	lɑːrspell
nyttol	nyttol
forgymeleasnes	forjyːmelæ͜ɑːsnes
smiþian	smiθiɑn
twifealdnes	twifæ͜ɑldnes
bellan	bellɑn
æþeling	æθelinɡ
hwæg	xwæːj
cirice	t͡ʃirit͡ʃe
forþlædan	forθlæːdɑn
unsawen	unsɑːwen
targa	tɑrɡɑ
staca	stɑkɑ
ætlædan	ætlæːdɑn
godspelbodung	ɡodspelbodunɡ
forweorpan	forwe͜orpɑn
gerihte	jerixte
spedig	speːdij
heofonum	heofonum
beacenfyr	bæ͜ɑːkenfyːr
bensian	beːnsiɑn
snaw	snɑːw
adustrian	ɑduːstriɑn
maþm	mɑːθm
ceahhettan	t͡ʃæ͜ɑxxettɑn
binama	biːnɑmɑ
hedan	xeːdɑn
fremman	fremmɑn
reofan	re͜oːfɑn
hienþu	xi͜yːnθu
wiges	wiːɡes
hrægl	xræjl
þær	θæːr
þwang	θwɑnɡ
dwinan	dwiːnɑn
cweþe	kweθe
swapan	swɑːpɑn
elboga	elboɡɑ
eage	æ͜ɑːɡe
gylt	ɡylt
morbeam	moːrbæ͜ɑːm
wiccedom	witt͡ʃedoːm
bedu	bedu
secgan	sejjɑn
eoferwic	e͜oferwiːt͡ʃ
bidan	biːdɑn
forgiefendlic	forji͜yfendliːt͡ʃ
delf	delf
hunigsmæc	xunijsmæk
unwemming	unwemminɡ
bestingan	bestinɡɑn
nihtsumian	nixtsumiɑn
larboc	lɑːrboːk
cemban	kembɑn
wriþan	wriːθɑn
stanig	stɑːnij
hyrling	xyːrlinɡ
herþbelig	xerθbelij
landmearc	lɑndmæ͜ɑrk
freolsian	fre͜oːlsiɑn
rum	ruːm
onwrecan	onwrekɑn
helan	xelɑn
fennig	fennij
geondswogan	je͜ondswoːɡɑn
iermþu	i͜yrmθu
sixtig	sikstij
duguþ	duɡuθ
þuruh	θurux
hwil	xwiːl
lygen	lyjen
fyrstan	fyːrstɑːn
twelffeald	twelffæ͜ɑld
loh	loːx
seonoþ	se͜onoθ
oferreccan	oferrett͡ʃɑn
scrihan	ʃriːxɑn
el	el
cuþa	kuːθɑ
wifman	wiːfmɑn
ofsceadan	ofʃæ͜ɑːdɑn
steopdohtor	ste͜oːpdoxtor
steman	steːmɑn
agan	ɑːɡɑn
worð	worθ
neah	næ͜ɑːx
gescieppan	jeʃi͜yppɑn
ærendfæst	æːrendfæst
mara	mɑːrɑ
forestandan	forestɑndɑn
ondon	ondoːn
wyrcean	wyrt͡ʃɑn
hwosta	xwoːstɑ
dwellan	dwellɑn
mæran	mæːrɑn
wacian	wɑːkiɑn
sæteresdæg	sæteresdæj
gehatan	jexɑːtɑn
gise	jiːse
þurhbregdan	θurxbrejdɑn
sigehreþig	sijexreːθij
fulwihtan	fulwixtɑn
ascunian	ɑːʃuːniɑn
uterra	uːterrɑ
tæhte	tæːxte
bisæcc	biːsækk
ofgan	ofɡɑːn
godspellbodung	ɡodspelbodunɡ
æht	æːxt
deadlicnes	dæ͜ɑːdliːknes
winterburna	winterburnɑ
feldmore	feldmore
longsum	lonɡsum
wicing	wiːkinɡ
galdor	ɡɑldor
smeagan	smæ͜ɑːjɑn
wynful	wynful
hamelian	xɑmeliɑn
bolla	bollɑ
nebb	nebb
ceorlboren	t͡ʃe͜orlboren
wecgan	wejjɑn
gebetung	jebeːtunɡ
fyr	fyːr
wiersa	wi͜yrsɑ
trahtnian	trɑxtniɑn
blotan	bloːtɑn
gehreran	jexreːrɑn
geon	jon
lira	liːrɑ
onstellan	onstellɑn
bearn	bæ͜ɑrn
hreþig	xreːθij
ahreran	ɑːxreːrɑn
ealhswiþ	æ͜ɑlxswiːθ
godspelboc	ɡodspelboːk
crawe	krɑːwe
gebugan	jebuːɡɑn
wohgeorn	woːxje͜orn
eorþberie	e͜orθberie
weg	wej
godspeltraht	ɡodspeltrɑxt
geancyrr	jæ͜ɑːnt͡ʃyrr
ofsacan	ofsɑkɑn
uhtcearu	uːxtt͡ʃæ͜ɑru
ætrian	æːtriɑn
geap	jæ͜ɑːp
toþleas	toːθlæ͜ɑːs
folcgefeoht	folkjefe͜oxt
incniht	inknixt
solmonaþ	solmoːnɑθ
liffrea	liːffræ͜ɑː
wislemuþa	wiːslemuːθɑ
þreowa	θre͜owɑ
mecgan	mejjɑn
wordsawere	wordsɑːwere
ymbfær	ymbfær
sceamfæst	ʃɑmfæst
ciricburh	t͡ʃirit͡ʃburx
gerisena	jerisenɑ
persoc	persok
heahengel	xæ͜ɑːxenjel
fæmne	fæːmne
syxta	sykstɑ
andwis	ɑndwiːs
wuna	wunɑ
nafela	nɑfelɑ
unmann	unmɑnn
geþingan	jeθinɡɑn
fealg	fæ͜ɑlɡ
onwæcnan	onwæknɑn
gefelan	jefeːlɑn
wixlan	wikslɑn
nigon	niɡon
æwicnes	æːwiknes
frowe	froːwe
wælhreow	wælxre͜oːw
flan	flɑːn
æþelred	æθelred
unsyferness	unsyːferness
gesceadwis	jeʃɑːdwiːs
gebeagian	jebæ͜ɑːɡiɑn
mæst	mæːst
bannan	bɑnnɑn
andswarian	ɑndswɑriɑn
bysenian	byseniɑn
helan	xeːlɑn
meatte	mæ͜ɑtte
bymian	byːmiɑn
ylde	ylde
sealh	sæ͜ɑlx
landriht	lɑndrixt
weallan	wæ͜ɑllɑn
efen	eːfen
glæm	ɡlæːm
þurhbrecan	θurxbrekɑn
samcwic	sɑːmkwik
stream	stræ͜ɑːm
scop	ʃop
wæpnedhand	wæːpnedxɑnd
gewemming	jewemminɡ
gystian	jystiɑn
wæg	wæj
niþre	niθre
onælan	onæːlɑn
geanlæcan	jeɑːnlæːt͡ʃɑn
bleo	ble͜oː
reod	re͜oːd
hwealf	xwæ͜ɑlf
clænne	klæːnne
dæge	dæːje
blowan	bloːwɑn
under	under
anbugan	ɑnbuːɡɑn
wieltan	wi͜yltɑn
purs	purs
camplic	kɑmpliːt͡ʃ
þafian	θɑfiɑn
frig	friːj
sibbleger	sibblejer
ladian	lɑːdiɑn
modorlic	moːdorliːt͡ʃ
þurhsmugan	θurxsmuːɡɑn
niewlice	ni͜yːwliːt͡ʃe
campung	kɑmpunɡ
boda	bodɑ
heafodcirice	ɑnɡelt͡ʃirit͡ʃe
costian	kostiɑn
fandian	fɑndiɑn
baðanceaster	bɑθɑnt͡ʃæ͜ɑster
æcen	æːt͡ʃen
godwebben	ɡodwebben
utscyte	uːtʃyte
scrincan	ʃrinkɑn
hwinan	xwiːnɑn
heorot	xe͜orot
hreosan	xre͜oːsɑn
dælde	dæːlde
ælfadl	ælfɑːdl
þurhetan	θurxetɑn
oððe	oθθe
cneoris	kne͜oːris
þerscold	θerʃold
forgiefan	forji͜yfɑn
earhring	æ͜ɑːrxrinɡ
wynleas	wynlæ͜ɑːs
brycgian	bryjjiɑn
werwulf	werwulf
fnora	fnorɑ
medusetl	medusetl
lireht	liːrext
hyrde	xyːrde
mægeþ	mæːjeθ
abad	ɑːbɑːd
geagnigendlic	jɑːɡnijendliːt͡ʃ
soð	soːθ
þeodgestreon	θe͜oːdjestre͜oːn
behlehhan	bexlexxɑn
heretoga	xeretoɡɑ
iegstream	i͜yːjstræ͜ɑːm
biternes	biternes
wicga	wiɡɡɑ
þorp	θorp
hæfer	xæfer
eaxlegespann	æ͜ɑkslejespɑnn
giestranniht	ji͜ystrɑnnixt
hyll	xyll
tacne	tɑːkne
sierce	si͜yrt͡ʃe
scotland	skotlɑnd
samræden	sɑmræːden
sceal	ʃæɑl
log	loːɡ
acol	ɑːkol
unmæte	unmæːte
nearo	næ͜ɑro
gestaþolung	jestɑθolunɡ
scort	ʃort
fulwihtian	fulwixtiɑn
gedryht	jedryxt
sefa	sefɑ
æce	æt͡ʃe
freondleas	fre͜oːndlæ͜ɑːs
sicettan	sit͡ʃettɑn
hof	xof
wæge	we
sliþe	sliːθe
seolfor	se͜olfor
lucas	lukɑs
felahror	felɑxroːr
openian	openiɑn
hnyte	xnyte
oferhieran	oferxi͜yːrɑn
oferhleoþor	oferxle͜oːθor
cumpæder	kumpæder
rihte	rixte
portcwene	portkwene
geornlice	je͜ornliːt͡ʃe
cwealmbære	kwæ͜ɑlmbæːre
weorþlic	we͜orθliːt͡ʃ
belucan	beluːkɑn
folc	folk
hæftan	xæftɑn
halwœnde	xɑːlwønde
westerne	westerne
ciricstede	t͡ʃirit͡ʃstede
fealcen	fæ͜ɑlken
lac	lɑːk
dal	dɑl
getacnian	jetɑːkniɑn
ælmihtig	ælmixtij
gegaderian	jeɡɑderiɑn
hobanca	xoːbɑnkɑ
heafodling	xæ͜ɑːfodlinɡ
dafenian	dɑfeniɑn
hlehhan	xlexxɑn
geinnian	jeinniɑn
cealf	t͡ʃæ͜ɑlf
lareowlic	lɑːre͜oːwliːt͡ʃ
snoru	snoru
forlidennes	forlidennes
sangere	sɑnɡere
rædere	ræːdere
earh	æ͜ɑrx
abeodan	ɑːbe͜oːdɑn
elreordig	elre͜ordij
hlafhus	xlɑːfxuːs
geondstregdan	je͜ondstrejdɑn
fierd	fi͜yrd
ciricwæcce	t͡ʃirit͡ʃwætt͡ʃe
sigelic	sijeliːt͡ʃ
wea	wæ͜ɑː
goldhord	ɡoldxord
efenmære	efenmæːre
stæg	stæj
unrihtwis	unrixtwiːs
seofoða	se͜ofoθɑ
twinn	twinn
stempan	stempɑn
arstafas	ɑːrstɑfɑs
ciern	t͡ʃi͜yrn
geneat	jenæ͜ɑːt
set	set
ymbe	ymbe
twisla	twislɑ
tulge	tulɡe
hæsel	xæsel
cweðan	kweθɑn
andgietol	ɑndji͜ytol
seaxan	sæ͜ɑksɑn
eorþling	e͜orθlinɡ
geswincdæg	jeswinkdæj
tulge	tulje
elpendbænen	elpendbæːnen
hellegeat	xellejæ͜ɑt
hælþ	xæːlθ
unnytwyrþe	unnytwyrθe
eorþbeofung	e͜orθbe͜ofunɡ
genihtsum	jenixtsum
weorold	we͜orold
æðeling	æθelinɡ
boga	boɡɑ
oþer	oːθer
scyld	ʃyld
fæmende	fæːmende
surnes	suːrnes
monandæg	moːnɑndæj
þrawan	θrɑːwɑn
slege	sleje
blæhæwen	blæːxæːwen
þurhfæstnian	θurxfæstniɑn
gælan	ɡæːlɑn
asecan	ɑːseːt͡ʃɑn
gehwa	jexwɑː
manu	mɑnu
forsoc	forsoːk
gefrignan	jefrijnɑn
gefeoht	jefe͜oxt
deaw	dæ͜ɑːw
swiþost	swiːθost
getwisan	jetwisɑn
þærtogeanes	θæːrtoːjæ͜ɑːnes
cofgod	koːfɡod
ætrig	æːtrij
stanweall	stɑːnwæ͜ɑll
friþlic	friθliːt͡ʃ
myndleas	myndlæ͜ɑːs
botettan	boːtettɑn
hettan	xettɑn
wearg	wæ͜ɑrɡ
gefic	jefik
rinde	rinde
gehyrdan	jexyrdɑn
acierran	ɑːt͡ʃi͜yrrɑn
dogga	doɡɡɑ
nihtgenga	nixtɡenjɑ
æwbryce	æːwbryt͡ʃe
ineardian	inæ͜ɑrdiɑn
adlig	ɑːdlij
hreow	xre͜oːw
sumerhus	sumerxuːs
widmærsung	wiːdmæːrsunɡ
wlencu	wlenku
sieltan	si͜yltɑn
lyswen	lyswen
unforht	unforxt
hrissan	xrissɑn
tyhtere	tyxtere
hwistlere	xwistlere
alda	ɑldɑ
swetnes	sweːtnes
æsc	æʃ
fyndel	fyndel
sceallan	ʃæ͜ɑllɑn
fordrencan	fordrent͡ʃɑn
friþleas	friθlæ͜ɑːs
aþeodan	ɑːθe͜oːdɑn
steopmodor	ste͜oːpmoːdor
acwæle	ɑːkwæːle
toseþan	toːseːθɑn
þider	θider
mund	mund
aliesan	ɑːli͜yːsɑn
læstan	læːstɑn
adlieg	ɑːdli͜yːj
palentlic	pɑlentliːt͡ʃ
firentacen	firentɑːken
nat	nɑːt
clif	klif
tiwesdæg	tiːwesdæj
lagu	lɑɡu
burhbot	burxboːt
getot	jetot
smeart	smæ͜ɑrt
ofergangan	oferɡɑnɡɑn
basnung	bɑːsnunɡ
færgripe	fæːrɡripe
agymeleasian	ɑːjyːmelæ͜ɑːsiɑn
rysel	rysel
blæd	blæːd
forsacende	forsɑkende
ieg	i͜yːj
leoþorun	le͜oːθoruːn
lic	liːt͡ʃ
hnæpp	xnæpp
gieddian	ji͜yddiɑn
bucca	bukkɑ
scearpsiene	ʃæ͜ɑrpsi͜yːne
wintreow	wiːntre͜oːw
mod	moːd
acwinan	ɑːkwiːnɑn
bordclaþ	bordklɑːθ
muscelle	muskelle
eorcnanstan	e͜orknɑnstɑːn
hundseofontig	xundse͜ofontij
bretwalda	bretwɑldɑ
þystre	θyːstre
mæcg	mæjj
preowthwil	pre͜oːwtxwiːl
wrist	wrist
heortece	xe͜ortet͡ʃe
besellan	besellɑn
þeotan	θe͜oːtɑn
fyllan	fyllɑn
weald	wæ͜ɑld
wlisp	wlisp
wyrtruma	wyrtrumɑ
todæg	toːdæj
ciricmærsung	t͡ʃirit͡ʃmæːrsunɡ
yþworiende	yːθwoːriende
todrifan	toːdriːfɑn
lafor	lɑfor
ceorlleas	t͡ʃe͜orllæ͜ɑːs
behleapan	bexlæ͜ɑːpɑn
feolan	fe͜oːlɑn
utera	uːterɑ
nacod	nɑkod
gebyrian	jebyrjɑn
ligyþ	liːjyːθ
cnosl	knoːsl
gearcian	jæ͜ɑrkiɑn
dægfeorm	dæjfe͜orm
hergian	xerɡiɑn
forbugan	forbuːɡɑn
ofergang	oferɡɑnɡ
gelpan	jelpɑn
hær	xæːr
yr	yːr
meteswamm	meteswɑmm
bera	berɑ
dimm	dimm
ofersprædan	oferspræːdɑn
lacan	lɑːkɑn
hundnigontig	xundniɡontij
wealas	wæ͜ɑːlɑs
hælig	xæːlij
nafu	nɑfu
cynde	kynde
sweoras	swe͜orɑs
swæslæcan	swæːslæːt͡ʃɑn
þurhborian	θurxboriɑn
ræt	ræt
waru	wɑru
hyrdel	xyrdel
forþferan	forθfeːrɑn
smeagean	smæ͜ɑːjɑn
gebygan	jebyːjɑn
unseald	unsæ͜ɑld
fliema	fli͜yːmɑ
hatian	xɑtiɑn
mæsse	mæsse
ymbfæreld	ymbfæreld
gecyndboc	jekyndboːk
masc	mɑʃ
elreord	elre͜ord
sceaga	ʃɑɡɑ
nefne	nefne
settan	settɑn
unwæstmbære	unwæstmbæːre
facian	fɑːkiɑn
midþeahtian	midθæ͜ɑxtiɑn
æthrinan	ætxriːnɑn
ah	ɑx
grippan	ɡrippɑn
wadan	wɑdɑn
beorþegu	be͜oːrθeɡu
totwæman	toːtwæːmɑn
leod	le͜oːd
hiwen	xiːwen
bedrincan	bedrinkɑn
teon	te͜oːn
togædere	toːɡædere
ealdseaxan	æ͜ɑldsæ͜ɑksɑn
eaxl	æ͜ɑksl
sæwudu	sæːwudu
weorc	we͜ork
toiecnes	toːi͜yːt͡ʃnes
þryþswiþ	θryːθswiːθ
wenn	wenn
weaxan	wæ͜ɑksɑn
deaþbedd	dæ͜ɑːθbedd
cele	t͡ʃele
cyme	kyːme
eorð	e͜orθ
forsacan	forsɑkɑn
ætwegan	ætweɡɑn
gesoþian	jesoːθiɑn
winterselde	winterselde
ealdmodor	æ͜ɑldmoːdor
oferfæreld	oferfæreld
samod	sɑmod
steorn	ste͜orn
hringedstefna	xrinɡedstefnɑ
blostma	bloːstmɑ
hiersumnes	xi͜yːrsumnes
sceo	ʃe͜oː
dunstan	dunstɑːn
neowellic	ne͜owelliːt͡ʃ
ald	ɑld
tempel	tempel
wom	woːm
cearfullice	t͡ʃæ͜ɑrfulliːt͡ʃe
winterfeorm	winterfe͜orm
cnihthad	knixtxɑːd
friþlice	friθliːt͡ʃe
lædan	læːdɑn
bispellboc	biːspellboːk
sunnlic	sunnliːt͡ʃ
wund	wund
hnæpf	xnæpf
sum	sum
geondleohtend	je͜ondle͜oːxtend
gedwild	jedwild
beogang	be͜oːɡɑnɡ
utlaga	uːtlɑɡɑ
brego	breɡo
togean	toːjæ͜ɑːn
mihtig	mixtij
scefing	ʃeːfinɡ
het	heːt
nosu	nosu
wincel	wint͡ʃel
swætan	swæːtɑn
forebisen	forebiːsen
forþgewiten	forθjewiten
onhabban	onxɑbbɑn
metesacca	metesɑkkɑ
legerteam	lejertæ͜ɑːm
gedwolmann	jedwolmɑnn
uppe	uppe
geoc	jok
swerian	swerjɑn
twiefealdnes	twi͜yfæ͜ɑldnes
ceafor	t͡ʃæ͜ɑfor
leget	leːjet
mandæde	mɑːndæːde
cwene	kweːne
drehte	drehte
egesa	eːɡesɑ
efenhleoþrung	efenxle͜oːθrunɡ
hyrmann	xyːrmɑnn
þe	θeː
befeohtan	befe͜oxtɑn
wederas	wederɑs
cwicseolfor	kwikse͜olfor
lihtan	liːxtɑn
crecisc	kreːkiʃ
becwelan	bekwelɑn
georran	je͜orrɑn
æsce	æʃʃe
acwæl	ɑːkwæl
timpana	timpɑnɑ
forþrysmian	forθrysmiɑn
tieman	ti͜yːmɑn
stician	stikiɑn
guþbord	ɡuːθbord
sowhul	soːwxul
ofer	ofer
wintersetl	wintersetl
hu	xuː
cwæþ	kwæθ
þenian	θeːniɑn
hyge	xyje
gehieran	jexi͜yːrɑn
nicc	nitt͡ʃ
secgsceara	sejjʃɑrɑ
gefegan	jefeːjɑn
bealluc	bæ͜ɑlluk
nihtsum	nixtsum
arwald	ɑrwɑld
ræfan	ræːfɑn
geola	je͜oːlɑ
niewian	ni͜yːwiɑn
clæcleas	klæklæ͜ɑːs
campdom	kɑmpdoːm
regndropa	rejndropɑ
griellan	ɡri͜yllɑn
forsceadan	forʃɑːdɑn
bepæcend	bepæːt͡ʃend
feder	feder
ægwyrt	æːjwyrt
stanfah	stɑːnfɑːx
wintergetæl	winterjetæl
hundteontigoþa	xundte͜oːntiɡoθɑ
igil	ijil
fæhþu	fæːxθu
wafian	wɑfiɑn
turtle	turtle
geseþend	jeseːθend
bemiþan	bemiːθɑn
papa	pɑːpɑ
tonemnan	toːnemnɑn
wurde	wurde
selfæta	selfæːtɑ
liget	liːjet
deaþ	dæ͜ɑːθ
ange	ɑnɡe
bryne	bryːne
husbryne	xuːsbryne
bolster	bolster
hwelcnes	xwelknes
ymbþencan	ymbθent͡ʃɑn
onerian	onerjɑn
racian	rɑkiɑn
gefyllan	jefyllɑn
nic	nit͡ʃ
bysig	bysij
miercels	mi͜yrt͡ʃels
scite	ʃiːte
aþweran	ɑːθwerɑn
astyrian	ɑːstyrjɑn
hwæl	xwæl
ungewiss	unjewiss
gesmeagan	jesmæ͜ɑːjɑn
twentig	tweːntij
lage	lɑɡe
næster	næster
að	ɑːθ
plættan	plættɑn
eower	e͜oːwer
gegyrdan	ɡeɡyrdɑn
giest	ji͜yst
unligne	unliːjne
mægþblæd	mæjθblæd
dung	dunɡ
fatian	fɑtiɑn
tacnian	tɑːkniɑn
undon	undoːn
ærcebiscop	ært͡ʃebiʃʃop
hielfan	xi͜ylfɑn
hræþ	xræθ
woldæg	woːldæj
fielleseocnes	fi͜yllese͜oːknes
æghwylc	æːjxwylt͡ʃ
sepan	seːpɑn
gewita	jewitɑ
ufor	ufor
swicdom	swikdoːm
tiergan	ti͜yrjɑn
forweaxan	forwæ͜ɑksɑn
geoloca	je͜olokɑ
ilfetu	ilfetu
geongling	junɡlinɡ
atol	ɑtol
anfloga	ɑːnfloɡɑ
fifelcynn	fiːfelkynn
stæf	stæf
græse	ɡræse
twih	twiːx
lome	loːme
geac	jæ͜ɑːk
ungefæd	unjefæd
andfenge	ɑndfenje
ofercyrran	ofert͡ʃyrrɑn
pusa	pusɑ
byrðen	byrθen
ciricdor	t͡ʃirit͡ʃdoːr
reoma	re͜omɑ
singan	sinɡɑn
æce	æːt͡ʃe
seldan	seldɑn
færbu	færbu
sioluc	si͜uluk
beswincan	beswinkɑn
gerinnan	jerinnɑn
gelogian	jeloːɡiɑn
fultuman	fultumɑn
frumlida	frumlidɑ
besyrwan	besyrwɑn
nicor	nikor
horh	xorx
wintercearig	wintert͡ʃæ͜ɑrij
geolo	je͜olo
westseaxan	westsæ͜ɑksɑn
welund	welund
inlædan	inlæːdɑn
fleah	flæ͜ɑːx
clingan	klinɡɑn
beow	be͜oːw
worian	woːriɑn
striend	stri͜yːnd
fordælan	fordæːlɑn
æþelwulf	æθelwulf
spearlira	spæ͜ɑrlirɑ
hlystan	xlystɑn
bisnian	bisniɑn
docga	doɡɡɑ
beorþorþinen	be͜orθorθiːnen
forsæcþ	forsækθ
toweardnes	toːwæ͜ɑrdnes
woroldar	woroldɑːr
leafnes	læ͜ɑːfnes
blædnes	blæːdnes
geniedan	jeni͜yːdɑn
wraþ	wrɑːθ
gelyfan	jelyːfɑn
upgang	upɡɑnɡ
bodian	bodiɑn
axian	ɑːksiɑn
geunnan	jeunnɑn
nigonfeald	nijonfæ͜ɑld
hieran	xi͜yːrɑn
eagþyrl	æ͜ɑːɡθyːrl
rida	ridɑ
scedenig	ʃedeniːj
beþeodan	beθe͜oːdɑn
har	xɑːr
ascieppan	ɑːʃi͜yppɑn
wordhord	wordxord
reocan	re͜oːkɑn
onwacan	onwɑkɑn
middaneard	middɑnæ͜ɑrd
stæfcræft	stæfkræft
swinhyrde	swiːnxyrde
tigele	tijele
unlar	unlɑːr
fersc	ferʃ
heafodlic	xæ͜ɑːfodliːt͡ʃ
geondscinan	je͜ondskiːnɑn
aheawan	ɑːxæ͜ɑːwɑn
hlagol	xlɑɡol
ofersceadan	oferʃɑːdɑn
ymbgyrdan	ymbɡyrdɑn
bæddel	bæddel
hlyd	xlyːd
fæderleas	fæderlæ͜ɑːs
læn	læːn
nearanes	næ͜ɑrɑnes
swefn	swefn
læccan	lætt͡ʃɑn
anweald	ɑnwæ͜ɑld
gehweorfan	jexwe͜orfɑn
ræran	ræːrɑn
ara	ɑːrɑ
horcwene	xoːrkwene
daru	dɑru
genihtsumnes	jenixtsumnes
gemænscipe	jemæːnʃipe
eþel	eːθel
syx	syks
halga	xɑːlɡɑ
unwiþmetendlic	unwiθmetendliːt͡ʃ
sæmra	sæːmrɑ
lefan	leːfɑn
weninga	weːninɡɑ
hord	xord
ciricmitta	t͡ʃirit͡ʃmittɑ
sweg	sweːj
strengra	strenɡrɑ
pohha	poxxɑ
ahweorfan	ɑːxwe͜orfɑn
felt	felt
medu	medu
beorht	be͜orxt
staniht	stɑːnixt
licettung	liːt͡ʃettunɡ
lufestre	lufestre
swift	swift
awyrcan	ɑːwyrt͡ʃɑn
biemere	biːeme
tohladan	toːxlɑdɑn
þurhfaran	θurxfɑrɑn
eftniwung	eftniːwunɡ
sugan	suːɡɑn
walhhnutu	wɑlxxnutu
wæpen	wæːpen
agrapian	ɑːɡrɑːpiɑn
cyme	kyme
cumliþian	kumliːθiɑn
eg	eːj
siextigfeald	si͜ykstijfæ͜ɑld
fyst	fyːst
bryten	bryten
bryne	bryne
sunstede	sunstede
fæcele	fækele
ofersceadwian	oferʃɑdwiɑn
nytlice	nytliːt͡ʃe
ymbfaran	ymbfɑrɑn
cocc	kokk
besierwan	besi͜yrwɑn
a	ɑː
hryre	xryre
eorl	e͜orl
blinnan	blinnɑn
getalian	jetɑliɑn
bed	bed
tyhtendlic	tyxtendliːt͡ʃ
clut	kluːt
brycg	bryjj
oter	oter
diacon	diɑːkon
wrecnes	wreknes
musheafoc	muːsxæ͜ɑfok
leoran	le͜oːrɑn
cynd	kynd
unþeaw	unθæ͜ɑːw
gleow	ɡle͜oːw
studu	studu
stund	stund
egsian	ejsiɑn
belgan	belɡɑn
gearlic	jæ͜ɑːrliːt͡ʃ
flitan	fliːtɑn
matheus	mɑteus
glædlice	ɡlædliːt͡ʃe
þurst	θurst
nytennes	nytennes
næse	næse
gemæne	jemæːne
alor	ɑlor
samen	sɑmen
asceadan	ɑːʃɑːdɑn
ondfon	ondfoːn
þærmid	θæːrmid
hire	xire
heaþorinc	xæ͜ɑθorink
geþicgan	jeθiɡɡɑn
sealten	sæ͜ɑlten
hæleþ	xæleθ
geendian	jeendiɑn
cwenlic	kweːnliːt͡ʃ
efenwerod	efenwerod
geanian	jeɑːniɑn
ellen	ellen
templ	templ
bispell	biːspell
langaland	lɑnɡɑlɑnd
dreng	drenɡ
seofonnihte	se͜ofonnixte
twifete	twifeːte
undiere	undi͜yːre
scrincaþ	ʃrinkɑθ
fefor	fefor
hiwian	xiːwiɑn
slingan	slinɡɑn
hnigian	xniɡiɑn
styran	styːrɑn
ansund	ɑnsund
ælmesse	ælmesse
stelan	stelɑn
genog	jenoːɡ
dohtig	doxtij
ætiecan	æti͜yːt͡ʃɑn
andelbære	ɑndelbæːre
ofersawan	ofersɑːwɑn
geswutelian	jeswuteliɑn
geswiþan	jeswiːθɑn
wacol	wɑkol
nemning	nemninɡ
herigendlic	xerijendliːt͡ʃ
bread	bræ͜ɑːd
unhal	unxɑːl
stæpmælum	stæpmæːlum
famblawende	fɑːmblɑːwende
gymeleast	jyːmelæ͜ɑːst
gescead	jeʃɑːd
camb	kɑmb
lixan	liːksɑn
beorgan	be͜orjɑn
gripan	ɡriːpɑn
fadian	fɑdiɑn
inlenda	inlendɑ
hærfestmonaþ	xærfestmoːnɑθ
fus	fuːs
blendan	blendɑn
undersmeagan	undersmæ͜ɑːjɑn
grimman	ɡrimmɑn
blaw	blɑːw
geetan	jeetɑn
innung	innunɡ
wenunga	weːnunɡɑ
toætiecan	toːæti͜yːt͡ʃɑn
cumliþnes	kumliːθnes
edniewinga	edni͜yːwinɡɑ
godspellic	ɡoːdspelliːt͡ʃ
midde	midde
fotlic	foːtliːt͡ʃ
sona	soːnɑ
stælhran	stælxrɑːn
lama	lɑmɑ
nunne	nunne
mennisclic	menniʃliːt͡ʃ
sigegefeoht	sijejefe͜oxt
impian	impiɑn
hrost	xroːst
bodig	bodij
acwilþ	ɑːkwilθ
nasturcium	nɑsturkium
gefeohtdæg	jefe͜oxtdæj
gedwomer	jedwomer
geondyrnan	je͜ondyrnɑn
onfæreld	onfæreld
fyllu	fyllu
gutt	ɡutt
