Певень	pʲˈɛvʲɛn
Таццяне	tat̻͡͡st̻͡͡sʲˈj͡anʲɛ
сяброўкі	sʲɪbrˈowki
Папялушка	pˌapʲɪɭˈuʂka
развязалі	rˌazvʲɪzˈɑɭi
даводзіў	davˈodziw
Шэры	ʂˈɛrɨ
дабаўкамі	dˌabawkˈɑmi
палепшыў	paɭʲˈɛpʂɨw
лунінчан	ɭunˈinʈ͡͡ʂan
актыву	aktˈɨvu
самавыяўлення	sˌamavˌɨɪwɭʲˈɛnnʲa
Андруховіч	ˌandruxˈoviʈ͡͡ʂ
філасофія	fˌiɭasʌfˈia
прэтэндэнтаў	prˌɛtɛndˈɛntaw
святкі	svʲˈj͡atki
праграмнае	prˌaɣramnˈɑʲɛ
рэкламных	rɛkɭˈɑmnɨx
праслужыў	prasɭˈuʐɨw
ведамствам	vʲɛdˈɑmstvam
Малі	mˈɑɭi
Італьянскі	ˌitaɭʲˈj͡anski
наркамаўкі	nˌarkamˈɑwki
навізна	navˈizna
крывавую	krˌɨvavˈuʲu
Лукашэнка	ɭˌukaʂˈɛnka
пастаўскім	pastˈɑwskim
поўдня	pˈowdnʲa
ўрыўкі	wrˈɨwki
выпускала	vˌɨpuskˈɑɭa
авалодаць	ˌavaɭˈodat̻͡͡s
замыкацца	zˌamɨkˈɑt̻͡͡st̻͡͡sa
пагрозе	paɣrˈozʲɛ
слуцкія	sɭut̻͡͡skˈia
выбуху	vɨbˈuxu
наступстваў	nastˈupstvaw
афармлялі	ˌafarmɭʲˈj͡aɭi
дзесяткі	dzʲɛsʲˈj͡atki
выказаная	vˌɨkazanˈɑʲa
адкрыта	adkrˈɨta
піцэрыя	pˌit̻͡͡sɛrˈɨa
Эўхарыстыі	ˌɛwxarɨstˈɨi
палітычным	pˌaɭitˈɨʈ͡͡ʂnɨm
вінтоўкамі	vˌintʌwkˈɑmi
крыпце	krˈɨpt̻͡͡sʲɛ
явілася	ʲˌɪviɭˈɑsʲa
скардзіліся	skˌardziɭˈisʲa
далёкімі	dˌaɭʲɔkˈimi
ўрокі	wrˈoki
Язафата	ʲˌɪzafˈɑta
ГейБеларусь	ɣʲˈɛjbʲɛɭˈɑrus
пагуляем	pˌaɣuɭʲˈj͡aʲɛm
куст	kˈust
Цана	t̻͡͡sˈɑna
Чарнобыльскага	ʈ͡͡ʂˌarnʌbɨɭskˈɑɣa
пражыла	praʐˈɨɭa
ўзроставых	wzrʌstˈɑvɨx
справаздача	sprˌavazdˈɑʈ͡͡ʂa
залішні	zaɭˈiʂni
сэпаратыстаў	sˌɛparatˈɨstaw
пачне	pˈɑʈ͡͡ʂnʲɛ
часам	ʈ͡͡ʂˈɑsam
заклікамі	zˌakɭikˈɑmi
Настой	nˈɑstʌj
павесці	pavʲˈɛst̻͡͡si
Стварыцель	stvarˈɨt̻͡͡sʲɛɭ
здагадка	zdaɣˈɑdka
Хорхэ	xˈorxɛ
перайманьня	pʲˌɛrajmˈɑnnʲa
сігналу	siɣnˈɑɭu
дзякуючы	dzʲˌɪkuʲˈuʈ͡͡ʂɨ
Круглянскай	kruɣɭʲˈj͡anskaj
хрышчэньне	xrɨʂʈ͡͡ʂˈɛnnʲɛ
псіхіку	psixˈiku
пярсцёнкі	pʲɪrst̻͡͡sʲˈɔnki
Пленарнае	pɭʲˌɛnarnˈɑʲɛ
спосабы	spʌsˈɑbɨ
Дэклярацыі	dˌɛkɭʲɪrat̻͡͡sˈɨi
завуць	zˈɑvut̻͡͡s
бескарысна	bʲˌɛskarˈɨsna
работніца	rˌabʌtnˈit̻͡͡sa
адпраўляцца	ˌadprawɭʲˈj͡at̻͡͡st̻͡͡sa
інсульту	insˈuɭtu
пакаціліся	pˌakat̻͡͡siɭˈisʲa
Самая	samˈɑʲa
характарызуюць	xˌaraktˌarɨzˈuʲut̻͡͡s
галоўныя	ɣˌaɭʌwnˈɨa
ўборцы	wbˈort̻͡͡sɨ
арганізаваную	ˌarɣanˌizavanˈuʲu
акустыкі	ˌakustˈɨki
дапаўнялі	dˌapawnʲˈj͡aɭi
Агульнай	aɣˈuɭnaj
мястэчкі	mʲɪstˈɛʈ͡͡ʂki
Далучыцца	dˌaɭuʈ͡͡ʂˈɨt̻͡͡st̻͡͡sa
зносінаў	znʌsˈinaw
чатырнаццаці	ʈ͡͡ʂˌatɨrnat̻͡͡st̻͡͡sˈɑt̻͡͡si
цягнуўся	t̻͡͡sʲɪɣnˈuwsʲa
лясы	ɭʲˈj͡asɨ
Зрабіць	zrˈɑbit̻͡͡s
графічнымі	ɣrˌafiʈ͡͡ʂnˈɨmi
Працавалі	prˌat̻͡͡savˈɑɭi
радай	rˈɑdaj
паштовае	pˌaʂtʌvˈɑʲɛ
майстэрні	majstˈɛrni
Людмілай	ɭʲudmˈiɭaj
эры	ˈɛrɨ
чары	ʈ͡͡ʂˈɑrɨ
ксяндзу	ksʲˈj͡andzu
Памерла	pamʲˈɛrɭa
памінальнай	pˌaminˈɑɭnaj
замаўлялі	zˌamawɭʲˈj͡aɭi
шанс	ʂˈɑns
складаючых	skɭˌadaʲˈuʈ͡͡ʂɨx
Выступалі	vˌɨstupˈɑɭi
парафіянаў	pˌarafiˈj͡anaw
пышныя	pɨʂnˈɨa
экспертызе	ˌɛkspʲɛrtˈɨzʲɛ
камфортна	kamfˈortna
Партыі	partˈɨi
Забалацце	zˌabaɭˈɑt̻͡͡st̻͡͡sʲɛ
сталець	stˈɑɭʲɛt̻͡͡s
пераязджалі	pʲˌɛraʲɪzdʐˈɑɭi
Шаноўнаму	ʂˌanʌwnˈɑmu
камандуючага	kˌamandˌuʲuʈ͡͡ʂˈɑɣa
адрэагаваць	ˌadrɛaɣˈɑvat̻͡͡s
фарміруем	fˌarmirˈuʲɛm
вынікам	vɨnˈikam
Рыгораўна	rˌɨɣʌrˈɑwna
уступаць	ustˈupat̻͡͡s
асацыяцый	ˌasat̻͡͡sɨˈj͡at̻͡͡sɨj
Ліс	ɭˈis
раскідаў	raskˈidaw
габрэй	ɣˈɑbrɛj
рэдкасцю	rɛdkˈɑst̻͡͡sʲu
калекцыяй	kˌaɭʲɛkt̻͡͡sˈɨɪj
вызнаўцаў	vɨznˈɑwt̻͡͡saw
анонсу	anˈonsu
арганізацыяў	ˌarɣanˌizat̻͡͡sˈɨɪw
захапляючы	zˌaxapɭʲɪˈuʈ͡͡ʂɨ
Водгукі	vʌdɣˈuki
Браўн	brˈɑwn
выселілі	vˌɨsʲɛɭˈiɭi
адлюстраваліся	ˌadɭʲustrˌavaɭˈisʲa
выразнага	vˌɨraznˈɑɣa
кусок	kˈusʌk
запамінання	zˌapaminˈɑnnʲa
дасягненнях	dˌasʲɪɣnʲˈɛnnʲɪx
Госця	ɣˈost̻͡͡sʲa
грубае	ɣrubˈɑʲɛ
Высоцкі	vɨsˈot̻͡͡ski
лічыльнік	ɭiʈ͡͡ʂˈɨɭnik
зонай	zˈonaj
заведзены	zˌavʲɛdzʲˈɛnɨ
наймаць	nˈɑjmat̻͡͡s
частцы	ʈ͡͡ʂˈɑstt̻͡͡sɨ
збора	zbˈora
фронта	frˈonta
агітбрыгады	ˌaɣitbrɨɣˈɑdɨ
знойдзе	znˈojdzʲɛ
Літаральна	ɭˌitarˈɑɭna
аправе	aprˈɑvʲɛ
выправіла	vˌɨpravˈiɭa
раптоўны	raptˈownɨ
гуманітарных	ɣˌumanitˈɑrnɨx
жывым	ʐˈɨvɨm
Тваёй	tvˈɑʲɔj
братавай	bratˈɑvaj
працоўнага	prˌat̻͡͡sʌwnˈɑɣa
зьнікала	znikˈɑɭa
пілы	pˈiɭɨ
даступныя	dˌastupnˈɨa
захоўваючы	zˌaxʌwvaʲˈuʈ͡͡ʂɨ
забяспечанасць	zˌabʲɪspʲɛʈ͡͡ʂˈɑnast̻͡͡s
неадпаведнасці	nʲˌɛadpˌavʲɛdnˈɑst̻͡͡si
лацінкі	ɭat̻͡͡sˈinki
стомленая	stˌʌmɭʲɛnˈɑʲa
Алёша	aɭʲˈɔʂa
спадзяванне	spˌadzʲɪvˈɑnnʲɛ
паходзіла	pˌaxʌdzˈiɭa
Падобнага	pˌadʌbnˈɑɣa
літар	ɭˈitar
Такарчук	takˈɑrʈ͡͡ʂuk
харэаграфію	xˌarɛˌaɣrafˈiu
паэтаў	paˈɛtaw
добрасумленна	dˌʌbrasumɭʲˈɛnna
Бэтлеемскай	bˌɛtɭʲɛʲˈɛmskaj
дыхальнай	dɨxˈɑɭnaj
разбураць	razbˈurat̻͡͡s
развялося	rˌazvʲɪɭˈosʲa
праяваў	praʲˈj͡avaw
лёну	ɭʲˈɔnu
крыўдаваць	krɨwdˈɑvat̻͡͡s
вылучаючы	vˌɨɭuʈ͡͡ʂaʲˈuʈ͡͡ʂɨ
шанцаў	ʂˈɑnt̻͡͡saw
выконваць	vɨkˈonvat̻͡͡s
гордятся	ɣʌrdʲˈj͡atsʲa
дацэнт	dˈɑt̻͡͡sɛnt
папкі	pˈɑpki
здалося	zdaɭˈosʲa
Шоу	ʂˈou
Малышка	maɭˈɨʂka
Ленінградскай	ɭʲˌɛninɣrˈɑdskaj
прыступяць	prɨstˈupʲɪt̻͡͡s
дашкольнага	dˌaʂkʌɭnˈɑɣa
ўдзельную	wdzʲɛɭnˈuʲu
славіліся	sɭˌaviɭˈisʲa
простага	prʌstˈɑɣa
матацыкліст	mˌatat̻͡͡sˈɨkɭist
быка	bˈɨka
чарга	ʈ͡͡ʂˈɑrɣa
серыяла	sʲˌɛrɨˈj͡aɭa
прымушаючы	prˌɨmuʂaʲˈuʈ͡͡ʂɨ
скарэктаваць	skˌarɛktˈɑvat̻͡͡s
разборку	razbˈorku
кветках	kvʲˈɛtkax
Сябра	sʲˈj͡abra
патэнцыйнай	pˌatɛnt̻͡͡sˈɨjnaj
трыкатажныя	trˌɨkataʐnˈɨa
асамблея	ˌasambɭʲˈɛʲa
дамінанта	dˌaminˈɑnta
Выглядае	vˌɨɣɭʲɪdˈɑʲɛ
ўздзеянне	wzdzʲɛʲˈj͡annʲɛ
заганы	zaɣˈɑnɨ
маэстра	maˈɛstra
вартасць	vˈɑrtast̻͡͡s
Пакроў	pˈɑkrʌw
Лодзі	ɭˈodzi
разбуральных	rˌazburˈɑɭnɨx
зробленым	zrʌbɭʲˈɛnɨm
зьбіраецца	zbˌiraʲˈɛt̻͡͡st̻͡͡sa
рыцарскага	rˌɨt̻͡͡sarskˈɑɣa
прапануеце	prˌapanuʲˈɛt̻͡͡sʲɛ
шчаўе	ʂʈ͡͡ʂˈɑwʲɛ
трактатаў	traktˈɑtaw
бясспрэчным	bʲɪssprˈɛʈ͡͡ʂnɨm
паказанняў	pˌakazˈɑnnʲɪw
зашкальвае	zˌaʂkaɭvˈɑʲɛ
Анішчук	anˈiʂʈ͡͡ʂuk
дзіўлюся	dziwɭʲˈusʲa
выхавацелямі	vˌɨxavˌat̻͡͡sʲɛɭʲˈj͡ami
ззялі	zzʲˈj͡aɭi
мышэй	mˈɨʂɛj
поўня	pˈownʲa
натхненні	natxnʲˈɛnni
Зоры	zˈorɨ
Спецыфіка	spʲˌɛt̻͡͡sɨfˈika
гандлі	ɣˈɑndɭi
лёзунг	ɭʲˈɔzunɣ
прадаўжэння	prˌadawʐˈɛnnʲa
агледзеў	aɣɭʲˈɛdzʲɛw
прыгадаць	prɨɣˈɑdat̻͡͡s
хадоў	xˈɑdʌw
Мінскам	mˈinskam
прагнуў	prˈɑɣnuw
драматычным	drˌamatˈɨʈ͡͡ʂnɨm
узняла	uznʲˈj͡aɭa
Дняпром	dnʲˈj͡aprʌm
прытуліў	prɨtˈuɭiw
Ліпеня	ɭipʲˈɛnʲa
выхадцам	vɨxˈɑdt̻͡͡sam
Радавод	radˈɑvʌd
рызыцы	rɨzˈɨt̻͡͡sɨ
Чарметрамонт	ʈ͡͡ʂˌarmʲɛtrˈɑmʌnt
Тым	tˈɨm
датуль	dˈɑtuɭ
бараніў	barˈɑniw
гандбола	ɣandbˈoɭa
пастырскага	pˌastɨrskˈɑɣa
плаваюць	pɭavˈɑʲut̻͡͡s
пісьменніку	pˌismʲɛnnˈiku
капліцай	kapɭˈit̻͡͡saj
Наклад	nˈɑkɭad
хваста	xvˈɑsta
расійскае	rˌasijskˈɑʲɛ
гаршкі	ɣˈɑrʂki
дурной	dˈurnʌj
інспекцыяй	ˌinspʲɛkt̻͡͡sˈɨɪj
пахне	pˈɑxnʲɛ
умацаванняў	ˌumat̻͡͡savˈɑnnʲɪw
Наваполацка	nˌavapʌɭˈɑt̻͡͡ska
крызіс	krˈɨzis
юнацкія	ʲˌunat̻͡͡skˈia
Прыняты	prɨnʲˈj͡atɨ
драпежнік	drapʲˈɛʐnik
ІП	ˈip
сціх	st̻͡͡sˈix
галіны	ɣaɭˈinɨ
бронзавы	brʌnzˈɑvɨ
Луначарскага	ɭˌunaʈ͡͡ʂarskˈɑɣa
ўзніклі	wznˈikɭi
майстрыха	majstrˈɨxa
стыпендый	stɨpʲˈɛndɨj
пераклады	pʲˌɛrakɭˈɑdɨ
пасевы	pasʲˈɛvɨ
таямнічы	tˌaʲɪmnˈiʈ͡͡ʂɨ
Інспекцыя	ˌinspʲɛkt̻͡͡sˈɨa
дзесятку	dzʲɛsʲˈj͡atku
Выбраць	vˈɨbrat̻͡͡s
сакрэту	sakrˈɛtu
прададзены	prˌadadzʲˈɛnɨ
плакалі	pɭakˈɑɭi
леса	ɭʲˈɛsa
пераабсталяваны	pʲˌɛraˌabstaɭʲɪvˈɑnɨ
згаданыя	zɣˌadanˈɨa
ямкі	ʲˈj͡amki
дзетка	dzʲˈɛtka
пераедзе	pʲˌɛraʲˈɛdzʲɛ
задацца	zadˈɑt̻͡͡st̻͡͡sa
расейцам	rasʲˈɛjt̻͡͡sam
барацьба	barˈɑt̻͡͡sba
Вялікія	vʲˌɪɭikˈia
ідзі	ˈidzi
немагчымая	nʲˌɛmaɣʈ͡͡ʂɨmˈɑʲa
прыхільнік	prɨxˈiɭnik
міліцыянер	mˌiɭit̻͡͡sɨˈj͡anʲɛr
Вераніку	vʲˌɛranˈiku
першабытным	pʲˌɛrʂabˈɨtnɨm
менскае	mʲɛnskˈɑʲɛ
трылогіі	trˌɨɭʌɣˈii
перасёк	pʲɛrˈɑsʲɔk
шкодзе	ʂkˈodzʲɛ
паклікаць	pakɭˈikat̻͡͡s
гняздуюцца	ɣnʲˌɪzduʲˈut̻͡͡st̻͡͡sa
вачох	vˈɑʈ͡͡ʂʌx
ёгі	ʲˈɔɣi
маршал	mˈɑrʂaɭ
масавы	masˈɑvɨ
Алексія	ˌaɭʲɛksˈia
Дзева	dzʲˈɛva
Матылі	matˈɨɭi
русіфікацыі	rˌusifˌikat̻͡͡sˈɨi
дэкрэтным	dɛkrˈɛtnɨm
крышталі	krɨʂtˈɑɭi
неверагодным	nʲˌɛvʲɛraɣˈodnɨm
студэнцкую	stˌudɛnt̻͡͡skˈuʲu
юбілярам	ʲˌubiɭʲˈj͡aram
усяму	usʲˈj͡amu
авечкі	avʲˈɛʈ͡͡ʂki
таямнічыя	tˌaʲɪmniʈ͡͡ʂˈɨa
забяспечылі	zˌabʲɪspʲɛʈ͡͡ʂˈɨɭi
штодзённым	ʂtʌdzʲˈɔnnɨm
пасёлка	pasʲˈɔɭka
часіны	ʈ͡͡ʂasˈinɨ
аглядае	ˌaɣɭʲɪdˈɑʲɛ
саступаючы	sˌastupaʲˈuʈ͡͡ʂɨ
дадалося	dˌadaɭˈosʲa
Узнагарода	ˌuznaɣarˈoda
пырскі	pˈɨrski
ўплываюць	wpɭɨvˈɑʲut̻͡͡s
спажывецкія	spˌaʐɨvʲɛt̻͡͡skˈia
колісь	kˈoɭis
Другімі	druɣˈimi
палохалі	pˌaɭʌxˈɑɭi
Куранны	kurˈɑnnɨ
напоўніла	nˌapʌwnˈiɭa
шчырасьці	ʂʈ͡͡ʂɨrˈɑst̻͡͡si
здаліся	zdaɭˈisʲa
шырыцца	ʂɨrˈɨt̻͡͡st̻͡͡sa
асвятляюць	ˌasvʲɪtɭʲˈj͡aʲut̻͡͡s
папячыцельства	pˌapʲɪʈ͡͡ʂɨt̻͡͡sʲˈɛɭstva
ваколіцы	vˌakʌɭˈit̻͡͡sɨ
вуж	vˈuʐ
БВ	bv
мэдыкі	mɛdˈɨki
паляўнічай	pˌaɭʲɪwnˈiʈ͡͡ʂaj
умове	umˈovʲɛ
вядром	vʲˈj͡adrʌm
прымусіўшы	prˌɨmusˈiwʂɨ
пецярых	pʲɛt̻͡͡sʲˈj͡arɨx
Калгас	kˈɑɭɣas
міфічных	mifˈiʈ͡͡ʂnɨx
мучылі	muʈ͡͡ʂˈɨɭi
праўда	prˈɑwda
Арэсы	arˈɛsɨ
даецца	daʲˈɛt̻͡͡st̻͡͡sa
транзіт	trˈɑnzit
хлебазавода	xɭʲˌɛbazavˈoda
абстаноўкі	ˌabstanˈowki
уладальніка	ˌuɭadaɭnˈika
пагоркі	paɣˈorki
Вітаючы	vˌitaʲˈuʈ͡͡ʂɨ
пабудавалі	pˌabudavˈɑɭi
малюнкаў	maɭʲˈunkaw
фантазію	fˌantazˈiu
цэнтру	t̻͡͡sˈɛntru
профільныя	prˌʌfiɭnˈɨa
лічыліся	ɭˌiʈ͡͡ʂɨɭˈisʲa
пасвечаны	pˌasvʲɛʈ͡͡ʂˈɑnɨ
арыентавацца	ˌarɨˌɛntavˈɑt̻͡͡st̻͡͡sa
праяўленнях	prˌaʲɪwɭʲˈɛnnʲɪx
навінцы	navˈint̻͡͡sɨ
ідзяце	idzʲˈj͡at̻͡͡sʲɛ
праінфармаваў	prˌainfarmˈɑvaw
ўзгаданых	wzɣadˈɑnɨx
Н	ˈɛn
Костка	kˈostka
сыра	sˈɨra
тоўстая	tʌwstˈɑʲa
прыязныя	prˌɨɪznˈɨa
загадваў	zaɣˈɑdvaw
патрэбнага	pˌatrɛbnˈɑɣa
катуюць	katˈuʲut̻͡͡s
курьер	kˈurʲɛr
паелі	paʲˈɛɭi
Ашчадны	aʂʈ͡͡ʂˈɑdnɨ
стагоддзях	staɣˈoddzʲɪx
высьвятляецца	vˌɨsvʲɪtɭʲɪˈɛt̻͡͡st̻͡͡sa
расціць	rˈɑst̻͡͡sit̻͡͡s
самаацэнкі	sˌamaat̻͡͡sˈɛnki
рубрыкі	rubrˈɨki
базіраваўся	bˌaziravˈɑwsʲa
праточнай	pratˈoʈ͡͡ʂnaj
Дарожны	darˈoʐnɨ
раўніны	rawnˈinɨ
малочнатаварнай	mˌaɭʌʈ͡͡ʂnˌatavˈɑrnaj
электрычкі	ˌɛɭʲɛktrˈɨʈ͡͡ʂki
мэбляй	mˈɛbɭʲɪj
Саветах	savʲˈɛtax
вылучыцца	vˌɨɭuʈ͡͡ʂˈɨt̻͡͡st̻͡͡sa
Орлі	ˈorɭi
дабрабыце	dˌabrabˈɨt̻͡͡sʲɛ
прыгадвалі	prˌɨɣadvˈɑɭi
Веткаўскага	vʲˌɛtkawskˈɑɣa
групкі	ɣrˈupki
пракаціцца	prˌakat̻͡͡sˈit̻͡͡st̻͡͡sa
кош	kˈoʂ
вершы	vʲˈɛrʂɨ
сакавітая	sˌakavitˈɑʲa
палубе	paɭˈubʲɛ
Хасан	xˈɑsan
Трэцюю	trɛt̻͡͡sʲˈuʲu
УСТАНОВЫ	ˌustanˈovɨ
Майго	mˈɑjɣʌ
моцнай	mˈot̻͡͡snaj
участковага	ˌuʈ͡͡ʂastkʌvˈɑɣa
ўрад	wrˈɑd
павінны	pavˈinnɨ
Набажэнства	nˌabaʐˈɛnstva
сакрамэнтах	sˌakramˈɛntax
забяспечваліся	zˌabʲɪspʲˌɛʈ͡͡ʂvaɭˈisʲa
старонку	starˈonku
задаволеным	zˌadavʌɭʲˈɛnɨm
засухі	zasˈuxi
аўтаклуб	awtˈɑkɭub
супакоіўся	sˌupakʌˈiwsʲa
адчуваў	adʈ͡͡ʂˈuvaw
пашчы	pˈɑʂʈ͡͡ʂɨ
адносная	ˌadnʌsnˈɑʲa
Несцерка	nʲɛst̻͡͡sʲˈɛrka
пашырэнню	pˌaʂɨrˈɛnnʲu
каралеўскай	kˌaraɭʲˈɛwskaj
зарэгістравалі	zˌarɛɣˌistravˈɑɭi
шклянымі	ʂkɭʲɪnˈɨmi
ўдаўся	wdˈɑwsʲa
прыглядаліся	prˌɨɣɭʲɪdaɭˈisʲa
арыштаваны	ˌarɨʂtavˈɑnɨ
жадаюць	ʐadˈɑʲut̻͡͡s
Каралін	karˈɑɭin
Прыгадваецца	prˌɨɣadvaʲˈɛt̻͡͡st̻͡͡sa
пытаюць	pɨtˈɑʲut̻͡͡s
Вядуць	vʲˈj͡adut̻͡͡s
ўсходняя	wsxʌdnʲˈj͡aʲa
скасаванне	skˌasavˈɑnnʲɛ
Арсенцьевіч	ˌarsʲɛnt̻͡͡sʲˈɛviʈ͡͡ʂ
канкурэнтаздольным	kˌankurˌɛntazdˈoɭnɨm
стварыліся	stvˌarɨɭˈisʲa
вагі	vˈɑɣi
літаграфій	ɭˌitaɣrˈɑfij
Венесуэла	vʲˌɛnʲɛsuˈɛɭa
Лэдзі	ɭˈɛdzi
Іаана	ˌiaˈɑna
працаўладкаваны	prˌat̻͡͡sawɭˌadkavˈɑnɨ
Глядзіць	ɣɭʲˈj͡adzit̻͡͡s
эўрапейскіх	ˌɛwrapʲˈɛjskix
Тэму	tˈɛmu
Пастаянная	pˌastaʲɪnnˈɑʲa
Ізяслаў	izʲˈj͡asɭaw
нейкую	nʲɛjkˈuʲu
уключаюць	ˌukɭʲuʈ͡͡ʂˈɑʲut̻͡͡s
машынных	maʂˈɨnnɨx
ікры	ˈikrɨ
надзея	nadzʲˈɛʲa
Тышкевіча	tˌɨʂkʲɛvˈiʈ͡͡ʂa
спелых	spʲˈɛɭɨx
агортвае	ˌaɣʌrtvˈɑʲɛ
Пасха	pˈɑsxa
прыватнаму	prˌɨvatnˈɑmu
Давідовіч	dˌavidˈoviʈ͡͡ʂ
дадатка	dadˈɑtka
выхоўваюць	vˌɨxʌwvˈɑʲut̻͡͡s
перавялі	pʲˌɛravʲˈj͡aɭi
ўгадаць	wɣˈɑdat̻͡͡s
падрыхтоўку	pˌadrɨxtˈowku
абарону	ˌabarˈonu
схільнасцю	sxiɭnˈɑst̻͡͡sʲu
культурах	kuɭtˈurax
сабраў	sˈɑbraw
скотс	skˈots
немагчымыя	nʲˌɛmaɣʈ͡͡ʂɨmˈɨa
дружыннікі	drˌuʐɨnnˈiki
Вашых	vˈɑʂɨx
фінансавай	fˌinansˈɑvaj
дагледжана	dˌaɣɭʲɛdʐˈɑna
экспартаваць	ˌɛkspartˈɑvat̻͡͡s
трыбуна	trɨbˈuna
аншлаг	ˈɑnʂɭaɣ
карыстачам	kˌarɨstˈɑʈ͡͡ʂam
фінскага	finskˈɑɣa
выдаляюцца	vˌɨdaɭʲɪˈut̻͡͡st̻͡͡sa
Вячэра	vʲɪʈ͡͡ʂˈɛra
суседстве	susʲˈɛdstvʲɛ
самастойны	sˌamastˈojnɨ
фатаграфія	fˌataɣrafˈia
шчыльнымі	ʂʈ͡͡ʂɨɭnˈɨmi
малодшая	mˌaɭʌdʂˈɑʲa
Пласцінка	pɭast̻͡͡sˈinka
нехарчовых	nʲˌɛxarʈ͡͡ʂˈovɨx
прадстаўнічая	prˌadstawniʈ͡͡ʂˈɑʲa
сьвятым	svʲˈj͡atɨm
забаўляльных	zˌabawɭʲˈj͡aɭnɨx
плача	pɭˈɑʈ͡͡ʂa
салому	saɭˈomu
даходу	daxˈodu
рубрыках	rubrˈɨkax
ЕЗ	ʲˈɛz
раманаў	ramˈɑnaw
прынцыповых	prˌɨnt̻͡͡sɨpˈovɨx
Маім	mˈɑim
ЖБК	ʐbk
зорак	zˈorak
выслаў	vˈɨsɭaw
Плясанаў	pɭʲɪsˈɑnaw
памятку	pamʲˈj͡atku
дабіраліся	dˌabiraɭˈisʲa
аберагаць	ˌabʲɛrˈɑɣat̻͡͡s
меліярацыйных	mʲˌɛɭiˌɪrat̻͡͡sˈɨjnɨx
Беручы	bʲɛrˈuʈ͡͡ʂɨ
ўваходзілі	wvˌaxʌdzˈiɭi
засялілі	zˌasʲɪɭˈiɭi
катання	katˈɑnnʲa
гандлем	ɣˈɑndɭʲɛm
конт	kˈont
дэпутацкага	dˌɛputat̻͡͡skˈɑɣa
паламаныя	pˌaɭamanˈɨa
вярба	vʲˈj͡arba
лілася	ɭiɭˈɑsʲa
абароненыя	ˌabarˌʌnʲɛnˈɨa
развітвацца	rˌazvitvˈɑt̻͡͡st̻͡͡sa
дастатак	dastˈɑtak
Рэгулярна	rˌɛɣuɭʲˈj͡arna
песнях	pʲˈɛsnʲɪx
сцяжынках	st̻͡͡sʲɪʐˈɨnkax
Піва	pˈiva
валейболе	vˌaɭʲɛjbˈoɭʲɛ
дасканалымі	dˌaskanaɭˈɨmi
агратэхнічных	ˌaɣratɛxnˈiʈ͡͡ʂnɨx
Адольфаўна	ˌadʌɭfˈɑwna
паехалі	pˌaʲɛxˈɑɭi
тэрарызм	tɛrˈɑrɨzm
падзяляюцца	pˌadzʲɪɭʲɪˈut̻͡͡st̻͡͡sa
святкуе	svʲɪtkˈuʲɛ
укусаў	ukˈusaw
вігіліі	vˌiɣiɭˈii
карыстачу	kˌarɨstˈɑʈ͡͡ʂu
збівалі	zbivˈɑɭi
Шчарбакова	ʂʈ͡͡ʂˌarbakˈova
іслам	ˈisɭam
выяўляліся	vˌɨɪwɭʲɪɭˈisʲa
Тройцу	trˈojt̻͡͡su
Вялікім	vʲɪɭˈikim
мерамі	mʲɛrˈɑmi
байцом	bˈɑjt̻͡͡sʌm
падыходзе	pˌadɨxˈodzʲɛ
дзявочага	dzʲˌɪvʌʈ͡͡ʂˈɑɣa
міліцэйскія	mˌiɭit̻͡͡sɛjskˈia
засяліць	zasʲˈj͡aɭit̻͡͡s
варожыя	vˌarʌʐˈɨa
домам	dˈomam
прафсаюзныя	prˌafsaʲuznˈɨa
воўна	vˈowna
Мінфін	mˈinfin
спрэчных	sprˈɛʈ͡͡ʂnɨx
нямецкіх	nʲɪmʲˈɛt̻͡͡skix
адкрывацца	ˌadkrɨvˈɑt̻͡͡st̻͡͡sa
належнае	nˌaɭʲɛʐnˈɑʲɛ
шоку	ʂˈoku
Федзя	fʲˈɛdzʲa
тэмператур	tˌɛmpʲɛrˈɑtur
гуманіст	ɣumˈɑnist
Машы	mˈɑʂɨ
Браслаўшчына	brˌasɭawʂʈ͡͡ʂˈɨna
Чым	ʈ͡͡ʂˈɨm
выпускны	vɨpˈusknɨ
насычанае	nˌasɨʈ͡͡ʂanˈɑʲɛ
гадавала	ɣˌadavˈɑɭa
прыязным	prɨˈj͡aznɨm
супярэчнасцямі	sˌupʲɪrˌɛʈ͡͡ʂnast̻͡͡sʲˈj͡ami
стратнай	strˈɑtnaj
плоце	pɭˈot̻͡͡sʲɛ
калектыўнае	kˌaɭʲɛktɨwnˈɑʲɛ
лядовыя	ɭʲˌɪdʌvˈɨa
гародніне	ɣˌarʌdnˈinʲɛ
Казлы	kˈɑzɭɨ
трывогай	trɨvˈoɣaj
выйшаў	vˈɨjʂaw
замацаваўся	zˌamat̻͡͡savˈɑwsʲa
акупнасці	ˌakupnˈɑst̻͡͡si
саркафаг	sarkˈɑfaɣ
сьпявалі	spʲɪvˈɑɭi
Паўночная	pˌawnʌʈ͡͡ʂnˈɑʲa
тонкасці	tʌnkˈɑst̻͡͡si
Дарожнікі	dˌarʌʐnˈiki
Латвійскага	ɭˌatvijskˈɑɣa
глінянай	ɣɭinʲˈj͡anaj
персанальнай	pʲˌɛrsanˈɑɭnaj
Коваля	kʌvˈɑɭʲa
