pozitif	pozitˈɪf
kemerdir	kemˈɛrdɪr
nanoteknolojinin	nanotɛknoɫoʒinˈɪn
bölmeler	bˈœlmelɛr
görevindeyken	ɟœɾevɪndˈɛjcæn
yayınlanmayan	jajɯnɫanmajˈan
alaylar	aɫajɫˈar
Be	bˈɛ
kayış	kajˈɯʃ
kostümleri	kɔstømleɾˈɪ
koleksiyoncuları	kolɛksijɔnd͡ʒuɫaɾˈɯ
yüzlerden	jøzlɛrdˈæn
başlatmasına	baʃɫatmasɯnˈa
feshetme	fɛshˈɛtmɛ
kulesine	kulesinˈɛ
Selin	selˈɪn
katmanı	katmanˈɯ
saçlarından	sat͡ʃɫaɾɯndˈan
tahliyesi	tahlijesˈɪ
ettirmesini	etːɪrmesinˈɪ
Sergen	sɛrɟˈæn
caddelere	d͡ʒadːeleɾˈɛ
taltif	taɫtˈɪf
Oltu	ɔɫtˈʊ
küratörlüğünü	kyɾatœrlyːnˈø
hazin	hazˈɪn
sergilemek	sɛrɟilemˈɛk
ab	ˌabˈɛ
izafe	izafˈɛ
Slytherin	sljtheɾˈɪn
Soket	sokˈɛt
tamamlanana	tamamɫananˈa
indirme	ˈɪndɪrmɛ
topluluklarda	tɔpɫuɫʊkɫardˈa
Kırşehir	kɯrʃehˈɪr
duvardaki	duvardakˈɪ
üstlenen	østlenˈæn
dakikayı	dakikajˈɯ
politikada	politikadˈa
felsefeci	fælsefed͡ʒˈɪ
zihnini	zɪhninˈɪ
zamanlarına	zamanɫaɾɯnˈa
övünç	œvˈønt͡ʃ
uyarlamaları	ujarɫamaɫaɾˈɯ
cinnet	d͡ʒɪnnˈɛt
Dövüş	dœvˈøʃ
Tepki	tɛpkˈɪ
kaydırılması	kajdɯɾɯɫmasˈɯ
çekebilir	t͡ʃekebilˈɪr
Pittsburgh	pɪtːsbˈʊrɡh
efektler	efɛktlˈɛr
yaratılır	jaɾatɯɫˈɯr
düğüm	dˈøːm
tuzakları	tuzakɫaɾˈɯ
saldırdı	sˈaɫdɯrdɯ
Yoga	joɡˈa
London	ɫɔndˈɔn
yıldaki	jɯɫdakˈɪ
hilafet	hiɫafˈɛt
ödenmiş	œdænmˈɪʃ
ilçelerin	ɪlt͡ʃeleɾˈɪn
Emanuel	emanuˈæl
XIII	zɯɯˈɯ
özenle	œzˈænlɛ
edemeyeceğini	edemejed͡ʒejinˈɪ
kaynağın	kajnaːˈɯn
öldürüldüğü	œldyɾøldˈøː
surlar	sʊrɫˈar
süvarilerine	syvaɾileɾinˈɛ
sıfat	sɯfˈat
Taliban	talibˈan
elbise	ælbˈisɛ
performanslarla	pɛrfɔrmansɫˈarɫa
yayımcı	jajɯmd͡ʒˈɯ
serisiyle	seɾisˈɪjlɛ
eğitimsiz	ejitˈɪmsɪz
Yahudilere	jahudileɾˈɛ
Cable	d͡ʒˈablɛ
teoremine	teoɾeminˈɛ
feudu	feudˈʊ
heyelan	hejeɫˈan
söylene	sœjlenˈɛ
mail	maˈɪl
Bizanslılarla	bizansɫɯɫˈarɫa
gruptur	ɡrˈʊptʊr
kabiliyetini	kabilijetinˈɪ
dumansız	dumˈansɯz
eşidir	eʃˈidɪr
kutuplar	kutʊpɫˈar
pazartesi	pazartesˈɪ
havalimanları	havalimanɫaɾˈɯ
Evening	evenˈɪnɡ
günümüz	ɟˈynymøz
Ekaterina	ekateɾinˈa
kanına	kanɯnˈa
Zygmunt	zjɡmˈʊnt
minareli	minˈaɾelɪ
Krakow	krakˈɔw
sürüsü	syɾysˈø
tapınağının	tapɯnaːɯnˈɯn
toplamaya	tɔpɫˈamaja
yaptırımların	japtɯɾɯmɫaɾˈɯn
Ballas	baɫɫˈas
yaralamak	jaɾaɫamˈak
övmek	œvmˈɛk
seyrektir	sɛjrˈɛktɪr
Guru	ɡuɾˈʊ
eşkıya	ɛʃkɯjˈa
bindiğinde	bɪndijɪndˈɛ
ardılları	ardɯɫɫaɾˈɯ
Sieyès	siejˈɛs
Sene	senˈɛ
kontratı	kɔntratˈɯ
benzerdi	bænzɛrdˈɪ
semtler	sæmtlˈɛr
gömer	ɟœmˈɛr
Malmö	maɫmˈœ
kişiliğinin	kiʃilijinˈɪn
İlaçların	iɫat͡ʃɫaɾˈɯn
neslin	nɛslˈɪn
bekliyordu	bɛklˈijɔrdʊ
gizlemek	ɟɪzlemˈɛk
ücretinin	ød͡ʒretinˈɪn
JPEG	ʒpˈɛɟ
vermemeleri	vɛrmemeleɾˈɪ
sineği	sinejˈɪ
altlarında	aɫtɫaɾɯndˈa
krizin	krizˈɪn
beraberlik	beɾabɛrlˈɪk
Karşılıklı	karʃɯɫɯkɫˈɯ
nehrin	nɛhrˈɪn
Tango	tanɡˈɔ
nakarat	nakaɾˈat
erişiminin	eɾiʃiminˈɪn
Adile	adˈilɛ
generallerden	ɟeneɾaɫlɛrdˈæn
Etkinlikte	ɛtkɪnlɪktˈɛ
korkup	kɔrkˈʊp
tümenlik	tymænlˈɪk
Mücahit	myd͡ʒahˈɪt
Schengen	sd͡ʒhænɟˈæn
saygı	sajɡˈɯ
kavramları	kavramɫaɾˈɯ
Yoldaşlığı	jɔɫdaʃɫɯɯˈɯ
hükümdarının	hykømdaɾɯnˈɯn
Valerius	valeɾiˈʊs
çekmeyen	t͡ʃɛkmejˈæn
bindirip	bɪndiɾˈɪp
Adli	adlˈɪ
Ergen	ɛrɟˈæn
tasarımla	tasˈaɾɯmɫa
Technion	tɛd͡ʒhniˈɔn
Rüştü	røʃtˈø
Selçukluları	sælt͡ʃʊkɫuɫaɾˈɯ
uygulamalarıdır	ʊjɡuɫamaɫaɾˈɯdɯr
durum	dˈuɾʊm
sanatçıydı	sanatt͡ʃɯjdˈɯ
gümüş	ɟymˈøʃ
Gövdesi	ɟœvdesˈɪ
buradadır	buɾadˈadɯr
yapamayan	japamajˈan
Bella	bˈælɫa
tarafsızlığı	taɾafsɯzɫɯɯˈɯ
üretilir	yɾetilˈɪr
Buhara	buhaɾˈa
Bölgeleri	bœlɟeleɾˈɪ
Pedro	pɛdrˈɔ
Lewinsky	lewˈɪnskj
raund	raˈʊnd
ligdeki	lɪɟdekˈɪ
Luffy	ɫˈʊffj
hamlede	hˈamledɛ
Kanguru	kanɡuɾˈʊ
yokken	jokːˈæn
Wind	wˈɪnd
borcunu	bɔrd͡ʒunˈʊ
araması	aɾamasˈɯ
yolların	jɔɫɫaɾˈɯn
verirler	veɾɪrlˈɛr
adetten	adetːˈæn
Palm	pˈaɫm
rütbesine	røtbesinˈɛ
Osmanlılarda	ɔsmanɫɯɫardˈa
Uygulamalı	ʊjɡuɫˈamaɫɯ
ordularıyla	ɔrduɫaɾˈɯjɫa
Visconti	vɪsd͡ʒɔntˈɪ
birleştirilmesinden	bɪrlɛʃtiɾɪlmesɪndˈæn
anlaşamadı	anɫaʃˈamadɯ
zorlanmaya	zɔrɫˈanmaja
sınıfa	sɯnɯfˈa
Vedik	vedˌɪk
enerjisinden	enɛrʒisɪndˈæn
seslendirilmiştir	sɛslændiɾɪlmˈɪʃtɪr
Azerbaycanlı	azɛrbajd͡ʒanɫˈɯ
Asur	asˈʊr
nca	nd͡ʒˈa
Goldstein	ɡɔɫdsteˈɪn
erdirmiştir	ɛrdɪrmˈɪʃtɪr
Ressam	rˈɛssam
reçel	ret͡ʃˈæl
Baysal	bajsˈaɫ
sürdürülebilir	sørdyɾylebilˈɪr
Borç	bˈɔrt͡ʃ
konsolos	kɔnsoɫˈɔs
transferine	transfeɾinˈɛ
kapandığı	kapandɯɯˈɯ
şoförü	ʃofœɾˈø
oğludur	oːɫˈudʊr
atası	atasˈɯ
nesnelerde	nɛsnelɛrdˈɛ
başsağlığı	baʃsaːɫɯɯˈɯ
başvurunun	baʃvuɾunˈʊn
köşeleri	kœʃeleɾˈɪ
besledi	bˈɛsledɪ
kulenin	kˈulenɪn
yaratılmasına	jaɾatɯɫmasɯnˈa
bırakılınca	bɯɾakɯɫɯnd͡ʒˈa
bozulmuştur	bozʊɫmˈʊʃtʊr
kütüphanede	kytøphanedˈɛ
getirmekten	ɟetɪrmɛktˈæn
skoru	skoɾˈʊ
kanton	kantˈɔn
görülünce	ɟœɾylˈønd͡ʒɛ
kullanmasıyla	kʊɫɫanmasˈɯjɫa
düzenlenmesi	dyzænlænmesˈɪ
momentler	momæntlˈɛr
karakteridir	kaɾakteɾˈidɪr
aletlerle	alɛtlˈɛrlɛ
incir	ɪnd͡ʒˈɪr
Kursk	kˈʊrsk
Ladder	ɫadːˈɛr
gizlenmesi	ɟɪzlænmesˈɪ
çarlık	t͡ʃarɫˈɯk
çev	t͡ʃˈɛv
Haddad	hadːˈad
düşmanları	døʃmanɫaɾˈɯ
belirtilmişti	belɪrtɪlmɪʃtˈɪ
mahsulü	mahsulˈø
Toto	totˈɔ
porselen	pɔrselˈæn
oynadığı	ɔjnadɯɯˈɯ
araştırmalarından	aɾaʃtɯrmaɫaɾɯndˈan
belirtir	belɪrtˈɪr
etiket	etikˈɛt
sözleşmeli	sœzlˈɛʃmelɪ
savaşçıları	savaʃt͡ʃɯɫaɾˈɯ
Tenisi	tenisˈɪ
Yam	jˈam
yakıt	jakˈɯt
Juran	ʒuɾˈan
saydı	sajdˈɯ
akademisyen	akademɪsjˈæn
zorlamaktadır	zɔrɫamaktˈadɯr
hikayesini	hikajesinˈɪ
Kısmi	kɯsmˈɪ
Motorize	motˈoɾizɛ
destekleme	dɛstˈɛklemɛ
vermemek	vɛrmemˈɛk
yapmadım	jˈapmadɯm
Idaho	ɯdahˈɔ
amiri	amiɾˈɪ
kodlu	kɔdɫˈʊ
DNA	dnˈa
iade	iadˈɛ
helyum	hˈæljʊm
Ligue	liɡuˈɛ
yazları	jazɫaɾˈɯ
taburunun	tabuɾunˈʊn
üzgün	øzɡˈøn
maddelerle	madːelˈɛrlɛ
Rue	ruˈɛ
üçgen	øt͡ʃɟˈæn
denildiği	denɪldijˈɪ
Sözlükte	sœzløktˈɛ
tahsisi	tahsisˈɪ
tamamlamak	tamamɫamˈak
Kızkardeşi	kɯzkardeʃˈɪ
hayırlı	hajɯrɫˈɯ
saklama	sˈakɫama
biçimlerde	bit͡ʃɪmlɛrdˈɛ
Kafatasının	kafatasɯnˈɯn
Gürses	ɟørsˈɛs
sokaklarında	sokakɫaɾɯndˈa
içten	ɪt͡ʃtˈæn
yaya	jajˈa
davulun	davuɫˈʊn
sevgilisiyle	sɛvɟilisˈɪjlɛ
taşlarını	taʃɫaɾɯnˈɯ
elementlerin	elemæntleɾˈɪn
sınırlarda	sɯnɯrɫardˈa
esinlenerek	esɪnleneɾˈɛk
öğrenmesi	œːɾænmesˈɪ
cezasından	d͡ʒezasɯndˈan
döşenmiştir	dœʃænmˈɪʃtɪr
çıkartılmıştı	t͡ʃɯkartɯɫmɯʃtˈɯ
Bessie	bɛssiˈɛ
senaryosunun	senarjosunˈʊn
Müsteşarı	møsteʃaɾˈɯ
İlçeye	ˈɪlt͡ʃɛjɛ
Mahoney	mahonˈɛj
ülkesinin	ølkesinˈɪn
Çağdan	t͡ʃaːdˈan
villa	vˈɪlɫa
sızıp	sɯzˈɯp
isimlendirilen	isɪmlændiɾilˈæn
turlarına	tʊrɫaɾɯnˈa
gemisiydi	ɟemisɪjdˈɪ
senatörlerin	senatœrleɾˈɪn
Yağmur	jaːmˈʊr
ettiğimiz	etːˈijimɪz
dizidir	dizˈidɪr
ürünleriyle	yɾønleɾˈɪjlɛ
kaçmasına	kat͡ʃmasɯnˈa
engizisyon	ænɟizɪsjˈɔn
noktalarda	nɔktaɫardˈa
atomdan	atɔmdˈan
Connor	d͡ʒɔnnˈɔr
Donnie	dɔnniˈɛ
Dunkerque	dʊnkɛrkuˈɛ
kurmalarına	kʊrmaɫaɾɯnˈa
Evrim	ˈɛvrɪm
çatışmanın	t͡ʃatˈɯʃmanɯn
Solist	solˈɪst
Yapılacak	japɯɫad͡ʒˈak
Gözler	ɟœzlˈɛr
Komutanları	komutanɫaɾˈɯ
madenlere	madænleɾˈɛ
katlanır	katɫanˈɯr
Niels	niˈæls
Maçtan	mat͡ʃtˈan
endişelerini	ændiʃeleɾinˈɪ
sahneler	sahnelˈɛr
kaldırma	kˈaɫdɯrma
takribi	takribˈɪ
yetişti	jetɪʃtˈɪ
öğrenmesine	œːɾænmesinˈɛ
tarzı	tarzˈɯ
Hareket	haɾekˈɛt
yaldızlı	jˈaɫdɯzɫɯ
kürek	kyɾˈɛk
oluşmasında	oɫʊʃmasɯndˈa
birbiri	bɪrbiɾˈɪ
Anadolu	anadoɫˈʊ
dağınık	daːɯnˈɯk
tarafındadır	taɾafɯndˈadɯr
Nepal	nepˈaɫ
vazgeçmiştir	vazɟɛt͡ʃmˈɪʃtɪr
Commander	d͡ʒɔmmandˈɛr
yüzünün	jyzynˈøn
alakasız	aɫakˈasɯz
animasyonlu	animasjɔnɫˈʊ
dizisi	dizisˈɪ
verilmesinden	veɾɪlmesɪndˈæn
verilmeyen	veɾɪlmejˈæn
bilenlerin	bilænleɾˈɪn
depremler	dɛpræmlˈɛr
katmanlı	katmanɫˈɯ
yöntemle	jœntˈæmlɛ
Rae	raˈɛ
Kumkale	kʊmkˈalɛ
kıraat	kɯɾaˈat
Beatriz	beˈatrɪz
federasyon	fedeɾasjˈɔn
lepton	lɛptˈɔn
Kalıcı	kaɫɯd͡ʒˈɯ
politikayla	politikˈajɫa
çizelge	t͡ʃizælɡˈɛ
dikilerek	dikileɾˈɛk
geçerken	ɟet͡ʃˈɛrcæn
eşlerinden	ɛʃleɾɪndˈæn
dilbilimi	dɪlbˈilimɪ
hazırlattı	hazɯrɫatːˈɯ
kurala	kˈuɾaɫa
yönetim	jœnˈetɪm
devinim	devˈinɪm
Herat	heɾˈat
etkiyi	ɛtkijˈɪ
yetkililerinin	jɛtkilileɾinˈɪn
hamurdan	hamʊrdˈan
ortalıktan	ɔrtaɫɯktˈan
tutumun	tˈutumʊn
protokolünün	protokolynˈøn
elemanlarıyla	elemanɫaɾˈɯjɫa
Emmett	æmmˈɛtː
mimarisindeki	mimaɾisɪndekˈɪ
salınımına	saɫɯnɯmɯnˈa
getirilmesidir	ɟetiɾɪlmesˈidɪr
şeytani	ʃɛjtanˈɪ
müşterilerin	møʃteɾileɾˈɪn
liberalizmi	libeɾalɪzmˈɪ
barda	bardˈa
incelendiğinde	ɪnd͡ʒelændijɪndˈɛ
cenazesini	d͡ʒenazesinˈɪ
ipe	ipˈɛ
bulutların	buɫʊtɫaɾˈɯn
Şark	ʃˈark
halklara	haɫkɫaɾˈa
kartına	kartɯnˈa
sıklığını	sɯkɫɯɯɯnˈɯ
Nagumo	naɡumˈɔ
hakkın	hakːˈɯn
şövalyelik	ʃœvaɫjelˈɪk
Karanfil	kaɾanfˈɪl
Ateşten	atɛʃtˈæn
düşmez	døʃmˈɛz
düşüncelere	dyʃønd͡ʒeleɾˈɛ
Fucking	fʊd͡ʒkˈɪnɡ
Aedular	aeduɫˈar
politikalarında	politikaɫaɾɯndˈa
odaklanabilir	odakɫanabilˈɪr
açıklanmasından	at͡ʃɯkɫanmasɯndˈan
dünyası	dønjasˈɯ
İstatistiksel	ɪstatɪstɪksˈæl
uygulanabilecek	ʊjɡuɫanabiled͡ʒˈɛk
kurulduğunu	kuɾʊɫduːnˈʊ
etiyle	etˈɪjlɛ
rafa	rafˈa
İsyanı	ɪsjanˈɯ
umuduyla	umudˈʊjɫa
kurumlarından	kuɾʊmɫaɾɯndˈan
buluşup	buɫuʃˈʊp
Atık	atˈɯk
kala	kˈaɫa
hatlara	hatɫaɾˈa
yaylada	jˈajɫada
öldüğüne	œldyːnˈɛ
çıkık	t͡ʃɯkˈɯk
evliliğinden	ɛvlilijɪndˈæn
suikast	suikˈast
gardiyanların	ɡardijanɫaɾˈɯn
elektrikle	elɛktrˈɪklɛ
toksin	tɔksˈɪn
hobileri	hobileɾˈɪ
kritikleri	kritɪkleɾˈɪ
etkileyici	ɛtkilejid͡ʒˈɪ
dizin	dizˈɪn
İstatistikler	ɪstatɪstɪklˈɛr
sığır	sɯɯˈɯr
laboratuvarının	ɫaboɾatuvaɾɯnˈɯn
betimleme	betˈɪmlemɛ
Sinir	sinˈɪr
ateşli	atɛʃlˈɪ
vadilerin	vadileɾˈɪn
Meşe	meʃˈɛ
gemilerde	ɟemilɛrdˈɛ
Body	bˈɔdj
kütlesiz	køtlˈesɪz
karışıp	kaɾɯʃˈɯp
plağa	pɫˈaː
Rabinik	rabinˈɪk
vekilleri	vekɪlleɾˈɪ
kamerasını	kameɾasɯnˈɯ
bestesini	bɛstesinˈɪ
çekeceği	t͡ʃeked͡ʒejˈɪ
yatırımın	jatˈɯɾɯmɯn
maksadı	mˈaksadɯ
Not	nˈɔt
turizmde	tuɾɪzmdˈɛ
parmağına	parmaːɯnˈa
olmalıydı	ɔɫmaɫɯjdˈɯ
Tamara	tamaɾˈa
edebiyatında	edebijatɯndˈa
böceğin	bœd͡ʒejˈɪn
kıtalardan	kɯtaɫardˈan
kariyerini	kaɾijeɾinˈɪ
kuşağının	kuʃaːɯnˈɯn
bugünde	buɟøndˈɛ
Melisande	melˈisandɛ
fonksiyonunun	fɔnksijonunˈʊn
itilir	itilˈɪr
Bülteni	bøltenˈɪ
kaydeder	kajdedˈɛr
Gheorghe	ɡheɔrɡhˈɛ
addedilen	adːedilˈæn
zekası	zekasˈɯ
kâğıtla	kaːˈɯtɫa
sezonda	sezɔndˈa
Osiris	osiɾˈɪs
üretildikten	yɾetɪldɪktˈæn
sağın	saːˈɯn
şikayetlerini	ʃikajɛtleɾinˈɪ
Güzelyalı	ɟyzæljaɫˈɯ
nakış	nakˈɯʃ
Around	aɾoˈʊnd
dayandırmaktadır	dajandɯrmaktˈadɯr
yorumlayan	joɾʊmɫajˈan
Benetton	benetːˈɔn
hazırlamakta	hazɯrɫamaktˈa
oluşturan	oɫʊʃtuɾˈan
yakınlarda	jakɯnɫardˈa
Zeliş	zelˈɪʃ
toplayıcıları	tɔpɫajɯd͡ʒɯɫaɾˈɯ
açıyordu	at͡ʃˈɯjɔrdʊ
kesesinin	kesesinˈɪn
çağlar	t͡ʃaːɫˈar
gelişmelerin	ɟelɪʃmeleɾˈɪn
Yanık	janˈɯk
aktive	aktivˈɛ
okumaktan	okumaktˈan
ateşe	ateʃˈɛ
tuğla	tˈuːɫa
fenomenleri	fenomænleɾˈɪ
Epir	epˈɪr
bildi	bɪldˈɪ
tarayıcılar	taɾajɯd͡ʒɯɫˈar
seçimin	sˈet͡ʃimɪn
şoke	ʃokˈɛ
yaptılar	japtɯɫˈar
planlar	pɫanɫˈar
kapsamının	kapsamɯnˈɯn
gitmemesi	ɟɪtmemesˈɪ
metinlerde	metɪnlɛrdˈɛ
dükkanı	dykːanˈɯ
lezyonları	lɛzjɔnɫaɾˈɯ
seyahatinin	sejahatinˈɪn
Bakış	bakˈɯʃ
Garnett	ɡarnˈɛtː
müsabakalara	mysabakaɫaɾˈa
içerebilir	it͡ʃeɾebilˈɪr
girişimdi	ɟiɾˈiʃɪmdɪ
tavşanlar	tavʃanɫˈar
penaltılarla	penaɫtɯɫˈarɫa
koyun	kojˈʊn
sevgiyle	sɛvɟˈɪjlɛ
ulaşılabilir	uɫaʃɯɫabilˈɪr
arandığı	aɾandɯɯˈɯ
yakınları	jakɯnɫaɾˈɯ
tereyağlı	teɾejaːɫˈɯ
Osmanoğlu	ɔsmanoːɫˈʊ
çukurluk	t͡ʃukʊrɫˈʊk
tarihçidir	taɾɪht͡ʃˈidɪr
tag	tˈaɡ
tasarımdan	tasˈaɾɯmdan
tanrıları	tanrɯɫaɾˈɯ
değerlendirdi	dejɛrlˈændɪrdɪ
Buluşma	buɫˈʊʃma
yararları	jaɾarɫaɾˈɯ
ppm	pˌɛpˌɛmˈɛ
Crips	d͡ʒrˈɪps
Direktörlüğü	diɾɛktœrlˈøː
Asistanı	asɪstanˈɯ
Tarkovsky	tarkˈɔvskj
edilmeyen	edɪlmejˈæn
aygır	ajɡˈɯr
konuşlandırılmıştır	konʊʃɫandɯɾɯɫmˈɯʃtɯr
anlatıları	anɫatɯɫaɾˈɯ
Valiliği	valilijˈɪ
varabilir	vaɾabilˈɪr
mikrofon	mɪkrofˈɔn
kadastro	kadastrˈɔ
markadır	markˈadɯr
dönüştürülmesiyle	dœnøʃtyɾølmesˈɪjlɛ
alayı	ˈaɫajɯ
kalıpta	kaɫɯptˈa
caddedir	d͡ʒadːˈedɪr
yaklaşımla	jakɫˈaʃɯmɫa
listeleyen	lɪstelejˈæn
Bregenz	breɟˈænz
Acil	ad͡ʒˈɪl
düzlükleri	døzløkleɾˈɪ
deniyordu	denˈijɔrdʊ
filosundan	fiɫosʊndˈan
çoğalmasını	t͡ʃoːaɫmasɯnˈɯ
cevaben	d͡ʒevabˈæn
IOC	ɯˈɔd͡ʒ
penisi	penisˈɪ
CH	d͡ʒˌɛhˈɛ
Rosemary	rosemˈarj
koşullu	koʃʊɫɫˈʊ
papaya	papajˈa
nezdinde	nɛzdɪndˈɛ
popülasyonu	popyɫasjonˈʊ
Guard	ɡuˈard
Commission	d͡ʒɔmmɪssiˈɔn
vermiyor	vɛrmˈijɔr
yönelime	jœnelˈimɛ
hakemler	hakæmlˈɛr
TV	tˌɛvˈɛ
sevkiyat	sɛvkijˈat
sistemindeki	sɪstemɪndekˈɪ
fazlaca	fazɫad͡ʒˈa
hammaddenin	hammadːenˈɪn
haritaları	haɾitaɫaɾˈɯ
Güle	ɟˈylɛ
şiiri	ʃiiɾˈɪ
Royale	rojˈalɛ
soruları	soɾuɫaɾˈɯ
dosyayı	dɔsjajˈɯ
değirmenleri	dejɪrmænleɾˈɪ
adlandırılmışlardır	adɫandɯɾɯɫmɯʃɫˈardɯr
dayanmaktaydı	dajanmaktajdˈɯ
anlaşamaz	anɫaʃamˈaz
keyfi	kɛjfˈɪ
reformlar	refɔrmɫˈar
geçirdiğinde	ɟet͡ʃɪrdijɪndˈɛ
eklentisi	ɛklæntisˈɪ
Deleuze	delˈeuzɛ
giyilen	ɟijilˈæn
kanserinin	kanseɾinˈɪn
elmas	ælmˈas
sürükledi	syɾˈøkledɪ
yerleştirmiştir	jɛrlɛʃtɪrmˈɪʃtɪr
uğradılar	ˈuːɾadɯɫar
Against	aɡaˈɪnst
sistemlerine	sɪstæmleɾinˈɛ
kullanılıyorsa	kʊɫɫanɯɫˈɯjɔrsa
çağlarından	t͡ʃaːɫaɾɯndˈan
Uzmanlar	ʊzmanɫˈar
efendileri	efændileɾˈɪ
tamamlanması	tamamɫanmasˈɯ
Kitty	kˈɪtːj
davranışla	davranˈɯʃɫa
trans	trˈans
uzaklığını	uzakɫɯɯɯnˈɯ
bombalanması	bɔmbaɫanmasˈɯ
belirtilmemiştir	belɪrtɪlmemˈɪʃtɪr
Karakoyunlu	kaɾakojʊnɫˈʊ
vakayı	vakajˈɯ
içenler	it͡ʃænlˈɛr
gerçekleşen	ɟɛrt͡ʃɛkleʃˈæn
özelde	œzældˈɛ
bağıran	baːɯɾˈan
toprakların	tɔprakɫaɾˈɯn
sıkıntısına	sɯkɯntɯsɯnˈa
protestoculara	protɛstod͡ʒuɫaɾˈa
boyuttan	bojutːˈan
çalışmasıdır	t͡ʃaɫɯʃmasˈɯdɯr
hırsızlığı	hɯrsɯzɫɯɯˈɯ
geliş	ɟelˈɪʃ
notanın	notanˈɯn
satışından	satɯʃɯndˈan
dağılmıştır	daːɯɫmˈɯʃtɯr
böylesine	bœjlesinˈɛ
Kruşçev	krʊʃt͡ʃˈɛv
şeker	ʃekˈɛr
doğrulanmıştır	doːɾuɫanmˈɯʃtɯr
konukları	konʊkɫaɾˈɯ
bırakılan	bɯɾakɯɫˈan
tablası	tabɫasˈɯ
içilmesi	it͡ʃɪlmesˈɪ
dönüşümünün	dœnyʃymynˈøn
Duru	duɾˈʊ
olgunlaşma	ɔɫɡʊnɫˈaʃma
şarjör	ʃarʒˈœr
toplanmasına	tɔpɫanmasɯnˈa
nur	nˈʊr
politikacılara	politikad͡ʒɯɫaɾˈa
düşmanıdır	døʃmanˈɯdɯr
civarı	d͡ʒivaɾˈɯ
paslı	pasɫˈɯ
Johansson	ʒohanssˈɔn
Deliorman	deliɔrmˈan
enerjiye	enɛrʒijˈɛ
Ortodoks	ɔrtodˈɔks
Samuil	samuˈɪl
aşamasındaydı	aʃamasɯndajdˈɯ
kitapçıda	kitapt͡ʃɯdˈa
ikilinin	ikilinˈɪn
lardan	ɫardˈan
cümlenin	d͡ʒˈømlenɪn
materyalleri	matɛrjaɫleɾˈɪ
anılsa	anˈɯɫsa
iklimini	ɪkliminˈɪ
birikmesini	biɾɪkmesinˈɪ
Much	mˈʊd͡ʒh
Umumiye	umumijˈɛ
görevlendirilmiş	ɟœɾɛvlændiɾɪlmˈɪʃ
muhafızlarını	muhafɯzɫaɾɯnˈɯ
Sağlam	saːɫˈam
videoları	videoɫaɾˈɯ
dizildi	dizɪldˈɪ
seçildikten	set͡ʃɪldɪktˈæn
profesörüydü	profesœɾøjdˈø
atmasını	atmasɯnˈɯ
ilişkilerini	ilɪʃkileɾinˈɪ
kaynaklardaki	kajnakɫardakˈɪ
Eskiköy	ɛskikˈœj
tekerleği	tekɛrlejˈɪ
prestiji	prɛstiʒˈɪ
seneden	senedˈæn
bırakabilir	bɯɾakabilˈɪr
İçerdiği	it͡ʃɛrdijˈɪ
çabasının	t͡ʃabasɯnˈɯn
dergisinde	dɛrɟisɪndˈɛ
Fiziği	fizijˈɪ
Camille	d͡ʒamˈɪllɛ
Os	ˈɔs
bombalanmıştır	bɔmbaɫanmˈɯʃtɯr
söylediğim	sœjledˈijɪm
teleskopla	telɛskˈɔpɫa
bahsedilebilir	bahsedilebilˈɪr
Rosen	rˈosæn
Takma	tˈakma
danışmanlık	danɯʃmanɫˈɯk
haftadan	haftadˈan
Muzaffer	muzaffˈɛr
bedenleri	bedænleɾˈɪ
yazmasıdır	jazmasˈɯdɯr
kapılarından	kapɯɫaɾɯndˈan
öldürdüğünde	œldørdøːndˈɛ
devrilmesi	dɛvrɪlmesˈɪ
aşağıdan	aʃaːɯdˈan
başvurulması	baʃvuɾʊɫmasˈɯ
Rush	rˈʊsh
Nusret	nʊsrˈɛt
Erkeğin	ɛrkejˈɪn
alfabetik	aɫfabetˈɪk
sunuldu	sunʊɫdˈʊ
azılar	azɯɫˈar
Muhteşem	mʊhteʃˈæm
vuruşlarına	vuɾʊʃɫaɾɯnˈa
malt	mˈaɫt
kenarlarına	kenarɫaɾɯnˈa
kazalarda	kazaɫardˈa
Remix	remˈɪks
bölgelerdir	bœlɟelˈɛrdɪr
Merv	mˈɛrv
koordinatlarını	koɔrdinatɫaɾɯnˈɯ
Cali	d͡ʒalˈɪ
Darkness	darknˈɛss
yayımlanır	jajɯmɫanˈɯr
seyrettiği	sɛjretːijˈɪ
AIDS	aˈɯds
Waze	wazˈɛ
başlangıcıydı	baʃɫanɡɯd͡ʒɯjdˈɯ
edileceğini	ediled͡ʒejinˈɪ
geçirilmesine	ɟet͡ʃiɾɪlmesinˈɛ
Crisis	d͡ʒrisˈɪs
düştü	døʃtˈø
nehirler	nehɪrlˈɛr
katmanına	katmanɯnˈa
öntanımlı	œntˈanɯmɫɯ
Sovyetlere	sɔvjɛtleɾˈɛ
başkentliğini	baʃkæntlijinˈɪ
değişmeler	dejˈɪʃmelɛr
anayasada	anajˈasada
Bakteriler	bakteɾilˈɛr
öğelerine	œːeleɾinˈɛ
Görgü	ɟœrɡˈø
dinozorların	dinozɔrɫaɾˈɯn
Challenger	d͡ʒhaɫlænɟˈɛr
götürmesini	ɟœtørmesinˈɪ
Hemingway	hemɪnɡwˈaj
baslar	basɫˈar
öğrenciyi	œːɾænd͡ʒijˈɪ
