flodau	vloːdai̯
clodwiw	klɔdwɪu̯
nail	nai̯l
crewyr	krɛu̯ɪr
tenantiaid	tɛnantjai̯d
achwynydd	aχʊi̯njɪð
selerau	sɛleːrɛ
elltydd	ɛɬdɪð
berfau	bɛrvai̯
amddiffyn	amðɪfɪn
tâp masgio	taːpmasɡjɔ
carchar	karχar
iesu	jɛsi
meddwl	meːðʊl
gwyar	ɡʊi̯ar
prysglwyni	prəsɡlʊi̯ni
unwaith	ɪnwai̯θ
pluen eira	pliɛnei̯ra
wybodaeth	wəboːdɛθ
baned	baːnɛd
grist	ɡrɪst
machgenyn	maχɡɛnɪn
cyntefin	kəntɛvɪn
trigain	trɪɡai̯n
disgybl	dɪsɡɪbl
taid	tai̯d
syth	siːθ
cynnar	kɪnar
heddwch	heːðʊχ
gafael	ɡavai̯l
awyrgylchoedd	au̯ərɡəlχɔi̯ð
adleisiau	adlei̯ʃai̯
gair	ɡai̯r
dysglaid	dɪsɡlai̯d
masgau	masɡai̯
ngardd	ŋarð
pencampwr	pɛŋkampʊr
rhwydwaith	r̥ʊi̯dwɛθ
'y	ə
ferdis	vɛrdɪs
chain	χai̯n
telyn deires	teːlɪndei̯rɛs
glöyn	ɡlɔɪn
celen	kɛlɛn
eirin gwlanog	ei̯rɪŋɡwlaːnɔɡ
toddf	tɔðv
hydrefau	hədreːvai̯
crwban	krʊban
wyres	ʊi̯rɛs
marnau	marnai̯
gwasanaeth	ɡwasanɛθ
wystl	wɪsdl
aberaeron	abɛrei̯rɔn
brasterog	brasdɛrɔɡ
hollti	hɔɬdi
gymedrolwr	ɡəmɛdroːlʊr
sèd	zɛd
tryweli	trəu̯ɛli
gweinidog	ɡwei̯niːdɔɡ
bachau	baːχai̯
conwydden	kɔnwɪðɛn
oedolion	ɔi̯dɔljɔn
cachet	kaχɛt
mynachaeth	mənaχɛθ
dodi	doːdi
menig	mɛnɪɡ
peiriant llungopïo	pei̯rjantɬiːŋɡɔpiːɔ
ystifflog	əsdɪflɔɡ
cywyddau	kəwəðɛ
rhwyg	r̥ʊi̯ɡ
gest	ɡɛst
nhatws	n̥atʊs
defnyddio	dɛvnəðjɔ
ddalen	ðalɛn
ymateb	əmatɛb
chyfarfod	χwarvɔd
huno	hiːnɔ
conwy	kɔnʊi̯
gwerthu	ɡwɛrθi
cachu	kaχi
byddarol	bəðarɔl
degfed	dɛɡvɛd
talwch	taːlʊχ
crynwr	krənʊr
siomau	ʃɔmɛ
dadleuol	dadlei̯ɔl
llai	ɬai̯
nglanaf	ŋlana
creision ŷd	krei̯sjɔniːd
cynnydd	kənɪð
paradwys	paradʊi̯s
llusen america	ɬɪsɛnamɛrɪka
anner	anɛr
trefor	trɛvɔr
ffêr	feːr
lluddias	ɬɪðjas
sut wyt ti	sɪtʊi̯ttiː
cusan	kɪsan
mwsogla	mʊsɔɡla
cyflwyno	kəvlʊi̯nɔ
nhrefydd	n̥reːvɪð
storïau	sdɔriːai̯
barbeciws	barbɛkɪu̯z
gwernog	ɡwɛrnɔɡ
cadwyn	kadʊi̯n
ogledd	ɔɡlɛð
ymerodraeth	əmɛrɔdrai̯θ
phum	fɪm
sêls	seːlz
talo	talɔ
beiddio	beiðjɔ
dali	dali
trafferthus	trafɛrθɪs
cana	kana
mhedol	m̥ɛdɔl
genedlaethol	ɡɛnɛdlei̯θɔl
heddluoedd	hɛðliɔi̯ð
map	map
boneddigesau	bɔnɛðɪɡɛsɛ
morwyn	mɔrʊi̯n
charwr	χarʊr
ynys manaw	ənɪsmaːnau̯
tost	tɔst
academïau	akadɛmiːɛ
cowyll	kɔu̯ɪɬ
olew olewydd	oːlɛu̯ɔlɛu̯ɪð
phaith	fai̯θ
llyfr	ɬɪvɪr
nos sadwrn	noːssaːdʊn
anifail	aniːvɛl
ymryson	əmrəsɔn
iselder	ɪʃɛldɛr
llaw	ɬau̯
llawfeddygon	ɬau̯vɛðəɡɔn
dwyt	dʊi̯t
dosbarthwyr	dɔsbarθwɪr
sêl	seːl
chegin	χɛɡɪn
undebau	ɪndɛbai̯
trydanwr	trədaːnʊr
cloen	klɔi̯n
cyfnewid	kəvnɛu̯ɪd
cachi	kaχi
chyrraedd	χərɛð
aberafan	abɛraːvan
canem	kanɛm
doit	dɔi̯t
gartre	ɡatrɛ
cysylltnod	kəsəɬdnɔd
ffensio	fɛnsjɔ
gachais	ɡaχai̯s
llanelli	ɬanɛɬi
chweched	ʍɛχɛd
cucumer	kɪkɪmɛr
colur	kɔlɪr
jac	dʒak
synnwyr	sənwɪr
dwg	duːɡ
wybodaeth	wɪbɔdai̯θ
llu	ɬiː
cydweithiwr	kiːdwei̯θjʊr
ngweddïo	ŋwɛðiːɔ
coleg	kɔlɛɡ
afallen	avaɬɛn
gwisg	ɡwɪʃɡ
deall	deːaɬ
gwerthwr	ɡwɛrθʊr
asid	asɪd
nghwrdd	ŋ̊ʊrð
gornestau	ɡɔrnɛsdɛ
byddi	bəði
technoleg gwybodaeth	tɛχnɔlɛɡɡwɪbɔdai̯θ
gordderchadon	ɡɔrðɛrχadɔn
chweched	χwɛχɛd
gwragedd	ɡraːɡɛð
heisteddfodau	hei̯sdɛðvoːdai̯
le	leː
pau	pai̯
talai	taːlai̯
cocsa	kɔksa
chymaint	χəmai̯nt
teisen gri	tei̯ʃɛŋɡriː
parc	park
adfero	advɛrɔ
bachwr	baːχʊr
mewnfodol	mɛu̯nvɔdɔl
nhegan	n̥ɛɡan
nhrwydded	n̥rʊi̯ðɛd
beirniadaeth	bei̯rnjadai̯θ
olaf	oːla
allforyn	aɬvoːrɪn
gartre	ɡətrɛ
cafodd	kavɔð
gochlas	ɡɔχlas
ngweithiwr	ŋwei̯θjʊr
i	iːðɔt
nest	neːsd
coed afalau	kɔi̯davalai̯
achwyniadau	aχʊi̯njadai̯
gaf	ɡaːv
bambŵ	bambuː
allforio	aɬvɔrjɔ
garnau	ɡarnɛ
dorsen	dɔrsɛn
'th	θ
haeddel	hei̯ðɛl
aifft	ai̯ft
cyfieithu	kəvjei̯θi
canais	kanai̯s
phabell	faːbɛɬ
pêl droed	peːldrɔi̯d
lyf	liːv
telais	teːlai̯s
rhodiwch	r̥ɔdjʊχ
fwthyn	vʊθɪn
celyn	kɛlɪn
rheolwr	r̥ɛoːlʊr
ffens	fɛns
bengwiniaid	bɛŋɡwɪnjai̯d
firws	vɪrʊs
nghymaint	ŋ̊əmai̯nt
gedy	ɡeːdi
rhesymol	r̥ɛsəmɔl
gwenyn meirch	ɡwɛnɪmmei̯rχ
ngwyched	ŋwəχɛd
adran	adran
anafai	anaːvai̯
tudalennau	tɪdalɛnai̯
medi	mɛdi
blodyn	blɔdɪn
ocsiynau	ɔkʃənɛ
cristnogaeth	krɪsdnɔɡai̯θ
cyfarwydd	kəvaːrʊi̯ð
hyn a'r llall	hɪnarɬaɬ
deiliaid	dei̯ljai̯d
chul	χiːl
ymrysonwr	əmrəsɔnʊr
mwthyn	mʊθɪn
lleianod	ɬei̯aːnɔd
llursod	ɬɪrsɔd
nghlybiau	ŋ̊ləbjai̯
cachen	kaχɛn
peirianwaith	pei̯rjanwai̯θ
santesau	santɛsɛ
maes	maːs
ngaeaf	ŋei̯av
ffrygydau	frəɡədai̯
cadwch	kaːdʊχ
fleiddiaid	vlei̯ðjɛd
trefor	treːvɔr
cynulleidfa	kənɪɬei̯dva
anghydsynio	aŋhɪdsənjɔ
wyll	ʊi̯ɬ
cwsmer	kʊsmɛr
tŷ bwyta	tiːbʊi̯ta
ergyd	ɛrɡɪd
nglasach	ŋlasaχ
cenhinen	kɛnhɪnɛn
ieithadur	jeiθadɪr
codau	koːdai̯
cath	kaːθ
môn	moːn
menyn	meːnɪn
detyd	dɛtɪd
siomedig	ʃɔmeːdɪɡ
nhewi	n̥ɛu̯i
gwybod	ɡʊbɔ
cyfiawnhad	kəvjau̯nhaːd
ffrainc	frai̯ŋk
gathod	ɡaθɔd
tawa	tau̯a
pedoli	pɛdɔli
teisennau	tei̯sɛnɛ
tawel	tau̯ɛl
cyhydnos yr hydref	kəhədnɔsərhədrɛv
anwybyddu	anwɪbəði
helbulus	hɛlbɪlɪs
roeddwn	rɔi̯ðɛn
didranc	dɪdraŋk
chael	χaːl
phyliau	fəljai̯
cymhlethdodau	kəmhlɛθdɔdɛ
faint o'r gloch	vai̯ntoːrɡloːχ
awydd	au̯ɪð
em	ɛm
neidio	nei̯djɔ
anghyflogaeth	aŋhəvlɔɡai̯θ
cenhinen bedr	kɛnhiːnɛmbɛdr
talom	taːlɔm
gylfinau	ɡəlvɪnɛ
nos iau	nɔsjai̯
petryalau	pɛtriaːlɛ
dorra	dɔra
neges	neːɡɛs
trawstrefa	trau̯sdreːva
chaf	χaːv
lifftiau	lɪfdjɛ
cythreuliaid	kəθrei̯ljai̯d
hawl	hau̯l
brochion	brɔχjɔn
albwm	albʊm
colur	koːlɪr
caws	kau̯s
diwethaf	dwɛθa
campwr	kampʊr
trydanwyr	trədanwɪr
peiriannau llungopïo	pei̯rjanɛɬiːŋɡɔpiːɔ
got law	ɡɔtlau̯
brig y nos	briːɡənoːs
pasiaf	pasjav
teipiadur	tei̯padɪr
be'	beː
traethawd	trei̯θau̯d
esgaladur	ɛsɡalaːdɪr
peren	peːrɛn
banana	banaːna
goleuadau	ɡɔlei̯aːdai̯
ffwng	fʊŋ
rhaidd	r̥ai̯ð
marchgacwn	marχɡakʊn
gymedrolwr	ɡəmɛdrɔlʊr
corwg	koːrʊɡ
crwth	kruːθ
achydd	aːχɪð
ymladdwr	əmlaːðʊr
hogen	hɔɡɛn
homan	hɔman
frain	vrai̯n
rhafnwydd	r̥avnwɪð
peiriannau llungopïo	pei̯rjanai̯ɬɪŋɔpiːɔ
cacynen feirch	kakənɛnvei̯rχ
streic	sdrei̯k
gornest	ɡɔrnɛsd
genidol	ɡɛnɪdɔl
ysgubor	əsɡiːbɔr
angladdau	aŋlaðɛ
gwenllian	ɡwɛnɬiːan
credit	kreːdɪt
cach	kaːχ
'i	i̯
curo	kɪrɔ
anghytuno	aŋətɪnɔ
brawiau	brau̯jɛ
bresych	brɛsɪχ
allfudo	aɬviːdɔ
ffensiau	fɛnʃɛ
mhencampwriaeth	m̥ɛŋkampʊrjɛθ
sgwrs	sɡʊrs
dyddiadau	dəðjadɛ
seddi	seːði
ymrafael	əmraːvɛl
atseiniau	atsei̯njɛ
cwpan	kʊpan
argrafiadau	arɡrafjadɛ
cwrs	kʊrs
mynachlogydd	mənaχloːɡɪð
ffonioch	fɔnjɔχ
garai	ɡaːrai̯
dad	daːd
lân	laːn
tales	taːlɛs
rhod	r̥oːd
dychmygu	dəχməɡi
chyrraedd	χərað
wybodaeth	wəbɔdai̯θ
delysg	dɛlɪsɡ
rheolaidd	r̥ɛɔlɛð
cwta	kʊta
hagor	haːɡɔr
cwpanaid	kʊpaːnai̯d
siôn corn	ʃoːŋkɔrn
taran	taran
abadau	abadai̯
ryddhau	rəðhai̯
hygyrch	həɡɪrχ
ddolur	ðɔlɪr
berllan	bɛrɬan
gŵr	ɡuːr
ewro	ɛu̯rɔ
fechan	veːχan
printio	prɪntjɔ
olif	ɔlɪv
uwd	ɪu̯d
gellyg	ɡɛɬɪɡ
berw	bɛru
ffrengig	frɛŋɪɡ
deil	dei̯l
afal cariad	avalkarjad
pump ar hugain	pɪmparhɪɡɛn
wysg	ʊi̯sɡ
ngherddoriaeth	ŋ̊ɛrðɔrjai̯θ
debyg	deːbɪɡ
stopi	sdɔpi
bryngaer	brɪŋɡai̯r
chwe	ʍeː
chweugain	χwei̯ɡai̯n
nhŷ	n̥iː
daliadau	daljaːdai̯
dewr	dɛu̯r
ganai	ɡanai̯
ngeiriadurwyr	ŋei̯rjadɪrwɪr
carthen	karθɛn
bwyty	bʊi̯ti
lasgoch	lasɡɔχ
pedrsill	pɛdrsɪɬ
aderyn	deːrɪn
cyfundrefnol	kəvɪndrɛvnɔl
dydd sadwrn	dɪðsadʊrn
llwythau	ɬʊi̯θai̯
achlod	aχlɔd
croesffordd	krɔi̯sfɔrð
mislifol	mɪsliːvɔl
afu	aːvi
llong noa	ɬɔŋnoːa
bynnag	bənaɡ
boneddigesau	bɔnɛðɪɡɛsai̯
fwlfa	vʊlva
gynnar	ɡənar
ulai	iːlai̯
llysenw	ɬiːseːnu
nhalcen	n̥alkɛn
gwalch marth	ɡwalχmarθ
gaint	ɡai̯nt
lleianaidd	ɬei̯aːnɛð
gwregys	ɡwreːɡɪs
chalan	χalan
chdi	χdiː
arolygol	arɔləɡɔl
byddaru	bəðaːri
bysgota	bəsɡɔta
nigon	niːɡɔn
thelyn	θeːlɪn
arllwysaf	arɬʊi̯sa
ches	χeːs
hawlio	hau̯ljɔ
llnau	ɬnai̯
mewnrwyd	mɛu̯nrʊi̯d
söolegwr	soːɔleːɡʊr
syfl	sɪvl
twng	tʊŋ
cwbl	kʊbʊl
sefyllfaoedd	sɛvəɬvaːɔi̯ð
cyfun	kəvɪn
argraffydd	arɡrafɪð
bwch	buːχ
union	ɪnjɔn
adfyd	advɪd
teiars	tei̯ars
lwy	lʊi̯
gaffi	ɡafi
triongl	triːɔŋl
taranu	tarani
cymharu	kəmhaːri
sumbol	sɪmbɔl
llawer	ɬau̯ɛr
thaith	θai̯θ
nglân	ŋlaːn
traidd	trai̯ð
utgyrn	ɪtɡɪrn
gythraul	ɡəθrɛl
llafariaid	ɬavarjɛd
nghad	ŋ̊aːd
hunanynysu	hiːnanənəsi
muchudd	miːχɪð
arddelw	arðɛl
cwestiynau	kwɛsdjuːnɛ
cystadlaethau	kəsdadlei̯θai̯
sunthesis	sɪnθɛsɪs
talent	talɛnt
fur	viːr
ffonian	foːnjan
taradr	taradr
deugeiniau	dei̯ɡei̯njai̯
camsefyll	kamsɛvɪɬ
pedolwr	pɛdɔlʊr
chusanu	χɪsaːni
mela	meːla
dos	doːs
eiddgarwch	ei̯ðɡaːrʊχ
helpu	hɛlpi
ffraeo	friːɔ
crog	kroːɡ
sbageti	sbaɡɛti
cristnogol	krɪsdnɔɡɔl
acha	aχa
chaws	χau̯s
teli	teːli
phaned	fanɛd
nghaled	ŋ̊aːlɛd
thalent	θalɛnt
gwladfa	ɡwladva
gwyliedydd	ɡʊi̯ljeːdɪð
deildy	dei̯ldi
gwlana	ɡwlana
bachan	baːχan
ddelo	ðɛlɔ
talai	talai̯
sglodyn	sɡlɔdɪn
achubiaeth	aχɪbjɛθ
gruga	ɡrɪɡa
elont	eːlɔnt
ymdrafferthu	əmdrafɛrθi
trengholiadau	trɛŋhɔljadɛ
cari	kari
allo	aɬɔ
annog	anɔɡ
rhith	r̥iːθ
medren	mɛdrɛn
neuaddau	nei̯aðɛ
ymwelwr	əmwɛlʊr
lleidr	ɬei̯dɪr
bortiwgal	bɔrtjʊɡal
amryw	amrɪu̯
brwydro	brʊi̯drɔ
archebu	arχɛbi
theisen	θiːʃɛn
disgwyl	dɪʃɡʊi̯l
anrhydeddu	anrədɛði
desen	dɛsɛn
euthum	ei̯θɪm
chansen	χansɛn
rheoliadur	r̥ɛɔljaːdɪr
gwybodaeth	ɡwəbɔdai̯θ
genedigaeth	ɡɛnɛdɪɡɛθ
thro	θroː
gwall	ɡwaːɬ
technoleg gwybodaeth	tɛχnoːlɛɡɡwəboːdai̯θ
gwybodaeth	ɡwɪbɔdai̯θ
halen	haːlɛn
ydau	ədai̯
rhy	r̥iː
cwd	kuːd
dalit	daːlɪt
buddugoliaeth	bɪðɪɡɔljɛθ
sgriau	sɡriːɛ
nglas	ŋlaːs
gwsberis	ɡʊsbɛrɪs
llungopïwr	ɬɪŋɡɔpiːʊr
caem	kai̯m
oleuadau	ɔlei̯adɛ
gylfinau	ɡəlvɪnai̯
halen	halɛn
croglen	krɔɡlɛn
trefi	treːvi
wociau	wɔkjai̯
ciwdod	kɪu̯dɔd
dydd gwener	diːðɡweːnɛr
êl	eːl
chymru	χəmri
meddw	meːðu
nglanach	ŋlaːnaχ
traed	traːd
helyntion	hɛləntjɔn
diogel	djoːɡɛl
ngwybod	ŋʊi̯bɔd
lyfr	lɪvr
ofnadwy	ɔvnadu
ngoleuadau	ŋɔljadɛ
ficer	vɪkɛr
cymraes	kəmrai̯s
hyd	hiːd
saith	sai̯θ
hofran	hɔvran
geiriog	ɡei̯rjɔɡ
hafodau	havɔdai̯
awgrymog	au̯ɡrəmɔɡ
una	iːna
garent	ɡaːrɛnt
coed afalau	kɔi̯davalɛ
ifanc	ɪvaŋk
pedolau	pɛdɔlai̯
araf	aːrav
penfras	pɛnvras
protestaniaeth	prɔtɛsdanjɛθ
blwyddyn golau	blʊi̯ðɪnɡoːlɛ
cansai	kansɛ
ysgafnhau	əsɡavnhai̯
gwddf	ɡuːðu
taran	taːran
ngwinoedd	ŋwɪnɔi̯ð
plygiau	pləɡjai̯
eangderau	ɛaŋdeːrai̯
pengwiniaid	pɛŋɡwɪnjai̯d
aton	atɔn
gwalch y pysgod	ɡwalχəpəsɡɔd
cymro	kəmrɔ
iddynt	iːðɪnt
peli troed	peːlitrɔi̯d
cyhydnos y gwanwyn	kəhədnɔsəɡwanwɪn
dales	daːlɛs
paentiau	pei̯ntjɛ
coch	koːχ
chared	χarɛd
llysiau	ɬəsjɛ
marw	maru
cafas	kaːvas
cwmpawd	kʊmpau̯d
unid	ɪnɪd
rhedeg	r̥eːdɛɡ
llwrw	ɬʊru
cystadleuaeth	kəsdadlei̯ai̯θ
yn gymwys	əŋɡəmʊi̯s
unem	ɪnɛm
canai	kaːnai̯
rheolau	r̥ɛoːlɛ
unedau	ɪneːdai̯
eirinen	ei̯rɪnɛn
mehefin	mɛhɛvɪn
adeiladwaith	adei̯ladwɛθ
cesail	kɛsai̯l
laith	lai̯θ
hyn	hɪn
creder	krɛdɛr
rhyngrwyd	r̥əŋrʊi̯d
yfed	iːvɛd
cadair	kadai̯r
cristnogol	krɪsdnoːɡɔl
hechryd	hɛχrɪd
chanu	χani
eangfrydig	ɛaŋvrədɪɡ
agoraf	aɡoːrav
ânt	aːnt
ar dân	ardaːn
y tu ôl i	tioːli
wŷdd	wiːð
cerir	keːrɪr
dorrent	dɔrɛnt
ddau	ðai̯
cerdd	kɛrð
chest	χɛst
mag	maɡ
teli	tɛli
basio	baʃɔ
heulsaf	hei̯lsav
ceri	kɛri
anifail	aniːvai̯l
arholiadau	arhɔljaːdai̯
amod	amɔd
dro	droː
hinon	hɪnɔn
buddugwr	bɪðiːɡʊr
atgoffa	atɡɔfa
hafodau	havoːdai̯
nghyfarfod	ŋ̊əvarvɔd
adferiadwyr	advɛrjadəðwɪr
cwpla	kʊpla
diddordeb	dɪðɔrdɛb
ngolau	ŋɔlɛ
chachi	χaχi
cyfansymiau	kəvansəmjai̯
nwylo	nʊi̯lɔ
fa's	vaːs
ffôi	foːi̯
dde	ðeː
ymrysonydd	əmrəsɔnɪð
ngwledydd	ŋwleːdɪð
traeth	trai̯θ
nod	noːd
nghythraul	ŋ̊əθrai̯l
got	ɡɔt
ŷd	iːd
geiriau	ɡei̯rjɛ
clodfori	klɔdvoːri
aradr	aːradr
cyhydnos	kəhədnɔs
nghnau	ŋ̊nai̯
ngeni	ŋɛni
titr	tɪtr
ffenestri	fɛnɛsdri
twrf	tʊrv
diamod	diːaːmɔd
chythraul	χəθrɛl
sachell	saχɛɬ
cyfnodolion	kəvnɔdɔljɔn
deuddegfed	dɪðɛɡvɛd
brain	brai̯n
ddwywaith	ðʊi̯wai̯θ
fara	vara
tyn	tɪn
rheiddio	r̥eiðjɔ
cristnogaeth	krɪsdnoːɡɛθ
nadolig	nadɔlɪɡ
unai	iːnai̯
cotiau	kɔtjɛ
seibiau	sei̯bjai̯
sìl	sɪl
anobeithiau	anɔbei̯θjai̯
aller	aɬɛr
wybod	wɪbɔd
glybiau	ɡləbjai̯
ieithoedd	jei̯θɔi̯ð
ber	bɛr
cyfatebiaethau	kəvatɛbjei̯θai̯
habatiroedd	habatɪrɔi̯ð
bywiog	bɪu̯jɔɡ
caner	kanɛr
bôm	boːm
poster	pɔsdɛr
taro	taːrɔ
caer gwydion	kai̯rɡwɪdjɔn
pinc	pɪŋk
lladin	ɬaːdɪn
llungopïau	ɬɪŋɡɔpiːɛ
cynnes	kənɛs
loncian	lɔŋkjan
gwerddonau	ɡwɛrðoːnai̯
amgyffred	amɡəfrɛd
ymdrech	əmdrɛχ
ddere	ðeːrɛ
canmoliaethau	kanmɔljei̯θai̯
clyfar	kləvar
siôn	ʃoːn
fflyd	fliːd
golau	ɡɔlai̯
berfau annherfynol	bɛrvɛanhɛrvənɔl
enillydd	ɛnɪɬɪð
cynt	kɪnt
ieithadur	jeiθaːdɪr
amlach	amlaχ
haddo	haːðɔ
lloegr	ɬɔi̯ɡr
gadd	ɡaːð
brasterog	brasdeːrɔɡ
pwyllgor	pʊi̯ɬɡɔr
hwyaid	hʊi̯ɛd
melin	meːlɪn
estrys	ɛsdrɪs
teisennau	tei̯ʃɛnai̯
chelyn	χɛlɪn
dost	dɔst
casnewydd	kasnɛu̯ɪð
adeiladwr	adei̯ladʊr
celai	kɛlai̯
safon	saːvɔn
sir	siːr
fordydd	vɔrdɪð
cartref	kartrɛ
adwaenir	adwei̯nɪr
pleidleisio	plei̯dlei̯ʃɔ
isel	ɪsɛl
pioden	pjɔdɛn
droed	drɔi̯d
carai	kaːrai̯
pry'r gannwyll	priːrɡanʊi̯ɬ
enillion	ɛnɪɬjɔn
lysiau	ləʃai̯
peiriannol	pei̯rjanɔl
cystal	kɪsdal
mhei	m̥ei
cydseiniol	kiːdsei̯jɔl
siwan	ʃuːan
cymedrol	kəmɛdrɔl
gwasanaeth	ɡwasaːnɛθ
wybodaeth	wɪboːdai̯θ
gwared	ɡwaːrɛd
llawfeddyg	ɬau̯veːðɪɡ
gweinyddiaethau	ɡwei̯nəðjei̯θɛ
farnau	varnɛ
chalan	χaːlan
odl	ɔdl
pumed	pɪmɛd
echdoe	ɛχðɔ
tydy	tədi
rhosyn	r̥ɔsɪn
pedwar ar bymtheg	pɛdwararbəmθɛɡ
trafferth	trafɛrθ
gwraidd	ɡwrai̯ð
diweithdra	dɪwei̯θdra
teimlad	tei̯mlad
aeth	aːθ
sodlau uchel	sɔdlɛiːχɛl
cosbau	kɔsbai̯
adleisiau	adlei̯ʃɛ
cewch	kɛu̯χ
achubol	aχiːbɔl
cen y coed	kɛnəkoːd
albanau	albaːnai̯
perthynas	pɛrθənas
galw	ɡaːlu
wyt	iːt
plethdorch	plɛθdɔrχ
gwymona	ɡʊi̯mɔna
jacs	dʒaks
dug	diːɡ
sylw	səlu
goed	ɡoːd
portiwgal	pɔrtɪu̯ɡal
tei	tei̯
pafán	pavan
bysellfwrdd	bəsɛɬvʊrð
llansamlet	ɬansamlɛt
nghymru	ŋ̊əmri
gaeafgysgu	ɡei̯avɡəsɡi
cymwys	kəmʊi̯s
hel	hɛl
caniau	kanjai̯
llythrennau	ɬəθrɛnɛ
ngeiriadurwr	ŋei̯rjadɪrʊr
lysenw	lɪseːnu
argraffiadaeth	arɡrafjadai̯θ
naet	nai̯t
ryfelwyr	rəvɛlwɪr
safon	savɔn
phethau	fɛθai̯
aelod cynulliad	ei̯lɔdkənɪɬjad
bwyd	bʊi̯d
credi	krɛdi
ydy	ədi
snwcer	snʊkɛr
adarydd	adarɪð
bleidleisio	blei̯dlei̯ʃɔ
saethyddiaeth	sei̯θəðjɛθ
tegan	tɛɡan
henghraifft	hɛŋ̊rɛfd
hachos	haχɔs
glywed	ɡlɪu̯ɛd
paned	panɛd
dyfrdwy	dəvrdʊi̯
arholiadau	arhɔljadai̯
cyfryngiadau	kəvrəŋjadai̯
adenedigaethau	adɛnɛdɪɡei̯θɛ
berthynas	bɛrθənas
gwregys	ɡwrɛɡɪs
datrys	datrɪs
nhalent	n̥aːlɛnt
amser	amsɛr
yn hyn o beth	ənhɪnɔbeːθ
milddail	milðai̯l
llith	ɬiːθ
nhâl	n̥aːl
barn	barn
brenin	breːnɪn
gwasanaeth	ɡwasaːnai̯θ
creisionen ŷd	krei̯sjɔnɛniːd
debyg	dɛbɪɡ
gwaywffon	ɡwei̯wfɔn
gylfin	ɡəlvɪn
tanau gwyllt	taːnai̯ɡwɪɬd
dolffin	dɔlfɪn
gwrthwynebydd	ɡʊrθwɪnɛbɪð
cyfatebiaeth	kəvatɛbjai̯θ
chad	χaːd
ddaear	ðei̯ar
diwrnod	dɪu̯rnɔd
arddaf	arðav
throednoeth	θrɔi̯dnɔi̯θ
leician	lɪkan
wely	weːli
enw	eːnu
tawn	tau̯n
'n	n
adfydau	advədɛ
unais	iːnai̯s
genweiriau	ɡɛnwei̯rjai̯
mhencampwriaeth	m̥ɛŋkampʊrjai̯θ
merlotwr	mɛrlɔtʊr
doniol	dɔnjɔl
tradwy	traːdʊi̯
mara	mara
rhedyn	r̥ɛdɪn
milwr	mɪlʊr
gwerinwr	ɡwɛriːnʊr
negeseua	nɛɡɛsei̯a
poeth	pɔi̯θ
gwyddel	ɡʊi̯ðɛl
addawa	aðau̯a
ffrwgwd	fruːɡʊd
ofer	ɔvɛr
dull	dɪɬ
gwddf	ɡʊðu
amlen	amlɛn
trenau	treːnɛ
dydd sadwrn	dɪðsaːdʊrn
phengwin	fɛŋɡwɪn
byddaru	bəðari
wythnos	ʊi̯θnɔs
adara	adara
nghaeredin	ŋ̊ai̯reːdɪn
mochyn	moːχɪn
gwennol	ɡwɛnɔl
gweriniaethau	ɡwɛrɪnjei̯θai̯
lwc	lʊk
heol	hɛu̯l
sesiynau	sɛʃənɛ
cyfrannog	kəvranɔɡ
puramid	pɪramɪd
cysgaf	kəsɡav
mellt	mɛɬd
habades	habadɛs
gynnwrf	ɡənʊrv
biti	bɪti
croesair	krɔi̯sai̯r
adfywio	advɪu̯jɔ
cares	karɛs
cafiar	kavjar
bildar	bɪldar
trwchus	truːχɪs
gwall	ɡwaɬ
rhwystr	r̥ʊi̯sdr
cennin sifi	kɛnhɪnɛnsiːvi
peniad	pɛnjad
ehedydd	ɛhɛdɪð
post	pɔsd
arfedd	arvɛð
cyflogwr	kəvlɔɡʊr
ngwybodaeth	ŋʊi̯boːdɛθ
hwythfed	hʊi̯θvɛd
gwrthiselydd	ɡʊrθɪsɛlɪð
fasen	sɛn
adwen	adwɛn
faneg	vanɛɡ
arolygydd	arɔləɡɪð
pasio	pasjɔ
anogaf	anoːɡa
torlan	tɔrlan
gweinyddion	ɡwei̯nəðjɔn
cacen	kakɛn
sebon	seːbɔn
llyfr	ɬəvɪr
adareg	adarɛɡ
cyẅres	kəuːrɛs
ymesyd	əmɛsɪd
cildwrn	kɪldʊrn
rheg	r̥eːɡ
nhelyn	n̥ɛlɪn
ebol	ɛbɔl
tyllau yn y wal	təɬɛənəwal
dyddio	dəðjɔ
diolchgarwch	diɔlχɡarʊχ
dydd gwener	dɪɡweːnɛr
ngair	ŋai̯r
caniatáu	kanjatai̯
coronafeirysau	kɔrɔnavei̯rəsɛ
charai	χarɛ
blwyddyn	blʊi̯ðɪn
academydd	akadɛmɪð
nofio	nɔvjɔ
chas	χaːs
lysiau	ləʃɛ
gynnar	ɡɪnar
bwa'r gwynt	buːarɡwɪnt
talais	taːlɛs
trawsenw	trau̯seːnu
adfeiliedig	advei̯ljɛdɪɡ
derbynfa	dɛrbənva
lleoli	ɬɛoːli
helbul	hɛlbɪl
trwydded	trʊi̯ðɛd
thali	θaːli
bryniau	brənjai̯
roedd	roːð
perseiniol	pɛrsei̯njɔl
epidemigau	ɛpɪdɛmɪɡɛ
rhwyfo	r̥ʊi̯vɔ
salm	salm
hir	hiːr
nghydbreswylwyr	ŋ̊iːdbrɛsʊi̯lwɪr
anifail	anɪvai̯l
dydy	dədi
phobloedd	fɔblɔi̯ð
