aktsom	ˈɑktsɔm
askebeger	ɑskəbeːgəɾ
medgjørligste	mədˈjøːɭɪkstə
uroligst	ʉˈɾuːlɪkst
seigst	sæɪkst
takknemligste	tɑkˈnɛmlɪkstə
grønnsak	gɾœnsɑːk
markedsføre	ˈmɑɾkədsføːɾə
feigst	fæɪgɪkst
bifil	ˈbiːfiːl
brystvorte	ˈbɾʏstʋʊʈə
akt	ɑkt
flo	fluː
robust	ɾʊˈbʉst
sende	ˈsɛnə
litteratur	lɪtəɾɑˈtʉːɾ
eterisk	ɛˈteːɾɪsk
rideskole	ɾiːdɛskʊlə
sengetøy	sɛŋətœj
festival	fɛstɪˈʋɑːl
plagsom	ˈplɑːksɔm
lidenskapelig	lɪdənˈskɑːpəlɪ
høyne	ˈhœjnə
rifle	ˈɾɪflə
stillferdigst	stɪlˈfæɖɪkst
disigst	ˈdiːsɪkst
bryst	bɾʏst
urensligste	ʉˈɾeːnʂɭɪkstə
ryggsekk	ɾʏksɛk
motstandsdyktigere	ˈmuːtstɑnsdʏktɪɾə
angsten	ˈɑŋstn̩
undersøke	ˈʉnəʂøːkə
hyppige	ˈhʏpɪə
revne	ˈɾɛʋnə
orgel	ˈɔɾgəl
støl	støːl
glissen	ˈglɪsən
helligste	ˈhɛlɪkstə
øye	ˈœjə
premie	ˈpɾeːmɪə
radio	ˈɾɑːdɪu
stusse	ˈstʉsə
anorakk	ɑnʊˈɾɑk
altså	ˈɑltsɔ
ekkel	ˈɛkəl
reservering	ɾɛsɛɾˈʋeːɾɪŋ
harselere	hɑʂəˈleːɾə
nevne	ˈnɛʋnə
tohundre	tuːhʉndɾə
fordra	fɔˈɖɾɑː
akte	ˈɑktə
kladde	ˈklɑdə
sprekke	ˈspɾɛkə
behersket	bəˈhæʂkət
avvæpne	ˈɑːʋeːpnə
starte	ˈstɑːʈə
flagre	ˈflɑgɾə
festligst	ˈfɛstlɪkst
vokse	ˈʋɔksə
integrere	ɪntəˈgɾeːɾə
kone	ˈkuːnə
yndige	ˈʏnɪə
kry	kɾyː
smidige	ˈsmiːdɪə
ensligste	ˈeːnʂɭɪkstə
mester	ˈmɛstəɾ
hvis	ʋɪs
sanitær	sɑnɪˈtæːɾ
saklig	ˈsɑːklɪ
nynne	ˈnʏnə
ønskeligere	ˈœnskəlɪɾə
le	leː
oppfostre	ˈɔpfʊstɾə
samle	ˈsɑmlə
omgjengeligst	ɔmˈjɛŋəlɪkst
lesbisk	ˈlɛsbɪsk
ansvarsløs	ˈɑnsʋɑːʂɭøːs
tam	tɑm
beklemt	bəˈklɛmt
skjoldete	ˈʂɔlətə
flytte	ˈflʏtə
nabo	ˈnɑːbu
tilbe	ˈtɪlbeː
momentan	mʊmənˈtɑːn
skjebnesvanger	ˈʂeːbnəsʋɑŋəɾ
gut	guːt
dagslys	ˈdɑkslyːs
nummerskilt	ˈnʊməʂɪlt
umerkelige	ʉˈmæɾkəlɪə
planlegge	ˈplɑːnlæɪə
strikkejakke	stɾɪkəjɑkə
verdi	ʋæˈɖiː
falleferdig	ˈfɑləfæːɖɪ
nevenyttigere	ˈneːʋənʏtɪɾə
voksne	ʋɔksnə
utålmodigere	ˈʉːtɔlmuːdɪɾə
synlige	ˈsyːnlɪə
vrenge	ˈʋɾɛŋə
skjellige	ˈʂɛlɪə
uutgrunneligere	ʉːʉtˈgɾʉnəlɪɾə
plikt	plɪkt
yrke	ˈʏɾkə
hauk	hæwk
psyke	ˈpsyːkə,ˈsyːkə
konstituere	kʊnstɪtʉˈeːɾə
umedgjørlige	ʉːmeːdˈjøːɭɪə
snurre	ˈsnʉɾə
halt	hɑlt
distrahere	dɪstɾɑˈheːɾə
tromme	ˈtɾʊmə
betong	ˈbɛtɔŋ
ensidige	ˈeːnsiːdɪə
utuktig	ʉːˈtʉktɪ
prima	ˈpɾiːmɑ
hikke	ˈhɪkə
sjampo	ˈʂɑmpu
gult	gʉːʈ
påpasselige	pɔˈpɑsəlɪə
erobre	æˈɾuːbɾə
konstruere	kʊnstɾʉˈeːɾə
denge	ˈdɛŋə
uenigere	ʉˈeːnɪɾə
myndigere	ˈmʏnɪɾə
nederlandsk	ˈneːdəɭɑnsk
ettertrykkelig	ɛtəˈʈɾʏkəlɪ
episk	ˈeːpɪsk
bidra	ˈbiːdɾɑː
lyst	lʏst
upåliteligste	ˈʉːpɔliːtəlɪkstə
skjelett	ʂəˈlɛt
troskyldigst	tɾʊˈʂʏldɪkst
kø	køː
ubøyelige	ʉˈbœjəlɪə
forstumme	fɔˈʂtʉmə
kostnad	ˈkɔstnɑːd
overse	ˈoːʋəʂeː
ømfintlige	œmˈfɪntlɪə
snau	snæʉ
strupe	ˈstɾʉːpə
klatre	ˈklɑtɾə
absurd	ɑpˈsʉɖ
telefonnummer	tɛlɛˈfuːnʊməɾ
legitim	ləgɪˈtiːm
ese	ˈeːsə
klimatisk	klɪˈmɑːtɪsk
underligste	ˈʉnəɭɪkstə
amper	ˈɑmpəɾ
slegge	ˈʂɭɛgə
vårdag	ˈʋoːɖɑːg
nyse	ˈnyːsə
lam	lɑm
bekjent	bəˈçɛnt
grønne bønner	gɾœnəbœnəɾ
resept	ɾɛˈsɛpt
brosjyre	bɾʊˈʂyːɾə
golfkølle	ˈgɔlfkœlə
mynt	mʏnt
pil	piːl
anstrenge	ˈɑnstɾɛŋə
synde	ˈsʏnə
nydeligere	ˈnyːdəlɪɾə
røntgen	ˈɾœntkən
øvelse	ˈøːʋəlsə
port	pʊʈ
umenneskeligst	ʉˈmɛnskəlɪkst
husdyr	hʉsdʏɾ
egen	ˈeːgn̩,ˈeːgən
boligst	ˈbuːlɪkst
utålmodig	ˈʉːtɔlmuːdɪ
forkortelse	fɔɾˈkɔʈəlsə
slitsom	ˈʂɭiːtsɔm
levne	ˈlɛʋnə
helseskadelig	ˈhɛlsəskɑːdlɪ
innvilge	ˈɪnʋɪlgə
misunne	mɪˈsʉnə
tilegne	ˈtɪlæɪnə
ypperligere	ˈʏpəɭɪɾə
navigere	nɑʋɪˈgeːɾə
hytta	ˈhʏtɑ
mørk	mœɾk
selvfølgeligere	səlˈfœlgəlɪɾə
akseptabel	ɑksəpˈtɑːbəl
utvandre	ˈʉːtʋɑndɾə
offentlighet	ˈɔfəntlɪheːt
rundt	ɾʉnt
rekke	ˈɾɛkə
husholdningsartikler	hʉshɔldnɪŋsɑʈɪkləɾ
vid	ʋiː
røyk	ɾœjk
elendigere	ɛˈlɛnɪɾə
samt	sɑmt
versjon	ʋæˈʂuːn
fram	fɾɑm
ukentlig	ˈʉːkəntlɪ
kusma	ˈkʉsmɑ
befolke	bəˈfɔlkə
forbanna	fɔɾˈbɑnət
tilfeldigste	tɪlˈfɛldɪkstə
kinn	çɪn
logn	lœjn
godteri	gɔtəˈɾiː
overfall	oːʋəɾfɑl
tidsriktige	ˈtɪtsɾɪktɪə
vindusvisker	ʋɪnʉsʋɪskəɾ
idrettsplass	iːdɾɛtsplɑs
unnvikende	ˈʉnʋiːkənə
gyseligste	ˈjyːsəlɪkstə
uforsiktigere	ˈʉːfɔʂɪktɪɾə
gulv	gʉlʋ
utålmodigst	ˈʉːtɔlmuːdɪkst
lystigere	ˈlʏstɪɾə
barneheis	bɑːɳəhæɪs
ukrenkeligst	ʉˈkɾɛŋkəlɪkst
selvstendigere	səlˈstɛnɪɾə
snekker	ˈsnɛkəɾ
begjære	bəˈjæːɾə
vin	ʋiːn
samvittighetsfull	sɑmˈʋɪtɪheːtsfʉl
blant	blɑnt
passere	pɑˈseːɾə
brannvesen	ˈbɾɑnʋeːsən
håndfast	ˈhɔnfɑst
treg	tɾeːg
lens	lɛns
motor	mʊˈtuːɾ,ˈmʊtʊɾ
trosse	ˈtɾɔsə
innførsel	ˈɪɱfœʂəl
fullstendigste	fʉlˈstɛnɪkstə
skrift	skɾɪft
ting	tɪŋ
kronologisk	kɾʊnʊˈloːgɪsk
forseggjort	ˈfɔʂæɪʊʈ
ustyrtelig	ʉˈstʏʈəlɪ
sydde	ˈsʏdə
favorisere	fɑʋʊɾɪˈseːɾə
rote	ˈɾuːtə
apatisk	ɑˈpɑːtɪsk
stange	ˈstɑŋə
gjennomsnittligste	ˈjɛnɔmsnɪtlɪkstə
sikkert	ˈsɪkəʈ
betydning	bɛˈtyːdnɪŋ
parere	pɑˈɾeːɾə
konsert	kʊnˈsæʈ
uutslettelig	ʉːʉtˈʂɭɛtəlɪ
aldrende	ˈɑldɾənə
deilige	ˈdæɪlɪə
farte	ˈfɑʈə
anse	ˈɑnseː
forurensning	ˈfɔɾʉɾɛnsnɪŋ
uredd	ˈʉːɾɛd
romantisk	ɾʊˈmɑntɪsk
denne	ˈdɛnə
mann	mɑn
krangel	ˈkɾɑŋəl
vurdere	ʋʉˈɖeːɾə
ansikt	ˈɑnsɪkt
horisontal	hɔɾɪsɔnˈtɑːl
eventyrligst	ɛʋənˈtyːɭɪkst
røke	ɾøːkə
lei	læɪ
ha	hɑː
terge	ˈtæɾgə
turbulent	tʉɾbʉˈlɛnt
dristigste	ˈdɾɪstɪkstə
moderat	mʊdəˈɾɑːt
uanstendigere	ˈʉːɑnstɛnɪɾə
valgte	ˈʋɑlktə,ˈʋɑltə
arbeid	ɑɾbæɪd
klam	klɑm
tårn	toːɳ
skildre	ˈʂɪldɾə
forbløffende	fɔɾˈblœfənə
bedårende	bəˈdoːɾənə
ergre seg over	æɾgɾəsæɪoːʋəɾ
livsglad	ˈlɪfsglɑː
konkurs	kʊŋˈkʉːʂ
tispe	ˈtɪspə
toll	tɔl
internasjonalisere	ɪntəɳɑʂʊnɑlɪˈseːɾə
pussigst	ˈpʉsɪkst
foreligge	ˈfoːɾəlɪgə
alder	ˈɑldəɾ
for mye	fɔɾˈmyːə
forvirre	fɔɾˈʋɪɾə
kondom	kʊnˈduːm
risikere	ɾɪsɪˈkeːɾə
nettside	ˈnɛtsiːdə
gutt	gʉt
ribbe	ˈɾɪbə
struktur	stɾʉkˈtʉːɾ
gjennom	ˈjɛnɔm
sele	ˈseːlə
grotesk	gɾʊˈtɛsk
stanse	ˈstɑnsə
herskapeligste	hæˈʂkɑːpəlɪkstə
hoppe	ˈhɔpə
åpenhjertigere	ˈoːpənjæʈɪɾə
radering	ɾɑˈdeːɾɪŋ
brøyte	ˈbɾœjtə
uforklarlig	ʉːfɔɾˈklɑːɭɪ
utbryte	ˈʉːtbɾyːtə
blues	blʉːs
liter	ˈliːtəɾ
folkekjær	ˈfɔlkəçæːɾ
trekant	ˈtɾeːkɑnt
forutsi	ˈfɔɾʉtsiː
løpende	ˈløːpnə
pusle	ˈpʉʂɭə
eiendom	ˈæɪənɔm
tyrannisk	tʏˈɾɑnɪsk
uskadeligere	ʉˈskɑːdəlɪɾə
bærbar	ˈbæːɾbɑːɾ
hastig	hɑstɪ
nøle	ˈnøːlə
godarta	ˈguːɑːʈɑ
tilføre	ˈtɪlføːɾə
svike	ˈsʋiːkə
ubrukeligere	ʉˈbɾʉːkəlɪɾə
score	skoːɾ
kalkulere	kɑlkʉˈleːɾə
flyktning	ˈflʏktnɪŋ
vegetarisk	ʋɛgɛˈtɑːɾɪsk
stamvei	ˈstɑmʋæɪ
uegennyttigere	ˈʉːeːgənʏtɪɾə
betegne	bəˈtæɪnə
produktiv	pɾʊdʉkˈtiːʋ
visuell	ʋɪsʉˈɛl
hålke	hɔlkə
nasjonalpark	nɑʂʊˈnɑːlpɑɾk
vulkan	ʋʉlˈkɑːn
forsiktige	fɔˈʂɪktɪə
udugeligst	ʉːˈdʉːgəlɪkst
innføring	ˈɪɱføːɾɪŋ
tomsing	ˈtʊmsɪŋ
tekste	ˈtɛkstə
nydelig	ˈnyːdəlɪ
lignende	ˈlɪŋnənə
omfangsrik	ˈɔmfɑŋsɾiːk
livredd	ˈliːʋɾɛd
veldedigste	ʋəlˈdeːdɪkstə
utakknemligst	ˈʉːtɑknɛmlɪkst
overtroisk	ˈoːʋəʈɾuːɪsk
kna	knɑː
lystre	ˈlʏstɾə
kvitre	ˈkʋɪtɾə
hilse på	hɪlsəpoː
utsikt	ʉːtsɪkt
fraråde	ˈfɾɑːɾoːdə
uimotståeligere	ʉɪmuːtˈstoːəlɪɾə
jazz	jɑs
kunstige	ˈkʉnstɪə
vaie	ˈʋɑjə
svartne	ˈsʋɑʈnə
vante	ˈʋɑntə
dybde	ˈdʏbdə
skikke	ˈʂɪkə
fingre	ˈfɪŋɾə
ufyseligste	ʉˈfyːsəlɪkstə
kartlegge	ˈkɑʈlæɪə
knitre	ˈknɪtɾə
infeksjon	ɪnfɛkˈʂuːn
bade	ˈbɑːdə
beskyttelsesfaktor	bɛˈʂʏtɛlsəsfɑktʊɾ
livaktige	ˈliːʋɑktɪə
føyelig	ˈfœjəlɪ
forbinde	fɔɾˈbɪnə
sikring	ˈsɪkɾɪŋ
skrive ut	skɾiːʋəˈʉːt
vanvittigst	ʋɑnˈʋɪtɪkst
ni	niː
enhetlig	ˈeːnheːtlɪ
flittigste	ˈflɪtɪkstə
appetittligste	ɑpəˈtɪtlɪkstə
offensiv	ˈɔfɑŋsiːʋ
belje	ˈbæljə
innlegg	ˈɪnlæɪ
hausse	ˈhæʉsə
injisere	ɪnjɪˈseːɾə
kjevle	ˈçɛʋlə
fillete	ˈfɪlətə
progressiv	ˈpɾʊgɾəsiːʋ
kjødeligste	ˈçøːdəlɪkstə
breddeformat	bɾædəfuːmɑːt
umiskjenneligere	ʉmɪsˈçɛnəlɪɾə
ustø	ˈʉːstøː
kime	ˈçiːmə
vinterlig	ˈʋɪntəɭɪ
desinfisere	dɛsɪnfɪˈseːɾə
kuvert	kʉˈʋɛʈ
gresseligere	ˈgɾɛsəlɪɾə
hungre	ˈhʊŋɾə
bane	ˈbɑːnə
lovlige	ˈloːʋlɪə
glupsk	glʉpsk
svulstigste	ˈsʋʉlstɪkstə
kikert	çiːkɛʈ
musical	ˈmjʉːsɪkəl
brann	bɾɑn
bygg	bʏg
sitere	sɪˈteːɾə
utendørs	ˈʉːtənøːʂ
overnaturligere	ˈoːʋəɳɑtʉːɭɪɾə
fremholde	ˈfɾɛmhɔlə
komfort	kɔmˈfoːɾ
politimann	pʊlɪˈtiːmɑn
makeligere	ˈmɑːkəlɪɾə
tilfeldigere	tɪlˈfɛldɪɾə
vinge	ˈʋɪŋə
hale	ˈhɑːlə
sikker	ˈsɪkəɾ
blyg	blyːg
golv	gɔlʋ
kveld	kʋɛl
sjukdom	ʂʉːkdʊm
dings	dɪŋs
tele	ˈteːlə
blikkstille	ˈblɪkstɪlə
næringsrik	ˈnæːɾɪŋsɾiːk
gjødsle	ˈjœtslə
protest	ˈpɾʊtɛst
legalisere	ləgɑlɪˈseːɾə
ful	fʉːl
vis	ʋiːs
fenomenal	fɛnʊməˈnɑːl
direkte	dɪˈɾɛktə
røntgenbilde	ˈɾœntkənbɪldə
klåfingret	ˈkloːfɪŋɾət
gedigen	gəˈdiːgən
krum	kɾʊm
hvitvin	ˈʋiːtʋiːn
rød	ɾøː
steil	stæɪl
tråder	ˈtɾoːɔɾ
herberge	ˈhæːɾbæɾgə
ingeniør	ɪnʂənˈjøːɾ
hasardiøs	hɑsɑɖɪˈøːs
stolt	stɔlt
middelmådigere	ˈmɪdəlmoːdɪɾə
heis	hæɪs
kontortid	kʊnˈtuːʈiː
ensarta	ˈeːnsɑːʈɑ
lærevilligere	ˈlæːɾəʋɪlɪɾə
kanadisk	kɑˈnɑːdɪsk
ustyrteligste	ʉˈstʏʈəlɪkstə
fornøyelig	fɔˈɳœjəlɪ
lune	ˈlʉːnə
hovedsakeligste	hʊʋədˈsɑːklɪkstə
uklar	ˈʉːklɑːɾ
trone	ˈtɾuːnə
rikke	ˈɾɪkə
muliggjøre	ˈmʉːlɪjøːɾə
ansvarligst	ɑnˈsʋɑːɭɪkst
beist	bæɪst
dumdristigere	dʊmˈdɾɪstɪɾə
forunderligst	fɔɾˈʉnəɭɪkst
hund	hʉn
eier	æɪəɾ
riktigere	ˈɾɪktɪɾə
spekke	ˈspɛkə
dydigst	ˈdyːdɪkst
forhatt	fɔɾˈhɑt
uransakeligste	ʉːɾɑnˈsɑːkəlɪkstə
kortfilm	kɔʈfɪlm
finner	ˈfɪnəɾ
poppel	ˈpɔpəl
garanti	gɑɾɑnˈtiː
ukuelig	ʉːˈkʉːəlɪ
utgave	ˈʉːtgɑːʋə
argument	ɑɾgʉˈmɛnt
definitiv	dɛˈfiːnɪtɪʋ
skjev	ʂeːʋ
spretten	ˈspɾɛtən
proporsjonal	pɾʊpʊʂʊˈnɑːl
slak	ʂɭɑːk
kreditere	kɾədɪˈteːɾə
korte	ˈkɔʈə
triveligere	ˈtɾiːʋəlɪɾə
pinne	ˈpɪnə
passelig	ˈpɑsəlɪ
fjelltopp	fjæltɔp
skikket	ʂɪkət
slede	ʂɭeːdə
kapitulere	kɑpɪtʉˈleːɾə
yngle	ˈʏŋlə
kikke på	çɪkəpoː
pese	ˈpeːsə
stenge	ˈstɛŋə
dødelig	ˈdøːdəlɪ
ensidig	ˈeːnsiːdɪ
minneverdigste	ˈmɪnəʋæɖɪkstə
hastverk	ˈhɑstʋæɾk
innfløkt	ˈɪnflœkt
billigste	ˈbɪlɪkstə
sløyd	ʂɭœjd
iøynefallende	ɪˈœjnəfɑlənə
kalvbent	ˈkɑlʋbeːnt
etisk	ˈeːtɪsk
forvirra	fɔɾˈʋɪɾɑ
tursti	ˈtʉːʂtiː
strippe	ˈstɾɪpə
klekkeligste	ˈklɛkəlɪkstə
snu	snʉː
dogme	ˈdɔgmə
foregi	ˈfoːɾəjiː
virre	ˈʋɪɾə
tannbørste	ˈtɑnbœʂtə,ˈtɑmbœʂtə
sopp	sɔp
stilistisk	stɪˈlɪstɪsk
stripe	ˈstɾiːpə
engsteligere	ˈɛŋstəlɪɾə
særlige	ˈsæːɭɪə
utførligste	ʉːtˈføːɭɪkstə
betydningsfull	bəˈtyːdnɪŋsfʉl
svært	sʋæːʈ
tralle	ˈtɾɑlə
kost	kɔst
hjørne	jøːɳə
halvtørr	hɑltœɾ
skinnhelligere	ˈʂɪnhɛlɪɾə
applaus	ɑpˈlæʉs
andektigere	ɑnˈdɛktɪɾə
blond	blɔn
fordringsfull	ˈfɔɖɾɪŋsfʉl
dårligste	ˈdoːɭɪkstə
dekorere	dəkʊˈɾeːɾə
mektigst	ˈmɛktɪkst
intervjue	ɪntəɾˈʋjʉːə
overfor	ˈoːʋəɾfɔɾ
lo	luː
disputere	dɪspʉˈteːɾə
spekulativ	ˈspɛkʉlɑtiːʋ
genuin	gənʉˈiːn
regel	ˈɾeːgəl
respektiv	ɾɛspəkˈtiːʋ
smidigst	ˈsmiːdɪkst
sti	stiː
dov	døːʋ
sølv	sœl
pumpe	ˈpʊmpə
underkjenne	ˈʉnəɾçɛnə
klumpe	ˈklʊmpə
børse	ˈbœʂə
barnesjukdom	bɑːɳəʂʉːkdʊm
pliktigere	ˈplɪktɪɾə
kjekle	ˈçɛklə
inderligst	ˈɪnəɭɪkst
tilskuer	tɪlskʉːəɾ
roligere	ˈɾuːlɪɾə
masasje	mɑˈsɑːʂə
usmakelig	ʉˈsmɑːkəlɪ
multiplisere	mʉltɪplɪˈseːɾə
nisse	ˈnɪsə
kortvarigste	ˈkɔʈʋɑːɾɪkstə
opprinneligst	ɔpˈɾɪnəlɪkst
krydder	ˈkɾʏdəɾ
gjev	jeːʋ
innbefatte	ˈɪnbəfɑtə
stivt	stiːft
kontinuerligere	kʊntɪnʉˈeːɭɪɾə
brudd	bɾʉd
stor	stuːɾ
utydelig	ʉˈtyːdəlɪ
late	ˈlɑːtə
iverksette	ɪˈʋæɾksɛtə
gris	gɾiːs
være for	ɔʋæːɾəfɔɾ
forgylle	fɔɾˈjʏlə
realistisk	ɾəɑˈlɪst
krake	ˈkɾoːkə
frokost	ˈfɾuːkɔst
ensom	ˈeːnsɔm
kennel	ˈkɛnəl
sky	ʂyː
korsfeste	kɔʂˈfɛstə
sjøgang	ʂøːgɑŋ
presserende	pɾɛˈseːɾənə
ussel	ˈʉsəl
sigarillo	siːgɑːˈɾɪlu
blunde	ˈblʉnə
flyktigste	ˈflʏktɪkstə
motbydelige	mʊtˈbyːdəlɪə
ruglete	ˈɾʉglətə
porselen	pʊʂəˈleːn
tilbøyelig	tɪlˈbœjəlɪ
nekte	ˈnɛktə
framsette	ˈfɾɛmsɛtə
bortkasta	ˈbʊʈkɑstɑ
bemerkelsesverdige	bəˈmæɾkəlsəsʋæɖɪə
forferdeligere	fɔɾˈfæɖəlɪɾə
skral	skɾɑːl
ambisiøs	ɑmbɪsɪˈøːs
kjødeligst	ˈçøːdəlɪkst
laks	lɑks
sårbar	ˈsoːɾbɑːɾ
barer	ˈbɑːɾəɾ
innstendigste	ɪnˈstɛnɪkstə
nei	næɪ
smug	smʉːg
forpleining	fɔɾˈplæɪnɪŋ
skysse	ˈʂʏsə
lagsarbeid	ˈlɑːgsɑɾbæɪ
stolpe	ˈstɔlpə
nitti	ˈnɪti
destruere	dəstɾʉˈeːɾə
kajakk	ˈkɑjɑk
åndelig	ˈɔnəlɪ
fair	fæːɾ
uenigste	ʉˈeːnɪkstə
svane	ˈsʋɑːnə
i stykker	ɪˈstʏkəɾ
bro	bɾuː
absolutt	ɑpsʊˈlʉt
håndkle	hɔŋkle
bestemt	bəˈstɛmt
uutholdeligste	ʉːʉtˈhɔldəlɪkstə
idiomatisk	ɪdɪʊˈmɑːtɪsk
mørkeblå	mœɾkə
grasplen til å sole seg på	gɾɑːspleːntɪlɔsuːləsæɪpo
interessant	ɪntəɾəˈsɑŋ
boligste	ˈbuːlɪkstə
bagatellisere	bɑgɑtəlɪˈseːɾə
bikini	bɪˈkiːni
agder	ˈɑgdəɾ
uomtvisteligere	ʉɔmˈtʋɪstəlɪɾə
utreise	ʉːtɾæɪsə
frynse	ˈfɾʏnsə
edruelige	ɛˈdɾʉːəlɪə
risiko	ˈɾɪsɪku
kaster	ˈkɑstəɾ
besøke noen	bəsˈøːkənuːən
liksom	ˈlɪksɔm
arbeidsledigere	ˈɑɾbæɪdsleːdɪɾə
virkeligste	ˈʋɪɾkəlɪkstə
hjerteanfall	jæʈəɑnfɑl
plast	plɑst
deponere	dəpʊˈneːɾə
uskyldigst	ʉˈʂʏldɪkst
flamsk	flɑmsk
agnete	ɑŋˈneːtə
lappe	ˈlɑpə
ta seg av	tɑːsæɪˈɑːʋ
angiveligst	ɑnˈjiːʋəlɪkst
endelse	ˈɛnəlsə
kåpe	koːpə
sirkle	ˈsɪɾklə
forkasteligste	fɔɾˈkɑstəlɪkstə
super	ˈsʉːpəɾ
nyte	ˈnyːtə
egentlige	ˈeːgəntlɪə
åpnet	ˈoːpnət
skikkeligste	ˈʂɪkəlɪkstə
trygg	tɾʏg
studere	stʉˈdeːɾə
bestå av	bɛˈstoːɑːʋ
sangbok	ˈsɑŋbuːk
offentligere	ˈɔfəntlɪɾə
loslitt	ˈluːʂɭɪt
kroatisk	kɾʊˈɑːtɪsk
forlatt	fɔˈɭɑt
oppnå	ˈɔpnoː
ru	ɾʉː
prominent	pɾʊmɪˈnɛnt
forsove	fɔˈʂoːʋə
modellere	mʊdəˈleːɾə
kolle	ˈkœlə
forelder	fɔɾˈɛldəɾ
dem	dɛm
bestikke	bəˈstɪkə
sikte	ˈsɪktə
italiensk	ɪtɑlˈjeːnsk
girkasse	ˈgiːɾkɑsə
ferdig	ˈfæːɖɪ
elskverdigere	ɛlskˈʋæɖɪɾə
behagelige	bəˈhɑːgəlɪə
skjønn	ʂœn
iherdige	ɪˈhæɖɪə
hutre	ˈhʉtɾə
elskling	ɛlsklɪŋ
enigere	ˈeːnɪɾə
døv	døːʋ
ake	ˈɑːkə
forverre	fɔɾˈʋæɾə
eple	ˈɛplə
kvass	kʋɑs
valse	ˈʋɑlsə
ufordrageligste	ʉfɔˈɖɾɑːgəlɪkstə
morgen	ˈmoːɔɳ
skape	ˈskɑːpə
besette	bəˈsɛtə
passkontroll	ˈpɑskʊntɾɔl
uhorveligste	ʉˈhɔɾʋəliːɪkstə
forståeligste	fɔˈʂtoːəlɪkstə
lun	lʉːn
ettersende	ɛtəʂɛnə
borgerligste	ˈbɔɾgəlɪkstə
søvnigst	ˈsœʋnɪkst
ukrenkelig	ʉˈkɾɛŋkəlɪ
rodd	ɾʊd
utydeligst	ʉˈtyːdəlɪkst
villigst	ˈʋɪlɪkst
mektig	ˈmɛktɪ
jubel	ˈjʉːbəl
vennligere	ˈʋɛnlɪɾə
hate	ˈhɑːtə
felt	fɛlt
betjene	bəˈtjeːnə
pertentlige	pæˈʈɛntlɪə
medskyldigst	ˈmeːdʂʏldɪkst
orange	ɔˈɾɑŋʂə
majestetisk	mɑjəˈsteːtɪsk
skaffe	ˈskɑfə
i det minste	ɪdɛmɪnstə
fatle	ˈfɑtlə
skistav	ˈʂiːstɑːʋ
overvære	ˈoːʋəɾʋæːɾə
venterom	ʋɛntəɾʊm
sørgelige	ˈsœɾgəlɪə
trassige	ˈtɾɑsɪə
skålde	ˈskɔlə
kjeller	ˈçɛləɾ
ose	ˈuːsə
nype	ˈnyːpə
dagligdags	ˈdɑːglɪdɑks
kjærlighet	ˈçæːɭɪheːt
akademisk	ɑkɑˈdeːmɪsk
ombestemme	ˈɔmbəstɛmə
strikke	ˈstɾɪkə
tief	tiːf
vårluft	ˈʋoːɭʉft
uleseligere	ʉˈleːsəlɪɾə
åpenhjertigste	ˈoːpənjæʈɪkstə
innstendigst	ɪnˈstɛnɪkst
abort	ɑˈbɔʈ
møysommeligste	mœjˈsɔməlɪkstə
lete	ˈleːtə
huset	ˈhʉːsə
dempet	dɛmpət
skadelige	ˈskɑːdəlɪə
ugyldigere	ʉˈjʏldɪɾə
kraft	kɾɑft
den bekjente	dɛnbɛˈçɛntə
mandigere	ˈmɑnɪɾə
tøff	tœf
vanlige	ˈʋɑːnlɪə
lekke	ˈlɛkə
vittighet	ʋɪtɪheːt
sjøsyk	ʂøːsyːk
balle	ˈbɑlə
elefant	ɛləˈfɑnt
rense	ˈɾɛnsə
ty	tyː
veldigste	ˈʋɛldɪkstə
sveitser	ˈsʋæɪtsəɾ
prelle	ˈpɾɛlə
fjern	fçæːɳ
enkle	ˈɛŋklə
kakle	ˈkɑklə
fyr	fyːɾ
stussligere	ˈstʉslɪɾə
protestere	pɾʊtəˈsteːɾə
ungdommeligst	ʊŋˈdɔməlɪkst
forsinkelse	fɔˈʂɪŋkɛlsə
nøyaktigere	nœjˈɑktɪɾə
fnise	ˈfniːsə
ordentlig	ˈɔɳtlɪ
innby	ˈɪnbyː
sofa	ˈsʊfɑ
stotre	ˈstɔtɾə
lesse	ˈlɛsə
innvikla	ˈɪnʋɪklɑ
forutsigeligere	fɔɾʉtˈsiːgəlɪɾə
uansett	ˈʉːɑnsɛt
månedlig	ˈmoːnədlɪ
snorkel	ˈsnɔɾkəl
hekk	hɛk
rettferdigst	ˈɾɛtfæɖɪkst
sprake	spɾɑːkə
posere	pʊˈseːɾə
ulasteligste	ʉˈlɑstəlɪkstə
skyldigere	ˈʂʏldɪɾə
egenrådigst	ˈeːgənɾoːdɪkst
ivrigst	ˈiːʋɾɪkst
fastelavn	fɑstəlɑʋn̩
påvise	ˈpoːʋiːsə
sabotere	sɑbʊˈteːɾə
provosere	pɾʊʋʊˈseːɾə
sentralstasjon	sɛnˈtɾɑːlstɑʂuːn
stivere	ˈstiːʋəɾə
usikker	ˈʉːsɪkəɾ
sakte	ˈsɑktə
påfallende	ˈpoːfɑlənə
pertentlig	pæˈʈɛntlɪ
forene	fɔˈɾeːnə
ekspressbuss	ɛksˈpɾɛsbʉs
uskadelig	ʉˈskɑːdəlɪ
krysse	ˈkɾʏsə
