麶	tʰi⁴⁴
看上	kʰan²¹⁻⁵³ɕiɔŋ²²
疤跡	pa⁴⁴⁻²²liaʔ³²
申述	ɕin⁴⁴⁻²²sut̚⁴
上海人	ɕiɔŋ²²⁻²¹haɪ⁵³⁻⁴⁴laŋ²⁴
天職	tʰiɛn⁴⁴⁻²²t͡ɕit̚³²
援助	uan²²⁻²¹t͡sɔ²²
設立	ɕiɛt̚³²⁻⁴lip̚⁴
自以為是	t͡su²²⁻²¹i⁵³⁻⁴⁴ui²⁴⁻²²ɕi²²
智識	ti²¹⁻⁵³ɕiɪk̚³²
逐暗	tak̚⁴⁻³²am²¹
受驚	ɕiu²²⁻²¹kiɪŋ⁴⁴
酣	ham⁴⁴
逾	lu²⁴
交談	kaʊ⁴⁴⁻²²tam²⁴
扶	pʰɔ²⁴
渺茫	biaʊ⁵³⁻⁴⁴bɔŋ²⁴
土人	tʰɔ⁵³⁻⁴⁴laŋ²⁴
髮	huat̚³²
時代	ɕi²⁴⁻²²taɪ²²
明細	biɪŋ²⁴⁻²²se²¹
內定	lue²²⁻²¹tiɪŋ²²
糾葛	kiu²¹⁻⁵³kat̚³²
行進	hiɪŋ²⁴⁻²²t͡ɕin²¹
航	hɔŋ²⁴
反狗仔	piɪŋ⁵³⁻⁴⁴kaʊ⁵³⁻⁴⁴a⁵³
地基	te²²⁻²¹ki⁴⁴
絕交	t͡suat̚⁴⁻³²kaʊ⁴⁴
商船	ɕiɔŋ⁴⁴⁻²²t͡sun²⁴
監	kam⁴⁴
雨衫	hɔ²²⁻²¹sã⁴⁴
災荒	t͡saɪ⁴⁴⁻²²hŋ̍⁴⁴
急流	kip̚³²⁻⁴liu²⁴
成型	ɕiɪŋ²⁴⁻²²hiɪŋ²⁴
緊性	kin⁵³⁻⁴⁴ɕiɪŋ²¹
無關係	bo²⁴⁻²²kuan⁴⁴⁻²²he²²
欽敬	kʰim⁴⁴⁻²²kiɪŋ²¹
日日春	lit̚⁴⁻³²lit̚⁴⁻³²t͡sʰun⁴⁴
看戲	kʰuã²¹⁻⁵³hi²¹
腳踏	kʰa⁴⁴⁻²²taʔ⁴
暴利	po²²⁻²¹li²²
汱眠	kʰin⁵³⁻⁴⁴bin²⁴
天長地久	tʰiɛn⁴⁴⁻²²tiɔŋ²⁴⁻²²te²²⁻²¹kiu⁵³
寫真集	ɕia⁵³⁻⁴⁴t͡ɕin⁴⁴⁻²²t͡ɕip̚⁴
盜賊	to²²⁻²¹t͡sʰat̚⁴
中層	tiɔŋ⁴⁴⁻²²t͡san²⁴
八字腳	puat̚³²⁻⁴li²²⁻²¹kʰa⁴⁴
買春	be⁵³⁻⁴⁴t͡sʰun⁴⁴
牛肉麵	ɡu²⁴⁻²²baʔ³²⁻⁵³mĩ²²
踱步	tɔk̚⁴⁻³²pɔ²²
北竿	pak̚³²⁻⁴kan⁴⁴
墅	su⁵³
先端	ɕiɛn⁴⁴⁻²²tuan⁴⁴
西方	se⁴⁴⁻²²hŋ̍⁴⁴
扁	pʰiɛn⁴⁴
流言	liu²⁴⁻²²ɡiɛn²⁴
強健	kiɔŋ²⁴⁻²²kiɛn²²
桃花運	tʰo²⁴⁻²²hue⁴⁴⁻²²un²²
寫照	ɕia⁵³⁻⁴⁴t͡ɕiaʊ²¹
月熄	ɡeʔ⁴⁻²¹ɕit̚³²
天狗	tʰiɛn⁴⁴⁻²²kaʊ⁵³
乘勢	ɕin²⁴⁻²²se²¹
窗仔簾	tʰaŋ⁴⁴⁻²²a⁵³⁻⁴⁴li²⁴
病癒	pĩ²²⁻²¹d͡zu⁵³
聖盧西亞	ɕiɪŋ²¹⁻⁵³lɔ²⁴⁻²²se⁴⁴⁻²²a⁴⁴
烏憔	ɔ⁴⁴⁻²²ta²⁴
清芳	t͡ɕʰiɪŋ⁴⁴⁻²²pʰaŋ⁴⁴
麥文	biɪk̚⁴⁻³²bun²⁴
比試	pi⁵³⁻⁴⁴t͡ɕʰi²¹
生空生縫	ɕĩ⁴⁴⁻²²kʰaŋ⁴⁴⁻²²ɕĩ⁴⁴⁻²²pʰaŋ²²
魚笱仔	hi²⁴⁻²²ko²⁴⁻²²a⁵³
鹵地菊	lɔ⁵³⁻⁴⁴te²²⁻²¹kiɪk̚³²
正宗	t͡ɕiã²¹⁻⁵³t͡sɔŋ⁴⁴
噴漆	pʰun²¹⁻⁵³t͡sʰat̚³²
勞方	lo²⁴⁻²²hɔŋ⁴⁴
人中牙	lin²⁴⁻²²tiɔŋ⁴⁴⁻²²kʰi⁵³
荷花	ho²⁴⁻²²hue⁴⁴
毋好勢	m̩²²⁻²¹ho⁵³⁻⁴⁴se²¹
巨浪	ku²²⁻²¹lɔŋ²²
厝瓦	t͡sʰu²¹⁻⁵³hia²²
編寫	pʰiɛn⁴⁴⁻²²ɕia⁵³
巔	tiɛn⁴⁴
人質	lin²⁴⁻²²t͡ɕi²¹
攪亂	kiaʊ⁵³⁻⁴⁴luan²²
哲學	tiɛt̚³²⁻⁴hak̚⁴
雕刻	tiaʊ⁴⁴⁻²²kʰiɪk̚³²
清理	t͡ɕʰiɪŋ⁴⁴⁻²²li⁵³
被害	pi²²⁻²¹haɪ²²
蠓	baŋ⁵³
劫難	kiap̚³²⁻⁴lan²²
筆意	pit̚³²⁻⁴i²¹
私奇話	saɪ⁴⁴⁻²²kʰa⁴⁴⁻²²ue²²
病號	pĩ²²⁻²¹ho²²
流速	liu²⁴⁻²²sɔk̚³²
后	hio²²
警區	kiɪŋ²¹⁻⁵³kʰu⁴⁴
纓	iã⁴⁴
大白鯊	tua²²⁻²¹peʔ⁴⁻²¹sua⁴⁴
醫務	i⁴⁴⁻²²bu²²
附件	hu²²⁻²¹kiã²²
空防	kʰɔŋ⁴⁴⁻²²hɔŋ²⁴
沿線	iɛn²⁴⁻²²suã²¹
禁食	kim²¹⁻⁵³t͡ɕiaʔ⁴
製造	t͡se²¹⁻⁵³t͡so²²
解釋	kaɪ⁵³⁻⁴⁴ɕiɪk̚³²
後層	aʊ²²⁻²¹t͡san²⁴
婦產科	hu²²⁻²¹san⁵³⁻⁴⁴kʰo⁴⁴
阿莎力	a⁴⁴⁻²²sa⁵³⁻⁴⁴liʔ³²
餐廳	t͡sʰan⁴⁴⁻²²tʰiã⁴⁴
會客室	hue²²⁻²¹kʰeʔ³²⁻⁵³ɕiɪk̚³²
自救	t͡su²²⁻²¹kiu²¹
剉樹	t͡sʰo²¹⁻⁵³t͡ɕʰiu²²
抗拒	kʰɔŋ²¹⁻⁵³ki²²
窗仔門	tʰaŋ⁴⁴⁻²²a⁵³⁻⁴⁴mŋ̍²⁴
海軍	haɪ⁵³⁻⁴⁴kun⁴⁴
花店	hue⁴⁴⁻²²tiam²¹
視野	ɕi²²⁻²¹ia⁵³
詩詞	ɕi⁴⁴⁻²²su²⁴
範	huan²²
笨重	pun²²⁻²¹taŋ²²
黻	hut̚³²
履	li⁵³
崩	piɪŋ⁴⁴
時辰	ɕi²⁴⁻²²ɕin²⁴
碏	t͡ɕʰiɔk̚³²
風趣	hɔŋ⁴⁴⁻²²t͡sʰu²¹
部品	pɔ²²⁻²¹pʰin⁵³
拔劍	pueʔ⁴⁻²¹kiam²¹
放棄	paŋ²¹⁻⁵³kʰi²¹
包裝紙	paʊ⁴⁴⁻²²t͡sɔŋ⁴⁴⁻²²t͡sua⁵³
中線	tiɔŋ⁴⁴⁻²²suã²¹
飲糜	am⁵³⁻⁴⁴be²⁴
嘔吐	ɔ⁵³⁻⁴⁴tʰɔ²¹
年關	nĩ²⁴⁻²²kuan⁴⁴
畜養	tʰiɔk̚³²⁻⁴iɔŋ⁵³
槌槌	tʰui²⁴⁻²²tʰui²⁴
茫然	bɔŋ²⁴⁻²²liɛn²⁴
下屬	ha²²⁻²¹ɕiɔk̚⁴
額跤	hiaʔ⁴⁻²¹kʰa⁴⁴
候選	hɔ²²⁻²¹suan⁵³
清單	t͡ɕʰiɪŋ⁴⁴⁻²²tuã⁴⁴
裝訂	t͡sŋ̍⁴⁴⁻²²tiɪŋ²¹
輪機	lun²⁴⁻²²ki⁴⁴
復職	hɔk̚⁴⁻³²t͡ɕit̚³²
丈姆	tiũ²²⁻²¹m̩⁵³
前述	t͡ɕiɛn²⁴⁻²²sut̚⁴
後空	aʊ²²⁻²¹kʰaŋ⁴⁴
鄰里	lin²⁴⁻²²li⁵³
煤炭	muĩ²⁴⁻²²tʰuã²¹
幽	iu⁴⁴
鬥智	tɔ²¹⁻⁵³ti²¹
代價	taɪ²²⁻²¹ke²¹
熟知	ɕiɔk̚⁴⁻³²ti⁴⁴
跡象	t͡ɕiɪk̚³²⁻⁴ɕiɔŋ²²
吧城	pa⁴⁴⁻²²ɕiã²⁴
常態	ɕiɔŋ²⁴⁻²²tʰaɪ²¹
下身	e²²⁻²¹ɕin⁴⁴
安海	uã⁴⁴⁻²²haɪ⁵³
凸	tut̚⁴
四界	ɕi²¹⁻⁵³kue²¹
啟迪	kʰe⁵³⁻⁴⁴tiɪk̚⁴
可愛	kʰo⁵³⁻⁴⁴aɪ²¹
坐	t͡se²²
區區	kʰu⁴⁴⁻²²kʰu⁴⁴
案	an²¹
方家	hɔŋ⁴⁴⁻²²ka⁴⁴
元宵節	ɡuan²⁴⁻²²ɕiaʊ⁴⁴⁻²²t͡ɕiɛt̚³²
工會	kaŋ⁴⁴⁻²²hue²²
銀白	ɡun²⁴⁻²²peʔ⁴
才女	t͡saɪ²⁴⁻²²li⁵³
分叉路	hun⁴⁴⁻²²t͡sʰe⁴⁴⁻²²lɔ²²
譜牒	pʰɔ⁵³⁻⁴⁴tiap̚⁴
女士	lu⁵³⁻⁴⁴su²²
掌頭仔骨	t͡sŋ̍⁵³⁻⁴⁴tʰaʊ²⁴⁻²²a⁵³⁻⁴⁴kut̚³²
冰霜	piɪŋ⁴⁴⁻²²sɔŋ⁴⁴
神明	ɕin²⁴⁻²²biɪŋ²⁴
偷襲	tʰaʊ⁴⁴⁻²²ɕip̚⁴
藝妓	ɡe²²⁻²¹ki⁴⁴
焰	iam²²
人海	lin²⁴⁻²²haɪ⁵³
拱橋	kiɔŋ⁵³⁻⁴⁴kio²⁴
地頭	tue²²⁻²¹tʰaʊ²⁴
連綿	liɛn²⁴⁻²²biɛn²⁴
天黑	tʰĩ⁴⁴⁻²²hiɪk̚⁴
埃里溫	aɪ⁴⁴⁻²²li⁵³⁻⁴⁴un⁴⁴
紅仁塗	aŋ²⁴⁻²²lin²⁴⁻²²tʰɔ²⁴
泔	kam⁴⁴
帕	pʰe²¹
粕	pʰoʔ³²
翔實	ɕiɔŋ²⁴⁻²²ɕit̚⁴
蕩漾	tɔŋ²²⁻²¹iɔŋ²²
誘拐	iu⁵³⁻⁴⁴kuai⁵³
理睬	li⁵³⁻⁴⁴t͡sʰaɪ⁵³
厝基	t͡sʰu²¹⁻⁵³ki⁴⁴
茶話會	te²⁴⁻²²ue²²⁻²¹hue²²
網	baŋ²²
殺手	sat̚³²⁻⁴t͡ɕʰiu⁵³
肢體	ki⁴⁴⁻²²tʰe⁵³
當頭白日	tŋ̍⁴⁴⁻²²tʰaʊ²⁴⁻²²peʔ⁴⁻²¹lit̚⁴
審訊	ɕim⁵³⁻⁴⁴ɕin²¹
候	haʊ²²
船肚	t͡sun²⁴⁻²²tɔ⁵³
勞工	lo²⁴⁻²²kaŋ⁴⁴
鵬程	pʰiɪŋ²⁴⁻²²tiɪŋ²⁴
酋	iu²⁴
雨	u⁵³
聖誕島	ɕiɪŋ²¹⁻⁵³tan²¹⁻⁵³to⁵³
文廟	bun²⁴⁻²²bio²²
幕僚	bɔ²²⁻²¹liaʊ²⁴
悠久	iu⁴⁴⁻²²ku⁵³
傅會	hu²¹⁻⁵³hue²²
襠	tɔŋ⁴⁴
山林	suã⁴⁴⁻²²lim²⁴
大空話	tua²²⁻²¹kʰaŋ⁴⁴⁻²²ue²²
珮	pʰuaʔ⁴
深化	t͡ɕʰim⁴⁴⁻²²hua²¹
挑夫	tʰiaʊ⁴⁴⁻²²hu⁴⁴
填滿	tʰiɛn²⁴⁻²²buan⁵³
跤目	kʰa⁴⁴⁻²²bak̚⁴
巫術	bu²⁴⁻²²sut̚⁴
蜢	biɪŋ⁵³
瀟	ɕiaʊ⁴⁴
上升	ɕiɔŋ²²⁻²¹ɕiɪŋ⁴⁴
神龍	ɕin²⁴⁻²²liɪŋ²⁴
戕	t͡ɕʰiaŋ²⁴
虧欠	kʰui⁴⁴⁻²²kʰiam²¹
直觀	tit̚⁴⁻³²kuan⁴⁴
猛	mĩʔ³²
秋天	t͡ɕʰiu⁴⁴⁻²²tʰĩ⁴⁴
月暈	ɡeʔ⁴⁻²¹ŋ̍²²
盤曲	puan²⁴⁻²²kʰiɔk̚³²
開發	kʰaɪ⁴⁴⁻²²huat̚³²
倒來	to²¹⁻⁵³laɪ²⁴
即興	t͡ɕit̚³²⁻⁴hiɪŋ²¹
偏頭痛	pʰiɛn⁴⁴⁻²²tʰaʊ²⁴⁻²²tʰiã²¹
夏威夷	ha²²⁻²¹ui⁴⁴⁻²²i²⁴
挑選	tʰio⁴⁴⁻²²suan⁵³
偃	iɛn⁵³
裹肥	kaʊʔ³²⁻⁵³pui²⁴
敢若	kã⁵³⁻⁴⁴nã²²
港九	kaŋ⁵³⁻⁴⁴kiu⁵³
雄偉	hiɔŋ²⁴⁻²²ui⁵³
肉麻	liɔk̚⁴⁻³²ba²⁴
皮特凱恩群島	pʰi²⁴⁻²²tiɪk̚⁴⁻³²kʰaɪ⁵³⁻⁴⁴un⁴⁴⁻²²kun²⁴⁻²²to⁵³
了局	liaʊ⁵³⁻⁴⁴kiɔk̚⁴
蘭州	lan²⁴⁻²²t͡ɕiu⁴⁴
元素	ɡuan²⁴⁻²²sɔ²¹
昂	ɡɔŋ²⁴
欠缺	kʰiam²¹⁻⁵³kʰuat̚³²
慚愧	t͡sʰam²⁴⁻²²kʰui²¹
年歲	nĩ²⁴⁻²²he²¹
複寫	hɔk̚³²⁻⁴ɕia⁵³
插秧	t͡sʰaʔ³²⁻⁵³ŋ̍⁴⁴
科普	kʰo⁴⁴⁻²²pʰɔ⁵³
娘仔	niũ²⁴⁻²²a⁵³
衕	tɔŋ²¹
掌心	t͡ɕiɔŋ⁵³⁻⁴⁴ɕim⁴⁴
荷包	ho²⁴⁻²²paʊ⁴⁴
丟人	tiu⁴⁴⁻²²lin²⁴
新歡	ɕin⁴⁴⁻²²huan⁴⁴
炫	hiɛn²⁴
成分	ɕiɪŋ²⁴⁻²²hun²²
押韻	ap̚³²⁻⁴un²²
鬍鬚	hɔ²⁴⁻²²t͡ɕʰiu⁴⁴
豐沛	pʰɔŋ⁴⁴⁻²²pʰaɪ²¹
外事	ɡua²²⁻²¹su²²
籌辦	tiu²⁴⁻²²pan²²
紫蘇	t͡ɕi⁵³⁻⁴⁴sɔ⁴⁴
叢書	t͡sɔŋ²⁴⁻²²su⁴⁴
至高	t͡ɕi²¹⁻⁵³ko⁴⁴
瓦杜茲	ua⁵³⁻⁴⁴tɔ²²⁻²¹t͡su⁴⁴
執法	t͡ɕip̚³²⁻⁴huat̚³²
言猶在耳	ɡiɛn²⁴⁻²²iu²⁴⁻²²t͡saɪ²²⁻²¹nĩ⁵³
簇	t͡sʰak̚³²
慶典	kʰiɪŋ²¹⁻⁵³tiɛn⁵³
螺絲釘	le²⁴⁻²²ɕi⁴⁴⁻²²tiɪŋ⁴⁴
倜儻	tʰiɪk̚³²⁻⁴tʰɔŋ⁵³
罷休	pa²²⁻²¹hiu⁴⁴
咖啡店	ko⁴⁴⁻²²pi⁴⁴⁻²²tiam²¹
拍拍	pʰaʔ³²⁻⁵³pʰiɪk̚³²
蟒	baŋ⁵³
草匏	t͡sʰaʊ⁵³⁻⁴⁴pu²⁴
桃	tʰo²⁴
聞	bun²⁴
囡仔王	kin⁵³⁻⁴⁴a⁵³⁻⁴⁴ɔŋ²⁴
減省	kiam⁵³⁻⁴⁴ɕĩ⁵³
儚	biɪŋ²⁴
重擔	taŋ²²⁻²¹tã²¹
陌	biɪk̚⁴
下身	ha²²⁻²¹ɕin⁴⁴
承包商	ɕiɪŋ²⁴⁻²²paʊ⁴⁴⁻²²ɕiɔŋ⁴⁴
民房	bin²⁴⁻²²paŋ²⁴
箱仔	ɕiũ⁴⁴⁻²²a⁵³
饑荒	ki⁴⁴⁻²²hŋ̍⁴⁴
馬母	be⁵³⁻⁴⁴bu⁵³
約數	iɔk̚³²⁻⁴sɔ²¹
小種茶	ɕio⁵³⁻⁴⁴t͡ɕiɔŋ⁵³⁻⁴⁴te²⁴
紮	t͡saʔ³²
水膠	t͡sui⁵³⁻⁴⁴ka⁴⁴
插嘴	t͡sʰaʔ³²⁻⁵³t͡sʰui²¹
偏向	pʰiɛn⁴⁴⁻²²hiɔŋ²¹
璃	le²⁴
焦洗	ta⁴⁴⁻²²sue⁵³
細	se²¹
學理	hak̚⁴⁻³²li⁵³
代行	taɪ²²⁻²¹hiɪŋ²⁴
黃石	ŋ̍⁴⁴⁻²²t͡ɕioʔ⁴
周濟	t͡ɕiu⁴⁴⁻²²t͡se²¹
支絀	t͡ɕi⁴⁴⁻²²tʰut̚³²
扉頁	hui⁴⁴⁻²²iaʔ⁴
巠	kiɪŋ⁴⁴
函館	ham²⁴⁻²²kuan⁵³
牧童	bɔk̚⁴⁻³²tɔŋ²⁴
監視	kam⁴⁴⁻²²ɕi²²
颯	sap̚³²
聖基茨和尼維斯	ɕiɪŋ²¹⁻⁵³ki⁴⁴⁻²²t͡su²⁴⁻²²ho²⁴⁻²²nĩ²⁴⁻²²ui²⁴⁻²²su⁴⁴
船工	t͡sun²⁴⁻²²kaŋ⁴⁴
妒	tɔ²¹
薰癮	hun⁴⁴⁻²²ɡiɛn²¹
失業	ɕit̚³²⁻⁴ɡiap̚⁴
囡仔工	ɡin⁵³⁻⁴⁴a⁵³⁻⁴⁴kaŋ⁴⁴
校外	haʊ²²⁻²¹ɡua²²
電頭鬃店	tiɛn²²⁻²¹tʰaʊ²⁴⁻²²t͡saŋ⁴⁴⁻²²tiam²¹
桑葉	sŋ̍⁴⁴⁻²²hioʔ⁴
福蘭	hɔk̚³²⁻⁴lan²⁴
割喉	kuaʔ³²⁻⁵³aʊ²⁴
頭陣	tʰaʊ²⁴⁻²²tin²²
惡煞	ɔk̚³²⁻⁴suaʔ³²
十足	ɕip̚⁴⁻³²t͡ɕiɔk̚³²
軍	kun⁴⁴
初學者	t͡sʰɔ⁴⁴⁻²²hak̚⁴⁻³²t͡ɕia⁵³
半仙	puan²¹⁻⁵³ɕiɛn⁴⁴
電燈柱	tiɛn²²⁻²¹tiɪŋ⁴⁴⁻²²tʰiaʊ²²
特產	tiɪk̚⁴⁻³²san⁵³
千拄千	t͡ɕʰiɛn⁴⁴⁻²²tu⁵³⁻⁴⁴t͡ɕʰiɛn⁴⁴
模	bɔ²⁴
遺言	ui²⁴⁻²²ɡiɛn²⁴
工程師	kaŋ⁴⁴⁻²²tʰiɪŋ²⁴⁻²²su⁴⁴
刺殺	t͡ɕʰi²¹⁻⁵³sat̚³²
指導	t͡ɕi⁵³⁻⁴⁴to²²
泰國	tʰaɪ²¹⁻⁵³kɔk̚³²
成名	ɕiɪŋ²⁴⁻²²biɪŋ²⁴
配種	pʰue²¹⁻⁵³t͡ɕiɪŋ⁵³
聚眾	t͡su²²⁻²¹t͡ɕiɔŋ²¹
校內	haʊ²²⁻²¹laɪ²²
足成	t͡ɕiɔk̚³²⁻⁴ɕiã²⁴
退後	tʰe²¹⁻⁵³aʊ²²
華人	hua²⁴⁻²²lin²⁴
比利時	pi⁵³⁻⁴⁴li²²⁻²¹ɕi²⁴
頷環	am²²⁻²¹kʰuan²⁴
巴塞隆納	pa⁴⁴⁻²²saɪ²¹⁻⁵³liɔŋ²⁴⁻²²lap̚⁴
哭聲	kʰaʊ²¹⁻⁵³ɕiã⁴⁴
散播	san²¹⁻⁵³pɔ²¹
活氣	uaʔ⁴⁻²¹kʰui²¹
駿馬	t͡sun²¹⁻⁵³mã⁵³
東家	tɔŋ⁴⁴⁻²²ka⁴⁴
膚淺	hu⁴⁴⁻²²t͡ɕʰiɛn⁵³
意旨	i²¹⁻⁵³t͡ɕi⁵³
名字	miã²⁴⁻²²li²²
割愛	kuaʔ³²⁻⁵³aɪ²¹
南竿	lam²⁴⁻²²kan⁴⁴
結核	kiɛt̚³²⁻⁴hut̚⁴
酌	t͡ɕiɔk̚³²
米	bi⁵³
欽定	kʰim⁴⁴⁻²²tiɪŋ²²
淤積	u⁴⁴⁻²²t͡ɕiɪk̚³²
經售	kiɪŋ⁴⁴⁻²²ɕiu²⁴
賊頭	t͡sʰat̚⁴⁻³²tʰaʊ²⁴
研判	ɡiɛn⁵³⁻⁴⁴pʰuã²¹
糯	lo⁴⁴
防水	hɔŋ²⁴⁻²²t͡sui⁵³
𥘌	ki⁴⁴
沉靜	tim²⁴⁻²²t͡ɕiɪŋ²²
桿	kan⁴⁴
位數	ui²²⁻²¹sɔ²¹
飲恨	im⁵³⁻⁴⁴hun²²
俊俏	t͡sun²¹⁻⁵³t͡ɕʰiaʊ²¹
求神	kiu²⁴⁻²²ɕin²⁴
認真	lin²²⁻²¹t͡ɕin⁴⁴
地下水	te²²⁻²¹ha²²⁻²¹t͡sui⁵³
派對	pʰaɪ²¹⁻⁵³tui²¹
大學生	taɪ²²⁻²¹hak̚⁴⁻³²ɕiɪŋ⁴⁴
福建	hɔk̚³²⁻⁴kiɛn²¹
北極熊	pak̚³²⁻⁴kiɪk̚⁴⁻³²him²⁴
凶橫	hiɔŋ⁴⁴⁻²²huãi²⁴
冒犯	mɔ̃²²⁻²¹huan²²
急躁	kip̚³²⁻⁴so²¹
園丁	hŋ̍²⁴⁻²²tiɪŋ⁴⁴
擔保	tam⁴⁴⁻²²po⁵³
喘息	t͡sʰuan⁵³⁻⁴⁴ɕiɪk̚³²
私利	su⁴⁴⁻²²li²²
耍賴	sua⁵³⁻⁴⁴laɪ²²
蝕重	ɕiʔ⁴⁻²¹taŋ²²
化驗	hua²¹⁻⁵³ɡiam²²
奕	i²²
水螺	t͡sui⁵³⁻⁴⁴le²⁴
寂	t͡ɕiɪk̚⁴
特輯	tiɪk̚⁴⁻³²t͡ɕip̚³²
耳空重	hi²²⁻²¹kʰaŋ⁴⁴⁻²²taŋ²²
𤺪雨	ɕiɛn²²⁻²¹hɔ²²
資格	t͡su⁴⁴⁻²²keʔ³²
制止	t͡se²¹⁻⁵³t͡ɕi⁵³
螞	be⁵³
軟件	nŋ̍⁵³⁻⁴⁴kiã²²
閏年	lun²²⁻²¹nĩ²⁴
安徽	an⁴⁴⁻²²hui⁴⁴
泥土	nĩ²⁴⁻²²tʰɔ⁵³
多多指教	to⁴⁴⁻²²to⁴⁴⁻²²t͡ɕi⁵³⁻⁴⁴kaʊ²¹
慘苦	t͡sʰam⁵³⁻⁴⁴kʰɔ⁵³
頭緒	tʰaʊ²⁴⁻²²su²²
過手	ke²¹⁻⁵³t͡ɕʰiu⁵³
公安	kɔŋ⁴⁴⁻²²an⁴⁴
馬	be⁵³
蛋白	tan²¹⁻⁵³piɪk̚⁴
下勁	ha²²⁻²¹kiɪŋ²¹
報時	po²¹⁻⁵³ɕi²⁴
小靈通	ɕio⁵³⁻⁴⁴liɪŋ²⁴⁻²²tʰɔŋ⁴⁴
元治	ɡuan²⁴⁻²²ti²²
作畫	t͡soʔ³²⁻⁵³ue²²
貴客	kui²¹⁻⁵³kʰeʔ³²
驚異	kiɪŋ⁴⁴⁻²²i²²
兵役	piɪŋ⁴⁴⁻²²iɪk̚⁴
耕牛	kiɪŋ⁴⁴⁻²²ɡu²⁴
交加	kaʊ⁴⁴⁻²²ka⁴⁴
捍車	huã²²⁻²¹t͡ɕʰia⁴⁴
真	t͡ɕin⁴⁴
蟬	ɕiɛn²⁴
好朋友	ho⁵³⁻⁴⁴piɪŋ²⁴⁻²²iu⁵³
傷害	ɕiɔŋ⁴⁴⁻²²haɪ²²
備而不用	pi²²⁻²¹d͡ʑi²⁴⁻²²put̚³²⁻⁴iɔŋ²²
備案	pi²²⁻²¹an²¹
衣裳	i⁴⁴⁻²²t͡ɕiũ²⁴
玲啷鼓仔	lin²⁴⁻²²lɔŋ²⁴⁻²²kɔ⁵³⁻⁴⁴a⁵³
反常	huan⁵³⁻⁴⁴ɕiɔŋ²⁴
艱計	kan⁴⁴⁻²²ke²¹
答話	tap̚³²⁻⁴ue²²
光	kɔŋ⁴⁴
短命	te⁵³⁻⁴⁴miã²²
風行	hɔŋ⁴⁴⁻²²hiɪŋ²⁴
迎戰	ɡiɪŋ²⁴⁻²²t͡ɕiɛn²¹
合歡	hap̚⁴⁻³²huan⁴⁴
猛火	mẽ⁵³⁻⁴⁴he⁵³
殯葬	pin⁴⁴⁻²²t͡sɔŋ²¹
伴	pʰuã²²
衰潲	sue⁴⁴⁻²²ɕiaʊ²⁴
流淚	liu²⁴⁻²²lui²²
嬸	ɕim⁵³
看扁	kʰuã²¹⁻⁵³pĩ⁵³
相命	ɕiɔŋ²¹⁻⁵³miã²²
抱	pʰaʊ²²
比擬	pi⁵³⁻⁴⁴ɡi⁵³
萬巒	ban²⁴⁻²²ban²⁴
夜合珠	ia²²⁻²¹hap̚⁴⁻³²t͡su⁴⁴
先生人	ɕiɛn⁴⁴⁻²²ɕĩ⁴⁴⁻²²laŋ²⁴
重耳	taŋ²²⁻²¹hi²²
憤恨	hun²²⁻²¹hun²²
凍瘡	tɔŋ²¹⁻⁵³t͡sʰɔŋ⁴⁴
透底	tʰaʊ²¹⁻⁵³tue⁵³
錯綜	t͡sʰo²¹⁻⁵³t͡sɔŋ⁴⁴
貝魯特	pue²¹⁻⁵³lɔ⁵³⁻⁴⁴tiɪk̚⁴
兼顧	kiam⁴⁴⁻²²kɔ²¹
酒量	t͡ɕiu⁵³⁻⁴⁴liaŋ²²
收支	ɕiu⁴⁴⁻²²t͡ɕi⁴⁴
期求	ki²⁴⁻²²kiu²⁴
奇跡	ki²⁴⁻²²t͡ɕiɪk̚³²
砉	hɔk̚³²
監犯	kã⁴⁴⁻²²huan²²
會盟	hue²²⁻²¹biɪŋ²⁴
聶	liap̚³²
苦厄	kʰɔ⁵³⁻⁴⁴eʔ³²
頭面	tʰaʊ²⁴⁻²²bin²²
囊腫	lɔŋ²⁴⁻²²t͡ɕiɪŋ⁵³
不絕於耳	put̚³²⁻⁴t͡suat̚⁴⁻³²u²⁴⁻²²nĩ⁵³
涼粉草	liaŋ²⁴⁻²²hun⁵³⁻⁴⁴t͡sʰaʊ⁵³
蘋果	pʰiɪŋ²⁴⁻²²ko⁵³
惡人	ɔk̚³²⁻⁴laŋ²⁴
信箱	ɕin²¹⁻⁵³ɕiũ⁴⁴
中藥	tiɔŋ⁴⁴⁻²²ioʔ⁴
捏造	liap̚³²⁻⁴t͡so²²
污垢	u⁴⁴⁻²²kɔ²¹
石敢當	t͡ɕioʔ⁴⁻²¹kam⁵³⁻⁴⁴tɔŋ⁴⁴
沃素	ak̚³²⁻⁴sɔ²¹
編輯	piɛn⁴⁴⁻²²t͡ɕip̚³²
易	iaʔ⁴
啉	lam²⁴
正值	t͡ɕiã²¹⁻⁵³tat̚⁴
撤職	tʰiɛt̚³²⁻⁴t͡ɕit̚³²
答允	tap̚³²⁻⁴in⁵³
針線	t͡ɕiam⁴⁴⁻²²suã²¹
畚	pʰun⁵³
行書	hiɪŋ²⁴⁻²²su⁴⁴
刑警	hiɪŋ²⁴⁻²²kiɪŋ⁵³
閣再	koʔ³²⁻⁵³t͡saɪ²¹
異端	ĩ²²⁻²¹tuan⁴⁴
臉面	liɛn⁵³⁻⁴⁴biɛn²²
