'COS	kˈəz
APPAREL	əpˈæɹəl
APPARENT	əpˈɛəɹənt
APPARENTLY	əpˈɛəɹəntli
APPEAL	əpˈiːl
APPEALING	əpˈiːlɪŋ
APPEALS	əpˈiːlz
APPEAR	əpˈɪə
APPEARANCE	əpˈɪəɹəns
APPEARANCES	əpˈɪəɹənsɪz
APPEARED	əpˈɪəd
APPEARING	əpˈɪəɹɪŋ
APPEARS	əpˈɪəz
APPENDICES	əpˈɛndɪsˌiːz
APPENDIX	əpˈɛndɪks
APPENDIXES	əpˈɛndɪksɪz
APPETITE	ˈæpɪtˌaɪt
APPLAUSE	əplˈɔːz
APPLE	ˈæpəl
APPLES	ˈæpəlz
APPLIANCE	əplˈaɪəns
APPLIANCES	əplˈaɪənsɪz
APPLICABLE(1)	ˈæplɪkəbəl
APPLICABLE(2)	əplˈɪkəbəl
APPLICANT	ˈæplɪkənt
APPLICANTS	ˈæplɪkənts
APPLICATION	ˌæplɪkˈeɪʃən
APPLICATIONS	ˌæplɪkˈeɪʃənz
APPLIED	əplˈaɪd
APPLIES	əplˈaɪz
APPLY	əplˈaɪ
APPLYING	əplˈaɪɪŋ
APPOINT	əpˈɔɪnt
APPOINTED	əpˈɔɪntɪd
APPOINTMENT	əpˈɔɪntmənt
APPOINTMENTS	əpˈɔɪntmənts
APPRAISAL	əpɹˈeɪzəl
APPRECIATE	əpɹˈiːʃɪˌeɪt
APPRECIATED	əpɹˈiːʃɪˌeɪtɪd
APPRECIATION	əpɹˌiːʃɪˈeɪʃən
APPROACH	əpɹˈəʊtʃ
APPROACHED	əpɹˈəʊtʃt
APPROACHES	əpɹˈəʊtʃɪz
APPROACHING	əpɹˈəʊtʃɪŋ
APPROPRIATE(1)	əpɹˈəʊpɹɪət
APPROPRIATE(2)	əpɹˈəʊpɹɪˌeɪt
APPROPRIATELY	əpɹˈəʊpɹɪətli
APPROPRIATIONS	əpɹˌəʊpɹɪˈeɪʃənz
APPROVAL	əpɹˈuːvəl
APPROVE	əpɹˈuːv
APPROVED	əpɹˈuːvd
APPROXIMATE(1)	əpɹˈɒksɪmˌeɪt
APPROXIMATE(2)	əpɹˈɒksɪmɪt
APPROXIMATELY	əpɹˈɒksɪmətli
APPROXIMATION	əpɹˈɒksɪmˌeɪʃən
APPS	ˈæps
APRIL	ˈeɪpɹəl
APRON	ˈeɪpɹən
APT	ˈæpt
APTLY	ˈæptli
AQUA	ˈækwə
AQUARIUM	əkwˈɛəɹɪəm
AQUATIC(1)	əkwˈætɪk
AQUATIC(2)	əkwˈɒtɪk
AR	ˈɑː
ARAB	ˈæɹəb
ARABIA	əɹˈeɪbɪə
ARABIC	ˈæɹəbɪk
ARBITRARY	ˈɑːbɪtɹəɹi
ARBITRATION	ˌɑːbɪtɹˈeɪʃən
ARBOR	ˈɑːbə
ARC	ˈɑːk
ARCADE	ɑːkˈeɪd
ARCH	ˈɑːtʃ
ARCHAEOLOGICAL	ˌɑːkɪəlˈɒdʒɪkəl
ARCHAEOLOGY	ˌɑːkɪˈɒlədʒi
ARCHBISHOP(1)	ɑːtʃbˈɪʃəp
ARCHBISHOP(2)	ˈɑːtʃbɪʃəp
ARCHERY	ˈɑːtʃəɹi
ARCHITECT	ˈɑːkɪtˌɛkt
ARCHITECTS	ˈɑːkɪtˌɛkts
ARCHITECTURAL	ˌɑːkɪtˈɛktʃəɹəl
ARCHITECTURE	ˈɑːkɪtˌɛktʃə
ARCHIVE	ˈɑːkˌaɪv
ARCHIVED	ˈɑːkˌaɪvd
ARCHIVES	ˈɑːkˌaɪvz
ARCTIC	ˈɑːktɪk
ARE(1)	ə
ARE(2)	ˈɑː
AREA	ˈɛəɹɪə
AREAS	ˈɛəɹɪəz
AREN'T	ˈɑːnt
ARENA	əɹˈiːnə
ARGENTINA	ˌɑːdʒəntˈiːnə
ARGUE	ˈɑːgjuː
ARGUED	ˈɑːgjuːd
ARGUES	ˈɑːgjuːz
ARGUING	ˈɑːgjuːɪŋ
ARGUMENT	ˈɑːgjʊmənt
ARGUMENTS	ˈɑːgjʊmənts
ARGYLL	ɑːgˈaɪl
ARIA	ˈɑːɹɪə
ARID	ˈæɹɪd
ARISE	əɹˈaɪz
ARISEN	əɹˈɪzən
ARISES	əɹˈaɪzɪz
ARISING	əɹˈaɪzɪŋ
ARITHMETIC(1)	əɹˈɪθmətɪk
ARITHMETIC(2)	ˌæɹɪθmˈɛtɪk
ARIZONA	ˌæɹɪzˈəʊnə
ARK	ˈɑːk
ARKANSAS	ˈɑːkənsˌɔː
ARLINGTON	ˈɑːlɪŋtən
ARM	ˈɑːm
ARMAGGEDON	ˌɑːməgˈɛdən
ARMED	ˈɑːmd
ARMENIA	ɑːmˈiːnɪə
ARMIES	ˈɑːmiz
ARMOR	ˈɑːmə
ARMOUR	ˈɑːmə
ARMS	ˈɑːmz
ARMSTRONG	ˈɑːmstɹˌɒŋ
ARMY	ˈɑːmi
ARNOLD	ˈɑːnəld
AROMA	əɹˈəʊmə
AROSE	əɹˈəʊz
AROUND	əɹˈaʊnd
AROUSE	əɹˈaʊz
AROUSED	əɹˈaʊzd
AROUSES	əɹˈaʊziz
ARRANGE	əɹˈeɪndʒ
ARRANGED	əɹˈeɪndʒd
ARRANGEMENT	əɹˈeɪndʒmənt
ARRANGEMENTS	əɹˈeɪndʒmənts
ARRAY	əɹˈeɪ
ARREST	əɹˈɛst
ARRESTED	əɹˈɛstɪd
ARRIVAL	əɹˈaɪvəl
ARRIVALS	əɹˈaɪvəlz
ARRIVE	əɹˈaɪv
ARRIVED	əɹˈaɪvd
ARRIVES	əɹˈaɪvz
ARRIVING	əɹˈaɪvɪŋ
ARROW	ˈæɹəʊ
ARS	ˈɑːz
ARSE	ˈɑːs
ARSEHOLE	ˈɑːshˌəʊl
ARSENAL	ˈɑːsənəl
ARSENIC(1)	ˈɑːsnɪk
ARSENIC(2)	ˈɑːsənɪk
ARSON	ˈɑːsən
ART	ˈɑːt
ARTERY	ˈɑːtəɹi
ARTHRITIS	ɑːθɹˈaɪtɪs
ARTHUR	ˈɑːθə
ARTICLE	ˈɑːtɪkəl
ARTICLES	ˈɑːtɪkəlz
ARTICULATE(1)	ɑːtˈɪkjʊlɪt
ARTICULATE(2)	ɑːtˈɪkjʊlˌeɪt
ARTIFACT	ˈɑːtɪfˌækt
ARTIFICIAL	ˌɑːtɪfˈɪʃəl
ARTIST	ˈɑːtɪst
ARTISTIC	ˌɑːtˈɪstɪk
ARTISTS	ˈɑːtɪsts
ARTS	ˈɑːts
ARTWORK	ˈɑːtwˌɜːk
ARTY	ˈɑːti
ARUBA	əɹˈuːbə
AS(1)	ˈæz
AS(2)	əz
ASBESTOS(1)	æsbˈɛstɒs
ASBESTOS(2)	æsbˈɛstəs
ASCERTAIN	ˌæsətˈeɪn
ASCII	ˈæski
ASDA	ˈæsdə
ASH	ˈæʃ
ASHAMED	əʃˈeɪmd
ASHES	ˈæʃɪz
ASHLEY	ˈæʃli
ASHORE	əʃˈɔː
ASHTRAY	ˈæʃtɹˌeɪ
ASIA(1)	ˈeɪʃə
ASIA(2)	ˈeɪʒə
ASIAN(1)	ˈeɪʃən
ASIAN(2)	ˈeɪʒən
ASIDE	əsˈaɪd
ASK	ˈɑːsk
ASKED	ˈɑːskt
ASKING	ˈɑːskɪŋ
ASKS	ˈɑːsks
ASLACKBY	ˈeɪzəlbi
ASLEEP	əslˈiːp
ASPECT	ˈæspˌɛkt
ASPECTS	ˈæspˌɛkts
ASPHALT	ˈæsfælt
ASPIRATION	ˌæspɪɹˈeɪʃən
ASPIRATIONS	ˌæspɪɹˈeɪʃənz
ASPIRE	əspˈaɪə
ASS	ˈɑːs
ASSAILANT	əsˈeɪlənt
ASSAULT	əsˈɔːlt
ASSEMBLE	əsˈɛmbəl
ASSEMBLED	əsˈɛmbəld
ASSEMBLY	əsˈɛmbli
ASSERT	əsˈɜːt
ASSERTION	əsˈɜːʃən
ASSERTIVE	əsˈɜːtɪv
ASSES	ˈɑːsɪz
ASSESS	əsˈɛs
ASSESSED	əsˈɛst
ASSESSING	əsˈɛsɪŋ
ASSESSMENT	əsˈɛsmənt
ASSESSMENTS	əsˈɛsmənts
ASSET	ˈæsˌɛt
ASSETS	ˈæsˌɛts
ASSHOLE	ˈɑːshəʊl
ASSHOLES	ˈɑːshəʊlz
ASSIGN	əsˈaɪn
ASSIGNED	əsˈaɪnd
ASSIGNMENT	əsˈaɪnmənt
ASSIGNMENTS	əsˈaɪnmənts
ASSIMILATE	əsˈɪmɪlˌeɪt
ASSIST	əsˈɪst
ASSISTANCE	əsˈɪstəns
ASSISTANT	əsˈɪstənt
ASSISTED	əsˈɪstɪd
ASSISTS	əsˈɪsts
ASSOCIATE(1)	əsˈəʊʃɪˌeɪt
ASSOCIATE(2)	əsˈəʊsɪˌeɪt
ASSOCIATE(3)	əsˈəʊʃɪət
ASSOCIATE(4)	əsˈəʊsɪət
ASSOCIATED(1)	əsˈəʊsɪˌeɪtɪd
ASSOCIATED(2)	əsˈəʊʃɪˌeɪtɪd
ASSOCIATES(1)	əsˈəʊʃɪˌeɪts
ASSOCIATES(2)	əsˈəʊsɪˌeɪts
ASSOCIATES(3)	əsˈəʊʃɪəts
ASSOCIATES(4)	əsˈəʊsɪəts
ASSOCIATION(1)	əsˌəʊsɪˈeɪʃən
ASSOCIATION(2)	əsˌəʊʃɪˈeɪʃən
ASSOCIATIONS(1)	əsˌəʊsɪˈeɪʃənz
ASSOCIATIONS(2)	əsˌəʊʃɪˈeɪʃənz
ASSUME	əsjˈuːm
ASSUMED	əsjˈuːmd
ASSUMES	əsjˈuːmz
ASSUMING	əsjˈuːmɪŋ
ASSUMPTION	əsˈɐmpʃən
ASSUMPTIONS	əsˈɐmpʃənz
ASSURANCE	əʃˈʊəɹəns
ASSURE(1)	əʃˈʊə
ASSURE(2)	əʃˈɔː
ASSURED(1)	əʃˈɔːd
ASSURED(2)	əʃˈʊəd
ASTERISK	ˈæstəɹɪsk
ASTEROID	ˈæstəɹˌɔɪd
ASTHMA	ˈæzmə
ASTON	ˈæstən
ASTONISHING	əstˈɒnɪʃɪŋ
ASTROLOGY	əstɹˈɒlədʒi
ASTRONOMY	əstɹˈɒnəmi
ASYLUM	əsˈaɪləm
ASYMMETRIC(1)	ˌæsɪmˈɛtɹɪk
ASYMMETRIC(2)	ˌeɪsɪmˈɛtɹɪk
ASYMPTOTE	ˈæsɪmtˌəʊt
ASYMPTOTIC	ˌæsɪmtˈɒtɪk
AT(1)	ət
AT(2)	ˈæt
ATE	ˈeɪt
ATHENS	ˈæθənz
ATHLETE	ˈæθlˌiːt
ATHLETES	ˈæθlˌiːts
ATHLETIC	æθlˈɛtɪk
ATHLETICS	æθlˈɛtɪks
ATLANTA(1)	ætlˈæntə
ATLANTA(2)	ətlˈæntə
ATLANTIC	ətlˈæntɪk
ATLAS	ˈætləs
ATLASES	ˈætləsəs
ATMOSPHERE	ˈætməsfˌɪə
ATMOSPHERIC	ˌætməsfˈɛɹɪk
ATOM	ˈætəm
ATOMIC	ətˈɒmɪk
ATOMS	ˈætəmz
ATOP	ətˈɒp
ATTACH	ətˈætʃ
ATTACHED	ətˈætʃt
ATTACHMENT	ətˈætʃmənt
ATTACHMENTS	ətˈætʃmənts
ATTACK	ətˈæk
ATTACKED	ətˈækt
ATTACKING	ətˈækɪŋ
ATTACKS	ətˈæks
ATTAIN	ətˈeɪn
ATTAINMENT	ətˈeɪnmənt
ATTEMPT	ətˈɛmpt
ATTEMPTED	ətˈɛmptɪd
ATTEMPTING	ətˈɛmptɪŋ
ATTEMPTS	ətˈɛmpts
ATTEND	ətˈɛnd
ATTENDANCE	ətˈɛndəns
ATTENDED	ətˈɛndɪd
ATTENDING	ətˈɛndɪŋ
ATTENTION	ətˈɛnʃən
ATTIC	ˈætɪk
ATTITUDE	ˈætɪtjˌuːd
ATTITUDES	ˈætɪtjˌuːdz
ATTORNEY	ətˈɜːni
ATTORNEYS	ətˈɜːniz
ATTRACT	ətɹˈækt
ATTRACTED	ətɹˈæktɪd
ATTRACTION	ətɹˈækʃən
ATTRACTIONS	ətɹˈækʃənz
ATTRACTIVE	ətɹˈæktɪv
ATTRIBUTE(1)	ˈætɹɪbjˌuːt
ATTRIBUTE(2)	ətɹˈɪbjˌuːt
ATTRIBUTED	ətɹˈɪbjʊtɪd
ATTRIBUTES(1)	ˈætɹɪbjˌuːts
ATTRIBUTES(2)	ətɹˈɪbjˌuːts
AUBERGINE	ˈəʊbədʒˌiːn
AUBURN	ˈɔːbən
AUCKLAND	ˈɔːklənd
AUCTION	ˈɔːkʃən
AUCTIONS	ˈɔːkʃənz
AUDI	ˈaʊdi
AUDIENCE	ˈɔːdɪəns
AUDIENCES	ˈɔːdɪənsɪz
AUDIO	ˈɔːdɪˌəʊ
AUDIT	ˈɔːdɪt
AUDITION	ɔːdˈɪʃən
AUDITOR	ˈɔːdɪtə
AUDITORIUM	ˈɔːdɪtˈɔːɹɪəm
AUDITORS	ˈɔːdɪtəz
AUDREY	ˈɔːdɹi
AUGUST	ˈɔːgəst
AUNT	ˈɑːnt
AUNTIE	ˈɑːnti
AUNTY	ˈɑːnti
AURA	ˈɔːɹə
AURORA	ɔːɹˈɔːɹə
AUSTERE	ɒstˈɪə
AUSTIN(1)	ˈɒstɪn
AUSTIN(2)	ˈɔːstɪn
AUSTRALIA	ɒstɹˈeɪlɪə
AUSTRALIAN	ɒstɹˈeɪlɪən
AUSTRIA	ˈɒstɹɪə
AUTHENTIC	ɔːθˈɛntɪk
AUTHENTICATION	ɔːθˌɛntɪkˈeɪʃən
AUTHOR	ˈɔːθə
AUTHORITIES	ɔːθˈɒɹɪtiz
AUTHORITY	ɔːθˈɒɹɪti
AUTHORIZATION	ˌɔːθəɹaɪzˈeɪʃən
AUTHORIZED	ˈɔːθəɹˌaɪzd
AUTHORS	ˈɔːθəz
AUTISM	ˈɔːtɪzəm
AUTO	ˈɔːtəʊ
AUTOMATED	ˈɔːtəmˌeɪtɪd
AUTOMATIC	ˌɔːtəmˈætɪk
AUTOMATICALLY	ˌɔːtəmˈætɪkli
AUTOMATION	ɔːtəmˈeɪʃən
AUTOMOBILE	ˌɔːtəməbˈiːl
AUTOMOBILES	ˈɔːtəməʊbˌiːlz
AUTOMOTIVE	ˌɔːtəmˈəʊtɪv
AUTONOMOUS	ɔːtˈɒnəməs
AUTONOMY	ɔːtˈɒnəmi
AUTOS	ˈɔːtəʊz
AUTUMN	ˈɔːtəm
AUXILIARY(1)	ɔːgzˈɪljəɹi
AUXILIARY(2)	ɔːgzˈɪləɹi
AVAIL	əvˈeɪl
AVAILABILITY	əvˌeɪləbˈɪlɪti
AVAILABLE	əvˈeɪləbəl
AVATAR	ˈævətɑː
AVENUE	ˈævɪnjˌuː
AVERAGE(1)	ˈævɹɪdʒ
AVERAGE(2)	ˈævəɹɪdʒ
AVERHAM	ˈɛəɹəm
AVERT	əvˈɜːt
AVIATION	ˌeɪvɪˈeɪʃən
AVID	ˈævɪd
AVOCADO	ˌævəkˈɑːdəʊ
AVOCADOS	ˌævəkˈɑːdəʊz
AVOID	əvˈɔɪd
AVOIDED	əvˈɔɪdɪd
AVOIDING	əvˈɔɪdɪŋ
AVON	ˈeɪvən
AW	ˈɔː
AWAIT	əwˈeɪt
AWAITING	əwˈeɪtɪŋ
AWAITS	əwˈeɪts
AWAKE	əwˈeɪk
AWAKEN	əwˈeɪkən
AWAKENED	əwˈeɪkənd
AWARD	əwˈɔːd
AWARDED	əwˈɔːdɪd
AWARDS	əwˈɔːdz
AWARE	əwˈɛə
AWARENESS	əwˈɛənɪs
AWASH	əwˈɒʃ
AWAY	əwˈeɪ
AWE	ˈɔː
AWED	ˈɔːd
AWESOME	ˈɔːsəm
AWFUL	ˈɔːfəl
AWFULLY(1)	ˈɔːfli
AWFULLY(2)	ˈɔːfəli
AWKWARD	ˈɔːkwəd
AWNING	ˈɔːnɪŋ
AWOKE	əwˈəʊk
AWOKEN	əwˈəʊkən
AWRY	əɹˈaɪ
AX	ˈæks
AXE	ˈæks
AXES	ˈæksiːz
AXIOM	ˈæksɪəm
AXIS	ˈæksɪs
AXLE	ˈæksəl
AYE(1)	ˈaɪ
AYRSHIRE	ˈɛəʃə
AYSCOUGHFEE	ˈæskəfi
AZERBAIJAN	ˌæzəbaɪdʒˈɑːn
BABE	bˈeɪb
BABES	bˈeɪbz
BABIES	bˈeɪbiz
BABY	bˈeɪbi
BABYSITTING	bˈeɪbɪsˌɪtɪŋ
BACHELOR(1)	bˈætʃələ
BACHELOR(2)	bˈætʃlə
BACK	bˈæk
BACKED	bˈækt
BACKGROUND	bˈækgɹˌaʊnd
BACKGROUNDS	bˈækgɹˌaʊndz
BACKING	bˈækɪŋ
BACKS	bˈæks
BACKSIDE	bˈæksˌaɪd
BACKSLID	bˈækslˌɪd
BACKSLIDDEN	bˈækslˌɪdən
BACKSLIDE	bˈækslˌaɪd
BACKUP	bˈækˌɐp
BACKWARD	bˈækwəd
BACKWARDS	bˈækwədz
BACON	bˈeɪkən
BACTERIA	bæktˈɪəɹɪə
BACTERIAL	bæktˈɪəɹɪəl
BACTERIUM	bæktˈɪəɹɪəm
BAD	bˈæd
BADE	bˈeɪd
BADGE	bˈædʒ
BADLY	bˈædli
BADMINTON	bˈædmɪntən
BAFFLING	bˈæflɪŋ
BAG	bˈæg
BAGEL	bˈeɪgəl
BAGGY	bˈægi
BAGHDAD	bˈægdæd
BAGS	bˈægz
BAHAMAS	bəhˈɑːməz
BAHRAIN	bɑːɹˈeɪn
BAIL	bˈeɪl
BAILEY	bˈeɪli
BAIT	bˈeɪt
BAKE	bˈeɪk
BAKED	bˈeɪkt
BAKER	bˈeɪkə
BAKING	bˈeɪkɪŋ
BALANCE	bˈæləns
BALANCED	bˈælənst
BALCONY	bˈælkəni
BALD	bˈɔːld
BALE	bˈeɪl
BALI	bˈɑːli
BALK	bˈɔːk
BALL	bˈɔːl
BALLET	bˈæleɪ
BALLOON	bəlˈuːn
BALLOONS	bəlˈuːnz
BALLOT	bˈælət
BALLS	bˈɔːlz
BALM	bˈɑːm
BALTIC	bˈɔːltɪk
BALTIMORE	bˈɔːltɪmˌɔː
BAN	bˈæn
BANAL	bənˈɑːl
BANANA	bənˈɑːnə
BANANAS	bənˈɑːnəz
BANBURY	bˈænbəɹi
BANCORP	bˈæŋkˌɔːp
BAND	bˈænd
BANDS	bˈændz
BANDWIDTH	bˈændwɪdθ
BANE	bˈeɪn
BANG	bˈæŋ
BANGING	bˈæŋɪŋ
BANGKOK(1)	bˈæŋkɒk
BANGKOK(2)	bæŋkˈɒk
BANGLADESH	bˈæŋlədˌɛʃ
BANJO	bˈændʒəʊ
BANK	bˈæŋk
BANKER	bˈæŋkə
BANKERS	bˈæŋkəz
BANKING	bˈæŋkɪŋ
BANKRUPTCY(1)	bˈæŋkɹɐptsi
BANKRUPTCY(2)	bˈæŋkɹəptsi
BANKS	bˈæŋks
BANNED	bˈænd
BANNER	bˈænə
BANNERS	bˈænəz
BANQUET	bˈæŋkwɪt
BAP	bˈæp
BAPTISM	bˈæptˌɪzəm
BAPTIST	bˈæptɪst
BAR	bˈɑː
BARB	bˈɑːb
BARBADOS	bɑːbˈeɪdəʊs
BARBARA(1)	bˈɑːbɹə
BARBARA(2)	bˈɑːbəɹə
BARBECUE	bˈɑːbɪkjˌuː
BARBER	bˈɑːbə
BARBIE	bˈɑːbi
BARCELONA	bˌɑːsɪlˈəʊnə
BARD	bˈɑːd
BARE	bˈɛə
BARELY	bˈɛəli
BARF	bˈɑːf
BARGAIN	bˈɑːgɪn
BARGAINING	bˈɑːgɪnɪŋ
BARGAINS	bˈɑːgɪnz
BARGE	bˈɑːdʒ
BARHAM	bˈɛəɹəm
BARK	bˈɑːk
BARKING	bˈɑːkɪŋ
BARKS	bˈɑːks
BARMY	bˈɑːmi
BARN	bˈɑːn
BARNACLE	bˈɑːnəkəl
BARNES	bˈɑːnz
BARNET	bˈɑːnɪt
BARON	bˈæɹən
BAROQUE(1)	bəɹˈɒk
BAROQUE(2)	bəɹˈəʊk
BARRACKS	bˈæɹəks
BARREL	bˈæɹəl
BARRIER	bˈæɹɪə
BARRIERS	bˈæɹɪəz
BARRY	bˈæɹi
BARS	bˈɑːz
BART	bˈɑːt
BARTER	bˈɑːtə
BASE	bˈeɪs
BASEBALL	bˈeɪsbˌɔːl
BASED	bˈeɪst
BASELINE	bˈeɪslˌaɪn
BASEMENT	bˈeɪsmənt
BASES(1)	bˈeɪsɪz
BASES(2)	bˈeɪsiːz
BASH	bˈæʃ
BASIC	bˈeɪsɪk
BASICALLY	bˈeɪsɪkli
BASICS	bˈeɪsɪks
BASIL	bˈæzəl
BASIN	bˈeɪsɪn
BASIS	bˈeɪsɪs
BASK	bˈɑːsk
BASKET	bˈɑːskɪt
BASKETBALL	bˈɑːskɪtbˌɔːl
BASKETS	bˈɑːskɪts
BASS(1)	bˈæs
BASS(2)	bˈeɪs
BASTARD	bˈɑːstəd
BASTARDS	bˈɑːstədz
BASTE	bˈeɪst
BAT	bˈæt
BATCH	bˈætʃ
BATH	bˈɑːθ
BATHE	bˈeɪð
BATHROOM	bˈɑːθɹˌuːm
BATHROOMS	bˈɑːθɹˌuːmz
BATHS	bˈɑːθs
BATMAN(1)	bˈætmˌæn
BATMAN(2)	bˈætmən
BATTERIES	bˈætəɹiz
BATTERY	bˈætəɹi
BATTLE	bˈætəl
BATTLEFIELD	bˈætəlfˌiːld
BATTLES	bˈætəlz
BAULK	bˈɔːk
BAY	bˈeɪ
BAYESIAN	bˈeɪzɪən
BE(1)	bɪ
BE(2)	bˈiː
BEACH	bˈiːtʃ
BEACHES	bˈiːtʃɪz
BEACONSFIELD	bˈɛkənzfiːld
BEAD	bˈiːd
BEADS	bˈiːdz
BEAK	bˈiːk
BEAM	bˈiːm
BEAN	bˈiːn
BEANS	bˈiːnz
BEAR	bˈɛə
BEARD	bˈɪəd
BEARING	bˈɛəɹɪŋ
BEARINGS	bˈɛəɹɪŋz
BEARS	bˈɛəz
BEAST	bˈiːst
BEAT	bˈiːt
BEATEN	bˈiːtən
BEATING	bˈiːtɪŋ
BEATLES	bˈiːtəlz
BEATS	bˈiːts
BEAU	bˈəʊ
BEAULIEU	bjˈuːli
BEAUTIFUL	bjˈuːtɪfəl
BEAUTIFULLY	bjˈuːtɪfli
BEAUTY	bjˈuːti
BEAUX	bˈəʊz
BEAVER	bˈiːvə
BECAME	bɪkˈeɪm
BECAUSE(1)	bɪkˈɒz
BECAUSE(2)	bɪkˈəz
BECKY	bˈɛki
BECOME	bɪkˈɐm
BECOMES	bɪkˈɐmz
BECOMING	bɪkˈɐmɪŋ
BED	bˈɛd
BEDDING	bˈɛdɪŋ
BEDFORD	bˈɛdfəd
BEDFORDSHIRE	bˈɛdfədʃə
BEDROOM	bˈɛdɹˌuːm
BEDROOMS	bˈɛdɹˌuːmz
BEDS	bˈɛdz
BEE	bˈiː
BEECH	bˈiːtʃ
BEEF	bˈiːf
BEEHIVE	bˈiːhˌaɪv
BEEN(1)	bɪn
BEEN(2)	bˈiːn
BEEN(3)	bˈɪn
BEEP	bˈiːp
BEEPING	bˈiːpɪŋ
BEEPS	bˈiːps
BEER	bˈɪə
BEES	bˈiːz
BEETHOVEN	bˌeɪtˈəʊvən
BEETLE	bˈiːtəl
BEETLES	bˈiːtəlz
BEFALL	bɪfˈɔːl
BEFIT	bɪfˈɪt
BEFORE	bɪfˈɔː
BEFOREHAND	bɪfˈɔːhˌænd
BEG	bˈɛg
BEGAN	bɪgˈæn
BEGAT	bɪgˈæt
BEGET	bɪgˈɛt
BEGGING	bˈɛgɪŋ
BEGIN	bɪgˈɪn
BEGINNER	bɪgˈɪnə
BEGINNERS	bɪgˈɪnəz
BEGINNING	bɪgˈɪnɪŋ
BEGINS	bɪgˈɪnz
BEGOT	bɪgˈɒt
BEGOTTEN	bɪgˈɒtən
BEGUN	bɪgˈɐn
BEHALF	bɪhˈɑːf
BEHAVE	bɪhˈeɪv
BEHAVIOR	bɪhˈeɪvjə
BEHAVIORAL	bɪhˈeɪvjəɹəl
BEHAVIOUR	bɪhˈeɪvjə
BEHIND	bɪhˈaɪnd
BEIGE	bˈeɪʒ
BEIJING	bˌeɪʒˈɪŋ
BEING	bˈiːɪŋ
BEINGS	bˈiːɪŋz
BELARUS(1)	bˌɛləɹˈuːs
BELARUS(2)	bˈɛləɹˌʊs
BELCH	bˈɛltʃ
BELFAST	bˈɛlfˌɑːst
BELGIAN	bˈɛldʒən
BELGIUM	bˈɛldʒəm
BELGRADE(1)	bɛlgɹˈeɪd
BELGRADE(2)	bˈɛlgɹeɪd
BELIE	bɪlˈaɪ
BELIEF	bɪlˈiːf
BELIEFS	bɪlˈiːfs
BELIEVE	bɪlˈiːv
BELIEVED	bɪlˈiːvd
BELIEVES	bɪlˈiːvz
BELIEVING	bɪlˈiːvɪŋ
BELIZE(1)	bɛlˈiːz
BELIZE(2)	bəlˈiːz
BELL	bˈɛl
BELLE	bˈɛl
BELLS	bˈɛlz
BELLY	bˈɛli
BELONG	bɪlˈɒŋ
BELONGED	bɪlˈɒŋd
BELONGING	bɪlˈɒŋɪŋ
BELONGS	bɪlˈɒŋz
BELOVED(1)	bɪlˈɐvd
BELOVED(2)	bɪlˈɐvɪd
BELOW	bɪlˈəʊ
BELT	bˈɛlt
BELTS	bˈɛlts
BEN	bˈɛn
BENCH	bˈɛntʃ
BENCHMARK	bˈɛntʃmˌɑːk
BEND	bˈɛnd
BENEATH	bɪnˈiːθ
BENEFICIAL	bˌɛnɪfˈɪʃəl
BENEFIT	bˈɛnɪfɪt
BENEFITS	bˈɛnɪfɪts
BENIGN	bɪnˈaɪn
BENJAMIN	bˈɛndʒəmɪn
BENJY	bˈɛndʒi
BENNETT	bˈɛnɪt
BENT	bˈɛnt
BENZ	bˈɛnz
BERET	bˈɛɹeɪ
BERKELEY(1)	bˈɜːkli
BERKELEY(2)	bˈɑːkli
BERKSHIRE(1)	bˈɑːkʃə
BERKSHIRE(2)	bˈɑːkʃˌɪə
BERLIN(1)	bɜːlˈɪn
BERLIN(2)	bəlˈɪn
BERMUDA	bəmjˈuːdə
BERN	bˈɜːn
BERNARD	bˈɜːnəd
BERNIE	bˈɜːni
BERRY	bˈɛɹi
BERTH	bˈɜːθ
BESERK(1)	bəzˈɜːk
BESERK(2)	bəsˈɜːk
BESET	bɪsˈɛt
BESIDE	bɪsˈaɪd
BESIDES	bɪsˈaɪdz
BEST	bˈɛst
BESTIALITY	bˌɛstɪˈælɪti
BESTSELLERS	bˈɛstsˌɛləz
BET	bˈɛt
BETA	bˈiːtə
BETRAY	bɪtɹˈeɪ
BETRAYED	bɪtɹˈeɪd
BETS	bˈɛts
BETTED	bˈɛtɪd
BETTER	bˈɛtə
BETTING	bˈɛtɪŋ
BETTY	bˈɛti
BETWEEN	bɪtwˈiːn
BEV	bˈɛv
BEVERAGE(1)	bˈɛvɹɪdʒ
BEVERAGE(2)	bˈɛvəɹɪdʒ
BEVERAGES	bˈɛvɹɪdʒɪz
BEVERLEY	bˈɛvəli
BEVERLY	bˈɛvəli
BEWARE	bɪwˈɛə
BEXLEY	bˈɛksli
BEYOND	bɪjˈɒnd
BHUTAN	buːtˈɑːn
BI	bˈaɪ
BIAS	bˈaɪəs
BIASED	bˈaɪəst
BIB	bˈɪb
BIBLE	bˈaɪbəl
BIBLICAL	bˈɪblɪkəl
BIBLIOGRAPHIC	bˌɪblɪəʊgɹˈæfɪk
BIBLIOGRAPHY	bˌɪblɪˈɒgɹəfi
BICESTER	bˈɪstə
BICYCLE	bˈaɪsɪkəl
BID	bˈɪd
BIDDEN	bˈɪdən
BIDDER	bˈɪdə
