ئابووری	.ʔa.bû.rî
سەرژمێرییەکە	.ser.ji.mê.rî.ye.ke
سەرژمێرییەکەدا	.ser.ji.mê.rî.ye.ke.da
سەرژمێرییەکەی	.ser.ji.mê.rî.ye.key
سەرسنوور	.ser.si.nûr
سەرسووڕهێنەر	.ser.sûř.hê.ner
سەرسووڕی	.ser.sû.řî
سەرسووڕییانە	.ser.sû.řî.ya.ne
سەرکتێبە	.ser.ki.tê.be
سەرکەوتووەکانی	.ser.kew.tu.we.ka.nî
سەرگری	.ser.gi.rî
سەرگیرا	.ser.gî.ra
سەرنجڕاکێش	.se.rinc.řa.kêş
سەرنجێکی	.se.rin.cê.kî
سەرنجی	.se.rin.cî
سەرهێڵ	.ser.hêł
سەرهەڵدانی	.ser.heł.da.nî
سەرۆک	.se.rok
سەرۆکایەتیی	.se.ro.ka.ye.tîy
سەرێ	.se.rê
سەرێکانیم	.se.rê.ka.nîm
سەریان	.ser.yan
سەریاندا	.ser.yan.da
سەرینی	.se.rî.nî
سەرەتای	.se.re.tay
سەرەخۆ	.se.re.xo
سەرەڕای	.se.re.řay
سەرەکی	.se.re.kî
سەرەکیترین	.se.re.kî.ti.rîn
سەرەکیترینیان	.se.re.kî.ti.rîn.yan
سەرەکیمان	.se.re.kî.man
سەرەکیی	.se.re.kîy
سەرەکییەتی	.se.re.kî.ye.tî
سەرەکییەکان	.se.re.kî.ye.kan
سەرەکییەکانی	.se.re.kî.ye.ka.nî
سەرەکییەکەشی	.se.re.kî.ye.ke.şî
سەرەنجێکی	.se.ren.cê.kî
سەرەنجی	.se.ren.cî
سەرەوە	.se.re.we
سەڤنچ	.se.vinç
سەلاح	.se.laḧ
سەلماندبایان	.sel.man.di.ba.yan
سەلیم	.se.lîm
سەڵەف	.se.łef
سەندیکای	.sen.dî.kay
سەنگ	.seng
سەیدایێ	.sey.da.yê
سەیر	.seyr
سەیرە	.sey.re
ش	.şi
شار	.şar
شاران	.şa.ran
شارانی	.şa.ra.nî
شارانە	.şa.ra.ne
شارانەدا	.şa.ra.ne.da
شاردان	.şar.dan
شارۆچکەکان	.şa.roç.ke.kan
شارۆچکەکاندا	.şa.roç.ke.kan.da
شاری	.şa.rî
شارە	.şa.re
شارەداری	.şa.re.da.rî
شارەداریی	.şa.re.da.rîy
شارەدارییەکان	.şa.re.da.rî.ye.kan
شارەزا	.şa.re.za
شارەزان	.şa.re.zan
شارەزاوە	.şa.re.za.we
شارەزایییان	.şa.re.za.yî.yan
شارەزایییەکی	.şa.re.za.yî.ye.kî
شارەکان	.şa.re.kan
شارەکانی	.şa.re.ka.nî
شارەکانیش	.şa.re.ka.nîş
شارەکە	.şa.re.ke
شاعیر	.şa.ƹîr
شاعیران	.şa.ƹî.ran
شاعیرێک	.şa.ƹî.rêk
شاعیری	.şa.ƹî.rî
شاعیرە	.şa.ƹî.re
شانازییە	.şa.na.zî.ye
شانۆگەری	.şa.no.ge.rî
شانۆیە	.şa.no.ye
شانۆیەک	.şa.no.yek
شانۆکە	.şa.no.ke
شایانی	.şa.ya.nî
شت	.şit
شتانە	.şi.ta.ne
شتێک	.şi.têk
شتێکی	.şi.tê.kî
شتێکیان	.şi.têk.yan
شتی	.şi.tî
شتە	.şi.te
شدا	.şi.da
شریتەکانی	.şi.rî.te.ka.nî
شک	.şik
شکا	.şi.ka
شکان	.şi.kan
شکێکیش	.şi.kê.kîş
شلوێ	.şil.wê
شڵوێ	.şił.wê
شوباتی	.şu.ba.tî
شوێن	.şwên
شوێنانی	.şwê.na.nî
شوێنکەوتنی	.şwên.kew.ti.nî
شوێنی	.şwê.nî
شوێنەکان	.şwê.ne.kan
شێران	.şê.ran
شێواز	.şê.waz
شێوازانی	.şê.wa.za.nî
شێوازێک	.şê.wa.zêk
شێوازێکی	.şê.wa.zê.kî
شێوازێکە	.şê.wa.zê.ke
شێوازی	.şê.wa.zî
شێوازە	.şê.wa.ze
شێوە	.şê.we
شێوەردی	.şê.wer.dî
شێوەزارانی	.şê.we.za.ra.nî
شێوەزاری	.şê.we.za.rî
شێوەی	.şê.wey
شێوەیەکی	.şê.we.ye.kî
شی	.şî
شیان	.şyan
شیعری	.şîƹ.rî
شیکەری	.şî.ke.rî
شەڕەکەدا	.şe.ře.ke.da
شەش	.şeş
شەشیان	.şeş.yan
شەقامەکان	.şe.qa.me.kan
شەقاوێکی	.şe.qa.wê.kî
شەڵاڵی	.şe.ła.łî
شەوان	.şe.wan
شەوی	.şe.wî
عِلمیَة	.ƹîlm.yeة
عارف	.ƹa.rif
عارفی	.ƹa.ri.fî
عاموودە	.ƹa.mû.de
عوسمان	.ƹus.man
عوسمانی	.ƹus.ma.nî
عوسمانیدا	.ƹus.ma.nî.da
عوسمانیڕا	.ƹus.ma.nî.řa
عوسمانییەکان	.ƹus.ma.nî.ye.kan
عوسمانییەکاندا	.ƹus.ma.nî.ye.kan.da
عوسمانییەکانیش	.ƹus.ma.nî.ye.ka.nîş
عێراق	.ƹê.raq
عێراقدا	.ƹê.raq.da
عێراقی	.ƹê.ra.qî
عێراقیان	.ƹê.raq.yan
عێراقیش	.ƹê.ra.qîş
عێراقەوە	.ƹê.ra.qe.we
عەباس	.ƹe.bas
عەبدوڕەحمان	.ƹeb.du.řeḧ.man
عەبدوڵڵا	.ƹeb.duł.ła
عەرز	.ƹerz
عەرزێ	.ƹer.zê
عەرەب	.ƹe.reb
عەرەب‌کردنە	.ƹe.reb.kir.di.ne
عەرەبی	.ƹe.re.bî
عەرەبیدا	.ƹe.re.bî.da
عەرەبیش	.ƹe.re.bîş
عەرەبیی	.ƹe.re.bîy
عەرەبییە	.ƹe.re.bî.ye
عەرەبییەوە	.ƹe.re.bî.ye.we
عەرەبەکان	.ƹe.re.be.kan
عەرەبەکاندا	.ƹe.re.be.kan.da
عەرەبەکانی	.ƹe.re.be.ka.nî
عەزرەتی	.ƹez.re.tî
عەشقیان	.ƹeşq.yan
عەفرین	.ƹef.rîn
عەفریندا	.ƹef.rîn.da
عەفرینێ	.ƹef.rî.nê
عەلی	.ƹe.lî
عەلیرزا	.ƹe.lî.ri.za
عەین	.ƹeyn
فارسی	.far.sî
فارسییەوە	.far.sî.ye.we
فاکتۆرەکانی	.fak.to.re.ka.nî
فاکس	.faks
فرات	.fi.rat
فرۆش	.fi.roş
فرۆشتبوون	.fi.roş.ti.bûn
فرۆشتن	.fi.roş.tin
فرۆشتنی	.fi.roş.ti.nî
فرۆشتنەوە	.fi.roş.ti.ne.we
فرۆشتووین	.fi.roş.tûyn
فرۆشدا	.fi.roş.da
فرۆشرابان	.fi.roş.ra.ban
فرۆشران	.fi.roş.ran
فرۆشراون	.fi.roş.ra.win
فرۆشراوە	.fi.roş.ra.we
فرۆشراوەکان	.fi.roş.ra.we.kan
فرۆشێکی	.fi.ro.şê.kî
فرۆشی	.fi.ro.şî
فرۆشیان	.fi.roş.yan
فرۆشیش	.fi.ro.şîş
فرۆشییەکاندا	.fi.ro.şî.ye.kan.da
فرۆشەکە	.fi.ro.şe.ke
فرۆشەکەی	.fi.ro.şe.key
فرێد	.fi.rêd
فرەتر	.fi.re.tir
فرەتری	.fi.re.ti.rî
فرەیک	.fi.reyk
فڕۆکە	.fi.řo.ke
فڕۆکەوانی	.fi.řo.ke.wa.nî
فڕۆکەی	.fi.řo.key
فڕێ	.fi.řê
فڕێدراو	.fi.řê.di.raw
فستیڤاڵی	.fis.tî.va.łî
فلسێکم	.fil.sê.kim
فلووچانە	.fi.lû.ça.ne
فولکلۆر	.ful.ki.lor
فۆتۆکۆپی	.fo.to.ko.pî
فۆتۆکۆپییەوە	.fo.to.ko.pî.ye.we
فۆرم	.form
فۆلکلۆر	.fol.ki.lor
فۆلکلۆرن	.fol.ki.lo.rin
فۆلکلۆرەکان	.fol.ki.lo.re.kan
فۆلکلۆرەکانەوە	.fol.ki.lo.re.ka.ne.we
فێدراسیۆنی	.fêd.ras.yo.nî
فێر	.fêr
فێرکاری	.fêr.ka.rî
فێرکاریدا	.fêr.ka.rî.da
فێرکاریی	.fêr.ka.rîy
فێرکارییەوە	.fêr.ka.rî.ye.we
فێرکردنی	.fêr.kir.di.nî
فێرگە	.fêr.ge
فێرگەکاندا	.fêr.ge.kan.da
فێری	.fê.rî
فێستیڤاڵ	.fês.tî.vał
فێستیڤاڵانێکی	.fês.tî.va.ła.nê.kî
فێستیڤاڵی	.fês.tî.va.łî
فێستیڤاڵەکانی	.fês.tî.va.łe.ka.nî
فێستیڤاڵەکە	.fês.tî.va.łe.ke
فێڵ	.fêł
فیلم	.fîlm
فەتح	.fe.tiḧ
فەتەر	.fe.ter
فەتەرێکیش	.fe.te.rê.kîş
فەرمان	.fer.man
فەرمانبەر	.fer.man.ber
فەرمانبەرە	.fer.man.be.re
فەرمانبەرەکانیانەوە	.fer.man.be.re.kan.ya.ne.we
فەرمانگەی	.fer.man.gey
فەرمی	.fer.mî
فەرمیی	.fer.mîy
فەرمییان	.fer.mî.yan
فەرمییە	.fer.mî.ye
فەرمییەکانی	.fer.mî.ye.ka.nî
فەرهاد	.fer.had
فەرهەنگ	.fer.heng
فەرهەنگکوژییەوە	.fer.heng.ku.jî.ye.we
فەرهەنگێک	.fer.hen.gêk
فەرهەنگێکی	.fer.hen.gê.kî
فەرهەنگی	.fer.hen.gî
فەرهەنگیمان	.fer.hen.gî.man
فەرهەنگیی	.fer.hen.gîy
فەرهەنگییەدا	.fer.hen.gî.ye.da
فەرهەنگییەکان	.fer.hen.gî.ye.kan
فەرهەنگییەکاندا	.fer.hen.gî.ye.kan.da
فەرهەنگییەکانن	.fer.hen.gî.ye.ka.nin
فەرهەنگییەکانی	.fer.hen.gî.ye.ka.nî
فەرهەنگییەکانیان	.fer.hen.gî.ye.kan.yan
فەرهەنگەکان	.fer.hen.ge.kan
فەرهەنگەکانی	.fer.hen.ge.ka.nî
فەرەجۆڵڵا	.fe.re.coł.ła
فەڕانسە	.fe.řan.se
فەڕەنسییەکان	.fe.řen.sî.ye.kan
فەڕەنسییەکاندا	.fe.řen.sî.ye.kan.da
فەڕەنسییەکانیش	.fe.řen.sî.ye.ka.nîş
فەقی	.fe.qî
ڤاتە	.va.te
ڤورال	.vu.ral
ڤیدیۆیی	.vîd.yo.yî
ڤیکتۆر	.vîk.tor
ڤیکتۆریا	.vîk.tor.ya
ڤەستا	.ves.ta
ڤەکۆلی	.ve.ko.lî
ڤەکۆلیی	.ve.ko.lîy
قاتی	.qa.tî
قازانج	.qa.zanc
قازانجێک	.qa.zan.cêk
قازانجی	.qa.zan.cî
قازانجەکە	.qa.zan.ce.ke
قازی	.qa.zî
قامشلۆ	.qa.miş.lo
قامشلۆدان	.qa.miş.lo.dan
قامشلۆڕا	.qa.miş.lo.řa
قامشلۆوە	.qa.miş.lo.we
قاهر	.qa.hir
قاهیرە	.qa.hî.re
قاهیرەدا	.qa.hî.re.da
قایشی	.qay.şî
قسە	.qi.se
قسەکەر	.qi.se.ker
قسەکەرە	.qi.se.ke.re
قسەم	.qi.sem
قسەوباس	.qi.sew.bas
قسەوباسی	.qi.sew.ba.sî
قسەی	.qi.sey
قسەیان	.qi.se.yan
قوتابخانەکان	.qu.tab.xa.ne.kan
قورس	.qurs
قورسە	.qur.se
قووڵی	.qû.łî
قوونیە	.qûn.ye
قۆشنی	.qoş.nî
قۆڵبەست	.qoł.best
قۆڵبەستکرانیان	.qoł.best.ki.ran.yan
قۆڵبەستی	.qoł.bes.tî
قۆڵبەستیان	.qoł.best.yan
قۆناغی	.qo.na.ẍî
قۆناغە	.qo.na.ẍe
قۆناغەکانی	.qo.na.ẍe.ka.nî
قیژەی	.qî.jey
قەبارە	.qe.ba.re
قەت	.qet
قەتی	.qe.tî
قەتیان	.qet.yan
قەدیس	.qe.dîs
قەراغی	.qe.ra.ẍî
قەرزدار	.qerz.dar
قەرس	.qers
قەرەبوو	.qe.re.bû
قەرەوی	.qe.re.wî
قەڵس	.qełs
ک	.ki
کُردِستان	.kur.dîs.tan
کات	.kat
کاتدا	.kat.da
کاتێ	.ka.tê
کاتێک	.ka.têk
کاتێکدا	.ka.têk.da
کاتێکدایە	.ka.têk.da.ye
کاتی	.ka.tî
کاتە	.ka.te
کاتەدا	.ka.te.da
کاتەوە	.ka.te.we
کاتەیدا	.ka.tey.da
کار	.kar
کارادەمر	.ka.ra.de.mir
کارانێک	.ka.ra.nêk
کاربەدەستان	.kar.be.des.tan
کاربەدەستانی	.kar.be.des.ta.nî
کاربەدەستێک	.kar.be.des.têk
کاربەدەستێکی	.kar.be.des.tê.kî
کاربەدەستەکانیش	.kar.be.des.te.ka.nîş
کارتێک	.kar.têk
کارتێکەر	.kar.tê.ker
کاردەکەن	.kar.de.ken
کارگێرییەکی	.kar.gê.rî.ye.kî
کارگێڕیی	.kar.gê.řîy
کارگێڕییان	.kar.gê.řî.yan
کارگێڕییەکی	.kar.gê.řî.ye.kî
کارگێڕییەکیان	.kar.gê.řî.yek.yan
کارلێکەرییان	.kar.lê.ke.rî.yan
کارن	.ka.rin
کارهێنانی	.kar.hê.na.nî
کارهێنراون	.kar.hên.ra.win
کاری	.ka.rî
کاریان	.kar.yan
کاریگەرە	.ka.rî.ge.re
کارە	.ka.re
کارەشیان	.ka.reş.yan
کارەکانی	.ka.re.ka.nî
کارەکانیان	.ka.re.kan.yan
کارەکەدا	.ka.re.ke.da
کارەکەشیان	.ka.re.keş.yan
کارەکەیان	.ka.re.ke.yan
کاغەز	.ka.ẍez
کاغەزی	.ka.ẍe.zî
کام	.kam
خێراکار	.xê.ra.kar
خێراکارانێک	.xê.ra.ka.ra.nêk
کامیان	.kam.yan
کامەران	.ka.me.ran
کان	.kan
کاندا	.kan.da
کانگای	.kan.gay
کانن	.ka.nin
کانوونی	.ka.nû.nî
کاوا	.ka.wa
کاولی	.kaw.lî
کاییدا	.ka.yî.da
کتوپڕ	.ki.tu.piř
کتومتی	.ki.tum.tî
کتێب	.ki.têb
کتێبان	.ki.tê.ban
کتێبانم	.ki.tê.ba.nim
کتێبانێک	.ki.tê.ba.nêk
کتێبانێکی	.ki.tê.ba.nê.kî
کتێبانی	.ki.tê.ba.nî
کتێبانیان	.ki.tê.ban.yan
کتێبانیش	.ki.tê.ba.nîş
کتێبانە	.ki.tê.ba.ne
کتێبانەش	.ki.tê.ba.neş
کتێبانەن	.ki.tê.ba.nen
کتێبانەیان	.ki.tê.ba.ne.yan
کتێبپەرەستانەی	.ki.têb.pe.res.ta.ney
کتێبخانا	.ki.têb.xa.na
کتێبخانانەدا	.ki.têb.xa.na.ne.da
کتێبخانانەی	.ki.têb.xa.na.ney
کتێبخانە	.ki.têb.xa.ne
کتێبخانەکان	.ki.têb.xa.ne.kan
کتێبخانەکاندا	.ki.têb.xa.ne.kan.da
کتێبخانەکانم	.ki.têb.xa.ne.ka.nim
کتێبخانەکانی	.ki.têb.xa.ne.ka.nî
کتێبخانەکانیشدا	.ki.têb.xa.ne.ka.nîş.da
کتێبخانەکە	.ki.têb.xa.ne.ke
کتێبخانەکەی	.ki.têb.xa.ne.key
کتێبخانەگەلێک	.ki.têb.xa.ne.ge.lêk
کتێبخانەگەلی	.ki.têb.xa.ne.ge.lî
کتێبخانەگەلە	.ki.têb.xa.ne.ge.le
کتێبخانەی	.ki.têb.xa.ney
کتێبخانەیە	.ki.têb.xa.ne.ye
کتێبخانەیەک	.ki.têb.xa.ne.yek
کتێبخانەیەکی	.ki.têb.xa.ne.ye.kî
کتێبدا	.ki.têb.da
کتێبفرۆشێکی	.ki.têb.fi.ro.şê.kî
کتێبفرۆشی	.ki.têb.fi.ro.şî
کتێبفرۆشیگەلێکی	.ki.têb.fi.ro.şî.ge.lê.kî
کتێبفرۆشیی	.ki.têb.fi.ro.şîy
کتێبفرۆشییانێک	.ki.têb.fi.ro.şî.ya.nêk
کتێبفرۆشییانە	.ki.têb.fi.ro.şî.ya.ne
کتێبفرۆشییانەش	.ki.têb.fi.ro.şî.ya.neş
کتێبفرۆشییەک	.ki.têb.fi.ro.şî.yek
کتێبفرۆشییەکان	.ki.têb.fi.ro.şî.ye.kan
کتێبفرۆشییەکاندا	.ki.têb.fi.ro.şî.ye.kan.da
کتێبفرۆشییەکانی	.ki.têb.fi.ro.şî.ye.ka.nî
کتێبفرۆشییەکانیان	.ki.têb.fi.ro.şî.ye.kan.yan
کتێبفرۆشییەکدا	.ki.têb.fi.ro.şî.yek.da
کتێبفرۆشییەکە	.ki.têb.fi.ro.şî.ye.ke
کتێبفرۆشییەکەم	.ki.têb.fi.ro.şî.ye.kem
کتێبفرۆشییەکەی	.ki.têb.fi.ro.şî.ye.key
کتێبفرۆشەکان	.ki.têb.fi.ro.şe.kan
کتێبفرۆشەکە	.ki.têb.fi.ro.şe.ke
کتێبێک	.ki.tê.bêk
کتێبێکی	.ki.tê.bê.kî
کتێبێکیان	.ki.tê.bêk.yan
کتێبێکیش	.ki.tê.bê.kîş
کتێبی	.ki.tê.bî
کتێبیان	.ki.têb.yan
کتێبیش	.ki.tê.bîş
کتێبە	.ki.tê.be
کتێبەش	.ki.tê.beş
کتێبەکان	.ki.tê.be.kan
کتێبەکاندا	.ki.tê.be.kan.da
کتێبەکانی	.ki.tê.be.ka.nî
کتێبەکانیان	.ki.tê.be.kan.yan
کتێبەکانیشی	.ki.tê.be.ka.nî.şî
کتێبەکە	.ki.tê.be.ke
کتێبەکەش	.ki.tê.be.keş
کتێبەکەی	.ki.tê.be.key
کتێبەکەیان	.ki.tê.be.ke.yan
کتێبەکەیانە	.ki.tê.be.ke.ya.ne
کتێبەوە	.ki.tê.be.we
کتێبەی	.ki.tê.bey
کرا	.ki.ra
کرابانەوە	.ki.ra.ba.ne.we
کرابوو	.ki.ra.bû
کرابوون	.ki.ra.bûn
کرابوونەوە	.ki.ra.bû.ne.we
کرابووەوە	.ki.ra.bu.we.we
کرام	.ki.ram
کران	.ki.ran
کرانی	.ki.ra.nî
کرانەوە	.ki.ra.ne.we
کراو	.ki.raw
کراون	.ki.ra.win
کراونەتەوە	.ki.raw.ne.te.we
کراوە	.ki.ra.we
کراوەتەوە	.ki.ra.we.te.we
کراوەکان	.ki.ra.we.kan
کراوەکاندا	.ki.ra.we.kan.da
کراوەکانی	.ki.ra.we.ka.nî
کراوەن	.ki.ra.wen
کراوەیە	.ki.ra.we.ye
کرایەوە	.ki.ra.ye.we
کربا	.kir.ba
کربوو	.kir.bû
کربوون	.kir.bûn
کربوونەوە	.kir.bû.ne.we
کرد	.kird
کردبا	.kir.di.ba
کردبوو	.kir.di.bû
کردبوون	.kir.di.bûn
کردبوونەوەی	.kir.di.bû.ne.wey
کردبووەوە	.kir.di.bu.we.we
کردبێ	.kir.di.bê
کردم	.kir.dim
کردمەوە	.kir.di.me.we
کردن	.kir.din
کردنی	.kir.di.nî
کردنیان	.kir.din.yan
کردنە	.kir.di.ne
کردنەکان	.kir.di.ne.kan
کردنەوە	.kir.di.ne.we
کردنەوەکانی	.kir.di.ne.we.ka.nî
کردنەوەی	.kir.di.ne.wey
کردوو	.kir.dû
کردووم	.kir.dûm
کردوون	.kir.dûn
کردوونەتەوە	.kir.dû.ne.te.we
کردووین	.kir.dûyn
کردووە	.kir.du.we
کردووەتەوە	.kir.du.we.te.we
کردین	.kir.dîn
کردەوە	.kir.de.we
کردەوەیەک	.kir.de.we.yek
کرمانجی	.kir.man.cî
کرۆنی	.ki.ro.nî
کرێکارەکانی	.ki.rê.ka.re.ka.nî
کرێکراوی	.ki.rê.ki.ra.wî
کڕی	.ki.řî
کڕیارەکانیشی	.kiř.ya.re.ka.nî.şî
کڕینی	.ki.řî.nî
کڕیوە	.ki.řî.we
کشانەوە	.ki.şa.ne.we
کلاسیک	.ki.la.sîk
کلاسیکی	.ki.la.sî.kî
کلۆبی	.ki.lo.bî
کلۆبەکان	.ki.lo.be.kan
کلۆد	.ki.lod
کوت	.kut
کورت	.kurt
کورتی	.kur.tî
کورتیان	.kurt.yan
کورتە	.kur.te
کورتەپێداچوونەوەیەک	.kur.te.pê.da.çû.ne.we.yek
کورتەچیرۆکەکانی	.kur.te.çî.ro.ke.ka.nî
کورد	.kurd
کوردان	.kur.dan
کوردانێک	.kur.da.nêk
کوردانە	.kur.da.ne
کوردانەش	.kur.da.neş
کوردانەی	.kur.da.ney
کوردانەیە	.kur.da.ne.ye
کورددا	.kurd.da
کوردستان	.kur.dis.tan
کوردستاندا	.kur.dis.tan.da
کوردستانن	.kur.dis.ta.nin
کوردستانێ	.kur.dis.ta.nê
کوردستانێڕا	.kur.dis.ta.nê.řa
کوردستانی	.kur.dis.ta.nî
کوردستانیان	.kur.dis.tan.yan
کوردستانیش	.kur.dis.ta.nîş
کوردستانیشدا	.kur.dis.ta.nîş.da
کوردستانە	.kur.dis.ta.ne
کوردستانەوە	.kur.dis.ta.ne.we
کوردم	.kur.dim
کوردن	.kur.din
کوردێک	.kur.dêk
کوردی	.kur.dî
کوردیان	.kurd.yan
کوردیبێژ	.kur.dî.bêj
کوردیخوێن	.kur.dî.xwên
کوردیدا	.kur.dî.da
کوردیدایە	.kur.dî.da.ye
کوردیزادە	.kur.dî.za.de
کوردیش	.kur.dîş
کوردیگەلە	.kur.dî.ge.le
کوردیم	.kur.dîm
کوردیمان	.kur.dî.man
کوردین	.kur.dîn
کوردیی	.kur.dîy
کوردییان	.kur.dî.yan
کوردییانە	.kur.dî.ya.ne
کوردیییەکانیان	.kur.dîy.ye.kan.yan
کوردییە	.kur.dî.ye
کوردییەکان	.kur.dî.ye.kan
کوردییەکاندا	.kur.dî.ye.kan.da
کوردییەکانی	.kur.dî.ye.ka.nî
کوردییەکانیان	.kur.dî.ye.kan.yan
کوردییەکانیانەوە	.kur.dî.ye.kan.ya.ne.we
کوردییەکانیش	.kur.dî.ye.ka.nîş
کوردییەکانە	.kur.dî.ye.ka.ne
کوردییەوە	.kur.dî.ye.we
کوردە	.kur.de
کوردەکان	.kur.de.kan
کوردەکاندا	.kur.de.kan.da
کوردەکانن	.kur.de.ka.nin
کوردەکانی	.kur.de.ka.nî
کوردەکانیان	.kur.de.kan.yan
کوردەکانیش	.kur.de.ka.nîş
کوردەکانیشی	.kur.de.ka.nî.şî
کوردەکانە	.kur.de.ka.ne
کوردەکانەوە	.kur.de.ka.ne.we
کوردەوە	.kur.de.we
کورکەی	.kur.key
کورمانج	.kur.manc
کورمانجی	.kur.man.cî
کورمانجیبێژ	.kur.man.cî.bêj
کورمانجیش	.kur.man.cîş
کورمێنج	.kur.mênc
کوروس	.ku.rus
کوروسە	.ku.ru.se
کوژرا	.kuj.ra
کوژران	.kuj.ran
کوژراون	.kuj.ra.win
کووتاڵەکان	.kû.ta.łe.kan
کوێ	.kwê
کوێرەوەری	.kwê.re.we.rî
کۆ	.ko
کۆبانی	.ko.ba.nî
کۆبوونەوەکان	.ko.bû.ne.we.kan
کۆبوونەوەگەلێک	.ko.bû.ne.we.ge.lêk
کۆبوونەوەگەلی	.ko.bû.ne.we.ge.lî
کۆبوونەوەگەلە	.ko.bû.ne.we.ge.le
کۆبوونەوەی	.ko.bû.ne.wey
کۆبوونەوەیەدا	.ko.bû.ne.we.ye.da
کۆبوونەوەیەک	.ko.bû.ne.we.yek
کۆبۆنەوەگەلێک	.ko.bo.ne.we.ge.lêk
کۆپی	.ko.pî
کۆپیدا	.ko.pî.da
کۆپیگەلێک	.ko.pî.ge.lêk
کۆپیگەلی	.ko.pî.ge.lî
کۆپیگەلە	.ko.pî.ge.le
کۆپیگەلەیە	.ko.pî.ge.le.ye
کۆپیی	.ko.pîy
کۆپییان	.ko.pî.yan
کۆپییە	.ko.pî.ye
کۆپییەک	.ko.pî.yek
کۆپییەکی	.ko.pî.ye.kî
کۆتاییی	.ko.ta.yîy
کۆچ	.koç
کۆچاندنە	.ko.çan.di.ne
کۆچی	.ko.çî
کۆچیان	.koç.yan
کۆچیندران	.ko.çîn.di.ran
کۆراندمانەوە	.ko.ran.di.ma.ne.we
کۆراندمەوە	.ko.ran.di.me.we
کۆڕی	.ko.řî
کۆڕەکە	.ko.ře.ke
کۆژراون	.koj.ra.win
کۆسپانەدایە	.kos.pa.ne.da.ye
کۆسپێکی	.kos.pê.kî
کۆسپە	.kos.pe
کۆسپەکان	.kos.pe.kan
کۆکراوەکان	.ko.ki.ra.we.kan
کۆکراوەکانی	.ko.ki.ra.we.ka.nî
کۆکراوەی	.ko.ki.ra.wey
کۆکردنەوەی	.ko.kir.di.ne.wey
کۆلێجی	.ko.lê.cî
کۆڵ	.koł
کۆڵی	.ko.łî
کۆڵەواری	.ko.łe.wa.rî
کۆم	.kom
کۆما	.ko.ma
کۆمارخوازی	.ko.mar.xwa.zî
کۆمارخوازیدا	.ko.mar.xwa.zî.da
کۆمارخوازەکانی	.ko.mar.xwa.ze.ka.nî
کۆماری	.ko.ma.rî
کۆمال	.ko.mal
کۆمپانیا	.kom.pan.ya
کۆمپانیاکان	.kom.pan.ya.kan
کۆمپانیاکانی	.kom.pan.ya.ka.nî
کۆمپانیاگەلی	.kom.pan.ya.ge.lî
کۆمپانیاگەلە	.kom.pan.ya.ge.le
کۆمپانیای	.kom.pan.yay
کۆمپانیایەک	.kom.pan.ya.yek
کۆمپانیایەکی	.kom.pan.ya.ye.kî
کۆمیتەی	.ko.mî.tey
کۆمیتەیەک	.ko.mî.te.yek
کۆمیتەیەکی	.ko.mî.te.ye.kî
کۆمەڵایەتی	.ko.me.ła.ye.tî
کۆمەڵگا	.ko.meł.ga
کۆمەڵگای	.ko.meł.gay
کۆمەڵناس	.ko.meł.nas
کۆمەڵە	.ko.me.łe
کۆمەڵەی	.ko.me.łey
کۆن	.kon
کۆنگرە	.kon.gi.re
کۆنگرەکەدا	.kon.gi.re.ke.da
کۆنگرەی	.kon.gi.rey
کۆنێ	.ko.nê
کۆیلەپەروەرانەکانی	.koy.le.per.we.ra.ne.ka.nî
کێبەرکێ	.kê.ber.kê
کێبەرکێگەلێک	.kê.ber.kê.ge.lêk
کێبەرکێی	.kê.ber.kêy
کێبەرکێیەکی	.kê.ber.kê.ye.kî
کێشابوومەوە	.kê.şa.bû.me.we
کێشانە	.kê.şa.ne
کێشە	.kê.şe
کێشەسازکەرە	.kê.şe.saz.ke.re
کێشەکان	.kê.şe.kan
کێشەکانی	.kê.şe.ka.nî
کێشەگەلێکی	.kê.şe.ge.lê.kî
کێشەگەلی	.kê.şe.ge.lî
کێشەگەلە	.kê.şe.ge.le
کێشەی	.kê.şey
کێشەیان	.kê.şe.yan
کێشەیەک	.kê.şe.yek
کێشەیەکی	.kê.şe.ye.kî
کێشەیەی	.kê.şe.yey
کێهە	.kê.he
کێو	.kêw
کێوی	.kê.wî
کێوین	.kê.wîn
کیلۆمیتر	.kî.lo.mî.tir
کە	.ke
کەتالۆگێکی	.ke.ta.lo.gê.kî
کەتەلۆگ	.ke.te.log
کەتەلۆگان	.ke.te.lo.gan
کەتەلۆگانە	.ke.te.lo.ga.ne
کەتەلۆگی	.ke.te.lo.gî
کەتەلۆگەکانی	.ke.te.lo.ge.ka.nî
کەچا	.ke.ça
کەچی	.ke.çî
کەڕەت	.ke.řet
کەڕەتان	.ke.ře.tan
کەڕەتێک	.ke.ře.têk
کەس	.kes
کەسان	.ke.san
کەسانێک	.ke.sa.nêk
کەسانێکی	.ke.sa.nê.kî
کەسانێکیش	.ke.sa.nê.kîş
کەسانی	.ke.sa.nî
کەسانە	.ke.sa.ne
کەسانەش	.ke.sa.neş
کەسانەی	.ke.sa.ney
کەسایەتیگەلی	.ke.sa.ye.tî.ge.lî
کەسایەتیی	.ke.sa.ye.tîy
کەسایەتییان	.ke.sa.ye.tî.yan
کەسایەتییە	.ke.sa.ye.tî.ye
کەسایەتییەکان	.ke.sa.ye.tî.ye.kan
کەسێک	.ke.sêk
